Field1	Field2
ἥκω	to have come, be present, be here
ἡλιαία	a public place or hall
ἡμέτερος	our
ἠμί	I say
ἡνίκα	at which time, when
ἧσσα	a defeat, discomfiture
ἡσυχία	stillness, rest, quiet
ἡσύχιος	still, quiet, at rest, at ease
θάλασσα	the sea
θάνατος	death
θαυμάζω	to wonder, marvel, be astonied
θέα	a seeing, looking at, view
θεά	a goddess
θείνω	to strike, wound
θεός	God
θεραπεία	a waiting on, service
θεραπείη	
θεραπεύω	to be an attendant, do service
θεωρέω	to look at, view, behold
Θῆβαι	Thebes
Θηβαῖος	Theban
θήγω	to sharpen, whet
θῆλυς	female
θηράω	to hunt or chase
θηρίον	a wild animal, beast
θόρυβος	a noise, uproar, clamour
θυγάτηρ	a daughter
θυμός	the soul
θυμόω	to make angry
ἰατρός	one who heals, a mediciner, physician or surgeon
ἴδιος	one's own, pertaining to oneself
ἰδίω	to sweat
ἵημι	to set a going, put in motion
ἵνα	in that place, there
ἵππος	a horse, mare
ἴσος	equal to, the same as
ἰσόω	to make equal
ἵστημι	to make to stand
ἰσχυρός	strong, mighty
ἰσχύς	strength
ἴσως	equally, in like manner
καθά	according as, just as
καθηγεμών	a leader, a guide
καθίστημι	to set down, place
καθό	in so far as, according as
καί	and
καιρός	due measure, proportion, fitness
κάκη	wickedness, vice
κακία	badness
κακός	bad
κακόω	to treat ill, maltreat, afflict, distress
καλός	beautiful, beauteous, fair
κάμνω	to work
κἀν	and if, even if, although
καρτερέω	to be steadfast, patient, staunch
κατά	down, downwards, with gen. or acc.
καταδύω	to go down, sink, set
κατακλείω	to shut in, inclose
κατακοιμάω	to sleep through
κατανοέω	to observe well, to understand
κατανόησις	observation: means of observing
καταπτήσσω	to crouch down, to lie crouching or cowering
κατατυγχάνω	to hit one's mark, to be successful
καταχώννυμι	to cover with a heap
καταχωρίζω	to set in a place, place in position
καταψάω	to stroke with the hand, to stroke, caress
καταψηφίζομαι	to vote against or in condemnation of
κατέχω	to hold fast
κατηγορέω	to speak against, to accuse
κατηγορία	an accusation, charge
κατήγορος	an accuser
κατοικέω	to dwell in as a κάτοικος, to settle in, colonise
κατόρθωσις	a setting straight: successful accomplishment
κεῖμαι	to be laid
κενός	empty
κενόω	to empty out, drain
κηδεύω	to take charge of, attend to, tend
κῆρυξ	a herald, pursuivant, marshal, public messenger
κινδυνεύω	to be daring, to make a venture, take the risk, do a daring thing
κίνδυνος	a danger, risk, hazard, venture, enterprise
κοινῇ	
κοινός	common, shared in common
κοινόω	to make common, communicate, impart
κρατέω	to be strong, mighty, powerful
κρείσσων	stronger, mightier, more powerful
κρίνον	a lily
κρίνω	to pick out, choose
κρίσις	a separating, power of distinguishing
κριτής	a decider, judge, umpire
κριτός	picked out, chosen
κτάομαι	to procure for oneself, to get, gain, acquire
κτέομαι	
κτῆμα	anything gotten, a piece of property, a possession
κῦμα	anything swoln
κυρόω	to make valid, confirm, ratify, determine
κωλύω	to let, hinder, check, prevent
Λακεδαιμόνιος	
Λακωνικός	Laconian
λαμβάνω	to take
λανθάνω	to escape notice, to be unknown, unseen, unnoticed
λέγος	
λέγω	
λείψανον	a piece left, wreck, remnant, relic
Λεῦκτρον	
λίθος	a stone
λογισμός	a counting, reckoning, calculation, computation
λογογραφία	a writing of speeches
λόγος	the word or that by which the inward thought is expressed
λόγχη	a spear-head, javelin-head
λοιπός	remaining, the rest
Λυκοῦργος	
λυπέω	to give pain to, to pain, distress, grieve, vex, annoy
λύπη	pain of body
λύτρον	a price paid
λυτρόω	to release on receipt of ransom, to hold to ransom
Μακεδονικός	
Μακεδών	a Macedonian
μᾶλλον	
μαρτυρέω	to be a witness, to bear witness, give evidence, bear testimony
μαρτύρομαι	to call to witness, attest, invoke
μέγας	big, great
μέθοδος	a following after, pursuit
μέλλω	to think of doing, intend to do, to be about to do
μέν	on the one hand, on the other hand
μένος	might, force, strength, prowess, courage
μένω	to stay at home, stay where one is, not stir
μέση	
μέσης	
μέσος	middle, in the middle
μετά	in the midst of, among with gen., dat., and acc.
μεταβολή	a change, changing
μεταί	
μεταξύ	betwixt, between
μετάπτωσις	change
μή	not
μηδείς	and not one
μικρός	small, little
μισέω	to hate
μονονούκ	
μόνος	alone, left alone, forsaken solitary
ναυμαχία	a sea-fight
ναῦς	a ship
νεάω	to plough up anew
νεκρός	a dead body, corpse
νέος	young, youthful
νεῦρον	a sinew, tendon;
νεύω	to nod or beckon
νέφος	a cloud, mass or pile of clouds
νέω	
νικάω	to conquer, prevail, vanquish
νόθος	a bastard, baseborn child
νόμος	anything assigned, a usage, custom, law, ordinance
νόος	mind, perception
νόσημα	a sickness, disease, plague
νόσος	sickness, disease, malady
νῦν	now at this very time
ξίφος	a sword
ξύλον	wood
ὁ	the, that
ὅδε	this
οἰκέω	to inhabit, occupy
οἰκονομία	the management of a household or family, husbandry, thrift
οἰκόπεδον	the site of a house
οἰκουμένη	the inhabited world
οἴμη	a song, lay
οἴομαι	to suppose, think, deem, imagine
ὀλισθήεις	slippery
ὀλισθηρός	
ὁμοῖος	
ὅμοιος	like, resembling
ὁμοιόω	to make like
ὁμολογέω	to speak together
ὁμόνοια	oneness of mind or thought, unity, concord
ὄνομα	by name
ὄντα	existing things, the present
ὀξύτης	sharpness, pointedness
ὅπλον	a tool, implement
ὁποῖος	of what sort or quality
ὅρασις	seeing, the act of sight
ὁρατός	to be seen, visible
ὁράω	To see
ὀργή	natural impulse or propension: one's temper, temperament, disposition, nature
ὀργίζω	to make angry, provoke to anger, irritate
ὅρος	a boundary, landmark
ὅς	this, that;
ὁσία	divine law, natural law
ὅσιος	hallowed, sanctioned by the law of God
ὅστις	any one who, anything which
ὅταν	whenever
ὅτι	
οὐ	not
οὐδαμόθεν	from no place, from no side
οὐδέ	but not
οὐδείς	and not one
οὐδός	
οὐκέτι	no more, no longer, no further
οὖν	really, at all events
οὖς	auris, the ear
οὔτε	and not
οὔτι	not, I suppose . . , surely you do not mean that . .
οὔτις	no one or nobody
οὗτος	this
οὕτως	in this way or manner, so, thus
ὀφείλω	to owe, have to pay or account for
ὀφθαλμός	the eye
πᾶγος	
πάγος	that which is fixed or firmly set
πάλιν	back, backwards
πανταχόθεν	from all places, from all quarters, on every side
πάντως	altogether;
παρά	from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.
παρά-εἰσδύνω	
παρά-θραύω	
παραιτέομαι	to beg from
παρακολουθέω	to follow beside, follow closely
παρακρούω	to strike aside: to disappoint, mislead
παρανάλωμα	useless expense
παρασκευή	preparation
παρατάσσω	to place side by side, draw up in battle-order
παρατίθημι	to place beside
πάρειμι	to be by or present
παρέρχομαι	to go by, beside or past, to pass by, pass
παρέχω	to hold beside, hold in readiness, to furnish, provide, supply
παρίστημι	to make to stand or to place beside
παρρησία	freespokenness, openness, frankness
πᾶς	all, the whole
πάσσω	to sprinkle
πατήρ	a father
πάτηρ	
πατρίς	of one's fathers
πέζα	bottom or end
πεζός	on foot
πείθω	to prevail upon, win over, persuade
πειράζω	to make proof or trial of
πειράω	to attempt, endeavour, try
πέμπω	to send, despatch
πενία	poverty, need
πέρθω	to waste, ravage, sack, destroy
περί	around, round about with gen., dat., and acc.
περιβάλλω	to throw round
περιέχω	to encompass, embrace, surround
περιλάμπω	to beam around
περίλυπος	deeply grieved
περιμάχητος	fought about, fought for or to be fought for
περιτίθημι	to place round
Πέρσευς	
Πέρσης	a Persian, inhabitant of Persis
Περσῶνθησαυρους	
πήγνυμι	to make fast
πηρός	disabled in a limb, maimed
πικρός	pointed, sharp, keen
πίμπλημι	to fill full of
πιστεύω	to trust, trust to or in, put faith in, rely on, believe in
πλάσσω	to form, mould, shape
πλείων	more, larger
πλέος	full.
πλέω	to sail, go by sea
πλέως	full of
πλῆθος	a great number, a throng, crowd, multitude
πλήθω	to be or become full of
πληρόω	to make full
πλησίος	near, close to
πλήσσω	to strike, smite
ποιέω	to make
ποικίλλω	to work in various colours, to broider, work in embroidery
ποικίλος	many-coloured, spotted, mottled, pied, dappled
ποιός	of a certain nature, kind or quality
πολεμέω	to be at war or go to war, make war
πολέμιος	of or belonging to war
πόλεμος	battle, fight, war
πολεμόω	to make hostile, make an enemy of
πολέω	to go about, range over
πόλις	a city
πολιτεία	the condition and rights of a citizen, citizenship
πολιτεύω	to live as a citizen or freeman, live in a free state
πολίτης	a member of a city or state
πολλάκις	many times, often, oft
πολυανδρεῖον	
πολυανδρέω	to be full of men, to be populous
πολυάνδριον	
πολυάνδριος	
πολύς	many
πονέω	to work hard, do work, suffer toil
πόνος	work
πορεύω	to make to go, carry, convey
πρᾶγμα	that which has been done, a deed, act
πρᾶξις	a doing, transaction, business
πράσσω	to pass over
πραύνω	to make soft, mild or gentle, to soften, soothe, calm
πρέσβεια	
πρεσβεία	age, seniority
πρέσβις	age
πρέσβυς	an old man
πρεσβύτης	
προαγορεύω	to tell beforehand
προαιρέω	to bring forth, produce from one's stores
προβαίνω	to step on, step forward, advance
πρόβατον	anything that walks forward;
πρόβλημα	anything projecting, a headland, promontory
πρόγονος	a forefather, ancestor
προθέω	
προίημι	to send before, send on or forward
προκρίνω	to choose before others, choose by preference, prefer, select
πρός	motion from
προσδοκία	a looking for, expectation
προσδόκιμος	expected, looked for
προσέρχομαι	to come or go to
προσηνής	soft, gentle, kindly
προστίθημι	to put to
πρότερος	prae.
πρωτολογία	
πύλη	one wing of a pair of double gates
πυλόω	to furnish with gates
πῦρ	fire
πυρρός	flame-coloured, yellowish-red
πυρσός	a firebrand, torch
πως	in any way, at all, by any means
πῶς	how? in what way or manner?
ῥεῦμα	that which flows, a flow, stream, current
ῥῆμα	that which is said or spoken, a word, saying
ῥήτωρ	a public speaker, pleader
ῥοπή	inclination downwards, the sinking of the scale
σάλπιγξ	a war-trumpet, trump
σαφής	clear, plain, distinct, manifest
σιωπάω	to be silent
σιωπή	silence
σκῆπτρον	a staff or stick to lean upon, a walking-stick
σκοπέω	to look at or after
σμικρός	
Σπάρτη	Sparta
σπουδή	haste, speed
στρατιώτης	a citizen bound to military service;
στρατοπεδεύω	to encamp, bivouac, take up a position
στυγνός	hated, abhorred, hateful
σύ	
σύγκειμαι	to lie together
συγκλείω	to shut or coop up, hem in, enclose
συγχέω	to pour together, commingle, confound
συκοφαντέω	to accuse falsely, slander, calumniate
συκοφάντης	a false accuser, slanderer
συκοφαντία	
συκοφαντίας	
συκοφαντίης	the Sycophant-wind
συλάω	to strip off
συλλαβή	that which holds together
συμβαίνω	to stand with the feet together
συμβάλλω	to throw together, dash together
συμβουλεύω	to advise, counsel
συμβουλία	advice or counsel given
σύμβουλος	an adviser, counsellor
σύμμαχος	fighting along with, allied with
σύμπας	all together, all at once, all in a body
συμφερόντως	profitably
συμφέρω	to bring together, gather, collect
συμφορά	an event, circumstance, chance, hap
συμφορεύς	aide-de-camp
σύν-ἀποφέρω	
συνάπτω	to tie or bind together, to join together, unite
συνδέω	to bind or tie together
συνεκπίπτω	to rush out together with
σύν-εὐδοκέω	
συνεφίστημι	to set on the watch together, make attentive
συνεχής	holding together
συνθάπτω	to bury together, join in burying
συνοράω	to see together or at the same time
σύνταξις	a putting together, arranging, arrangement, organisation, order
συντρίβω	to rub together
συρρέω	to flow together or in one stream
σφάζω	to slay, slaughter
σφάλλω	to make to fall, throw down, overthrow
σφάλος	
σώζω	to save, keep
σῶμα	the body
σωτηρία	a saving, deliverance, preservation, safety
σωτήριος	saving, delivering
ταπεινός	low
ταράσσω	to stir, stir up, trouble
τάσσω	to arrange, put in order
ταφή	burial
τειχίζω	to build a wall
τελευτάω	to complete, finish, accomplish
τελευτή	a finishing, completion, accomplishment
τέλος	the fulfilment or completion
τέφρα	ashes
τῇ	here, there
τιθασεύω	to tame, domesticate
τίθημι	to set, put, place
τιμή	that which is paid in token of worth or value
τιμωρία	help, aid, assistance, succour
τίς	who? which?
τις	any one, any thing, some one, some thing;
τοίνυν	therefore, accordingly
τόλμα	courage, to undertake or venture
τολμάω	to undertake, take heart
τόπος	a place
τότε	at that time, then
τρέπω	to turn or direct
τρέφος	
τρέφω	to thicken or congeal
Τριβαλλοί	the Triballi
Τριβαλλός	
τρίτος	the third
τρόπος	a turn, direction, course, way
τροπόω	to furnish the oar with its thong
τρυφή	softness, delicacy, daintiness
τυγχάνω	to hit
τύπον	
τύπος	a blow
τύχη	the good which man obtains
τῷ	therefore, in this wise, thereupon
ὑμός	your
ὑπέρ	over, above, w. gen, over, beyond, w. acc.
ὑπέχω	to hold or put under
ὕπνον	
ὕπνος	sleep, slumber
ὑπό	from under, by, c. gen. under, c. dat., towards c. acc.
ὑποβρύχιος	under water
ὑποδέχομαι	to receive beneath
ὑποζεύγνυμι	to yoke under, put under the yoke
ὑπολαμβάνω	to take up by getting under
ὑποψία	suspicion, jealousy
ὑφή	a web
φαίνω	to bring to light, make to appear
φάλαγξ	a line of battle, battle-array
φαντασία	imagination, the power by which an object is presented
φάσκω	to say, affirm, assert
φείδομαι	to spare
φέρω	to bear
φημί	to declare, make known
φθέγγομαι	to utter a sound or voice
φιλανθρωπία	humanity, benevolence, kindliness
φιλία	friendly love, affection, friendship
φίλιος	of or from a friend, friendly
Φίλιππος	
φιλόδοξος	loving honour or glory
φιλονεικέω	to be fond of strife, engage in eager rivalry, be contentious
φίλος	loved, beloved, dear
φιλοστοργία	tender love, affectionateness
φιλοψυχέω	to love one's life: to be cowardly or faint-hearted
φίλων	
φοβερός	fearful
φόβος	flight
φρέαρ	a well
φρόνημα	one's mind, spirit
φρουρά	a looking out, watch, guard
φυγάς	one who flees
φυσάω	to puff or blow up, distend
φύσις	the nature, natural qualities, powers, constitution, condition
φύω	to bring forth, produce, put forth
φωνέω	to produce a sound or tone
φωνή	a sound, tone
χαλεπός	hard to bear, painful, sore, grievous
χαλινόω	to bridle
χαρίζομαι	to say or do something agreeable
χάρις	Grace
χείρ	the hand
χειροήθης	accustomed to the hand, manageable;
χέω	to pour
χίλιοι	a thousand
χίλιος	
χόω	to throw or heap up
χράομαι	consulting or using an oracle
χραύω	to scrape, graze, wound slightly
χράω	
χρεία	use, advantage, service
χρέος	that which one needs must pay, an obligation, debt
χρῆμα	a thing that one uses
χρήσιμος	useful, serviceable, good for use, good, apt or fit
χρόνος	time
χρυσίον	a piece of gold
χώρα	the space in which a thing is
χωρίζω	to separate, part, sever, divide
χωρίς	separately, asunder, apart, by oneself or by themselves
ψευδής	lying, false
ψήφισμα	a proposition carried by vote
ψῆφος	a small stone, a pebble, rubbed and rounded
ψιλός	bare
ψιλόω	to strip bare
ψυχή	breath
ὦ	O! oh!
ὠθέω	to thrust, push, shove, force onwards or away
ὠμότης	rawness
Ὠρωπός	
ὡς	thus, as, so that, since
ὥσπερ	just as if, even as
ὠτακουστής	a listener, spy
