Field1	Field2
ἀέριος	in the mist or thick air of morning
ἀετός	an eagle
ἄζηλος	not subject to envy, unenviable, dreary
ἅζομαι	to stand in awe of, dread
ἀηδών	the songstress
ἀήθης	unwonted, unusual
ἄημα	a blast, gale
ἄημι	to breathe hard, blow
ἀήσυρος	light as air, small, little
Ἀθαμαντίδος	
ἀθάνατος	undying, immortal
ἄθαπτος	unburied
ἀθέλεος	
ἄθελκτος	implacable
ἄθεος	without God, denying the gods
ἀθέρμαντος	not heated by strife or passion
ἄθετος	set aside
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθήναιος	
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήνευς	
Ἀθήνη	Athena
ἄθικτος	untouched
ἀθλεύω	to contend for a prize, combat, wrestle
ἀθλέω	having contended with
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθροίζω	to gather together, to muster
ἀθυμέω	to be disheartened, lose heart
ἄθυμος	without heart, fainthearted
Ἀθῷος	
ἀθῷος	unpunished, scot-free
αἴ	ha!
αἶα	
αἰάζω	to cry αἰαῖ, to wail
αἰαῖ	ah!
αἰακτός	bewailed, lamentable
αἰανής	dreary, dismal, direful, horrid
Αἴας	Ajax
Αἰγαῖος	Aegaean
αἴγεος	a goat's skin
Αἰγεύς	
αἰγίλιψ	destitute even of goats
Αἰγίπλαγκτος	
αἰγίς	the aegis or shield
Αἰγίς	
Αἴγισθος	
αἰγυπιός	a vulture
Αἰγύπτειος	
αἰγυπτία	
Αἰγύπτιος	Egyptian
Αἰγυπτογενής	of Egyptian race
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
Αἵδης	
ἀιδνός	unseen, dark
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἄιδρις	unknowing, ignorant
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰθαλόεις	smoky, sooty
αἰθέριος	of or in the upper air, high in air, on high
αἰθήρ	ether, the brighter purer air, the sky
Αἰθίοψ	burnt-face
αἰθος	
αἶθος	a burning heat, fire
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
ἀικής	
αἰκία	injurious treatment, an affront, outrage
αἰκίζω	to treat injuriously, to plague, torment
αἴκισμα	an outrage, torture
αἴλινον	
αἴλινος	a plaintive dirge
αἷμα	blood
αἱμάσσω	to make bloody stain with blood
αἱμάτη	
αἱματηρός	bloody, bloodstained, murderous
αἱματηφόρος	bringing blood, bloody
αἱματίζω	
αἱματόεις	blood-red or of blood
αἱματολοιχός	licking blood
αἱματορρόφος	blood-drinking
αἱματοσταγής	blood-dripping
αἱματοσφαγής	
αἱματόω	to make bloody, stain with blood
αἱμοσταγής	
αἱμύλος	flattering, wheedling, wily
αἵμων	skilful in
αἰνέω	to tell or speak of
αἴνη	praise, fame
αἴνιγμα	a dark saying, riddle
αἰνιγματώδης	riddling, dark
αἰνικτήριος	in riddles
αἰνολαμπής	horrid-gleaming
αἰνόλεκτρος	fatally wedded
αἰνόμορος	doomed to a sad end
αἰνοπατήρ	unhappy father
αἰνός	dread, dire, grim
αἶνος	a tale, story
αἰολόμητις	full of various wiles
αἰόλος	quick-moving
αἰολόστομος	shifting in speech
αἰπολέω	to tend goats
αἶπος	a height, a steep
αἰπος	
αἰπυμήτης	with high thoughts
αἰπύνωτος	high-backed, on a high mountain-ridge
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
ἀίσθω	to breathe out
αἰσιμία	happiness
αἴσιος	boding well, auspicious
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἄιστος	not to be seen, unseen
ἀιστόω	to make unseen, to annihilate
αἶσχος	shame, disgrace
αἰσχρόμητις	forming base designs
αἰσχρός	causing shame, abusive
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχυντήρ	a dishonourer
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἰτίαμα	a charge, guilt imputed
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
αἰχμάζω	to throw the spear
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμή	the point of a spear
αἰχμήεις	armed with the spear
αἶψα	quick, with speed, on a sudden
ἀίω	
αἰών	a period of existence
ἄκαιρος	ill-timed, unseasonable, inopportune
ἀκάκης	
ἄκακος	unknowing of ill, guileless
ἀκάματος	without sense of toil
ἄκαμπτος	unbent, that will not bend, rigid
ἀκαρπία	unfruitfulness, barrenness
ἄκαρπος	without fruit, barren
ἀκάρπωτος	not made fruitful, without fruit
ἀκασκαῖος	gentle
ἀκέλευστος	unbidden
ἀκέομαι	to heal, cure
ἄκεσμα	a remedy, cure
ἀκή	a point
ἀκηδέω	to take no care for, no heed of
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκίθαρις	
ἄκικυς	powerless, feeble
ἀκίς	a point, the barb
ἀκίχητος	not to be reached, unattainable
ἄκλαυστος	unlamented
ἄκληρος	without lot or portion, poor, needy
ἄκλητος	uncalled, unbidden
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμαῖος	in full bloom, at the prime, blooming, vigorous
ἀκμή	a point, edge
ἄκμων	a thunderbolt
ἀκοή	a hearing, the sound heard
ἀκοίμητος	sleepless
ἄκοιτις	a spouse, wife
ἀκόμπαστος	not boastful
ἄκομπος	not boasting
ἀκοντιστής	a darter, javelin-man
ἀκόρεστος	insatiate
ἀκόρετος	
ἄκορον	
ἄκορος	untiring, ceaseless
ἄκος	a cure, relief, remedy for
ἄκοσμος	without order, disorderly
ἄκουσις	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκραγής	not barking
ἄκραντος	unfulfilled, fruitless
ἀκρατής	powerless, impotent
ἄκρατος	unmixed, sheer
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκριτόφυρτος	undistinguishably mixed
ἀκροβόλος	a slinger, skirmisher
ἀκρόβολος	struck from afar
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἀκρόπτολις	
ἄκρος	at the furthest point
ἄκρυπτος	unhidden
ἀκρυπτος	
ἄκρων	
ἀκρωνία	mutilation
ἀκταίνω	to lift up, raise
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἀκτίς	a ray, beam
Ἄκτωρ	
ἄκτωρ	a leader
ἀκύμαντος	not washed by the waves
ἄκυμος	tranquil
ἀκύμων	without fruit, barren
ἄκων	a javelin, dart
ἅλαδε	to or into the sea
ἀλαίνω	to wander about
ἀλάομαι	to wander, stray or roam about
ἀλαός	not seeing, blind
ἀλαόω	to blind
ἀλαπάζω	to empty, drain, exhaust
ἀλάστορος	under the influence of an ἀλάστωρ: suffering cruelly
ἄλαστος	not to be forgotten, insufferable, unceasing
ἀλάστωρ	the avenging deity, destroying angel
ἀλγεινός	giving pain, painful, grievous
ἀλγέω	to feel bodily pain, suffer
ἄλγιστος	
ἀλγίων	more or most painful, grievous or distressing
ἄλγος	pain
ἀλγύνω	to pain, grieve, distress
ἀλδαίνω	to make to grow
ἀλέγω	to trouble oneself, have a care
ἄλειφαρ	anointing-oil, unguent, oil
ἀλέκτωρ	a cock
ἀλέξανδρος	defending men
Ἀλέξανδρος	
ἀλέξημα	a defence, remedy
ἀλεξητήριος	able to keep off
ἀλέομαι	to avoid, shun
ἀλεύω	to remove, keep away
ἀλέω	to grind, bruise, pound
ἄλη	
ἀλήθεια	truth
ἀληθεύω	to speak truth
ἀληθής	unconcealed, true
ἀληθόμαντις	prophet of truth
ἀλητεία	a wandering, roaming
ἀλήτης	a wanderer, stroller, rover, vagabond
ἀλίγκιος	resembling, like
ἁλίδονος	sea-tossed
ἁλίζω	
ἀλίμενος	without harbour, harbourless
ἅλιος	
ἁλίρροθος	of the raging sea
ἁλίρρυτος	washed by the sea
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίσκομαι	to be taken, conquered
ἁλίστονος	sea-resounding
ἀλιταίνω	to sin or offend against
ἁλίτυπος	sea-beaten
ἀλκή	strength
ἀλκίφρων	stout-hearted
Ἀλκμήνη	
ἀλλά	otherwise, but
ἀλλαγή	a change
ἀλλάσσω	to make other than it is, to change, alter
ἀλληλοφόνοι	murdering one another
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἄλλοθεν	from another place
ἀλλόθροος	speaking a strange tongue
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἄλλου	
ἀλλόφυλος	of another tribe, foreign
ἄλλως	in another way or manner
ἅλμη	sea-water, brine
ἁλμήεις	
ἀλοίδορος	not reviling or railing
ἄλοξ	a furrow
ἁλουργής	wrought in the sea, sea-purple
ἄλοχος	a bedfellow, spouse, wife
Ἄλπιστον	
ἅλς	a lump of salt
ἄλσος	a glade or grove
ἄλυξις	an escape
ἄλυς	listlessness, ennui
Ἅλυς	
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
ἄλυτος	not to be loosed, indissoluble
ἀλύω	to wander in mind
ἀλφεσίβοιος	bringing in oxen
ἀλφηστής	working for one's daily bread, laborious, enterprising
ἅλων	
ἅλως	a threshing-floor
ἁλώσιμος	easy to take, win
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζών	the Amazons
ἀμαθύνω	to level with the sand, utterly destroy
ἀμαλάπτω	
ἁμαξήρης	of or on a carriage
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
ἁμαρτίνοος	erring in mind, distraught
ἁμάρτιον	
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμαυρόω	to make dim, faint
ἀμάχετος	
ἀμάχητος	not to be fought with, unconquerable
ἄμαχος	without battle
ἀμάω	
ἀμβλύνω	to blunt, take the edge off
ἀμβλύς	blunt, dulled, with the edge taken off
ἀμβλωπός	bedimmed, dark
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἄμεικτος	
ἀμείλιχος	implacable, relentless
ἀμείνων	better, abler, stronger, braver
ἄμειψις	exchange, interchange
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἄμεμπτος	not to be blamed, blameless
ἀμεμφής	
ἀμεμφία	freedom from blame
ἄμη	a shovel or mattock
ἀμήνιτος	not angry or wrathful
ἀμηχανέω	to be at a loss for
ἀμήχανος	without means
ἀμίαντος	undefiled
ἅμιλλα	a contest for superiority, a conflict
ἀμίς	a chamber-pot
ἄμισθος	without hire or pay, unhired
Ἀμίστρης	
Ἄμιστρις	
ἀμνημονέω	to be unmindful
ἀμνήμων	unmindful, forgetful
ἄμοιρος	without share in
ἄμομφος	blameless
ἁμός	
ἁμοῦ	somewhere or other
ἀμοχθεί	without effort
ἄμπ	
ἀμπαλάγμα	
ἄμπελος	a vine
ἀμπετής	
ἀμπέχω	to surround, cover
ἀμπλακεῖν	to come short of
ἀμπλάκημα	an error, fault, offence
ἀμπλακία	
ἀμπυκτήρ	a horse's head-band
ἄμπυξ	a woman's head-band, snood
ἄμυγμα	a scratching, tearing
ἀμυγμός	
ἀμυνάθω	to defend, assist
ἀμύνω	to keep off, ward off
ἀμύσσω	to scratch, tear, wound, lacerate, mangle
ἀμφήκης	two-edged
ἀμφί	on both sides
Ἀμφιάραος	Amphiaraus
ἀμφιβαίνω	to go about or around
ἀμφιβάλλω	to throw or put round
ἀμφίβληστρον	anything thrown round
ἀμφίβολος	put round, encompassing
ἀμφίβουλος	half-minded
ἀμφίζευκτος	joined from both sides
ἀμφιθαλής	blooming on both sides
ἀμφιλαφής	taking in on all sides, widespreading
ἀμφίλεκτος	discussed on all hands, doubtful
ἀμφίλογος	disputed, disputable
ἀμφινεικής	contested on all sides, eagerly wooed
ἀμφίπολις	encompassing a city
ἀμφίσβαινα	a kind of serpent, that can go either forwards or backwards
Ἀμφιστρεύς	
ἀμφίστροφος	
ἀμφιτειχής	encompassing the walls
ἀμφίτομος	
ἀμφιτόμος	cutting with both sides, two-edged
ἀμφιχάσκω	to gape round, gape for
ἀμφιχέω	to pour around, to pour or spread over
Ἄμφιων	
ἀμφότερος	each or both of two
ἄμφω	
ἄμωμον	
ἄμωμος	without blame, blameless
ἄν	
ἀνά	up, upon
ἄνα	
ἀνά-ἄρχω	
ἀναβόαμα	a loud cry
ἀναβοάω	to shout aloud, utter a loud cry
ἀναγγέλλω	to carry back tidings of, report
ἀναγελάω	to laugh loud
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἄναγνος	impure, unclean, unholy, defiled
ἀνάγω	to lead up
ἀναδαίω	to light up
ἀνά-εἶδον	
ἀνά-ἐράω	
ἀναθάλλω	to shoot up again
ἀνά-θεμίζω	
ἀναθηλέω	to sprout afresh
ἀνά-θρῴσκω	
ἀναίθω	to light up, set on fire
ἀναίμακτος	unstained with blood
ἀναίματος	drained of blood
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναίσσω	
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνακαλέω	to call up the dead
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀνάκτησις	
ἀνάκτορον	a palace
ἀνάκτωρ	
ἀνακωκύω	to wail aloud
ἀνάλιος	
ἀναλίσκω	to use up, to spend, lavish or squander
ἄναλκις	without strength, impotent, feeble
ἀναλυτήρ	a deliverer
ἀνάλωμα	expenditure, cost
ἀναμένω	to wait for, await
ἀνάμιγα	promiscuously
ἀναμίγνυμι	to mix up, mix together
ἀναμπλάκητος	unerring, unfailing
ἀναμυχθίζομαι	to moan loudly
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἄναξ	a lord, master
ἀναπέμπω	to send up
ἀναπίπτω	to fall back
ἀναπομπός	one that sends up or back
ἀναπτερόω	to raise its feathers
ἀναπτύσσω	to unfold
ἀνάριθμος	without number, countless, numberless
ἄναρκτος	not governed or subject
ἀνάρσιος	not fitting, incongruous
ἀναρχία	lack of a leader
ἄναρχος	without head or chief
ἀνάσπασις	
ἀνασπάω	to draw up, pull up
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀναστατήρ	a destroyer
ἀναστάτης	
ἀναστενάζω	didst thou groan forth
ἀναστένω	to groan aloud
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνά-σχέθω%	
ἀνασχετός	
ἀνατέλλω	to make to rise up or to grow up
ἀνατί	without harm, with impunity
ἀνατλῆναι	to bear up against, endure
ἀνατολή	a rising, rise
ἄνατος	unharmed
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀνατροπή	an upsetting, overthrow
ἀναύγητος	rayless, sunless
ἀναύδητος	not to be spoken, unutterable, ineffable
ἄναυδος	speechless, silent
ἄναυς	without ships
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀναφυγή	escape from
ἀνά-χαίρω	
ἁνδάνω	to please, delight, gratify
ἀνδρακάς	man by man
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδρειφόντης	man-slaying
ἀνδρηλατέω	to banish from house and home
ἀνδρηλάτης	he that drives one from home, the avenger of blood
ἀνδρίς	
ἀνδρόβουλος	of manly counsel, man-minded
ἀνδροδάικτος	
ἀνδροθνής	murderous
ἀνδροκμής	man-wearying
ἀνδροκτασία	slaughter of men
ἀνδροκτονέω	to slay men
ἀνδρολέτειρα	a murderess
ἀνδρόπαις	a man-boy
ἀνδροπλήθεια	a multitude of men
Ἀνδρος	
ἀνδροσφαγεῖον	a slaughter-house of men
ἀνδροτυχής	getting a husband
ἀνδρόω	to rear up into manhood
ἀνδρών	the men's apartment
ἀνέδην	let loose, freely, without restraint
ἀνέκαθεν	from above
ἀνεκτός	bearable, sufferable, tolerable
ἀνελεύθερος	not fit for a free man
ἀνελληνόστολος	
ἀνέλπιστος	unhoped for, unlooked for
ἀνεμοείς	
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεπίμομφος	
ἀνέρχομαι	to go up
ἄνευ	without
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἀνεψιά	
ἀνεψιός	a first-cousin, cousin
ἄνη	fulfilment
ἀνηβάω	to grow young again
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνηκουστέω	to be unwilling to hear, to disobey
ἀνήκω	to have come up to
ἀνήλιος	without sun, sunless
ἀνήμερος	not tame, wild, savage
ἀνήρ	a man
ἀνήριθμος	
ἀνήροτος	unploughed, untilled
ἀνθαλίσκομαι	to be captured in turn
ἀνθεμουργός	working in flowers
ἀνθεμώδης	flowery, blooming
ἀνθέω	to blossom, bloom
ἄνθη	full bloom
ἀνθίστημι	to set against
ἀνθονομέω	
ἀνθονόμος	
ἄνθος	a blossom, flower
ἀνθρακόω	to be burnt to cinders
ἀνθρώπειος	of or belonging to man, human
ἄνθρωπος	man
ἀνίερος	unholy, unhallowed
ἀνιερόω	to dedicate, devote
ἀνίημι	to send up or forth
ἄνιος	
ἄνιπτος	unwashen
ἀνίστημι	to make to stand up, raise up
ἀνιστορέω	to make inquiry into, ask about
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοιμώζω	to wail aloud
ἀνοίμωκτος	unlamented
ἄνολβος	unblest, wretched, luckless
ἀνολολύζω	to cry aloud, shout (with joy)
ἄνομος	without law, lawless
ἄνοος	without understanding, foolish, silly
ἀνόσιος	unholy, profane
ἀνοτοτύζω	to break out into wailing
ἀνσχετός	to be borne, sufferable, endurable
ἀνταῖος	set over against, right opposite
ἀντακούω	to hear in turn
ἀνταλαλάζω	to return a shout
ἀνταλλάσσω	to exchange
ἀνταμείβομαι	to exchange
ἀνταποκτείνω	to kill in return
ἀντάω	to come opposite to, meet face to face, meet with
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεράω	to love in return
ἀντερῶ	to speak against, gainsay
ἀντέχω	to hold against
ἀντήλιος	opposite the sun
ἀντήνωρ	instead of a man
ἀντηρέτης	one who rows against
ἀντί	over against, opposite. c. gen.
ἀντιάζω	to meet face to face
ἀντιάω	to go for the purpose of meeting
ἀντιβαίνω	to go against, withstand, resist
Ἀντιγόνη	
ἀντιδέχομαι	to receive or accept in return
ἀντιδίδωμι	to give in return, repay
ἀντίδικος	an opponent in a suit, defendant
ἀντίδουλος	treated as a slave
ἀντίδουπος	re-echoing
ἀντικαταθνήσκω	to die or be slain in turn
ἀντίκεντρον	something acting as a goad
ἄντικρυς	straight on, right on
ἀντικτόνος	in requital for murder
ἀντιλάμπω	to kindle a light in turn
ἀντίμισθος	as a reward
ἀντίμοιρος	
ἀντίμολπος	sounding instead of, differing in sound from
ἀντινικάω	to conquer in turn
ἀντίον	
ἀντιόομαι	to resist, oppose
ἀντίος	set against
ἀντίπαις	like a boy or child
ἀντίπαλος	wrestling against
ἀντιπενθής	causing grief in turn
ἀντίπνοος	caused by adverse winds
ἀντίποινα	requital, retribution
ἀντίποινος	
ἀντιπορεῖν	to give instead
ἀντίπορος	on the opposite coast
ἀντιπυργόω	to build a tower over against
ἀντιρρέπω	to counterpoise, balance
ἀντισηκόω	to counterbalance, compensate for
ἀντισπάω	to draw the contrary way, hold back
ἀντιστάτης	an opponent, adversary
ἀντίταξις	counter-array
ἀντιτάσσω	to set opposite to, range in battle against
ἀντίτης	
ἀντιτίνω	to pay or suffer punishment for
ἀντίτολμος	boldly attacking
ἀντίτυπος	repelled
ἀντίφερνος	instead of a dower
ἀντίφονος	in return for slaughter, in revenge for blood
ἀντιφωνέω	to sound in answer, reply
ἀντλέω	to bale out bilge-water, bale the ship
ἄντλος	the hold of a ship
ἄντρον	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωγα	to command, order
ἄνωθεν	from above, from on high
ἀνώτερος	higher
ἀνωφελής	unprofitable, useless
ἀνωφέλητος	unprofitable, useless
ἀξία	the worth or value
ἀξιόμισος	
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξονήλατος	
ἀξύστατος	
ἄξων	an axle
ἄοζος	a servant, attendant
ἀοιδή	song, a singing
ἀοιδός	a singer, minstrel, bard
ἄοινος	without wine
ἀπαγγέλλω	to bring tidings, report, announce
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπᾴδω	to sing out of tune, be out of tune
ἀπαθής	not suffering or having suffered, without experience of
ἀπαιόλη	cheating, fraud
ἀπαιόλημα	
ἀπαίρω	to lift off, carry off, take away, to remove from
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαλέξω	to ward
ἀπαλλαγή	deliverance, release, relief from
ἀπάλλαξις	
ἀπαλλάσσω	to set free, release, deliver
ἁπαλός	soft to the touch, tender
ἀπαμβλύνω	to blunt the edge of
ἀπαναίνομαι	to disown, reject
ἀπανθίζω	to pluck off flowers
ἀπάνθρωπος	far from man
ἀπαντλέω	to draw off water from a ship's hold
ἅπαξ	once, once only, once for all
ἀπαξιόω	to disclaim as unworthy, disown
ἄπαξις	
ἄπαππος	with no grandfather
ἀπαράμυθος	inexorable
ἀπαρκέω	to suffice, be sufficient
ἄπαρνος	denying utterly
ἀπαρτίζω	to make even, move regularly
ἄπαρχος	
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπατιμάζω	
ἀπαυράω	to take away or wrest from, rob of
ἄπαυστος	unceasing, never-ending
ἀπέδιλος	unshod
ἀπειθέω	to be disobedient, refuse compliance
ἀπειλέω	
ἀπειλή	boastful promises, boasts
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείργω	to keep away from, debar from
ἀπείρητος	without making trial of
ἀπειρόδακρυς	
ἄπειρος	
ἀπενέπω	
ἀπενθής	free from grief
ἀπένθητος	
ἀπέρατος	
ἀπέρχομαι	to go away, depart from
ἀπέρωτος	loveless, unloving
ἀπευθύνω	to make straight again
ἀπευκτός	to be deprecated, abominable
ἀπεύχετος	
ἀπεύχομαι	to wish
ἀπέχθεια	hatred
ἀπέχω	to keep off or away from
ἀπήμαντος	unharmed, unhurt
ἀπήμων	unharmed, unhurt
ἀπήνη	a four-wheeled wagon
Ἀπίη	
ἄπιος	
Ἆπις	Apis
Ἀπίς	
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἄπλατος	unapproachable, terrible
ἄπληστος	not to be filled, insatiate
ἄπλοια	impossibility of sailing, detention in port
ἁπλόος	single
ἁπλός	
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
ἀπό	from, away from. c. gen.
ἀπό-ἅλλομαι	
ἀπογυμνάζω	to bring into hard exercise, to ply hard
ἀποδείκνυμι	to point away from
ἀποδικεῖν	to throw off or away
