Field1	Field2
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἴτιος	to blame, blameworthy, culpable
Αἴτνη	
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰών	a period of existence
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκλεής	without fame, inglorious, unsung
ἀκόλουθος	following, attending on
ἀκούω	to hear
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκρόπολις	the upper city
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἀλάομαι	to wander, stray or roam about
ἀλγέω	to feel bodily pain, suffer
ἀλέξανδρος	defending men
Ἀλέξανδρος	
Ἀλεξικλέα	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἁλίζω	
ἁλίσκομαι	to be taken, conquered
ἀλιτήριος	sinning or offending against
ἄλκιμος	strong, stout
ἀλλά	otherwise, but
ἀλλήλων	of one another, to one another, one another
ἄλλοθεν	from another place
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
ἄλογος	without λόγος
ἄλοχος	a bedfellow, spouse, wife
ἅμα	at once, at the same time
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἀμνημονέω	to be unmindful
ἄμπελος	a vine
Ἀμύντης	
ἀμύντης	
ἀμύνω	to keep off, ward off
ἀμφιβάλλω	to throw or put round
ἀμφισβητέω	to stand apart
ἀμφότερος	each or both of two
ἄν	
ἀνά	up, upon
ἀναβαίνω	to go up, mount, to go up to
ἀναβοάω	to shout aloud, utter a loud cry
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀνάκειμαι	to be laid up
ἀνακρίνω	to examine closely, to question, interrogate
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναμιμνήσκω	to remind
ἀνάξιος	unworthy, not deemed or held worthy of
ἀναπόδεικτος	
ἀναρπάζω	to snatch up
ἀνάστασις	a raising up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστέφω	to crown, wreath
ἀναστρέφω	to turn upside down, upset
ἀνδραποδισμός	a selling free men into slavery, enslaving
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδριάς	the image of a man, a statue
Ἄνδρος	
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἄνευ	without
ἀνέχω	to hold up
ἀνηλεής	without pity, unmerciful:—
ἀνηλέητος	
ἀνήρ	a man
ἄνθος	a blossom, flower
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνιαρός	grievous, troublesome, annoying
ἀνίημι	to send up or forth
ἀνίστημι	to make to stand up, raise up
ἀνόητος	not thought on, unheard of
ἀνοικοδομέω	to build up
ἀνορύσσω	to dig up
ἀνόσιος	unholy, profane
ἀντί	over against, opposite. c. gen.
Ἀντιγένης	
ἀντικαταλλάσσομαι	to exchange
ἀντίστασις	an opposite party
ἀντονομάζω	to name instead, call by a new name
ἀνυπέρβλητος	not to be surpassed or outdone
ἄνω	
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξίωσις	a thinking worthy
ἀοίκητος	uninhabited
ἀπαγγελία	a report
ἀπαγγέλλω	to bring tidings, report, announce
ἀπάγω	to lead away, carry off
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἀπαντάω	to move from
ἅπαξ	once, once only, once for all
ἀπαραίτητος	not to be moved by prayer, inexorable
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτησις	
ἀπέρχομαι	to go away, depart from
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἁπλόος	single
ἁπλόω	to make single, to unfold, stretch out
ἀπό	from, away from. c. gen.
ἀποβλέπω	to look away from
ἀπόγονος	born or descended from
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέχομαι	to accept from
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀπό-ἐρῶ	
ἀποθνήσκω	to die off, die
ἀποικοδομέω	to cut off by building, wall up, barricade
ἀποκτείνω	to kill, slay
ἀπολαμβάνω	to take or receive from
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
Ἀπολλόδωρος	
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογητέον	
ἀπολογητέος	one must defend
ἀπολογία	a speech in defence, defence
ἀπολύω	to loose from
ἀπονέμω	to portion out, impart, assign
ἀποπνέω	to breathe forth
ἀπορρέω	to flow or run off, stream forth
ἀπόρρητος	forbidden
ἀποσκευάζω	to pull off
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποσφάζω	to cut the throat of
ἀποτίθημι	to put away, stow away
ἀποφαίνω	to shew fort, display, produce
ἀποφεύγω	to flee from, escape
ἀποχωρέω	to go from or away from
ἀποχώρησις	a going off, retreat
ἀποψηφίζομαι	to vote away from
ἅπτω	to fasten, bind fast
ἀρά	a prayer
ἄρα	
ἆρα	particle introducing a question
ἀράομαι	to pray to
ἀργός	
ἀργύριον	a piece of silver, a silver coin
Ἄρειος	
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
Ἄρης	Ares
ἀριθμός	number
Ἄρις	
Ἀρίσταρχος	
ἀρίσταρχος	best-ruling
ἀριστεία	excellence, prowess
ἄριστον	the morning meal, breakfast
ἄριστος	best
ἁρμόζω	to fit together, join
ἁρμός	the fastenings
ἅρμοσις	
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
ἄρσην	male
ἄρσης	
ἄρσος	
ἀρχαῖος	from the beginning
ἀρχή	a beginning, origin, first cause
ἀρχήν	
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσέβημα	an impious or profane act
Ἀσία	Asia
Ἀσίης	
Ἄσιος	Asian
ἄσιος	
ἀστρατεία	exemption from service
ἄστυ	a city, town
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἄτακτος	not in battle-order
ἄταφος	unburied
ἄτερ	without
ἀτιμία	dishonour, disgrace
ἄτιμος	unhonoured, dishonoured
ἀτιμόω	to dishonour
ἀτιμώρητος	unavenged
ἄτοπος	out of place
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχής	luckless, unfortunate
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
Αὐξώ	
αὐτίκα	forthwith, straightway, at once
Αὐτόλυκος	
αὐτόνομος	living under one's own laws, independent
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτόχειρ	with one's own hand
αὐτοχειρί	
αὐτόχθων	sprung from the land itself
ἀφανίζω	to make unseen, hide from sight
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἀφιλότιμος	without due ambition
ἀφίστημι	to put away, remove
ἀφοράω	to look away from
ἀφορία	a not bearing
ἀφορμάω	to make to start from
ἀφορμή	a starting-point
Ἀχαιός	Achaian
Ἀχαρνεύς	an inhabitant of Acharnae
ἀχθεσθῆτε	
ἄχθομαι	to be loaded
ἄχρηστος	useless, unprofitable, unserviceable
βάθρον	that on which anything stands
βάλλω	to throw
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βασανίζω	to rub
βάσανος	the touch-stone
βασιλεύς	a king, chief
βασιλεύω	to be king, to rule, reign
βελτίων	better
βία	bodily strength, force, power, might
βίος	life
βιόω	to live, pass one's life
βλάπτω	to disable, hinder, stop
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
βοηθός	assisting, auxiliary
Βοιωτία	Boeotia
Βοιώτιος	Boeotian
βουλευτήριον	a council-chamber, senate-house
βουλευτήριος	advising
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βραχύς	short
βροτός	a mortal man
βωμός	any raised platform, a stand
γαῖα	a land, country
Γαῖα	
γάρ	for
γε	at least, at any rate
γείτων	one of the same land, a neighbour
γένειον	the part covered by the beard, the chin
γενναῖος	suitable to one's birth or descent
γενναιότης	nobleness of character, nobility
γεννάω	to beget, engender
γένος	race, stock, family
γεραιός	old
γέρων	an old man
γῆ	earth
γῆρας	old age
γηροτροφέω	
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γνώμη	a means of knowing, a mark, token
γνῶσις	a judicial inquiry
γονεύς	a begetter, father
γόνυ	the knee
Γοργώ	the Gorgon
γοῦν	at least then, at any rate, any way
γραμματεῖον	that on which one writes, tablets
γραμματεύς	a secretary, clerk
γραφή	representation by means of lines
γραφής	
γράφω	to scratch, scrape, graze
γυμνόω	to strip naked
γυνή	a woman
δαιμονάω	to be under the power of a δαίμων, to suffer by a divine visitation
δαίμων	a god, goddess
δάκνω	to bite
δάκρυον	a tear
δακρύω	to weep, shed tears
δαπανάω	to spend
δέ	but
δέησις	an entreating, asking: a prayer, entreaty
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δείλη	afternoon
δειλία	cowardice
δειλιάω	to be afraid
δεινός	fearful, terrible, dread, dire
δεινότης	terribleness
δεινόω	to make terrible: to exaggerate
δέκα	ten
δεκατεύω	to exact the tenth part from
Δεκέλεια	Deceleia
Δελφοί	the Delphians
Δελφός	
δένδρον	a tree
δέον	that which is binding, needful, right, proper
δεσμωτήριον	a prison
δεσπότης	a master, lord, the master of the house
δεῦρο	hither
δεύτερος	second
δέχομαι	to take, accept, receive
δέω	
Δεωκράτης	
δή	exactness
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημοτικός	of or for the people, in common use, common
Δημόφαντος	
δῆτα	certainly, to be sure, of course
διά	through c. gen. through, by means of c. acc.
διαβαίνω	to make a stride, walk or stand with the legs apart
διαβάλλω	to throw over or across, to carry over or across
διαβολή	false accusation, slander, calumny
διαγιγνώσκω	to distinguish, discern
διακαρτερέω	to endure to the end, last out
διάκειμαι	to be in a certain state, to be disposed or affected
διακινδυνεύω	to run all risks, make a desperate attempt, hazard all
διακονέω	to minister, serve, do service
διαλαμβάνω	to take or receive severally
διαλανθάνω	to escape notice
διαλέγω	to pick out one from another, to pick out
διαλογίζομαι	to balance accounts
διαμπερές	through and through, right through, clean through
διαμπερής	
διάνοια	a thought, intention, purpose
διά-ὁρίζω	
διά-ὀρίνω	
διαπράσσω	to pass over
διαρρήδην	expressly, distinctly, explicitly
διασκευάζω	to get quite ready, equip
διασῴζω	
διατελέω	to bring quite to an end, accomplish
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφέρω	to carry over or across
διαφεύγω	to flee through, get away from, escape
διαφθείρω	to destroy utterly
διαφορά	difference, distinction
διά-φυλάζω	
διαφυλάσσω	to watch closely, guard carefully
διά-ὡρίζω	
διδάσκω	to teach
δίδωμι	to give
διέρχομαι	to go through, pass through
Δίη	
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστήριον	a court of justice
δικαστής	a judge
δίκη	custom, usage
διό	wherefore, on which account
διοικέω	to manage a house
διόμνυμι	to swear solemnly, to declare on oath that . .
διόπερ	
δῖος	god-like, divine
διπλάζω	to double
διπλόος	twofold, double
διώκω	to pursue
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκώ	
δόμος	a house
δόξα	a notion
δόξις	
δορός	a leathern bag or wallet
δόρυ	a stem, tree
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλεύω	to be a slave
δούλη	
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
δραχμή	a handful
δράω	to do
δρέπανον	a scythe
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δυνατός	strong, mighty, able
δύο	two
δυσγενής	low-born
δύω	to strip off
δώδεκα	twelve
δωρεά	a gift, present
δώσων	always going to give
ἕ	sui.
ἐάν	if haply
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἐγγράφω	to mark in or on, to paint on
ἐγκαταλαμβάνω	to catch in
ἐγκαταλείπω	to leave behind
ἐγκώμιος	in or of the same village, native
ἐγώ	ego
ἔδαφος	the bottom, foundation, base
ἕδος	a sitting-place
ἔδω	to eat
ἐθέλω	to will, wish, purpose
ἐθίζω	to accustom, use
ἔθος	custom, habit
εἰ	whether.
εἰδοί	Idus
εἴδομαι	are visible, appear
εἶδον	to see, perceive, behold
εἶδος	that which is seen, form, shape, figure
εἴθε	would that!
εἰκάζω	to make like to, represent by a likeness, portray
εἰκός	like truth
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἴκω	to yield, give way, draw back, retire
εἰκών	a likeness, image, portrait
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
Εἰρηνίδος	
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσαγώγιμος	that can or may be imported
εἰσβάλλω	to throw into, put into
εἴσειμι	to go into
εἰσίημι	to send into
εἰσφέρω	to carry into or to
εἴσω	to within, into
εἶτα	then, next
εἴτε	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάτερος	each of two, either, each singly
ἑκατόν	a hundred
ἐκβάλλω	to throw or cast out of
ἔκγονος	born of, sprung from
ἐκδίδωμι	to give up, surrender
ἔκδοτος	given up, delivered over, surrendered
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἕκητι	by means of, by virtue of, by the aid of
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκομίζω	to carry out
ἐκλέγω	to pick or single out
ἐκλείπω	to leave out, omit, pass over
ἔκλειψις	abandonment
ἐκπέμπω	to send out or forth from
ἐκπλέω	to sail out, sail away, weigh anchor
ἐκπλήγνυμι	
ἔκπλοος	a sailing out, leaving port
ἐκστρατεύω	to march out
ἐκτίθημι	to set out, place outside
ἐκτρέφω	to bring up from childhood, rear up
ἕκτωρ	
Ἕκτωρ	
ἐκφεύγω	to flee out or away, escape
ἐκφορά	a carrying out
ἑκών	willing, of free will, readily
ἐλαία	the olive-tree
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλαφρός	lightly, buoyantly
ἐλάχιστος	the smallest, least
ἔλαχος	
ἐλέα	
ἐλεᾶς	a kind of owl
ἐλεγεῖον	a distich consisting of hexameter and pentameter, the metre of the elegy
ἐλεγεῖος	
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἐλεός	a kitchen-table, a board on which meat was cut up, a dresser
ἔλεος	pity, mercy, compassion
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἑλλάς	Hellas
Ἕλλην	Hellen
ἐλπίς	hope, expectation
ἐμαυτοῦ	of me, of myself
ἐμβαίνω	to step in
ἐμβάλλω	to throw in, put in
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἐμπίμπρημι	to kindle, burn, set on fire
ἐμπορία	commerce, trade, traffic
ἔμπορος	one who goes on shipboard as a passenger
ἐμπορπάω	to fasten with a brooch
ἔμπροσθεν	before, in front
ἐμφράσσω	to block up
ἔμφρων	in one's mind or senses
ἐν	in, among. c. dat.
ἐναντίον	
ἐναντίος	opposite
ἐνδείκνυμι	to mark, point out
ἐνδέχομαι	to take upon oneself
ἕνεκα	on account of, for the sake of, because of, for
ἐνενήκοντα	ninety
ἐνθάδε	thither, hither
ἔνθαπερ	there where, where
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
ἐνίστημι	to put, set, place in
ἕνος	belonging to the former of two periods, last year's
ἔνοχος	held in
ἐνστάζω	to drop in or into
ἐνταῦθα	here, there
ἐντεῦθεν	hence or thence
ἐντίκτω	to bear or produce in
ἐντός	within, inside
Ἐνυάλιος	the Warlike
Ἐνυώ	Enyo
ἐν-χειρέω	
ἕξ	six
ἐξαγγέλλω	to send out
ἐξάγω	to lead out
ἐξαγώγιμος	
ἐξαιρετός	that can be taken out, removable
ἐξαιρέω	to take out of
ἐξαίρω	
ἐξαιτέω	to demand or ask for from
ἐξαιτητέον	
ἐξαιτητέος	
ἐξαλείφω	to plaster or wash over
ἐξανίστημι	to raise up: to make one rise
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαπάτη	gross deceit
ἐξαρκέω	to be quite enough for, suffice for
ἐξαφαιρέω	to take right away
ἐξείλλω	to disentangle
ἔξειμι	to go out, come out
ἐξελαύνω	to drive out from
ἐξελέγχω	to convict, confute, refute
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἐξέτασις	a close examination, scrutiny, review
ἐξίημι	to send out, let
ἕξις	a having, possession
ἐξόμνυμι	to swear in excuse
ἐξορίζω	to send beyond the frontier, banish
ἐξορμάω	to send forth, send to war
ἐξορμέω	to be out of harbour, run out
ἐξουσία	power or authority
ἔξω	out
ἔξωθεν	from without
ἔοικα	to be like
ἐοικότως	similarly, like
ἐπαινέω	to approve, applaud, commend
ἐπαινός	dread
ἔπαινος	approval, praise, commendation
ἐπακτός	brought in, imported
ἐπάνειμι	to go back, return
ἐπανορθόω	to set up again, restore
ἐπάρχω	to be governor of
ἐπεί	after that, after (postquam), since, when (quum)
ἐπειδάν	whenever.
ἔπειμι	to be upon
ἔπειτα	thereupon
ἐπεξέρχομαι	to go out against, make a sally against
ἐπέοικε	to be like, to suit
ἐπερωτάω	to inquire of, question, consult
ἐπί	on, upon with gen., dat., and acc.
ἐπιβαίνω	to go upon
ἐπιγίγνομαι	to be born after, come into being after
ἐπιγράφω	to mark the surface, just pierce, graze
Ἐπίδαυρος	
ἐπίδειξις	a shewing forth, making known
ἐπιδημέω	to be at home, live at home
ἐπιδίδωμι	to give besides
ἐπίδοξος	likely or expected to do or be
ἐπιθυμέω	to set one's heart upon
ἐπικαλέω	to call upon
ἐπικουρία	aid, succour
ἐπίκτητος	gained besides or in addition, newly acquired
ἐπιλήθω	to cause to forget
ἐπιμέλεια	care, attention
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιορκέω	to swear falsely, forswear oneself
ἐπίσημον	any distinguishing mark, a device or badge, the bearing
ἐπίσημος	having a mark on
ἐπισκοπέω	to look upon or at, inspect, observe, examine, regard
ἐπίσταμαι	to know
ἐπιστρατεύω	to march against, make war upon
ἐπιτάσσω	to put upon
ἐπιτηδεύω	to pursue or practise
ἐπιτίθημι	to lay, put or place upon
ἐπιτιμάω	to lay a value upon
ἐπιτίμιον	the value, price
ἐπιτίμιος	
ἐπίτιμος	in possession of his rights and franchises
ἐπιτρέπω	to turn towards
ἐπιφανής	coming to light, appearing
ἐπιχειρέω	to put one's hand on
ἕπομαι	
ἐπονείδιστος	to be reproached, shameful, ignominious
ἔπος	a word
ἐπωνυμία	a surname, name given after
ἐπωνύμιος	called by the name of
ἐπώνυμος	given as a name
ἔρανος	a meal to which each contributed his share
ἐρατός	lovely, charming
ἐργασία	work, daily labour, business
ἔργνυμι	to confine
ἔργον	work
ἔργω	
Ἐρεχθεύς	the render
ἐρῆμος	desolate, lone, lonely, lonesome, solitary
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐρωτάω	to ask
ἐσθίω	to eat
ἐσθλός	good
ἔσθω	to eat
ἔστε	up to the time that, until
Ἑστία	Vesta
ἑστία	the hearth of a house, fireside
ἑστιάω	to receive at one's hearth or in one's house: to entertain, feast, regale
ἕστιος	
ἐσχατάω	to be at the edge, on the border
ἔσχατος	outermost
ἐτάζω	to examine, test
ἑταίρα	a companion
Ἐτεόνικος	
ἕτερος	one of the
ἑτέρωθι	on the other side
ἔτης	clansmen
ἔτι	yet, as yet, still
ἔτος	a year
εὖ	well
εὐαγγελίζομαι	to bring good news, announce them
εὐγενής	well-born, of noble race, of high descent
εὐδαιμονέω	to be prosperous, well off, happy
εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness
εὔδηλος	quite clear, manifest
εὐδοκιμέω	to be of good repute, to be held in esteem, honoured, famous, popular
εὐεργετέω	to do well, do good
εὐεργέτης	a well-doer, benefactor
εὐηκοηέω	
εὐθύς	
εὐκλεής	of good report, famous, glorious
εὔκλεια	good repute, glory
εὐλογία	good or fine language
εὐμενής	well-disposed, favourable, gracious, kindly
Εὔμολπος	
εὔνοια	good-will, favour, kindness
εὐνομέομαι	to have good laws, to be orderly
εὔνους	well-minded, well-disposed, kindly, friendly
εὔορκος	keeping one's oath, faithful to one's oath
εὐπετής	falling well;
εὐπορία	an easy way
Εὐριπίδης	
εὑρίσκω	to find
Εὐρυμέδων	
Εὐρώπη	Europa, Europe
Εὐρώπης	
εὐσέβεια	reverence towards the gods, piety, religion
εὐσεβέω	to live or act piously and religiously
εὐσεβής	righteous
εὐτύχημα	a piece of good luck, a happy issue, a success
εὐτυχία	good luck, success, prosperity
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
ἐφέπω	to go after, follow, pursue
ἔφηβος	one arrived at puberty
ἐφίστημι	to set or place upon
ἔφοδος	
ἔχθρα	
ἔχθρη	hatred, enmity
ἐχθρός	hated, hateful
ἔχις	an adder, viper
ἔχω	to have or to hold
ἕως	until, till
ερεξητηευς	
ευριπιδες	
ζάω	to live
Ζεύς	Zeus
ζέω	to boil, seethe
ζηλόω	to rival, vie with, emulate
ζημία	loss, damage
ζημιόω	to cause loss or do damage to
ζητέω	to seek, seek for
ζώιον	
ζῷον	a living being, animal
ζωός	alive, living
ζῶσις	
ἤ	
ᾗ	which way, where, whither, in or at what place
ἦ	in truth, truly, verily, of a surety
ἡβάω	to be at man's estate, to be in the prime of youth
ἥβη	manhood, youthful prime, youth
ἡγεμονέω	
Ἡγεμόνη	
ἡγεμονία	a leading the way, going first
ἡγεμών	one who leads
ἡγέομαι	to go before, lead the way
ἡδέως	
ἤδη	by this time, before this, already
ἦδος	delight, enjoyment, pleasure
ἡδύς	sweet
ἠέ	
ἦθος	an accustomed place
ἥκιστος	least
ἥκω	to have come, be present, be here
ἡλικία	time of life, age
ἡλικιώτης	an equal in age, fellow, comrade
ἡλίκος	as big as
ἡμέρα	day
ἥμερος	tame, tamed, reclaimed
ἡμερόω	to tame, make tame
ἡμέτερος	our
ἠμί	I say
ἡμός	
ἤν	see! see there! lo!
ἡνίκα	at which time, when
Ἤπειρος	
ἤπειρος	terra-firma, the land
ἠπειρόω	to make into mainland
Ἡρακλέης	Heracles
ἠρίον	a mound, barrow, tomb
ἥρως	warriors
ἧσσα	a defeat, discomfiture
ἡσσάομαι	to be less than another, inferior to
ἥσσων	less, weaker, less brave
ἠώς	the morning red, daybreak, dawn
ηομ	
θαλλός	a young shoot, young branch
Θαλλώ	
θάνατος	death
θανατόω	to put to death
θάομαι	to wonder at, admire
θάπτω	to pay the last dues to a corpse, to honour with funeral rites
θάσσων	quicker, swifter
θαυμάζω	to wonder, marvel, be astonied
θάψος	a plant or wood used for dyeing yellow
θάω	to suck
θέα	a seeing, looking at, view
θεά	a goddess
θεάομαι	to look on, gaze at, view, behold
θεῖος	
θεός	God
θεράπαινα	a waiting maid, handmaid
Θερμοπύλαι	
θέσμιος	according to law, lawful
θεσμοθέτης	a lawgiver
θεσμός	that which is laid down and established, a law, ordinance
θέω	to run
θεωρέω	to look at, view, behold
θηητός	gazed at, wondrous, admirable
θήκη	a case to put anything in, a box, chest
θηλύνω	to make womanish, to enervate
θῆλυς	female
θνήσκω	to die, be dying
θορυβέω	to make a noise or uproar
Θρᾴκη	Thrace
Θράκιος	Thracian
Θρᾷξ	a Thracian;
θρασύβουλος	bold in counsel
Θρασυβούλος	
θυγάτηρ	a daughter
θυμός	the soul
θύρα	a door
θυρόω	to furnish with doors, shut close
θυσία	an offering or mode of offering
θυσιάζω	to sacrifice
θύω	
ἰαμβεῖος	iambic
ἴδιος	one's own, pertaining to oneself
ἰδίω	to sweat
ἰδιώτης	a private person, an individual
ἶδος	violent heat
