Field1	Field2
ἀλλοτριόω	to estrange from
'ἄλλῳ	
ἄλλως	in another way or manner
ἅλς	a lump of salt
ἀλυσιτελής	unprofitable
ἀλφάνω	to bring in, yield, earn
ἄλφιτον	peeled or pearl-barley
ἀλφός	whiteness: white leprosy
ἅμα	at once, at the same time
ἀμαθία	ignorance
ἀμέλει	never mind
ἀμελέω	to have no care for, be neglectful of
ἁμός	
ἀμφισβητέω	to stand apart
ἀμφότερος	each or both of two
ἄν	
'ἄν	
ἀνά	up, upon
ἀναβάλλω	to throw or toss up
ἀναγκάζω	to force, compel
ἀναγκαῖος	with or by force
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀναιρέω	to take up, raise
ἀναισθησία	want of feeling or perception; insensibility
ἀναίσθητος	insensate, unfeeling
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀνακοινόω	to communicate
ἀνακράζω	to cry out, lift up the voice
ἀνακύπτω	to lift up the head
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλωμα	expenditure, cost
ἀναμένω	to wait for, await
ἀναμιμνήσκω	to remind
ἀνανεύω	to throw the head back
ἀναπίπτω	to fall back
ἀνάπλεος	quite full of
ἀναπνέω	to breathe again, take breath
ἀναστρέφω	to turn upside down, upset
ἀνασύρομαι	to pull up one's clothes
ἀνατίθημι	to lay upon
ἀναφέρω	to bring or carry up
ἀναφορά	
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδριάς	the image of a man, a statue
ἀνδρόλαλος	
ἀνελευθερία	illiberality
ἀνελεύθερος	not fit for a free man
ἄνευ	without
ἀνήρ	a man
Ἀνθεστηριών	Anthesterion
ἀνθεστηριών	
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνίστημι	to make to stand up, raise up
ἄνοος	without understanding, foolish, silly
ἀνταλλάσσω	to exchange
ἀντανίστημι	to set up against
ἀντεραστής	a rival in love
ἀντίδικος	an opponent in a suit, defendant
ἀντικνήμιον	the part of the leg opposite the κνήμη, the shin
Ἀντίπατρος	
ἀντιπροσεῖπον	
ἀνυπόδητος	unshod, barefoot
ἄνω	
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
'ἄπαγ'	
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἁπαλός	soft to the touch, tender
ἀπαντάω	to move from
ἀπαντικρύ	right opposite
ἀπάρχω	
Ἀπατούρια	the Apatouria
Ἀπατούριος	
ἀπαυδάω	to forbid
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείρητος	without making trial of
ἀπέρχομαι	to go away, depart from
'ἀπέσταλκα	
ἀπέχω	to keep off or away from
ἀπήνεια	
ἄπιος	
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἁπλόος	single
ἀπνευστί	to hold one's breath
ἀπό	from, away from. c. gen.
ἀποβάλλω	to throw off
ἀποβλέπω	to look away from
ἀπογράφω	to write off, copy: to enter in a list, register
ἀπογυμνάζω	to bring into hard exercise, to ply hard
ἀπογυμνόω	to strip quite bare
ἀπογύμνωσις	
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδίδωμι	to give up or back, restore, return
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀπό-δράω	
ἀποκαθίστημι	to re-establish, restore, reinstate
ἀποκαλέω	to call back, recall
ἀποκάμπτω	to turn off or aside
ἀποκείρω	to clip or cut off
ἀποκρίνω	to separate, set apart
ἀποκρύπτω	to hide from, keep hidden from
ἀπολαμβάνω	to take or receive from
ἀπολαύω	to have enjoyment of
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολύω	to loose from
ἀπομύσσω	to wipe
ἀπονίζω	wash off
ἀπονοέομαι	to have lost all sense
ἀπόνοια	loss of all sense
Ἀπονοιάς	
ἀπονυχίζω	to pare the nails
ἀποπτύω	to spit out
ἄπορος	without passage
ἀποροῦμαι'	
ἀπορρίπτω	to throw away, put away
ἄποσος	
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποτίθημι	to put away, stow away
ἀποτρέπω	to turn
ἀπουσία	a being away, absence
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποφορά	payment of what is due, tax, tribute
ἀποψάω	to wipe off
ἀπροβούλευτος	not planned beforehand, unpremeditated
ἅπτω	to fasten, bind fast
ἀπύρευτος	
ἀπωθέω	to thrust away, push back
ἄρα	
ἀργύριον	a piece of silver, a silver coin
ἀργυροθήκη	a money-chest
ἀρέσκεια	
Ἀρεσκειάς	
ἄρεσκος	pleasing
ἀρέσκω	to make good, make up
ἀριθμέω	to number, count or reckon up
ἀριστάω	to take breakfast or luncheon
Ἀριστοφών	
ἁρμονικός	skilled in music
ἄρον	
ἄρος	
ἄροτρον	a plough
ἁρπάζω	to snatch away, carry off
ἀρρώστημα	an illness, a sickness
ἀρρωστία	weakness, sickness
Ἄρτεμις	Artemis
ἄρτι	just, exactly
ἄρτος	a cake or loaf of wheat-bread
ἀρύταινα	a small pail
ἀρχαῖος	from the beginning
ἀρχή	a beginning, origin, first cause
ἀρχήν	
Ἀρχίης	
ἄρχιος	
ἀρχιτεκτονέω	to be the architect
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
Ἀσκληπιεῖον	the temple of Asclepius
Ἀσκληπίειος	of, belonging to Asclepius
'ἀσκός	
ᾆσμα	a song, a lyric ode
ἀσπίδα'	
ἀσπίδιον	
Ἄστειος	
ἀστεῖος	of the town
ἀστράγαλος	one of the neck-vertebrae
ἄστρον	the stars
ἄστυ	a city, town
ἄσχημος	
ἀσχήμων	misshapen, unseemly, shameful
ἀσχολέω	to engage, occupy
ἀτελής	without end
ἀτραπός	a path with no turnings
αὐθάδεια	self-will, wilfulness, stubbornness, contumacy, presumption
αὐθάδης	self-willed, wilful, dogged, stubborn, contumacious, presumptuous
αὐλαία	
αὐλαῖος	
αὐλεία	
αὔλειος	of or belonging to the αὐλή or court
αὐλέω	to play on the flute
αὐλητής	a flute-player
αὐλητρίς	a flute-girl
αὐλίδιον	
αὐξάνω	to make large, increase, augment
αὔριον	to-morrow
'αὗται	
'αὐταί	
αὐτοκράτωρ	one's own master
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτῶν'	
αὐχμέω	to be squalid or unwashed
αὐχμή	
αὐχμός	drought
ἀφαιρέω	to take from, take away from
ἀφίημι	to send forth, discharge
ἀφίστημι	to put away, remove
'ἀχάριστον	
ἄχρι	to the uttermost, utterly
ἄχυρον	husks, chaff, bran
ἄχυρος	
ἀχυρός	a chaff-heap
ἄω	
Β'	
βαδίζω	to go slowly, to walk
βακτηρία	a staff, cane
βαλανεῖον	bathing-room
βαλανεύς	a bath-man
βαλλάντιον	a bag, pouch, purse
βάπτω	to dip in water
βασίλεια	a queen, princess
βασιλεία	a kingdom, dominion
βασίλειος	of the king, kingly, royal
βασιλεύς	a king, chief
βδελυρία	brutal conduct, want of shame and decency, brutality
βδελυρός	loathsome, disgusting, brutal
βέλτιστος	best
βελτίων	better
βίος	life
βιόω	to live, pass one's life
βλάβη	hurt, harm, damage
βλάπτω	to disable, hinder, stop
βλασφημέω	to drop evil or profane words, speak lightly or amiss of sacred things
βοάω	to cry aloud, to shout
Βοηδρομιών	the third Attic month
βουλεύω	to take counsel, deliberate, concert measures
'βούλομαι	
βούλομαι	to will, wish, be willing
βούλονται'	
βοῦς	cow
βραδυτής	slowness
Βυζάντιος	
Γαῖα	
γαλάξια	
γαλέη	a weasel, marten-cat or polecat
γαμέω	to marry
γάμος	a wedding, wedding-feast
γάρ	for
γαστήρ	the paunch, belly
γε	at least, at any rate
γέγονεν'	
γείτων	one of the same land, a neighbour
γελάω	to laugh
γέλως	laughter
γενεαλογέω	to trace by way of pedigree
γενέσθαι'	
γεννάω	to beget, engender
γένος	race, stock, family
γεωργέω	to be a husbandman, farmer
γῆ	earth
γίγνεται'	
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γλαύξ	the owl
γλίχομαι	to cling to, strive after, long for
γλῶσσα	the tongue
γνάθος	the jaw
γναφεύς	
γνώριμος	well-known, familiar
γόνυ	the knee
γοῦν	at least then, at any rate, any way
γράμμα	that which is drawn
γραμματείδιον	small tablets
γράφω	to scratch, scrape, graze
γυμνάζω	to train naked, train in gymnastic exercise
γυμνάς	fem. of γυμνός, naked
γυμνάσιον	bodily exercises
γύμνασις	
γυμνός	naked, unclad
γυναικεῖος	of or belonging to women, like women, befitting them, feminine
γυνή	a woman
δαιμονάω	to be under the power of a δαίμων, to suffer by a divine visitation
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δαίς	
δάκνω	to bite
δακρύω	to weep, shed tears
δακτύλιον	
δακτύλιος	a ring, seal-ring
δάκτυλος	a finger
Δάμιππος	
δανείζω	to put out money at usury, to lend
δανειστικός	of or for money-lending
δαπανάω	to spend
δαπάνη	outgoing, cost, expense, expenditure
δασύς	thick with hair, hairy, shaggy, rough
δάφνη	the laurel
δέ	but
δεῖ	it is binding on
δείκνυμι	to bring to light, display, exhibit
δειλία	cowardice
δειλιάω	to be afraid
δειλός	cowardly, craven
δεῖνα	such an one, a certain one
δεινός	fearful, terrible, dread, dire
δειπνέω	to make a meal
δεῖπνον	the principal meal
δεῖπνος	
δεισιδαιμονία	fear of the gods, religious feeling
δεισιδαίμων	fearing the gods
δέκα	ten
δεκαδιστής	
δεκαζομένων'	
Δελφοί	the Delphians
δεσμωτήριον	a prison
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δημαγωγέω	to lead the people
δημαγωγός	a popular leader
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημότης	one of the people, a commoner, plebeian
δήποτε	at some time, once upon a time
δήπου	perhaps, it may be
'διά	
διά	through c. gen. through, by means of c. acc.
διαβάλλω	to throw over or across, to carry over or across
διαγιγνώσκω	to distinguish, discern
διάζευγμα	
διαίρω	to raise up, lift up
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διακονέω	to minister, serve, do service
διακοντίζομαι	to contend with others at throwing the javelin
διαλέγω	to pick out one from another, to pick out
διά-λέγω	
διαλογίζομαι	to balance accounts
διαλύω	to loose one from another, to part asunder, undo
διαμένω	to remain by, stand by
διανεμόομαι	to flutter in the wind
διανέμω	to distribute, apportion
διάνοια	a thought, intention, purpose
διά-ὁρίζω	
διάπειρα	an experiment, trial
διαπείρω	to drive through
διαρραίνομαι	to flow all ways
διατείνω	to stretch to the uttermost
διατοξεύω	to shoot through.
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφαγεῖν	to eat through
διαφέρω	to carry over or across
διάφορος	different, unlike
διαψιθυρίζω	to whisper among themselves
διδασκαλεῖον	a teaching-place, school
διδάσκαλος	a teacher, master
διδάσκω	to teach
διδόντοσ'	
δίδωμι	to give
διείργω	to keep asunder, separate
διέξειμι	to go out through, pass through
διεξέρχομαι	to go through, pass through
διεξῄει'	
διεξίημι	to let pass through
διηγέομαι	to set out in detail, describe in full
διήγησις	narrative, statement
δικάζω	to judge, to give judgment on
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστήριον	a court of justice
δίκη	custom, usage
διμοιρία	a double share
Διονύσια	the feast of Dionysus or Bacchus
Διονύσιον	
Διονύσιος	
Διονύσος	
Διόνυσος	Dionysus
διότι	for the reason that, since
δίς	twice, doubly
διφάω	to search after
διφθέρα	a prepared hide, tanned skin, piece of leather
διωθέω	to push asunder, tear away
διώκω	to pursue
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκόν	
δοκός	a bearing-beam
δοκώ	
δόξα	a notion
δόξις	
δορκάδειος	of an antelope
δόρυ'	
δοῦλος	a born bondman or slave
δραχμή	a handful
δρέπανον	a scythe
δύναμαι	to be able, capable, strong enough
δυνατός	strong, mighty, able
δύο	two
δυσέντευκτος	hard to speak with
'δυστυχής	
δυσχέρεια	annoyance or disgust
Δυσχέρειας	
δυσχερής	hard to take in hand or manage
δώδεκα	twelve
δωμάτιον	a chamber, bed-chamber
ἕ	sui.
Ε'	
ἐάν	if haply
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἑβδομάς	the number seven or a number of seven
ἐγγράφω	to mark in or on, to paint on
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγείρω	to awaken, wake up, rouse
ἐγκαλέω	to call in
ἐγκρούω	to knock or hammer in
ἐγκώμιος	in or of the same village, native
'ἐγώ	
ἐγώ	ego
ἕδρα	a sitting-place
ἔδω	to eat
ἐθέλω	to will, wish, purpose
εἰ	whether.
εἰδέναι'	
εἰδεχθής	
εἰδῆσαι	
εἴδομαι	are visible, appear
εἶδον	to see, perceive, behold
εἰκών	a likeness, image, portrait
εἰμί	to be, to exist
εἶμι	to go
εἶναι'	
'Εἴπ'	
'εἶπας	
εἶπον	to speak, say
εἴρω	
εἴρων	a dissembler, one who says less than he thinks
εἰρωνεία	dissimulation
εἰς	into, to c. acc.
εἷς	
εἰσάγω	to lead in or into, to introduce
εἴσειμι	to go into
εἰσέρχομαι	to go in or into, enter
εἰσθέω	to run into, run up
εἰσίημι	to send into
εἰσ-κρούω	
εἴσοδος	a way in, entrance
εἰσπράσσω	to get in or exact
εἰσφέρω	to carry into or to
εἴσω	to within, into
εἶτα	then, next
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάτερος	each of two, either, each singly
Ἑκάτη	Hecate, the far-darter
ἑκάτη	
ἐκβάλλω	to throw or cast out of
ἐκβοηθέω	to march out to aid
ἐκδέχομαι	to take or receive from
ἐκδίδωμι	to give up, surrender
ἐκδύω	to take off, strip off
ἐκεῖ	there, in that place
ἐκεῖνος	the person there, that person or thing
ἐκ-θύω	
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκορέω	to sweep out, to sweep clean
ἐκλέγω	to pick or single out
ἐκμανθάνω	to learn thoroughly
ἐκπέμπω	to send out or forth from
ἐκπίνω	to drink out or off, quaff
ἐκπλήγνυμι	
'ἐκπλήττομαι'	
ἐκπλύνω	to wash out
ἔκπωμα	a drinking-cup, beaker
ἐκτίθημι	to set out, place outside
ἐκτίνω	to pay off, pay in full
ἐκτρίβω	to rub out
ἐκφέρω	to carry out of
ἐλαία	the olive-tree
ἔλαιον	olive-oil
ἔλαιος	the wild olive
ἐλαιόω	
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλάχιστος	the smallest, least
ἐλέγχω	to disgrace, put to shame
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἑλκέω	to drag about, tear asunder
ἕλκος	a wound
ἑλκόω	to wound sorely, lacerate
Ἑλλάς	Hellas
ἑλλέβορος	hellebore
Ἕλλην	Hellen
ἐλλύχνιον	a lamp-wick
ἐμβαίνω	to step in
ἐμβάλλω	to throw in, put in
ἐμός	mine
ἔμπειρος	experienced or practised in
ἐμπίπλημι	to fill quite full
ἐμπίπτω	to fall in or upon or into
ἐμπόλημα	matter of traffic, the freight of a ship, merchandise
ἔμπροσθεν	before, in front
ἔμφοβος	terrible
ἐν	in, among. c. dat.
'ἐν	
'ἕνα	
ἐναντίον	
ἐναντίος	opposite
ἐνδίδωμι	to give in
ἔνδον	in, within, in the house, at home
ἕνεκα	on account of, for the sake of, because of, for
ἐνενήκοντα	ninety
ἐν-ἡμερεύω	
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
'ἐνθυμῇ	
ἐνιαυτός	any long period of time, a cycle, period
ἔνιοι	some
ἐννέα	nine
ἕνος	belonging to the former of two periods, last year's
ἐνταῦθα	here, there
ἔντευξις	a lighting upon, meeting with, converse, intercourse
ἐντυγχάνω	to light upon, fall in with, meet with
ἐνύπνιον	a thing seen in sleep
ἐνύπνιος	in dreams appearing
ἐνυφαίνω	to weave in as a pattern
ἐξαγωγεύς	
ἐξαγωγή	a leading out
ἑξακόσιοι	six hundred
ἔξαρνος	denying;
ἔξειμι	to go out, come out
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξηγητής	one who leads on, an adviser
ἑξηκονταέτης	sixty years old
ἕξις	a having, possession
ἐξίστημι	to put out of its place, to change or alter utterly
ἔξοδος	
ἐξόμνυμι	to swear in excuse
ἔξω	out
ἔοικα	to be like
ἑορτή	a feast or festival, holiday
'ἐπ'	
ἐπαγγέλλω	to tell, proclaim, announce
ἐπαγωγή	a bringing in, supplying
ἐπαινέω	to approve, applaud, commend
ἐπαινός	dread
ἐπάν	
ἐπαναγκάζω	to compel by force, constrain
ἐπάνειμι	to go back, return
ἐπανέρχομαι	to go back, return
ἐπεί	after that, after (postquam), since, when (quum)
ἐπεῖδον	to look upon, behold
ἐπείσειμι	to come in or besides
ἐπεντείνω	to stretch tight upon
ἐπεύχομαι	to pray or make a vow
ἐπέχω	to have or hold upon
ἐπί	on, upon with gen., dat., and acc.
'ἐπί	
ἐπιβαίνω	to go upon
ἐπιβάλλω	to throw or cast upon
ἐπίβουλος	plotting against
ἐπιγελάω	to laugh approvingly
ἐπιγράφω	to mark the surface, just pierce, graze
ἐπιδείκνυμι	to exhibit as a specimen
ἐπίδειξις	a shewing forth, making known
ἐπιδέξιος	towards the right
ἐπιδημέω	to be at home, live at home
ἐπίδοσις	a giving over and above, a voluntary contribution
ἐπιθυμία	desire, yearning, longing
ἐπιθυμιάω	to offer incense
ἐπικαταλλαγή	money paid for exchange, discount
ἐπικρηπῖδας	
ἐπιλαμβάνω	to lay hold of, seize, attack
ἐπιλήθω	to cause to forget
ἐπίληπτος	caught or detected in
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιμελής	careful or anxious about, put in charge of
ἐπιρράπτω	to sew or stitch on
ἐπισημαίνω	to set a mark upon
ἐπισκέπτομαι	
ἐπισκοπέω	to look upon or at, inspect, observe, examine, regard
ἐπισκώπτω	to laugh at, quiz, make game of
ἐπίσταλμα	a commission
ἐπίσταμαι	to know
ἐπιστέλλω	to send to, send as a message or letter
ἐπίτευξις	
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτήδευμα	a pursuit, business, practice
ἐπιτηδεύω	to pursue or practise
ἐπιτίθημι	to lay, put or place upon
ἐπιτιμάω	to lay a value upon
ἐπιτιμή	
ἐπιτίμησις	censure, criticism
ἐπιτρέπω	to turn towards
ἐπιφανής	coming to light, appearing
ἐπιχρωνῆν	
ἐπονείδιστος	to be reproached, shameful, ignominious
ἔπος	a word
ἔρα	
ἐρανίζω	lay under contribution
ἔρανος	a meal to which each contributed his share
ἐράω	
ἐργάζομαι	to work, labour
ἐργασία	work, daily labour, business
ἐργαστήριον	any place in which work is done: a workshop, manufactory
ἔργνυμι	to confine
ἐργολάβος	one who contracts for the execution of work, a contractor
ἔργον	work
ἐργώδης	irksome, troublesome
ἐρεθισμός	
ἐρείδω	
ἐρεύγομαι	to spit or spew out, to disgorge
ἐρῆμος	desolate, lone, lonely, lonesome, solitary
ἐρημόω	to strip bare, to desolate, lay waste
Ἑρμαφρόδιτος	an hermaphrodite, a person partaking of the attributes of both sexes
Ἑρμῆς	Hermes
ἔρος	
ἔρχεται'	
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐρώμενος	one's love
ἐρωτάω	to ask
ἐσθίεισ'	
ἐσθίω	to eat
ἔσθος	
ἔσται'	
ἐστι'	
ἑστία	the hearth of a house, fireside
ἑστιάω	to receive at one's hearth or in one's house: to entertain, feast, regale
ἑστιόομαι	to be founded or established
ἔστω'	
ἑταίρα	a companion
ἕτερος	one of the
ἔτης	clansmen
ἔτι	yet, as yet, still
ἔτος	a year
εὖ	well
'εὖ	
εὐαγγελίζομαι	to bring good news, announce them
εὐγενής	well-born, of noble race, of high descent
εὐδοκιμέω	to be of good repute, to be held in esteem, honoured, famous, popular
εὐεργετέω	to do well, do good
εὐημερέω	to spend the day cheerfully, live happily from day to day
εὐθύς	
εὔλυτος	
εὔνοια	good-will, favour, kindness
εὔνους	well-minded, well-disposed, kindly, friendly
εὑρίσκω	to find
εὔρυθμος	rhythmical
Εὐρώτης	
εὐρωτιάω	to be or become mouldy
εὐσχήμων	elegant in figure, mien and bearing, graceful
εὐτρεπίζω	to make ready, get ready
εὐφραίνω	to cheer, delight, gladden
εὐφυής	well-grown, shapely, goodly
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
εὐωχέω	to treat or feed well, entertain sumptuously
'εὐωχοῦ	
ἐφέλκω	to draw on, drag or trail after
ἔφηβος	one arrived at puberty
'ἐφθόνησεν	
ἐφίστημι	to set or place upon
ἐφοδεύω	to visit, go the rounds, patrol
ἐφόδιον	travelling-allowance
ἐφόδιος	
'ἔχεις	
ἐχθές	yesterday
ἐχθρός	hated, hateful
ἐχῖνος	the urchin, hedgehog
ἔχις	an adder, viper
ἔχω	to have or to hold
ἕψω	to boil, seethe
ἐώνημαι'	
ἕως	until, till
Ζ'	
ζάω	to live
Ζεύς	Zeus
ζέω	to boil, seethe
ζηλόω	to rival, vie with, emulate
ζητέω	to seek, seek for
ζωγρέω	to take alive, take captive
ζωμός	broth
ζωρός	pure, sheer
Η'	
'ἤ	
ἤ	
η	
ἡγέομαι	to go before, lead the way
ἡδέως	
ἤδη	by this time, before this, already
ἡδονά	
ἡδονή	delight, enjoyment, pleasure
ἦδος	delight, enjoyment, pleasure
'ἡδύ	
ἡδύς	sweet
ἠθέω	to sift, strain
ἦθος	an accustomed place
ἥκω	to have come, be present, be here
ἡλικία	time of life, age
ἡλίκος	as big as
ἧλος	a nail
ἡμέρᾳ'	
ἡμέρα	day
ἥμερος	tame, tamed, reclaimed
ἡμερόω	to tame, make tame
ἤμεσα'	
ἡμιόλιος	containing one and a half, half as much again
ἥμισυς	half
ἡμιωβόλιον	a half-obol
ἡμός	
ἡνίκα	at which time, when
Ἡράκλειος	of Hercules
ἡρῷον	the temple or chapel of a hero
ἡρῷος	the heroic measure, hexameter
ἡσσάομαι	to be less than another, inferior to
ἥσσων	less, weaker, less brave
ἤτοι	now surely, truly, verily
'ηὐδοκίμεις	
ἠώς	the morning red, daybreak, dawn
θᾶκος	a seat, chair
θάλασσα	the sea
θαρσέω	to be of good courage, take courage
θάσσων	quicker, swifter
θαῦμα	whatever one regards with wonder, a wonder, marvel
θαυμάζω	to wonder, marvel, be astonied
'θαυμάζω	
'θαυμάζω'	
θεά	a goddess
θέα	a seeing, looking at, view
θεάομαι	to look on, gaze at, view, behold
θέατρον	a place for seeing
θεατρώνης	
θείνω	to strike, wound
θεον	
θεός	God
θεράπαινα	a waiting maid, handmaid
θεραπεύω	to be an attendant, do service
θεωρέω	to look at, view, behold
θεωρός	a spectator
θηριόω	to make into a wild beast.
θηριώδης	full of wild beasts, infested by them
θησαυρός	
Θησεύς	Theseus
θλίβω	to press, squeeze, pinch
Θουριακάς	
Θρᾷσσα	a Thracian woman
θρίξ	the hair of the head
θυγάτηρ	a daughter
θυήλημα	
θύλακος	a bag, pouch, wallet
θύμον	thyme
θύμος	
θυμόω	to make angry
θύον	
θυόω	to fill with sweet smells
θύρα	a door
θύω	
Ι'	
ΙΑ'	
ἰάομαι	to heal, cure
ἰατρός	one who heals, a mediciner, physician or surgeon
ΙΒ'	
ΙΓ'	
ΙΔ'	
ἴδη	a timber-tree
ἴδιος	one's own, pertaining to oneself
ἱδρύω	to make to sit down, to seat
ΙΕ'	
ἱερά	
ἱεραί	
ἱεράομαι	to be a priest or priestess
ἱερεία	
ἱέρεια	a priestess
ἱερεῖον	a victim, an animal for sacrifice or slaughter
ἱερεύς	a priest, sacrificer
ἱερή	
Ἱερή	
ἱερόν	
ἱερός	super-human, mighty, divine, wonderful
ἱερόω	to hallow, consecrate, dedicate
ΙΖ'	
ΙΗ'	
ἵημι	to set a going, put in motion
ΙΘ'	
ἱκανός	becoming, befitting, sufficing
'ἱκανός	
ἱκανόω	to make sufficient, qualify
'ἱλαρός	
ἱμάτιον	an outer garment, a cloak or mantle
ἱματισμός	clothing, apparel
ἵνα	in that place, there
ἱππάζομαι	to drive horses, drive a chariot
ἱππεύς	a horseman
ἵππος	a horse, mare
Ισ'	
ἴσθι'	
