Field1	Field2
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
ἀκαιρία	unfitness of times: unseasonableness
ἀκή	a point
ἀκίνδυνος	without danger, free from danger
ἄκληρος	without lot or portion, poor, needy
ἀκοή	a hearing, the sound heard
ἀκολουθέω	to follow
ἀκόλουθος	following, attending on
ἀκούω	to hear
ἀκρατής	powerless, impotent
ἀκρατῶς	
ἀκρίβεια	exactness, minute accuracy, precision
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἀκροάομαι	to hearken to, listen to
ἀκρόπολις	the upper city
ἄκυρον	
ἄκυρος	without authority
ἀκυρόω	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἁλίσκομαι	to be taken, conquered
Ἀλκή	
ἀλκή	strength
ἀλλά	otherwise, but
ἀλλάσσω	to make other than it is, to change, alter
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἄλλοθεν	from another place
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
ἄλογος	without λόγος
ἅμα	at once, at the same time
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
Ἀμεινιάδης	
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἀμνημονέω	to be unmindful
ἁμός	
ἀμύνω	to keep off, ward off
ἀμφισβητέω	to stand apart
ἀμφισβητήσιμος	disputed, disputable
ἀμφισβήτησις	a dispute, controversy, debate
ἀμφότερος	each or both of two
ἄμφω	
ἄν	
ἀνά	up, upon
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβιβάζω	to make go up, cause to mount
ἀναβολή	that which is thrown up, a mound
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναδέχομαι	to take up, catch, receive
ἀνάθημα	a votive offering set up
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναισχυντέω	to be shameless, behave impudently
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀναλαμβάνω	to take up, take into one's hands
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλωμα	expenditure, cost
ἀναμιμνήσκω	to remind
ἀναμφισβήτητος	undisputed, indisputable
ἀνάξιος	unworthy, not deemed or held worthy of
ἀνάπτω	to make fast on or to
ἀνατίθημι	to lay upon
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρίς	
Ἀνδροκλέης	
ἀνδρόω	to rear up into manhood
ἀνέθεσαν	
ἀνείλω	
ἀνέκδοτος	not given in marriage
ἀνέπαφος	untouched
ἀνεπίδικος	not disputed by legal process, undisputed
ἄνευ	without
ἀνέχω	to hold up
ἀνεψιά	
ἀνεψιάδης	
ἀνεψιαδοῦς	a first-cousin's son
ἀνεψιός	a first-cousin, cousin
ἀνήρ	a man
ἄνθρωπος	man
ἀνιερόω	to dedicate, devote
ἀνίστημι	to make to stand up, raise up
ἄνοια	want of understanding, folly
ἀνόσιος	unholy, profane
ἀνταποδίδωμι	to give back, repay, tender in repayment or requital
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεισάγω	to introduce instead, substitute
ἀντί	over against, opposite. c. gen.
ἀντί-ἀπολογέομαι	
ἀντί-ἀχέω	
ἀντιβολέω	to meet by chance
ἀντιγράφω	to write against or in answer, write back
ἀντιδικέω	to dispute, go to law
ἀντίδικος	an opponent in a suit, defendant
ἀντίδωρον	
Ἀντίδωρος	
ἀντί-εὐποιέω	
ἄντικρυς	straight on, right on
ἀντιλέγω	to speak against, gainsay, contradict
ἀντίληψις	a receiving in turn or exchange
ἀντιποιέω	to do in return
Ἀντιφάνης	
ἀντόμνυμι	to swear in turn
ἀντωμοσία	an oath or affidavit made one against the other
ἄνω	
ἀνώμοτος	unsworn, not bound by oath
ἀνώνυμος	without name, nameless
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξίωσις	a thinking worthy
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπᾴδω	to sing out of tune, be out of tune
ἀπαιδία	childlessness
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαλλαγή	deliverance, release, relief from
ἀπαλλάσσω	to set free, release, deliver
ἀπαρχή	the beginning of a sacrifice, the primal offering
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπειλέω	
ἄπειμι	
ἄπειρος	
ἀπελαύνω	to drive away, expel from
ἀπελευθέρα	
ἀπελεύθερος	an emancipated slave, a freedman
ἀπέρχομαι	to go away, depart from
ἀπέχθεια	hatred
ἀπέχθομαι	to be hated, incur hatred
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἁπλόος	single
ἁπλός	
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
ἀπό	from, away from. c. gen.
ἀπό-ἀντηχέω	
ἀποβάλλω	to throw off
ἀπογιγνώσκω	depart from a judgment, give up a design or intention
ἀπογραφή	a writing off: a register, list
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀποδέχομαι	to accept from
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιαιτάω	to decide for
ἀποδίδωμι	to give up or back, restore, return
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀπό-ἐρῶ	
ἀπό-ἐχθέω	
ἀποθνήσκω	to die off, die
ἀποκείρω	to clip or cut off
ἀποκλείω	to shut off from or out of, debar
ἀποκρίνω	to separate, set apart
ἀπόκρισις	a separating
ἄποκρισλς	
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαμβάνω	to take or receive from
ἀπολάπτω	to lap up
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
Ἀπολλόδωρος	
Απολλοδώρου	
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπόλλων	Apollo
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολούω	to wash off
ἀπολύω	to loose from
ἀποπέμπω	to send off or away, to dismiss
ἀπορέω	to be without means or resource
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορραίνω	to spirt out, shed about
ἀπορρέω	to flow or run off, stream forth
ἀπόρρησις	a forbidding, prohibition
ἀπόστασις	a standing away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποστέρησις	deprivation
ἀποσυλάω	to strip off spoils from
ἀποτίμημα	a mortgage, security
ἀποτίνω	to pay back, repay, return
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποφεύγω	to flee from, escape
ἀποχειροτονέω	to vote a charge away from
ἀποψηφίζομαι	to vote away from
Ἀππολλοδώρου	
ἄπροικος	without portion or dowry
ἅπτω	to fasten, bind fast
ἀπώτερος	
ἀπωτέρω	further off
ἆρα	particle introducing a question
ἄρα	
Ἀραφηνίων	
ἀργύριον	a piece of silver, a silver coin
ἀρέσκω	to make good, make up
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
Ἀρίμνηστος	
ἀρίσταρχος	best-ruling
Ἀρισταρχος	
Ἀρίσταρχος	
Ἀριστογείτων	
Ἀριστόλοχος	
ἀριστόλοχος	
Ἀριστομένης	
ἄριστον	the morning meal, breakfast
ἄριστος	best
ἀρκεόντως	enough, abundantly
ἀρκέω	to ward off, keep off
ἁρμόδιος	fitting together
Ἁρμόδιος	
ἁρμόζω	to fit together, join
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
ἀρραβών	earnest-money, caution-money
ἀρρωστέω	to be weak and sickly
ἄρσην	male
ἀρχαῖος	from the beginning
ἀρχαιρεσία	an election of magistrates
Ἀρχέδαμος	
ἀρχή	a beginning, origin, first cause
ἀρχήν	
ἀρχονίδην	
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέλγεια	licentiousness
ἀσελγής	licentious, wanton, brutal
ἀσθενέω	to be weak, feeble, sickly
ἀσθενής	without strength, weak, feeble, weakly
ἀσθενόω	to weaken
ἀσκέω	to work curiously, form by art, fashion
ἄσκη	
ἀσκός	a leathern-bag, a wine-skin
ἄσμενος	well-pleased, glad
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀστή	
ἀστός	a townsman, citizen
ἄστυ	a city, town
ἀστυνόμος	protecting the city
Ἀστύφιλος	
ἀτέλεια	exemption from public burdens
ἀτελής	without end
ἅτερος	
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτίμητος	unhonoured, despised
ἀτιμία	dishonour, disgrace
ἀτιμόω	to dishonour
ἄτοκος	having never yet brought forth, never having had a child
ἄτοπος	out of place
ἄττα	father
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχής	luckless, unfortunate
αὖ	
αὖθις	back, back again
αὐτῇτουτων	
αὐτόματος	acting of one's own will, of oneself
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
ἀφαιρέω	to take from, take away from
ἀφανής	unseen, invisible, viewless
ἀφανίζω	to make unseen, hide from sight
Ἀφιδναῖος	
ἀφίημι	to send forth, discharge
Δημοχάρους	
δήπου	perhaps, it may be
δήπουθεν	
Δῖα	
διά	through c. gen. through, by means of c. acc.
διά-αἰτέω	
διαβάλλω	to throw over or across, to carry over or across
διαβολή	false accusation, slander, calumny
διαγίγνομαι	to go through, pass
διαγιγνώσκω	to distinguish, discern
διάγνωσις	a distinguishing, discernment
διαγορεύω	to speak plainly, declare
διαγράφω	to mark out by lines, delineate
διαγωνίζομαι	to contend, struggle or fight against
διά-διαιτάω	
διάδοχος	succeeding
διαθέω	to run about
διαθήκη	a disposition
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διαιτητής	an arbitrator, umpire
διάκειμαι	to be in a certain state, to be disposed or affected
διακελεύομαι	to exhort, give orders, direct
διακονία	the office of a διάκονος
διακριβόω	to examine or discuss minutely or with precision
διακωλύω	to hinder, prevent
διαλέγω	to pick out one from another, to pick out
διαλείπω	to leave an interval between
διαλλαγή	interchange, exchange
διαλλάσσω	to change one with another, interchange
διαλογίζομαι	to balance accounts
διάλυσις	a loosing one from another, separating, parting
διαλύω	to loose one from another, to part asunder, undo
διαμαρτάνω	to go astray from
διαμαρτυρέω	to use a διαμαρτυρία (q. v.)
διαμαρτυρία	evidence given to prevent
διαμαρτύρομαι	to protest solemnly
διαμένω	to remain by, stand by
διανέμω	to distribute, apportion
διανοέομαι	to be minded, intend, purpose
διάνοια	a thought, intention, purpose
διά-ὁρίζω	
διαπράσσω	to pass over
διαρρήδην	expressly, distinctly, explicitly
διαστρέφω	to turn different ways, to twist about, distort
διατελέω	to bring quite to an end, accomplish
διατίθημι	to place separately, arrange
διατριβή	a way of spending time
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφέρω	to carry over or across
διαφεύγω	to flee through, get away from, escape
διαφθείρω	to destroy utterly
διαφορά	difference, distinction
διαφορέω	to spread abroad
διαφόρησις	a plundering
διάφορος	different, unlike
διαχειρίζω	to have in hand, conduct, manage, administer
διαψηφίζομαι	to vote in order with ballots
διδάσκαλος	a teacher, master
διδάσκω	to teach
δίδωμι	to give
διείρομαι	to question closely
διείρω	to pass or draw through
διέξειμι	to go out through, pass through
διεξέρχομαι	to go through, pass through
διέρχομαι	to go through, pass through
διερῶ	to say fully, distinctly, expressly
διέτης	
διετής	of or lasting two years
Δίη	
διηγέομαι	to set out in detail, describe in full
διισχυρίζομαι	to lean upon, rely on
δικάζω	to judge, to give judgment on
Δικαιογένει	
Δικαιόγενες	
Δικαιογενην	
Δικαιογένην	
Δικαιογένης	
Δικαιογένους	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστήριον	a court of justice
δικαστής	a judge
δικεῖν	to throw, cast
δίκη	custom, usage
διό	wherefore, on which account
διοικέω	to manage a house
Διοκλέης	
διόλλυμι	to destroy utterly, bring to naught
διόμνυμι	to swear solemnly, to declare on oath that . .
διομολογέω	to make an agreement, undertake
διομολογία	
Δῖον	
Διονύσια	the feast of Dionysus or Bacchus
Διονύσιον	
Διονύσιος	
Διόνυσος	Dionysus
Διονύσος	
Διοπείθης	
διόπερ	
Δῖος	
δῖος	god-like, divine
Δίος	
διότι	for the reason that, since
Διότιμος	
Διόφαντος	
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
διπλόος	twofold, double
διπλόω	to double
δίς	twice, doubly
δισσός	two-fold, double
δισχίλιοι	two thousand
δίω	to run away, take to flight, flee
διώκω	to pursue
Δίων	
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκιμάζω	to assay or test
δοκιμασία	an assay, examination, scrutiny
δοκόν	
δοκός	a bearing-beam
δοκώ	
δόξα	a notion
δόξις	
δόσις	a giving
δούλη	
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
δραχμή	a handful
δραχμός	
δύη	woe, misery, anguish, pain
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δύο	two
δυσμή	setting
δυστυχέω	to be unlucky, unhappy, unfortunate
δύω	to strip off
δώδεκα	twelve
δωρεά	a gift, present
Δωρόθεον	
ἕ	sui.
ἐάν	if haply
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἑβδομήκοντα	seventy
ἐγγίγνομαι	to be born or bred in
ἔγγραφος	
ἐγγράφω	to mark in or on, to paint on
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγύησις	betrothed
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύς	near, nigh, at hand
ἐγγύτατος	
ἐγγύτερος	
ἐγκαλέω	to call in
ἐγκαταλείπω	to leave behind
ἐγκαταλογίζομαι	to reckon in or among
ἔγκλημα	an accusation, charge, complaint
ἐγκρατής	in possession of power
ἐγχείρησις	a taking in hand, undertaking
ἐγχειρίζω	to put into one's hands, entrust
ἐγχωρέω	to give room
ἐγώ	ego
ἔδαφος	the bottom, foundation, base
ἔδω	to eat
ἐθελοντήν	voluntarily
ἐθελοντής	
ἐθέλω	to will, wish, purpose
ἐθίζω	to accustom, use
ἔθω	to be accustomed
εἰ	whether.
εἰδοί	Idus
εἴδομαι	are visible, appear
εἶδον	to see, perceive, behold
εἶεν	well!
εἴθε	would that!
εἰκάζω	to make like to, represent by a likeness, portray
εἰκῇ	without plan or purpose, heedlessly, rashly, at random, at a venture
εἰκός	like truth
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
Εἰλείθυια	Ilithyia
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
εἰρήνη	peace, time of peace
εἴρω	
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσαγωγή	importation
εἰσδέχομαι	to take into, admit
εἴσειμι	to go into
εἰσέρχομαι	to go in or into, enter
εἰσίημι	to send into
εἰσκαλέω	to call in
εἰσποιέω	to give in adoption
εἰσποίησις	
εἰσποίητος	
εἴσπραξις	a getting in or collection
εἰσπράσσω	to get in or exact
εἰσφέρω	to carry into or to
εἰσφορά	a gathering in
εἰσφορέω	
εἴσω	to within, into
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτε	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάστοτε	each time, on each occasion
ἑκάτερος	each of two, either, each singly
ἑκατόν	a hundred
ἐκβάλλω	to throw or cast out of
ἐκγίγνομαι	to be born of
ἔκγονος	born of, sprung from
ἐκδίδωμι	to give up, surrender
ἔκδοσις	a giving out or up, surrendering
ἐκεῖ	there, in that place
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκόπτω	to cut out, knock out
ἐκλείπω	to leave out, omit, pass over
ἐκ-λειτουργέω	
ἐκμαρτυρέω	to bear witness to
ἐκμαρτυρία	the deposition of a witness
ἐκπέμπω	to send out or forth from
ἔκπεμψις	a sending out or forth
ἔκπλεος	quite full
ἐκπλέω	to sail out, sail away, weigh anchor
ἐκποιέω	to put out
ἐκποίητος	given in adoption
ἐκτίθημι	to set out, place outside
ἐκτίνω	to pay off, pay in full
ἐκτρέφω	to bring up from childhood, rear up
ἐκφέρω	to carry out of
ἐκφορέω	to carry out
ἑκών	willing, of free will, readily
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλάχιστος	the smallest, least
ἔλαχος	
ἐλέα	
ἐλεᾶς	a kind of owl
ἔλεγος	a song of mourning, a lament
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἐλεός	a kitchen-table, a board on which meat was cut up, a dresser
ἔλεος	pity, mercy, compassion
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἐλευσῖνι	at Eleusis
Ἐλευσίνιος	of Eleusis
Ἐλευσίς	Eleusis, an old city of Attica
Ἕλλην	Hellen
ἑλλός	a young deer, fawn
ἐλλός	
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐλύω	to roll round
ἐμαυτοῦ	of me, of myself
ἐμβάλλω	to throw in, put in
ἐμβάς	a felt-shoe
ἐμβατεύω	to step in or on, to frequent, haunt
ἔμβραχυ	in brief, shortly
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἐμποδών	at the feet, in the way, in one's path
ἔμπροσθεν	before, in front
ἐμφαίνω	to let
ἐμφανής	shewing in
ἐν	in, among. c. dat.
ἐναγίζω	to offer sacrifice to the dead or manes
ἐνάγω	to lead in or on
ἐναντίον	
ἐναντιόομαι	to set oneself against, oppose, withstand
ἐναντίος	opposite
ἔνατος	ninth
ἐνδεής	in need of
ἔνδεια	want, need, lack
ἕνδεκα	eleven
ἐνδέω	
ἐνδίδωμι	to give in
ἐνδίημι	to chase, pursue
ἔνδιον	
Ἔνδιος	
ἔνδιος	at midday, at noon
ἔνδοθεν	from within
ἔνδον	in, within, in the house, at home
ἐν-εἰμί	
ἕνεκα	on account of, for the sake of, because of, for
ἐνενήκοντα	ninety
ἐν-ἠμί	
ἐνθάδε	thither, hither
ἐνθένδε	hence, from this quarter
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
ἐνιαυτός	any long period of time, a cycle, period
ἔνιοι	some
ἐνίοτε	sometimes
ἐνίστημι	to put, set, place in
ἐννακόσιος	
ἐννέα	nine
ἔννοια	a thought in the mind, notion, conception
ἐνοικέω	to dwell in
ἐνοίκιος	in the house, keeping at home
ἕνος	belonging to the former of two periods, last year's
ἐνοχλέω	to trouble, disquiet, annoy
ἔνοχος	held in
ἐν-πολέω	
ἐνταῦθα	here, there
ἐνταυθοῖ	hither, here
ἐντάφιος	of or used in burial
ἐντεῦθεν	hence or thence
ἐντυγχάνω	to light upon, fall in with, meet with
ἐν-χειρέω	
ἐν-χειρόω	
ἕξ	six
ἐξαγγέλλω	to send out
ἐξάγω	to lead out
ἐξαγωγεύς	
ἐξαγωγή	a leading out
ἐξαιρετός	that can be taken out, removable
ἐξαιρέω	to take out of
ἐξαίρω	
ἐξαιτέω	to demand or ask for from
ἐξαίφνης	on a sudden
ἐξαλείφω	to plaster or wash over
ἐξαμαρτάνω	to err from the mark, fail
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαπάτη	gross deceit
ἐξαπίνης	
ἐξαργυρίζω	to turn into money
ἐξαρκέω	to be quite enough for, suffice for
ἔξαρνος	denying;
ἐξεγγυάω	to free
ἐξεγγύη	
ἐξελαύνω	to drive out from
ἐξελέγχω	to convict, confute, refute
ἐξεργάζομαι	to work out, make completely, finish off, bring to perfection
ἐξερημόω	to make quite desolate, leave destitute, abandon
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἐξέτασις	a close examination, scrutiny, review
ἐξευρίσκω	to find out, discover
ἐξηγητής	one who leads on, an adviser
ἑξήκοντα	sixty
ἐξήκω	to have reached
ἐξίημι	to send out, let
ἕξις	a having, possession
ἐξοδάω	to sell
ἔξοδος	
ἐξόμνυμι	to swear in excuse
ἐξορμάω	to send forth, send to war
ἐξορμέω	to be out of harbour, run out
ἐξουσία	power or authority
ἔξω	out
ἐξωμοσία	denial on oath that one knows anything
ἔοικα	to be like
ἐοικότως	similarly, like
ἑορτή	a feast or festival, holiday
ἐπαγγέλλω	to tell, proclaim, announce
ἐπάγω	to bring on
ἐπαινέω	to approve, applaud, commend
ἐπάνειμι	to go back, return
ἐπανέρχομαι	to go back, return
ἐπανίημι	to let loose at
