Field1	Field2
ἄνομος	without law, lawless
ἀνορθόω	to set up again, restore, rebuild
ἀνορύσσω	to dig up
ἀνόσιος	unholy, profane
ἀνοσιότης	profaneness
ἀνουθέτητος	
ἀνταγωνιστέω	to oppose, be a rival
ἀνταγωνιστής	an opponent, competitor, rival
ἀνταλλάσσω	to exchange
ἀνταρκέω	to hold out against
ἀντεγκαλέω	to accuse in turn
ἀντεῖπον	to speak against or in answer, gainsay
ἀντερῶ	to speak against, gainsay
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντιβολέω	to meet by chance
ἀντίδικος	an opponent in a suit, defendant
ἀντίδοσις	a giving in return, exchange
ἀντί-εἶμι	
ἀντί-εἰμί	
ἀντίθεσις	opposition, resistance
ἀντικαταλλάσσομαι	to exchange
ἀντικατηγορέω	to accuse in turn, recriminate upon
Ἀντικλέης	
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντιλογικός	given to contradiction, contradictory, disputatious
ἀντίπαλος	wrestling against
ἀντιπαραβάλλω	to hold side by side, to compare
Ἀντίπατρος	
ἀντιποιέω	to do in return
ἀντιστρατηγέω	to be Propraetor
ἀντιστρατοπεδεύω	to encamp over against
ἀντίστροφος	turned so as to face one another: correlative, coordinate, counterpart
ἀντιτάσσω	to set opposite to, range in battle against
ἀντόμνυμι	to swear in turn
ἀνυπέρβλητος	not to be surpassed or outdone
ἀνυπόστατος	not to be withstood, irresistible
Ἄνυτος	
ἄνω	
ἀνωμαλία	unevenness
ἀνώμαλος	uneven, irregular
ἀνώνυμος	without name, nameless
ἀνωφελής	unprofitable, useless
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόχρεως	worthy of a thing
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀοιδή	song, a singing
ἀοίκητος	uninhabited
ἀόρατος	unseen, not to be seen, invisible
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαθής	not suffering or having suffered, without experience of
ἀπαιδευσία	want of education
ἀπαίδευτος	uneducated
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπακριβόομαι	to be finished off, highly finished
ἀπαλλαγή	deliverance, release, relief from
ἀπάλλαξις	
ἀπαλλάσσω	to set free, release, deliver
ἀπαλλοτριόω	to estrange, alienate
ἀπαντάω	to move from
ἀπαντή	
ἅπαξ	once, once only, once for all
ἀπαριθμέω	to count over, reckon up
ἀπαρχή	the beginning of a sacrifice, the primal offering
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπεικάζω	to form from a model, to express, copy
ἀπειλέω	
ἀπειλή	boastful promises, boasts
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείργω	to keep away from, debar from
ἀπειρία	infinity
ἄπειρος	
ἀπείρων	
ἀπελαύνω	to drive away, expel from
ἀπεργάζομαι	to finish off, turn out complete
ἀπερίσκεπτος	inconsiderate, thoughtless
ἀπέρχομαι	to go away, depart from
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπέχθεια	hatred
ἀπεχθής	hateful, hostile
ἀπέχω	to keep off or away from
ἀπίθανος	not winning belief, incredible, unlikely, improbable
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἀπληστία	insatiate desire, greediness
ἄπληστος	not to be filled, insatiate
ἁπλόος	single
ἁπλός	
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
ἀπό	from, away from. c. gen.
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀπόβασις	a stepping off, disembarking
ἀποβλέπω	to look away from
ἀποβολή	a throwing away
ἀπόγονος	born or descended from
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέχομαι	to accept from
ἀποδέω	
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀπόδοσις	a giving back, restitution, return
ἀπό-ἐρῶ	
ἀποθνήσκω	to die off, die
ἀποικέω	to go away from home, to settle in a foreign country, emigrate
ἀποικία	a settlement far from home, a colony settlement
ἀποικίζω	to send away from home
ἀποκαλέω	to call back, recall
ἀποκαλύπτω	to uncover
ἀποκεκαλυμμένως	
ἀποκλίνω	to turn off or aside
ἀποκνητέον	
ἀποκνητέος	
ἀποκομίζω	to carry away, escort
ἀποκοπή	a cutting off
ἀποκρίνω	to separate, set apart
ἀπόκρισις	a separating
ἄποκρισλς	
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαμβάνω	to take or receive from
ἀπόλαυσις	enjoyment, fruition
ἀπολαύω	to have enjoyment of
ἀπολείβω	to let drop off, to pour a libation
ἀπολείπω	to leave over or behind
ἄπολις	one without city, state or country, an outlaw
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολύω	to loose from
ἀπονέμω	to portion out, impart, assign
ἀπονενοημένως	desperately
ἀπονοέομαι	to have lost all sense
ἀποπειράομαι	to make trial, essay
ἀποπειρατέον	
ἀποπειρατέος	
ἀποπέμπω	to send off or away, to dismiss
ἀποπλανάω	to lead astray
ἀποπλέω	to sail away, sail off
ἀποπομπή	a sending away: getting rid
ἀπορέω	to be without means or resource
ἀπόρησις	
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορραίνω	to spirt out, shed about
ἀπορρέω	to flow or run off, stream forth
ἀπόρρητος	forbidden
ἀποσιωπάω	to cease speaking, maintain silence
ἀποσπάω	to tear or drag away from
ἀποστάζω	to let fall drop by drop, distil
ἀπόστασις	a standing away from
ἀποστατέον	
ἀποστατέω	to stand aloof from, depart from, be far from
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποστέρησις	deprivation
ἀποστρέφω	to turn
ἀποστροφή	a turning back
ἀποτελέω	to bring quite to an end, complete
ἀποτέμνω	to cut off, sever
ἀποτίθημι	to put away, stow away
ἀποτίνω	to pay back, repay, return
ἀπότομος	cut off, abrupt, precipitous
ἀποτρέπω	to turn
ἀποτροπή	a turning away, averting
ἀποτυγχάνω	to fail in hitting or gaining, to miss, lose
ἀπό-ὕω	
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποχέω	to pour out or off, shed, let fall
ἀπό-χραύω	
ἀπό-χράω	
ἀποχρώντως	enough, sufficiently
ἀποχώννυμι	to bank up
ἀπραγμοσύνη	freedom from politics and business
ἀπράγμων	free from business
ἀπρεπής	unseemly, unbecoming, indecent, indecorous
ἀπρόσοιστος	not to be withstood, irresistible
ἅπτω	to fasten, bind fast
ἀρά	a prayer
ἄρα	
ἆρα	particle introducing a question
Ἀργεῖος	of or from Argos, Argive
ἀργία	idleness, laziness
Ἄργος	
ἀργός	
ἀργύρειος	silver
ἀργυρίδιον	
ἀργύριον	a piece of silver, a silver coin
ἀργυρώνητος	bought with silver
ἄρδην	lifted up, on high
ἄρδω	to water
Ἄρειος	
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
Ἀρείων	
Ἀρεοπαγιτικός	
ἄρεσκος	pleasing
ἀρέσκω	to make good, make up
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
Ἄρης	Ares
ἀριθμέω	to number, count or reckon up
ἀριθμός	number
Ἄρις	
ἀριστάω	to take breakfast or luncheon
ἀριστεῖα	the prize of the best and bravest, the meed of valour
Ἀριστείδης	
ἀριστεῖος	
ἀριστεύω	to be best or bravest
ἀριστίνδας	
ἆ	ah!
ἀάω	to hurt, damage
ἄβατον	
ἄβατος	untrodden, impassable, inaccessible
ἀβουλέω	to be unwilling
ἀβουλία	want of counsel, thoughtlessness
Ἀβροκόμης	
ἀγαθός	good
ἄγαλμα	a glory, delight, honour
ἄγαμαι	to wonder, be astonished
Ἀγαμέμνων	the very steadfast
ἀγανακτέω	to feel irritation
ἀγαπάζω	to treat with affection, shew affection to
ἀγαπάω	to treat with affection, to caress, love, be fond of
ἀγάπη	love
ἀγαπητός	beloved
ἀγγελία	a message, tidings, news
ἀγείρω	to bring together, gather together
ἀγελαῖος	belonging to a herd, feeding at large
ἀγένητος	unborn, uncreated, unoriginated
Ἀγήνωρ	
ἀγήνωρ	manly, courageous, heroic
ἁγής	
Ἀγησίλαος	
ἀγησίλαος	leader of people, conductor of men
ἅγιος	devoted to the gods, sacred, holy
ἁγιστεία	holy rites, temple-worship
ἁγνεία	purity, chastity
ἀγνοέω	not to perceive or know
ἄγνοια	want of perception, ignorance
ἄγνυμι	to break, shiver
ἀγνώμων	ill-judging, senseless
ἀγορά	an assembly of the people
ἀγοράζω	to be in the ἀγορά
ἀγορεύω	to speak in the assembly, harangue, speak
ἀγός	a leader, chief
ἄγρα	a catching, hunting
ἀγρέω	to capture, seize
ἄγριος	living in the fields
ἀγριότης	wildness, savageness
ἀγροῖκος	
ἄγροικος	of or in the country
ἀγρός	fields, lands
ἀγρυπνία	sleeplessness, waking, watching
Ἀγύρριος	
ἀγχιστεία	nearness of kin
ἄγω	to lead or carry, to convey, bring
ἀγών	a number of people brought together, a gathering, assembly
ἀγωνία	a contest, struggle for victory
ἀγωνιάω	to contend eagerly, struggle
ἀγωνίζομαι	to contend for a prize
ἀγωνιστής	a rival
ἄγωνος	
ἀδακρυτί	without tears
ἀδάκρυτος	without tears
ἀδεής	without fear, fearless
ἄδεια	freedom from fear
ἀδελφή	a sister
ἀδελφίζω	
ἀδελφός	sons of the same mother
ἄδηλος	not seen or known, unknown, obscure
ᾍδης	Hades or Pluto
ἀδηφαγέω	
ἀδιεξέργαστος	
ἀδιέργαστος	
ἀδικέω	to do wrong
ἀδίκημα	a wrong done, a wrong
ἀδικία	wrong-doing, injustice
ἄδικος	wrong-doing, unrighteous, unjust
ἀδόκιμος	not standing the test, spurious
ἀδολεσχία	garrulity, idle talk
ἀδοξία	ill-repute, disgrace
ἄδοξος	inglorious, disreputable
Ἄδραστος	
ἄδραστος	not running away, not inclined to do so
Ἀδρίας	the Adriatic
ἁδρός	thick
ἀδύνατος	unable
ἀεί	always, for ever
ἀείδω	to sing
ἀείμνηστος	ever to be remembered
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀζήμιος	free from further payment: without loss, scot-free
ἀηδής	unpleasant to the taste, distasteful
ἀηδία	unpleasantness, nauseousness
ἀησσητος	
ἀήττητος	
ἀθανασία	immortality
ἀθάνατος	undying, immortal
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθήναιος	
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήνη	Athena
Ἀθηνόδωρος	
ἀθλητής	a prizefighter
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθρέω	to look at, gaze at, observe, perceive
ἀθροίζω	to gather together, to muster
ἀθρόος	in crowds or masses, crowded together
ἀθυμέω	to be disheartened, lose heart
ἀθυμία	want of heart, faintheartedness
ἄθυμος	without heart, fainthearted
Ἄθως	mount Athos
Αἶα	
Αἰακίδης	son of Aeacus
Αἰακός	
Αἴας	Ajax
αἴγεος	a goat's skin
Αἰγεύς	
Αἴγινα	Aegina
αἰγίνη	
Αἰγινήτης	an Aeginetan
Αιγινητικός	
Αἰγίς	
Αἰγύπτιος	Egyptian
Αἴγυπτος	the river Nile
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰκία	injurious treatment, an affront, outrage
αἰκίζω	to treat injuriously, to plague, torment
Αἰολεύς	an Aeolian
Αἰολίς	
αἰόλος	quick-moving
Αἴολος	
αἵρεσις	a taking especially
αἱρετέος	to be taken, desirable
αἱρετής	
αἱρετός	that may be taken or conquered
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσθησις	perception by the senses
ἀίσθω	to breathe out
αἰσχρός	causing shame, abusive
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰών	a period of existence
ἀκαιρία	unfitness of times: unseasonableness
ἄκαιρος	ill-timed, unseasonable, inopportune
ἀκατάστατος	unstable, unsettled
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἀκίβδηλος	unadulterated, genuine
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκλεῶς	
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἀκοή	a hearing, the sound heard
ἀκολασία	licentiousness, intemperance
ἀκόλαστος	licentious, intemperate
ἀκολουθέω	to follow
ἀκόλουθος	following, attending on
ἀκοσμέω	to be disorderly, to offend
ἀκούσιος	
ἄκουσμα	a thing heard
ἀκουστός	heard, audible
ἀκούω	to hear
ἀκρασία	bad mixture, ill temperature
ἀκρατής	powerless, impotent
ἄκρατος	unmixed, sheer
ἀκρίβεια	exactness, minute accuracy, precision
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροάομαι	to hearken to, listen to
ἀκρόασις	a hearing or listening
ἀκροατής	a hearer
ἀκρόπολις	the upper city
ἄκυρον	
ἄκυρος	without authority
ἀκυρόω	
ἄκων	a javelin, dart
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζονεύομαι	to make false pretensions
ἀλαζονικός	boastful, braggart
ἀλάομαι	to wander, stray or roam about
ἅλας	salt
ἀλγέω	to feel bodily pain, suffer
ἀλγηδών	a sense of pain, pain, suffering
ἄλγιστος	
ἀλγίων	more or most painful, grievous or distressing
ἀλέξανδρος	defending men
Ἀλέξανδρος	
ἀλέομαι	to avoid, shun
ἀλέω	to grind, bruise, pound
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀληθινός	agreeable to truth
ἀλήτης	a wanderer, stroller, rover, vagabond
ἁλίζω	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίσκομαι	to be taken, conquered
Ἀλκιβιάδης	
Ἀλκμαίων	
Ἀλκμέων	
Ἀλκμεωνιδῶν	
Ἀλκμήνη	
ἀλλά	otherwise, but
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
ἀλογία	want of respect or regard
ἀλόγιστος	unreasoning, inconsiderate, thoughtless, heedless
ἄλογος	without λόγος
ἅλς	a lump of salt
ἄλυπος	without pain
Ἅλυς	
ἀλυσιτελής	unprofitable
ἅμα	at once, at the same time
Ἀμάδοκος	
Ἀμαζών	the Amazons
ἀμαθής	unlearned, ignorant, stupid, boorish
ἀμαθία	ignorance
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
ἀμάρτυρος	without witness, unattested
ἄμαχος	without battle
ἀμάω	
ἀμείνων	better, abler, stronger, braver
ἀμέλεια	indifference, negligence
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἀμελητέος	one must neglect
ἄμη	a shovel or mattock
ἄμικτος	unmingled, that will not mingle or blend
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἁμιλλητέον	
ἁμιλλητέος	
ἀμιξία	want of intercourse
ἀμνημονέω	to be unmindful
ἄμοιρος	without share in
ἁμός	
ἄμπ	
Ἀμύντης	
ἀμύντης	
ἀμύνω	to keep off, ward off
ἀμφί-ἀμφισβητέω	
ἀμφίβολος	put round, encompassing
ἀμφιγνοέω	to be doubtful about
ἀμφικτίονες	they that dwell round, next neighbours
Ἀμφικτύονες	the Amphictyons
ἀμφικτυονία	
Ἀμφικτυονία	the Amphictyonic League
Ἀμφικτύων	
ἀμφίπολις	encompassing a city
Ἀμφίπολις	
ἀμφισβητέω	to stand apart
ἀμφισβητήσιμος	disputed, disputable
ἀμφισβήτησις	a dispute, controversy, debate
Ἀμφιτρύων	
ἀμφότερος	each or both of two
ἄμφω	
ἄν	
ἀνά	up, upon
ἀνά-ἀσάομαι	
ἀνά-ἀφύσσω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβιβάζω	to make go up, cause to mount
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολάς	
ἀναβολή	that which is thrown up, a mound
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀναδασμός	re-distribution or partition
ἀναδέχομαι	to take up, catch, receive
ἀναζητέω	to examine into, investigate
ἀνάθημα	a votive offering set up
ἀναίδεια	shamelessness, impudence, effrontery
ἀριστίνδην	
ἀριστοκρατία	the rule of the best, an aristocracy
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀρκάς	
ἄρκεσις	help, aid, service
ἀρκέω	to ward off, keep off
ἀρκτέον	
ἀρκτέος	one must begin
ἄρκτος	a bear
ἅρμα	a chariot
ἁρμόζω	to fit together, join
ἁρμοστής	one who arranges or governs
ἁρμοστός	
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπαγεύς	
ἁρπαγή	seizure, rapine, robbery, rape
ἁρπάζω	to snatch away, carry off
ἀρρωστία	weakness, sickness
ἄρρωστος	weak, sickly
ἄρσην	male
Ἀρτεμίσιον	a temple of Artemis
Ἀρτεμίσιος	
ἄρτι	just, exactly
ἀρχαῖος	from the beginning
ἀρχεῖον	the senate-house, town-hall, residence of the chief magistrates
Ἀρχέστρατος	
ἀρχή	a beginning, origin, first cause
ἀρχηγός	beginning, originating
ἀρχήν	
Αρχίδαμος	
Ἀρχίδαμος	
ἀρχικός	of or for rule, royal
Ἀρχίνου	
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσεβής	ungodly, godless, unholy, profane
ἀσέλγεια	licentiousness
ἀσελγής	licentious, wanton, brutal
ἀσθένεια	want of strength, weakness, feebleness, sickliness
ἀσθενέω	to be weak, feeble, sickly
ἀσθενής	without strength, weak, feeble, weakly
ἀσθενόω	to weaken
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
ἄσκεπτος	inconsiderate, unreflecting
ἀσκέω	to work curiously, form by art, fashion
ἄσκησις	exercise, practice, training
ἀσκητής	one who practises any art or trade
ἀσκητός	curiously wrought
ἄσμενος	well-pleased, glad
ἀσπάζομαι	to welcome kindly, bid welcome, greet
Ἄσπενδος	
ἀσπίς	a round shield
ἀστασίαστος	not disturbed by faction
ἀστεῖος	of the town
ἀστή	
ἀστός	a townsman, citizen
ἀστρολογία	astronomy
ἄστυ	a city, town
ἀστυγείτων	near or bordering on a city
ἀσύμφορος	inconvenient, inexpedient, useless
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσωτία	prodigality, wastefulness
ἄσωτος	having no hope of safety, abandoned, profligate
ἄτακτος	not in battle-order
Ἀταρνεύς	
ἄταφος	unburied
ἀτείχιστος	unwalled, unfortified
ἀτέλεια	exemption from public burdens
ἀτελής	without end
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτιμητέον	
ἀτιμητέος	
ἀτιμία	dishonour, disgrace
ἄτιμος	unhonoured, dishonoured
ἀτιμόω	to dishonour
ἀτιμώρητος	unavenged
ἀτοπία	a being out of the way
ἄτοπος	out of place
ἄττα	father
Ἀττικίζω	to side with the Athenians
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτυχής	luckless, unfortunate
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
αὖ	
αὐθάδεια	self-will, wilfulness, stubbornness, contumacy, presumption
αὐθάδης	self-willed, wilful, dogged, stubborn, contumacious, presumptuous
αὖθις	back, back again
αὐλητρίς	a flute-girl
αὐξάνω	to make large, increase, augment
αὐτάρκης	sufficient in oneself, having enough, independent
αὐτεπάγγελτος	offering of oneself, of free will
αὐτοκράτωρ	one's own master
Αὐτοκράτωρ	
αὐτόμολος	going of oneself, without bidding
αὐτονομία	freedom to use one's own laws, independence
αὐτόνομος	living under one's own laws, independent
αὐτός	self
αὐτοσχεδιάζω	to act or speak off-hand
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
αὐτόχειρ	with one's own hand
αὐτόχθονος	country and all
αὐτόχθων	sprung from the land itself
αὐχμέω	to be squalid or unwashed
αὐχμή	
αὐχμός	drought
ἀφαιρέω	to take from, take away from
ἀφανής	unseen, invisible, viewless
ἀφανίζω	to make unseen, hide from sight
ἀφανιστέος	to be suppressed
ἀφαρεύς	
Ἀφαρεύς	
ἀφαρής	
ἀφειδής	unsparing or lavish of
ἀφεκτέον	
ἀφεκτέος	one must abstain from
ἀφελής	without a stone, even, smooth
ἄφεσις	a letting go, dismissal
ἀφετέος	one must dismiss
ἄφετος	let loose, at large, ranging at will
ἀφήκω	to arrive at
ἀφθονία	freedom from envy or grudging, readiness
ἄφθονος	without envy
Ἄφιδνα	
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἄφιξις	an arrival
ἀφίστημι	to put away, remove
ἀφιῶμεν	
ἀφοράω	to look away from
ἀφορίζω	to mark off by boundaries
ἀφορμάω	to make to start from
ἀφορμή	a starting-point
ἀφοσιόω	to purify from guilt or pollution
Ἀφροδίτη	Aphrodite
ἀφροσύνη	folly, thoughtlessness, senselessness
ἄφρων	without sense
ἀφυής	without natural talent, witless, dull
Ἀχαιίς	the Achaian land
ἀχάριστος	ungracious, unpleasant, unpleasing
ἀχεύω	grieving, sorrowing, mourning
ἀχθεσθῆναι	
ἄχθομαι	to be loaded
Ἀχιλλεύς	Achilles
ἄχρηστος	useless, unprofitable, unserviceable
βαδίζω	to go slowly, to walk
βαίνω	to walk, step
βαρβαρικός	barbaric, foreign, like a foreigner
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βαρύς	heavy
βαρύτης	weight, heaviness
βασανίζω	to rub
βασανιστής	questioner, torturer, tormentor
βάσανος	the touch-stone
βασίλεια	a queen, princess
βασιλεία	a kingdom, dominion
βασίλειον	a kingly dwelling, palace
βασίλειος	of the king, kingly, royal
βασιλεύς	a king, chief
βασιλεύω	to be king, to rule, reign
βασίλη	
βασιλικός	royal, kingly
βασκαίνω	to slander, malign, belie, disparage
Βατῆθεν	
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλτιστος	best
βελτίων	better
βῆμα	a step, pace, stride
βία	bodily strength, force, power, might
βιάζω	to constrain
βιάω	to constrain
βιβλίον	a paper, scroll, letter
βίβλος	the inner bark of the papyrus
βιβρώσκω	to eat, eat up
βιός	a bow
βίος	life
βιοτεύω	to live
βιόω	to live, pass one's life
βιώσκομαι	to quicken, make or keep alive
βλαβερός	hurtful, noxious, disadvantageous
βλάβη	hurt, harm, damage
βλάπτω	to disable, hinder, stop
βλάστημα	offspring, an offshoot
