Field1	Field2
θάλλω	to bloom, abound, to be luxuriant
θαμά	often, oft-times
θαμβέω	to be astounded, amazed
θάνατος	death
θανατόω	to put to death
θάπτω	to pay the last dues to a corpse, to honour with funeral rites
θαρσέω	to be of good courage, take courage
θάρσος	courage, boldness
θατήρ	
θαῦμα	whatever one regards with wonder, a wonder, marvel
θαυμάζω	to wonder, marvel, be astonied
θαυμαστός	wondrous, wonderful, marvellous
θεά	a goddess
θέα	a seeing, looking at, view
Θεανώ	
θείνω	to strike, wound
θεῖος	
θελημός	
θέλησις	a willing, will
θελξιεπής	
θελξίμβροτος	
θελοιμ'	
Θέμις	
θέμις	that which is laid down or established by custom
θεόδμητος	god-built, made or founded by the gods
θεόδοτος	
θεόπομπος	
θεός	God
θεοτίματον	
θεότιμος	
θεοφιλής	dear to the gods, highly favoured
θεράπων	a waiting-man, attendant
θέραψ	
θερμός	hot, warm
Θερμώδων	
θερσιεπής	
θέσμιος	according to law, lawful
θεσπέσιος	divinely sounding, divinely sweet
Θεσσαλία	
Θεσσαλίη	
Θεσσαλός	a Thessalian
ΘεσσαλῷἹπποις	
Θέστιος	
θευπροπία	
θέω	to run
θέωσις	
Θῆβαι	Thebes
Θήβη	
θηητός	gazed at, wondrous, admirable
θηλέω	to be full of
θηροσκόπος	looking out for wild beasts
Θησεύς	Theseus
θιγγάνω	to touch, handle
θίς	a heap
θνήσκω	to die, be dying
θνητός	liable to death, mortal
θοάς	
θοός	swift
θοόω	to make sharp or pointed
Θράκιος	Thracian
θράσις	
θράσος	courage, boldness
θρασυκάρδιος	bold of heart
θρασυμέμνων	bravely steadfast
θρασυμηδέα	
θρασύς	bold, spirited, courageous, confident
θρασύχειρ	bold of hand
θρέομαι	to cry aloud, shriek forth
θροέω	to cry aloud
θρῴσκω	to leap, spring
θυγάτηρ	a daughter
θυγάτρων	
θυμάρμενος	
θυμός	the soul
θυσία	an offering or mode of offering
θύω	
ι	
ἰαίνω	to heat
Ἰάονες	the Ionians
ἰατορία	the art of healing, surgery
Ἰάων	
ἰδέ	and
Ἴδη	Ida
ἴδη	a timber-tree
Ἴδης	
