Field1	Field2
ἀδοξέω	to be held in no esteem, to stand in ill repute
ἀδοξία	ill-repute, disgrace
ἄδοξος	inglorious, disreputable
Ἀδράστεια	the Inevitable
ἀδυναμία	want of strength or power, inability, incapacity
ἀδύνατος	unable
Ἄδωνις	Adonis
ἀδωροδόκητος	
ἀεί	always, for ever
ἀείδω	to sing
ἀεικέλιος	
ἀεικής	unseemly, shameful
ἀειλογία	a continual talking
ἄεισμα	
ἀειφυγία	perpetual exile
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀζήμιος	free from further payment: without loss, scot-free
Ἁζηνιεύς	
ἀηδής	unpleasant to the taste, distasteful
ἀηδία	unpleasantness, nauseousness
ἀήθης	unwonted, unusual
ἀησσητος	
ἀήττητος	
Ἀθαναίοις	
Ἀθαναίων	
ἀθάνατος	undying, immortal
ἀθέλητος	
Ἀθηαῖοι	
Ἀθήναζε	to Athens
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήναιος	
Ἀθήνευς	
Ἀθήνη	Athena
Ἀθήνηθεν	from Athens
Ἀθήνησιν	at Athens
Ἀθηνίππου	
Ἀθηνόδωρος	
ἀθλέω	having contended with
ἄθλημα	a contest
ἀθλητής	a prizefighter
ἄθλιος	gaining the prize
ἀθλοθέτης	one who awards the prize, the judge
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
Ἀθμονεύς	
ἀθροίζω	to gather together, to muster
ἀθρόος	in crowds or masses, crowded together
ἀθυμέω	to be disheartened, lose heart
ἀθυμητέον	one must lose heart
ἀθυμητέος	
ἀθυμία	want of heart, faintheartedness
ἄθυμος	without heart, fainthearted
ἀθῷος	unpunished, scot-free
Αἶα	
Αἰακός	
Αἰαντίδης	
Αἰαντίς	
Αἴας	Ajax
Αἰγείδης	
αἴγειος	of a goat or goats
αἴγεος	a goat's skin
Αἰγεύς	
Αἰγιλιέα	
Αἰγιλιεῖ	
Αἰγιλιεύς	
Αἴγινα	Aegina
αἰγίνη	
Αἰγινήτης	an Aeginetan
Αἰγίς	
Αἰγύπτιος	Egyptian
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
αἴδεσις	respect
Αἵδης	
ἀίδιος	everlasting, eternal
ἀίδρυτος	unsettled, vagabond
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
Αἰήτης	
Αἴθρη	
αἰκία	injurious treatment, an affront, outrage
αἰκίζω	to treat injuriously, to plague, torment
αἰκισμός	
αἷμα	blood
αἱμασιά	a wall
Αἰνιάν	
αἴνιγμα	a dark saying, riddle
Αἴνιος	
αἴξ	a goat
Αἰξωνέα	
Αἰξωνεύς	
αἵρεσις	a taking especially
αἱρετός	that may be taken or conquered
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσθησις	perception by the senses
ἀίσθω	to breathe out
αἴσιος	boding well, auspicious
αἶσις	
Αἰσίωνος	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
Αἰσχίνης	
Αἰσχρίων	
Αἰσχρίωνα	
Αἰσχρίωνι	
Αἰσχρίωνος	
αἰσχροκέρδεια	base covetousness
αἰσχροκερδής	sordidly greedy of gain
αἰσχρορρημοσύνη	
αἰσχρός	causing shame, abusive
Αἰσχύλος	
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἰτιατέον	one must accuse
αἰτιατέος	
αἴτιος	to blame, blameworthy, culpable
Αἰτωλοί	
Αἰτωλός	
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰών	a period of existence
αἰώρα	a machine for suspending
αἰωρέω	to lift up, raise
Ἀκαδήμεια	the Academy
ἀκαθαρσία	uncleanness, impurity
ἀκάθαρτος	uncleansed, unclean, impure
ἀκαιρία	unfitness of times: unseasonableness
ἄκαιρος	ill-timed, unseasonable, inopportune
ἀκακία	guilelessness
ἄκακος	unknowing of ill, guileless
Ἀκαμαντίδ'	
Ἀκαμαντίδαι	
Ἀκαμαντίδι	
Ἀκαμαντίδος	
Ἀκάμας	
ἀκάμας	untiring, unresting
ἄκανθος	
Ἄκανθος	
ἀκαρής	too short to be cut, very short
Ἀκαρνανίη	
ἀκατάλλακτος	irreconcileable
ἀκατάστατος	unstable, unsettled
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἀκήρυκτος	unannounced, unproclaimed
Ἄκης	
ἀκινάκης	a short straight sword
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἀκμή	a point, edge
ἀκοή	a hearing, the sound heard
ἀκολασία	licentiousness, intemperance
ἀκολουθέω	to follow
ἀκολούθησις	
ἀκόλουθος	following, attending on
ἀκονάω	to sharpen, whet
ἀκόνη	a whetstone, hone
ἀκονιτί	without the dust of the arena
ἄκος	a cure, relief, remedy for
ἀκοσμέω	to be disorderly, to offend
ἀκούσιος	
ἄκουσις	
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκούω	to hear
ἀκρασία	bad mixture, ill temperature
ἀκρίβεια	exactness, minute accuracy, precision
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβολογέομαι	to be exact or precise
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροάομαι	to hearken to, listen to
ἀκρόασις	a hearing or listening
ἀκροατής	a hearer
ἀκρόδρυα	fruit-trees
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἄκρων	
ἀκρωτηριάζω	to cut off the extremities, mutilate
ἀκρωτήριον	any prominent part
ἀκτέα	the elder-tree
ἀκτέον	
ἀκτέος	one must lead
ἀκτή	a headland, foreland, promontory, shore
ἄκυρον	
ἄκυρος	without authority
ἀκυρόω	
ἄκων	a javelin, dart
ἀλαβαστοθήκη	a case for alabaster ornaments
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζονεύομαι	to make false pretensions
Ἁλαιεῖ	
Ἁλαιεύς	
ἀλάομαι	to wander, stray or roam about
ἅλας	salt
ἀλάστορος	under the influence of an ἀλάστωρ: suffering cruelly
ἀλάστωρ	the avenging deity, destroying angel
ἀλγέω	to feel bodily pain, suffer
ἄλγημα	pain, suffering
ἄλγος	pain
ἀλειτούργητος	
ἀλεκτρυών	a cock
Ἀλέξανδρος	
ἀλέξανδρος	defending men
ἀλεξιφάρμακον	an antidote, remedy
ἀλέομαι	to avoid, shun
ἄλευρον	wheaten flour
ἀλέω	to grind, bruise, pound
ἁλή	
Ἅλη	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀληθινός	agreeable to truth
ἁλής	assembled, thronged, in a mass, all at once
ἁλία	an assembly of the people
Ἁλίαρτος	
ἁλίζω	
ἁλίη	
Ἁλικαρνασσεύς	a Halicarnassian
ἀλίμενος	without harbour, harbourless
Ἁλιμουσίοις	
Ἁλιμουσίους	
Ἁλιμουσίων	
ἅλιος	
ἁλιρρόθιος	dashed over by the sea
Ἁλιρρόθιος	
ἁλίσκομαι	to be taken, conquered
ἀλιτήριος	sinning or offending against
Ἀλκέτης	
Ἄλκετος	
ἀλκή	strength
Ἀλκιβιάδης	
Ἀλκίμαχος	
ἀλκίμαχος	bravely fighting
Ἀλκισθένης	
Ἀλκμεωνιδῶν	
ἀλλά	otherwise, but
ἀλλάσσω	to make other than it is, to change, alter
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλοῖος	of another sort or kind, different
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριότης	alienation, estrangement
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναισθησία	want of feeling or perception; insensibility
ἀναισθητέω	to want perception
ἀναίσθητος	insensate, unfeeling
ἀναισχυντέω	to be shameless, behave impudently
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνακαλέω	to call up the dead
ἀνάκειμαι	to be laid up
Ἀνάκειον	the temple of the Dioscuri
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακοινόω	to communicate
ἀνακομιδή	a carrying away again, recovery
ἀνακομίζω	to carry up
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀναλάζομαι	to take again
ἀναλαμβάνω	to take up, take into one's hands
ἀναλγησία	want of feeling, insensibility
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλλομαι	to leap
ἀναλογία	proportion
ἀναλογίζομαι	to reckon up, sum up
ἀναλογισμός	reconsideration
ἀναλύω	to unloose, undo
ἀνάλωμα	expenditure, cost
ἀνάλωσις	outlay, expenditure
ἀνάλωτος	not to be taken, invincible, impregnable
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμένω	to wait for, await
ἀνάμεστος	filled full
ἀνάμιγα	promiscuously
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμφισβήτητος	undisputed, indisputable
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἀνανεόομαι	to renew
ἄναξ	a lord, master
Ἀναξαγόρης	
ἀναξία	a command, behest
Ἀναξιμένης	
Ἀναξίνῳ	
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
ἀνά-ὀχλέω	
ἀνάπαυσις	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπειράομαι	to try or attempt again
ἀναπηδάω	to leap up, start up
ἀναπίμπλημι	to fill up
ἀναπίπτω	to fall back
ἀναπλέω	to sail up, to go up stream
ἀναπληρόω	to fill up
ἀνάπλοος	a sailing upstream
ἀναπλόω	to unfold, open
ἀναπνέω	to breathe again, take breath
ἀνάπτω	to make fast on or to
ἀναριθμέομαι	to enumerate
ἀναρπάζω	to snatch up
ἀνάρρησις	a proclamation
ἀναρτάω	to hang to
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνασκευάζω	to pack up the baggage
ἀνασπαστός	drawn up
ἀνασπάω	to draw up, pull up
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστρέφω	to turn upside down, upset
ἀνασῴζω	
ἀνατείνω	to stretch up, hold up
ἀνατίθημι	to lay upon
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀνάτρεψις	
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
Ἀναφλύστιος	
ἀναφορά	
ἀναχαιτίζω	to throw back the mane, rear up
ἀναχέω	to pour forth
ἀναχώννυμι	to heap up into a mound
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδραποδισμός	a selling free men into slavery, enslaving
ἀνδραποδιστής	a slave-dealer, kidnapper
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδριάς	the image of a man, a statue
ἀνδρίον	a manikin
Ἄνδριος	
ἀνδρίς	
Ἀνδροκλέης	
Ἀνδροκλείδης	
ἀνδροληψία	seizure of men
ἀνδρολήψιον	
Ἀνδρομένης	
Ἀνδροτίων	
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνεγείρω	to wake up, rouse
ἀνέγκλητος	not accused, without reproach, void of offence
ἀνέδην	let loose, freely, without restraint
ἀνέθεσαν	
ἀνείλω	
ἄνειμι	to go up
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνείργω	to keep back, restrain
ἀνέκδοτος	not given in marriage
ἀνεκτός	bearable, sufferable, tolerable
ἀνέλεγκτος	not cross-questioned, safe from being questioned
ἀνελεύθερος	not fit for a free man
ἀνέλπιστος	unhoped for, unlooked for
ἀνέμητος	not distributed
Ἀνεμοίτας	
ἄνεμος	wind
ἀνεξέλεγκτος	unquestioned, impossible to be questioned or refuted
ἀνεξέταστος	not inquired into or examined
ἀνέπαφος	untouched
ἀνεπίδικος	not disputed by legal process, undisputed
ἀνεπιείκεια	unfairness, unkindness
ἀνεπιτήδειος	unserviceable, unfit
ἀνεπιτίμητος	not to be censured
ἀνεπίφθονος	without reproach
ἀνέρχομαι	to go up
ἀνερωτάω	to ask or inquire of, question
ἄνευ	without
ἀνέχω	to hold up
ἀνεψιά	
ἀνεψιάδης	
ἀνεψιαδοῦς	a first-cousin's son
ἀνεψιός	a first-cousin, cousin
ἀνεψιότης	
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκοος	without hearing
ἀνήκω	to have come up to
ἀνήνυτος	endless
ἀνήρ	a man
Ἀνθεμίων	
Ἀνθεμόεις	
Ἀνθεμόκριτος	
ἀνθεστηριών	
ἀνθέω	to blossom, bloom
ἀνθηρός	flowering, blooming
ἀνθίστημι	to set against
ἀνθομολογέομαι	to make a mutual agreement
ἄνθος	a blossom, flower
ἀνθρώπειος	of or belonging to man, human
ἀνθρώπινος	of, from or belonging to man, human
ἀνθρώπιον	a manikin
ἄνθρωπος	man
ἀνθυπόμνυμαι	to make a counter-affidavit
ἀνθυφίσταμαι	to undertake to serve
ἀνιάζω	to grieve, distress
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνίατος	incurable
ἀνιάω	to grieve, distress
ἀνίδρυτος	
ἀνιερόω	to dedicate, devote
ἀνίημι	to send up or forth
ἄνισος	unequal, uneven
ἀνισόω	to make equal, equalise
ἀνίστημι	to make to stand up, raise up
ἀνόητος	not thought on, unheard of
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνομία	lawlessness
ἀνόμοιος	unlike, dissimilar
ἀνομοιόω	to make unlike or dissimilar
ἀνομολογέομαι	to agree upon
ἀνόνητος	unprofitable, useless
ἄνοος	without understanding, foolish, silly
ἀνόσιος	unholy, profane
ἀνουθέτητος	
ἀνοχή	a holding back, stopping
ἀνταγοράζω	to buy with money received in payment
ἀνταγωνίζομαι	to struggle against, prove a match for
ἀνταγωνιστέω	to oppose, be a rival
ἀνταγωνιστής	an opponent, competitor, rival
ἀνταίρω	to raise against
Ἀνταλκίδης	
ἀνταλλακτέον	
ἀνταλλακτέος	one must give in exchange
ἀνταλλάσσω	to exchange
ἀνταναιρέω	to take away from the opposite sides of an account, to cancel
ἀνταναπληρόω	to supply as a substitute or balance
ἀνταποκτείνω	to kill in return
ἀνταπολαμβάνω	to receive or accept in return
ἀντεγγράφω	to insert
ἀντεγκαλέω	to accuse in turn
Ἄντεια	
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεισάγω	to introduce instead, substitute
ἀντεκκόπτω	to knock out in return
ἀντεμβιβάζω	to put on board instead
ἀντεπιγράφω	to write
ἀντερῶ	to speak against, gainsay
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντί-ἀντιβολέω	
ἀντιβαίνω	to go against, withstand, resist
ἀντιβλέπω	to look straight at, look in the face
ἀντιβολέω	to meet by chance
ἀντιβολή	
Ἀντιγένης	
Ἀντιγόνη	
ἀντιγραφεύς	a check-clerk, controller
ἀντιγραφή	a reply in writing
ἀντίγραφος	copied
ἀντιγράφω	to write against or in answer, write back
ἀντιδίδωμι	to give in return, repay
ἀντιδικέω	to dispute, go to law
ἀντίδικος	an opponent in a suit, defendant
ἀντίδοσις	a giving in return, exchange
Ἀντιδωρίδην	
Ἀντιδωρίδης	
ἀντίδωρον	
Ἀντίδωρος	
ἀντί-εἰσφέρω	
ἀντίθετος	
ἀντιθέω	to run against
ἀντικρούω	to strike against, to be a hindrance, counteract
ἄντικρυς	straight on, right on
ἀντιλαγχάνω	to have a new
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντίληξις	a motion for a new arbitration
ἀντιληπτέον	
ἀντιληπτέος	one must take part in
ἀντιλογία	contradiction, controversy, disputation
ἀντιμάχομαι	to fight against
ἀντίμαχος	
Ἀντίμαχος	
ἀντί-μέδω	
ἀντιμοιρεί	by way of compensation
Ἀντιοχίδης	
Ἀντίοχος	
ἀντίπαλος	wrestling against
ἀντιπαρασκευάζομαι	to prepare oneself in turn, arm on both sides
ἀντιπαρεξάγω	to lead on against
ἀντιπαρέχω	to supply in turn
Ἀντίπατρος	
ἀντιποιέω	to do in return
ἀντιπράσσω	to act against, seek to counteract
ἀντιπροκαλέομαι	to retort a legal challenge
ἀντιπροσκαλέομαι	to summon in turn
ἀντίρροπος	counterpoising, compensating for
Ἀντισθένης	
Ἄντισσα	
ἀντιτάσσω	to set opposite to, range in battle against
ἀντιτίθημι	to set against, oppose
ἀντιτιμάω	to honour in return
Ἀντιφάνης	
Ἀντίφιλος	
ἀντιφορτίζομαι	to take in a return cargo
Ἀντιφών	
ἀντιχειροτονέω	to vote against
ἀντιχορηγέω	to be a rival choragus
ἀντιχορηγός	
ἀντόμνυμι	to swear in turn
Ἀντρών	
ἀντωνέομαι	to buy instead
ἀνυπέρβλητος	not to be surpassed or outdone
ἀνυπεύθυνος	not liable to give account, irresponsible
ἀνυπονόητος	unsuspected
ἀνύποπτος	without suspicion, unsuspected
ἀνυπόστατος	not to be withstood, irresistible
Ἄνυτος	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωθεν	from above, from on high
ἀνώμοτος	unsworn, not bound by oath
ἀνώνυμος	without name, nameless
ἀξία	the worth or value
ἀξιέπαινος	praiseworthy
ἀξιόπιστος	trustworthy
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόχρεως	worthy of a thing
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀξίωσις	a thinking worthy
ἄξος	
ἄξων	an axle
ἀοίκητος	uninhabited
ἄοκνος	without hesitation, untiring
ἄοπλος	without shields
ἀόριστος	without boundaries
ἀπαγγελία	a report
ἀπαγγέλλω	to bring tidings, report, announce
ἄπαγε	away! begone! hands off!
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαγωγή	a leading away
ἀπᾴδω	to sing out of tune, be out of tune
ἀπαθής	not suffering or having suffered, without experience of
ἀπαίδευτος	uneducated
ἀπαιδία	childlessness
ἀπαίρω	to lift off, carry off, take away, to remove from
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαίτησις	a demanding back
ἀπαλάομαι	to go astray, wander
ἀπαλείφω	to wipe off, expunge
ἀπαλλαγή	deliverance, release, relief from
ἀπάλλαξις	
ἀπαλλάσσω	to set free, release, deliver
ἀπαλοάω	to thresh out
ἀπαναισχυντέω	to have the effrontery to do or say
ἀπαντάω	to move from
ἀπαντή	
ἀπαντικρύ	right opposite
ἅπαξ	once, once only, once for all
ἀπαραίτητος	not to be moved by prayer, inexorable
ἀπαράσκευος	without preparation, unprepared
ἀπαριθμέω	to count over, reckon up
