Field1	Field2
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀποδιοπομπέομαι	to avert threatened evils by offerings to Zeus, to conjure away
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀποδύνω	
ἀπό-ἐρῶ	
ἀπό-ἐχθέω	
ἀπόθετος	laid by, stored up
ἀποθνήσκω	to die off, die
ἀπόκειμαι	to be laid away
ἀποκηρύσσω	to sell by auction
ἀποκινδυνεύω	to make a bold attempt or venture, try a forlorn hope
ἀποκλείω	to shut off from or out of, debar
ἀποκληρόω	to choose by lot from
ἀποκρίνω	to separate, set apart
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαγχάνω	to obtain a portion of
ἀπολαμβάνω	to take or receive from
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
ἄπολις	one without city, state or country, an outlaw
Ἀπολλόδωρος	
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπόλλων	Apollo
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολούω	to wash off
ἀπολύω	to loose from
ἀπομάχομαι	to fight from
ἀπομισθόω	to let out for hire
ἀποπέμπω	to send off or away, to dismiss
ἀπορέω	to be without means or resource
ἀπόρησις	
ἀπόρθητος	not sacked, unravaged
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορούω	to dart away
ἀπορραίνω	to spirt out, shed about
ἀπορρέω	to flow or run off, stream forth
ἀπόρρητος	forbidden
ἀποσβέννυμι	to put out, extinguish, quench
ἀποστάζω	to let fall drop by drop, distil
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀπόστολος	a messenger, ambassador, envoy
ἀποσφάζω	to cut the throat of
ἀποτέμνω	to cut off, sever
ἀποτίνω	to pay back, repay, return
ἀποτολμάω	to make a bold venture
ἀποτρέπω	to turn
ἀπότρεψις	
ἀποτυμπανίζω	to cudgel to death, bastinado
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποφεύγω	to flee from, escape
ἀπό-χραύω	
ἀπό-χράω	
ἀποχωρίζω	to part or separate from
ἀποψηφίζομαι	to vote away from
ἄπρατος	unsold, unsaleable
ἄπροικος	without portion or dowry
ἀπροσδόκητος	unexpected, unlooked for
ἅπτω	to fasten, bind fast
ἀπωθέω	to thrust away, push back
ἄρα	
ἆρα	particle introducing a question
ἀράσσω	to strike hard, smite
Ἀργεῖος	of or from Argos, Argive
ἀργύρεος	silver, of silver
ἀργύριον	a piece of silver, a silver coin
ἄρειος	devoted to Ares, warlike, martial
Ἄρειος	
Ἀρείπαγῳ	
ἀρείων	better, stouter, stronger, braver, more excellent
Ἀρείων	
ἀΡεοπαγιτικός	
ἀρέσκω	to make good, make up
ἀρεστής	
ἀρεστός	acceptable, pleasing
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
Ἄρης	Ares
Ἄρις	
ἀριστάω	to take breakfast or luncheon
ἀριστεῖα	the prize of the best and bravest, the meed of valour
ἀριστεῖος	
Ἀριστόδικος	
Ἀριστοκράτης	
Ἀριστόκριτος	
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀριστοφάνης	
ἀρκέω	to ward off, keep off
Ἁρμόδιος	
ἁρμόδιος	fitting together
ἀρνέομαι	to deny, disown
ἀρνίον	a sheep-skin
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
Ἀρτεμίσιον	a temple of Artemis
Ἀρτεμίσιος	
ἄρτος	a cake or loaf of wheat-bread
ἀρχαιόπλουτος	rich from olden time, of old hereditary wealth
ἀρχαῖος	from the beginning
Ἀρχεβιάδης	
Ἀρχέδημος	
ἀρχεῖον	the senate-house, town-hall, residence of the chief magistrates
Ἀρχένεως	
Ἀρχεπτόλεμος	
Ἀρχεστρατίδης	
Ἀρχέστρατος	
ἀρχή	a beginning, origin, first cause
ἀρχήν	
ἀρχιθεωρία	
Ἄρχιππος	
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσέβημα	an impious or profane act
ἀσεβής	ungodly, godless, unholy, profane
ἀσελγαίνω	to behave licentiously
ἀσελγής	licentious, wanton, brutal
ἀσθένεια	want of strength, weakness, feebleness, sickliness
ἀσθενέω	to be weak, feeble, sickly
ἀσθενής	without strength, weak, feeble, weakly
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
ἀσμενέω	
ἄσμενος	well-pleased, glad
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀσπίς	a round shield
ἀστασίαστος	not disturbed by faction
ἀστή	
ἀστικός	of a city or town
ἀστός	a townsman, citizen
ἀστράβη	a mule's saddle, an easy padded saddle
ἀστράπτω	to lighten, hurl lightnings
ἀστρατεία	exemption from service
ἀστράτευτος	without service, never having seen service
ἄστυ	a city, town
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσχολία	an occupation, business, want of leisure
ἀτακτέω	to be undisciplined, disorderly
ἄταφος	unburied
ἀτείχιστος	unwalled, unfortified
ἀτελής	without end
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτιμία	dishonour, disgrace
ἄτιμος	unhonoured, dishonoured
ἀτιμόω	to dishonour
ἄτοπος	out of place
ἆτος	
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
αὖ	
αὖθις	back, back again
αὔλειος	of or belonging to the αὐλή or court
αὐλητρίς	a flute-girl
αὔριον	to-morrow
αὐτίκα	forthwith, straightway, at once
αὐτόθι	on the spot
Αὐτοκλέης	
Αὐτοκράτης	
αὐτοκράτωρ	one's own master
αὐτόματος	acting of one's own will, of oneself
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
αὐτόχθονος	country and all
αὐτόχθων	sprung from the land itself
αὐτῷἐδοκει	
αὐτῶνἀναγκης	
αὐτῶντιμησητε	
αὐτῷπατριδα	
αὐτῷτην	
ἀφαιρέω	to take from, take away from
ἀφανής	unseen, invisible, viewless
ἀφανίζω	to make unseen, hide from sight
ἀφαρπάζω	to tear off or from
ἀφειδέω	to be unsparing or lavish of
ἀφέλκω	to drag away
ἀφήκω	to arrive at
ἀφθονία	freedom from envy or grudging, readiness
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἄφιλος	without friends, friendless
ἄφιξις	an arrival
ἀφίστημι	to put away, remove
ἀφοράω	to look away from
ἀφορμή	a starting-point
ἀχάριστος	ungracious, unpleasant, unpleasing
Ἀχαρνεύς	an inhabitant of Acharnae
ἀχεύω	grieving, sorrowing, mourning
ἀχήν	poor, needy
ἀχθεσθῇ	
ἄχθομαι	to be loaded
ἄχρηστος	useless, unprofitable, unserviceable
Β	
βαδίζω	to go slowly, to walk
βάθρον	that on which anything stands
βαίνω	to walk, step
βακτηρία	a staff, cane
βάλλω	to throw
βαρβαρικός	barbaric, foreign, like a foreigner
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βαρυδαιμονία	
βαρύς	heavy
βασανίζω	to rub
βάσανος	the touch-stone
βασιλεύς	a king, chief
βασιλεύω	to be king, to rule, reign
Βάτραχος	
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλτιστος	best
βελτίων	better
βῆμα	a step, pace, stride
βία	bodily strength, force, power, might
βιάζω	to constrain
βίαιος	forcible, violent
βιαιότης	
βιάω	to constrain
βιβλίον	a paper, scroll, letter
βίος	life
βιόω	to live, pass one's life
βιώνης	
βλάβη	hurt, harm, damage
βλάβος	
βλάπτω	to disable, hinder, stop
βοάω	to cry aloud, to shout
βοείη	an ox-hide, ox-hide shield
βοή	a loud cry, shout
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
βοηθός	assisting, auxiliary
βοηλατέω	
βοηλάτης	one that drives away oxen, a cattle-lifter
Βοιωτία	Boeotia
Βοιώτιος	Boeotian
Βοιωτός	a Boeotian
βούλευμα	a deliberate resolution, purpose, design, plan
βουλεύς	
βουλευτήριον	a council-chamber, senate-house
βουλευτήριος	advising
βουλευτής	a councillor, senator
βουλευτός	devised, plotted
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βράχεα	shallows
βραχύς	short
Βυζάντιος	
βωμός	any raised platform, a stand
Γαῖα	
γαμετή	a married woman, wife
γαμέω	to marry
Γαμηλιών	the seventh month of the Attic year
γάρ	for
γε	at least, at any rate
γείτων	one of the same land, a neighbour
γελάω	to laugh
γένος	race, stock, family
γεραιός	old
Γερανεία	
γέρων	an old man
γεωργέω	to be a husbandman, farmer
γεωργός	tilling the ground
γῆ	earth
γηθέω	to rejoice
γῆρας	old age
γηροτροφέω	
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γλάμων	blear-eyed
Γλαύκιππος	
γναφεύς	
γνήσιος	of or belonging to the race
γνώμη	a means of knowing, a mark, token
γνώριμος	well-known, familiar
γνῶσις	a judicial inquiry
γονεύς	a begetter, father
γονή	produce, offspring
γόνος	that which is begotten, offspring, a child
γόνυ	the knee
γοῦν	at least then, at any rate, any way
γράμμα	that which is drawn
γραμματεῖον	that on which one writes, tablets
γραφεύς	a painter
γραφή	representation by means of lines
γραφής	
γράφος	
γράφω	to scratch, scrape, graze
γυμνασιαρχέω	to be gymnasiarch
γυμνός	naked, unclad
γυναικεῖος	of or belonging to women, like women, befitting them, feminine
γυναικωνῖτις	the women's apartments
γυνή	a woman
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δαίμων	a god, goddess
δαίς	
δακρύω	to weep, shed tears
δάμαρ	a wife, spouse
Δάμνιππος	
δανείζω	to put out money at usury, to lend
δαπανάω	to spend
δαπάνη	outgoing, cost, expense, expenditure
Δαρεικός	a Daric
δασύς	thick with hair, hairy, shaggy, rough
δέ	but
δέησις	an entreating, asking: a prayer, entreaty
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δείλαιος	wretched, sorry, paltry
δειλία	cowardice
δειλιάω	to be afraid
δειλός	cowardly, craven
δεῖνα	such an one, a certain one
δεινός	fearful, terrible, dread, dire
δεινόω	to make terrible: to exaggerate
δειπνέω	to make a meal
δεῖπνον	the principal meal
δεῖπνος	
δεῖσα	
δέκα	ten
δεκάζω	to bribe or corrupt
δεκάκις	ten-times
δεκαπλάσιος	tenfold
δεκάτη	
δέκατος	tenth
Δεκέλεια	Deceleia
Δεκελειεύς	
Δεκελειόθεν	
Δελφοί	the Delphians
δένδρον	a tree
δεξιόομαι	to greet with the right hand, welcome, greet
δέον	that which is binding, needful, right, proper
δέος	fear, alarm, affright
δεσμεύω	to fetter, put in chains
δεσμός	anything for binding, a band, bond
δεσμωτήριον	a prison
δεσποτέω	to be despotically ruled
δεσπότης	a master, lord, the master of the house
δεῦρο	hither
δεύτερος	second
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
δήλωσις	a pointing out, manifestation, explaining, shewing
δημαγωγέω	to lead the people
δημαγωγός	a popular leader
δήμευσις	confiscation of one's property
δημεύω	to declare public property, to confiscate
δημηγορέω	to speak in the assembly
Δημήτριος	
δήμιος	belonging to the people, public
δημιουργός	one who works for the people, a skilled workman, handicraftsman
δημοκρατέομαι	to have a democratical constitution, live in a democracy
δημοκρατία	democracy, popular government
δημοκρατικός	of or for a democracy
Δῆμος	
δῆμος	a country-district, country, land
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημοτεύομαι	
δημότης	one of the people, a commoner, plebeian
δημοτικός	of or for the people, in common use, common
Δημοφάνης	
δήπου	perhaps, it may be
δήπουθεν	
δῆτα	certainly, to be sure, of course
διά	through c. gen. through, by means of c. acc.
διαβάλλω	to throw over or across, to carry over or across
διαβιβάζω	to carry over or across, to transport
διαβολή	false accusation, slander, calumny
διαγίγνομαι	to go through, pass
διαγιγνώσκω	to distinguish, discern
Διαγόρης	
διαγράφω	to mark out by lines, delineate
διάγω	to carry over or across
διαδείκνυμι	to shew clearly, shew plainly
διαδέχομαι	to receive one from another
διά-διαιτάω	
διαδικασία	a suit brought to decide
διαδίκασμα	the object of litigation in a διαδικασία
διαδύνω	to slip through
διαθήκη	a disposition
διαιρέω	to take one from another, to cleave in twain, to divide into parts
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διαιτητής	an arbitrator, umpire
διάκειμαι	to be in a certain state, to be disposed or affected
διακελεύομαι	to exhort, give orders, direct
διακινδυνεύω	to run all risks, make a desperate attempt, hazard all
διακλέπτω	to steal at different times
διακονέω	to minister, serve, do service
διακόσιοι	two hundred
διακωλύω	to hinder, prevent
διαλαμβάνω	to take or receive severally
διά-λέγω	
διαλέγω	to pick out one from another, to pick out
διαλλαγή	interchange, exchange
διαλλάσσω	to change one with another, interchange
διαλύω	to loose one from another, to part asunder, undo
διαμαρτυρέω	to use a διαμαρτυρία (q. v.)
διαμάχομαι	to fight or strive with, struggle against
διαμνημονεύω	to call to mind, remember
διανεμόομαι	to flutter in the wind
διανέμω	to distribute, apportion
διανοέομαι	to be minded, intend, purpose
διάνοια	a thought, intention, purpose
διά-ὁρίζω	
διαπειλέω	to threaten violently
διαπλέω	to sail across
διαπράσσω	to pass over
διαρπάζω	to tear in pieces
διαρρήδην	expressly, distinctly, explicitly
διασκάπτω	to dig through
διασπείρω	to scatter abroad, throw about
διασῴζω	
διατειχίζω	to cut off and fortify by a wall
διατελέω	to bring quite to an end, accomplish
διατίθημι	to place separately, arrange
διατριβή	a way of spending time
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφερόντως	differently from, at odds with
διαφέρω	to carry over or across
διαφεύγω	to flee through, get away from, escape
διαφθείρω	to destroy utterly
διαφορά	difference, distinction
διάφορος	different, unlike
διαφυλάσσω	to watch closely, guard carefully
διαχειρίζω	to have in hand, conduct, manage, administer
διαψηφίζομαι	to vote in order with ballots
διαψήφισις	a voting by ballot
διά-ὡρίζω	
διδάσκαλος	a teacher, master
διδάσκω	to teach
δίδωμι	to give
δίειμι	to go to and fro, roam about
διέρχομαι	to go through, pass through
Δίη	
διηγέομαι	to set out in detail, describe in full
διισχυρίζομαι	to lean upon, rely on
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιοσύνη	righteousness, justice
δικαιόω	to set right
δικαίωσις	a setting right, doing justice to: punishment
δικαστήριον	a court of justice
δικαστής	a judge
δικεῖν	to throw, cast
δίκη	custom, usage
διό	wherefore, on which account
Διογείτων	
Διόγνητος	
Διόδοτος	
Διόδωρος	
διοικέω	to manage a house
διοίκησις	government, administration
διοικίζω	to cause to live apart
διοίκισις	
Διοκλέης	
Διόμνηστος	
διόμνυμι	to swear solemnly, to declare on oath that . .
Διονύσια	the feast of Dionysus or Bacchus
Διονύσιον	
Διονύσιος	
Διονυσόδωρος	
