Field1	Field2
ἀθῷος	unpunished, scot-free
αι'	
αἴ	ha!
αἰαῖ	ah!
αἰακτός	bewailed, lamentable
Αἴας	Ajax
αἰβοῖ	bah!
αἰβοιβοῖ	
Αἰγαῖος	Aegaean
Αἰγεί̈δης	
αἰγιαλός	the sea-shore, beach, strand
αἰγίθαλλος	the titmouse
Αἴγινα	Aegina
αἰγίνη	
αἰγίς	the aegis or shield
Αἰγύπτιος	Egyptian
Αἴγυπτος	the river Nile
Αἵδης	
αἱδί	
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἀίδρυτος	unsettled, vagabond
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰέλουρος	
αἰές	
αἰθέριος	of or in the upper air, high in air, on high
αἰθεροδρόμος	ether-skimming
αἰθήρ	ether, the brighter purer air, the sky
αἰθός	
αἴθρη	clear sky, fair weather
αἰθρία	in clear weather
αἰθριάω	to be clear
αἴθων	fiery, burning, blazing
αἰκάλλω	to flatter, wheedle, fondle
αἰκία	injurious treatment, an affront, outrage
αἴλουρος	a cat
αἷμα	blood
αἱματοπώτης	a blood-drinker
αἱματοσταγής	blood-dripping
αἱματόω	to make bloody, stain with blood
αἱμύλος	flattering, wheedling, wily
αἰνιγμός	a riddle
αἰνίζω	
αἰνίσσομαι	to speak in riddles
αἴξ	a goat
Αἰξωνέα	
Αἴολος	
αἰόλος	quick-moving
αἶρα	
αἱρετός	that may be taken or conquered
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
αἶς	
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
ἀίσθω	to breathe out
Αἴσιμος	
αἴσιος	boding well, auspicious
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
Αἰσχινάδης	
Αἰσχίνης	
αἶσχος	shame, disgrace
αἰσχροκερδής	sordidly greedy of gain
αἰσχρός	causing shame, abusive
Αἰσχύλος	
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
Αἰσωπικόν	
Αἴσωπος	
αἰτέω	to ask, beg
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἰτίασις	
αἰτίζω	to ask, beg
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
Αἴτνη	
αἰτρίαν	
Αἰτωλοί	
Αἰτωλός	
αἰφνίδιος	unforeseen, sudden
ἀίω	
Ἀκαδήμεια	the Academy
ἄκαιρος	ill-timed, unseasonable, inopportune
ἀκαλανθίς	
ἀκαλήφη	a nettle
ἀκάματος	without sense of toil
ἄκανθα	a thorn, prickle
ἀκαρής	too short to be cut, very short
ἀκατάβλητος	not to be overthrown, irrefragable
ἄκατος	a light vessel
ἀκέομαι	to heal, cure
ἀκέστωρ	a healer, saviour
Ἀκέστωρ	
ἀκικεῖς	
ἀκίνητος	unmoved, motionless
ἀκίς	a point, the barb
ἀκλεής	without fame, inglorious, unsung
ἄκλητος	uncalled, unbidden
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἀκοή	a hearing, the sound heard
ἀκολασταίνω	to be licentious, intemperate
ἀκόλαστος	licentious, intemperate
ἀκολουθέω	to follow
ἀκολούθησις	
ἀκόλουθος	following, attending on
ἀκολούτι	
ἀκοντίας	
Ἀκόντιον	
ἀκόντιον	
ἀκόρητος	insatiate, unsated in or with
ἄκουρος	without male heir
ἄκουσις	
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκουστής	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκρατής	powerless, impotent
ἀκρατίζομαι	to drink wine unmixed with water
ἄκρατος	unmixed, sheer
ἀκράχολος	quick to anger, passionate
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἀκρίς	a locust
ἀκροάομαι	to hearken to, listen to
ἀκροατέον	
ἀκροατέος	one must listen to
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἄκρων	
ἄκτινος	
ἀκτίς	a ray, beam
ἀκωδώνιστος	
ἄκων	a javelin, dart
ἀλάβαστος	a box or casket of alabaster
ἁλάδρομος	the bounding race
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζόνευμα	an imposture, piece of quackery
ἀλαζονεύομαι	to make false pretensions
ἀλαζών	a vagabond
ἀλαλαί	
ἀλαλαλαί	
ἀλαλή	a loud cry
ἀλάομαι	to wander, stray or roam about
ἅλας	salt
ἀλγέω	to feel bodily pain, suffer
ἄλγησις	sense of pain
ἄλγιστος	
ἀλγίων	more or most painful, grievous or distressing
ἄλγος	pain
ἀλέα	an escape
ἀλεαίνω	to warm, make warm
ἀλείφω	to anoint with oil, oil
ἀλεκτρύαινα	a hen
Ἀλεκτρυών	
ἀλεκτρυών	a cock
ἀλέκτωρ	a cock
Ἀλέξανδρος	
ἀλέξανδρος	defending men
ἀλεξίκακος	keeping off evil or mischief
ἀλέομαι	to avoid, shun
ἀλετρίβανος	that which grinds or pounds, a pestle
ἀλετρίς	a female slave who grinds corn
ἀλέω	to grind, bruise, pound
ἀλεωρή	avoidance, escape
ἁλή	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀλήθω	
ἁλής	assembled, thronged, in a mass, all at once
ἀλήτης	a wanderer, stroller, rover, vagabond
ἁλιαίετος	
ἁλιμέδον	
ἀλίμενος	without harbour, harbourless
Ἀλιμουντάδε	
ἀλινδήθρα	a sandy place for horses to roll in
ἁλίς	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίσκομαι	to be taken, conquered
ἀλιτήριος	sinning or offending against
ἀλιτρία	sinfulness, mischief
Ἀλκαῖος	
ἀλκαῖος	strong, mighty
Ἀλκιβιάδης	
ἄλκιμος	strong, stout
Ἀλκμήνη	
ἀλκυονίδες	the 14 winter days during which the halcyon builds its nest, and the sea is calm, the halcyon days
ἀλκυονίς	
ἀλκυών	the kingfisher
ἀλλ	
ἀλλά	otherwise, but
ἀλλαντοπωλέω	to deal in sausages
ἀλλαντοπώλης	a sausage-dealer
ἀλλᾶς	a sausage
ἀλλαχῆ	elsewhere, in another place
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλην	
ἀλλόκοτος	of unusual nature or form, strange, monstrous
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλως	in another way or manner
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλοάω	to thresh, thresh out
ἀλόη	
ἀλοκίζω	to trace furrows
ἄλοξ	a furrow
Ἀλόπη	
ἄλοπος	
ἁλουργίς	a purple robe
ἄλουτος	unwashen, not using the bath
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσος	a glade or grove
ἁλυκός	
ἀλύσσω	to be uneasy, be in distress
ἀλύω	to wander in mind
Ἀλφειός	
ἀλφιταμοιβός	a dealer in barley-meal
ἄλφιτον	peeled or pearl-barley
ἀλφιτόπωλιν	
ἁλώνης	
ἀλωπεκιδεύς	a young fox
ἀλωπεκίζω	to play the fox
ἀλωπέκιον	a little fox
ἀλώπηξ	a fox
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζών	the Amazons
ἀμαθής	unlearned, ignorant, stupid, boorish
ἀμαθία	ignorance
ἀμαλδύνω	to soften
ἄμαξα	a wagon, wain
ἁμαξίς	a little wagon
ἁμαξουργός	cartwrights'
ἁμαρτάνω	to miss, miss the mark
ἁμαρτία	a failure, fault, sin
ἀμαρτωλή	
ἁμαρτωλία	
ἀμαρυγή	a sparkling, glancing
ἀμαυρόβιος	living in darkness
ἄμαχος	without battle
ἀμάω	
ἀμβροσία	
Ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείνων	better, abler, stronger, braver
ἀμέλγω	to milk
ἀμέλει	never mind
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἀμενηνός	powerless, fleeting, feeble
ἁμές	
ἀμέτρητος	unmeasured, immeasurable, immense
ἀμετρητος	
ἄμη	a shovel or mattock
ἁμῃγέπῃ	
ἄμης	milk-cake
ἀμηχανέω	to be at a loss for
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἁμῖν	
ἀμίς	a chamber-pot
ἄμμος	sand
Ἄμμων	Zeus-Ammon
ἀμνοκῶν	sheep-minded
ἀμνός	a lamb
ἀμόργινος	made of Amorgian flax
ἄμοργις	
ἀμοργίς	fine flax from the isle of Amorgos
ἁμός	
ἁμοῦ	somewhere or other
ἄμουσος	without the Muses, without taste, unrefined, inelegant, rude, gross
ἄμπ	
ἀμπέλιον	
ἀμπέλιος	
ἀμπελίς	a vine-plant
ἄμπελος	a vine
ἀμπελουργός	a vine-dresser
ἀμπεφλασμένως	
ἀμπέχω	to surround, cover
ἀμπισχών	
Ἀμύκλαι	a sort of shoes
Ἀμύκλης	
ἄμυλος	not ground at the mill
ἀμυνάθω	to defend, assist
Ἀμυνίας	on its guard
ἀμυντέον	
ἀμυντέος	one must assist
ἀμύνω	to keep off, ward off
Ἀμύνων	
ἄμυστις	a long draught
ἀμφήκης	two-edged
ἀμφί	on both sides
ἀμφιάζω	to clothe
ἀμφί-ἀμφιέννυμι	
ἀμφιδρόμια	
ἀμφιέννυμι	to put round or on
ἀμφιθαλής	blooming on both sides
Ἀμφίθεος	
ἀμφιθέω	to run round about
ἀμφί-ἰσχνέομαι	
ἀμφί-ἴσχω	
ἀμφίλαλος	of double speech
ἀμφιμάσχαλος	round both arms, two-sleeved
ἀμφίπολος	busied about, busy
ἀμφιτίθημι	to put round
ἀμφιτιττυβίζω	to twitter or chirp around
ἀμφιχέω	to pour around, to pour or spread over
Ἄμφιων	
ἀμφορείδιον	
ἀμφορεύς	an amphora, jar, urn
ἀμφότερος	each or both of two
ἄμφω	
ἀμώμητος	unblamed, blameless
ἀμῶς	in some way or other
ἄν	
ἀνά	up, upon
ἄνα	
ἀνά-ἀσελγαίνω	
ἀναβάδην	going up, mounting
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβατός	to be mounted
ἀναβιόω	to come to life again, return to life
ἀναβλέπω	to look up
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολάς	
ἀναβολή	that which is thrown up, a mound
ἀναβράσσω	to boil well, seethe
ἀνάβραστος	boiled
ἀναβρυάζω	to neigh aloud
ἀναγελάω	to laugh loud
ἀναγεύω	to give
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγρύζω	to keep muttering
ἀνάγυρος	
Ἀναγυρουντόθεν	
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀναδέω	to bind or tie up
ἀναδιδάσκω	to teach otherwise or better
ἀναδίδωμι	to hold up and give
ἀναδύνω	to come to the top of water
ἀνάδυσις	a drawing back, retreat
ἀνά-εἰμί	
ἀνά-ἐράω	
ἀναζητέω	to examine into, investigate
ἀναθαρσέω	to regain courage
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδεύομαι	to behave impudently
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναίσσω	
ἀναισχυντέω	to be shameless, behave impudently
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀναισχύτων	
ἀνακάπτω	to gulp down
ἀνάκειμαι	to be laid up
ἀνακεράννυμι	to mix up or again
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακογχυλιάζω	to open and counterfeit a seal
ἀνακοινόω	to communicate
ἀνακράζω	to cry out, lift up the voice
ἀνακροτέω	to lift up and strike together
ἀνακρούω	to push back, stop short, check
ἀνά-κτείνω	
ἀνακυκάω	to stir up and mix, mix up
ἀνακύπτι	
ἀνακύπτω	to lift up the head
ἀναλαμβάνω	to take up, take into one's hands
ἀνά-λάω	
ἀναλδής	not thriving, feeble
ἀναλέγω	to pick up, gather up
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλλομαι	to leap
ἀναλύω	to unloose, undo
ἀναμασάομαι	to chew over again, ruminate
ἀναμένω	to wait for, await
ἀνάμεστος	filled full
ἀναμεστόω	to fill up, fill full
ἀναμετρέω	to re-measure the road
ἀναμέτρησις	a measurement
ἀναμιμνήσκω	to remind
ἀνανεάζω	to renew one's youth
ἀνανεύω	to throw the head back
ἄναξ	a lord, master
ἀναπαιδεύω	to educate afresh
ἀνάπαιστος	struck back, rebounding
ἀναπάλλω	to swing to and fro
ἀνάπαυλα	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπείρω	to pierce through, fix on a spit
ἀναπειστήριος	persuasive
ἀναπέμπω	to send up
ἀναπέτομαι	to fly up, fly away
ἀναπήγνυμι	to transfix, impale
ἀναπηδάω	to leap up, start up
ἀναπίμπλημι	to fill up
ἀναπλάσσω	to form anew, remodel
ἀνάπλεος	quite full of
ἀναπνέω	to breathe again, take breath
ἀναπνοή	recovery of breath, revival
ἀναπόνιπτος	unwashen
ἀνά-ποτάομαι	
ἀναπράσσω	to exact, levy
ἀναπτερόω	to raise its feathers
ἀνάπτω	to make fast on or to
ἀναπυνθάνομαι	to inquire closely into, ascertain
ἀναρίθμητος	not to be counted, countless
ἀνάρμοστος	unsuitable, incongruous, disproportionate
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀνάρρυσις	rescue
ἀνάσιμος	
ἀνασκευάζω	to pack up the baggage
ἀνασκοπέω	to look at narrowly, examine well
ἀνασπαστός	drawn up
ἀνασπάω	to draw up, pull up
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀναστέλλω	to raise up
ἀναστρέφω	to turn upside down, upset
ἀνασχετός	
ἀνασῴζω	
ἀνατείνω	to stretch up, hold up
ἀνατέλλω	to make to rise up or to grow up
ἀνατί	without harm, with impunity
ἀνατίθημι	to lay upon
ἀνατλῆναι	to bear up against, endure
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀνατρίβω	to rub well, rub clean
ἀνατυρβάζω	to stir up, confound
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀναφθείρομαι	to be undone
Ἀναφλύστιος	
ἁναφλύστιος	
ἀναφοβέω	to frighten away
ἀνάφορον	a pole or yoke
ἀνά-φυσάω	
ἀνά-φύω	
ἀναχάσκω	to open the mouth, gape wide
ἀναχέω	to pour forth
ἀναχορεύω	to begin a choral dance
ἀναχώννυμι	to heap up into a mound
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
ἁνδάνω	to please, delight, gratify
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδιστής	a slave-dealer, kidnapper
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδράριον	a manikin
ἀνδρεῖα	
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδρεραστίας	
ἀνδριάς	the image of a man, a statue
ἀνδρικός	of or for a man, masculine, manly
ἀνδρίον	a manikin
ἀνδρίς	
ἀνδριστί	like a man, like men
ἀνδροδάικτος	
Ἀνδροκλέης	
Ἀνδρομέδα	
Ἀνδρομέδη	
ἀνδρόω	to rear up into manhood
ἀνδρών	the men's apartment
ἀνεβορβόρυξαν	
ἀνεγεῖρι	
ἀνεγείρω	to wake up, rouse
ἀνείλω	
ἄνειμι	to go up
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνείρω	to fasten on or to, to string
ἀνεκάς	upwards
ἀνεκτός	bearable, sufferable, tolerable
ἀνελεύθερος	not fit for a free man
ἀνελίσσω	to unroll
ἀνέλκω	to draw up
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεμώκης	swift as the wind
ἀνεμων	
ἀνέρομαι	to enquire of, question
ἀνέρπω	to creep up or upwards
ἀνέρχομαι	to go up
ἀνερωτάω	to ask or inquire of, question
ἀνέστιος	without hearth and home, homeless
ἄνευ	without
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἄνη	fulfilment
ἀνηβάω	to grow young again
ἄνηθον	anise, dill
ἀνήλατος	
ἀνήρ	a man
ἀνηρριχᾶτ'	
ἀνθάπτομαι	to lay hold of in turn
ἄνθεμον	costliest
ἀνθεμώδης	flowery, blooming
ἀνθέω	to blossom, bloom
ἀνθηρός	flowering, blooming
ἄνθιον	
ἀνθίστημι	to set against
ἄνθος	a blossom, flower
ἀνθοσμίας	redolent of flowers
ἀνθόσμιος	
ἀνθοφόρος	bearing flowers, flowery
ἄνθρα	
ἀνθρακεύειν	
ἀνθρακιά	a heap of charcoal, hot embers
ἀνθρακίζω	to make charcoal of, to roast
ἀνθρακόω	to be burnt to cinders
ἄνθραξ	charcoal, coal
ἀνθρήνη	a hornet, wasp
ἀνθρήνιον	a wasp's nest
ἀνθρωπάριον	a manikin
ἀνθρωπέη	a man's skin
ἀνθρώπειος	of or belonging to man, human
ἀνθρώπινος	of, from or belonging to man, human
ἀνθρώπιον	a manikin
ἀνθρὠποις	
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνιάζω	to grieve, distress
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνιάω	to grieve, distress
ἀνίημι	to send up or forth
ἄνιππος	without horse, not serving on horseback
ἄνις	
ἀνίστημι	to make to stand up, raise up
ἄννηθον	
ἀνόητος	not thought on, unheard of
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοικίζω	to remove up the country
ἀνοικοδομέω	to build up
ἄνοικτος	pitiless, ruthless
ἄνοισις	
ἀνομοία	
ἀνόμοιος	unlike, dissimilar
ἄνομος	without law, lawless
ἀνόνητος	unprofitable, useless
ἄνοος	without understanding, foolish, silly
ἀνοργίαστος	
ἀνορταλίζω	to clap the wings and crow
ἀνορύσσω	to dig up
ἀνόσιος	unholy, profane
ἀνσχετός	to be borne, sufferable, endurable
ἀνταγορεύω	to speak against, reply
ἀνταγωνιστής	an opponent, competitor, rival
ἀνταίρω	to raise against
ἀνταμείβομαι	to exchange
ἀνταποδίδωμι	to give back, repay, tender in repayment or requital
ἀνταποκτείνω	to kill in return
ἀνταρκέω	to hold out against
ἀνταυγέω	to reflect light
ἀνταυγής	
ἀντάω	to come opposite to, meet face to face, meet with
ἀντεικάζω	to compare in return
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεκκλέπτω	to steal away in return
ἀντεκτείνω	to stretch out in opposition
ἀντεμπήγνυμαι	Pass. to stick right in
ἀντενδίδωμι	to give way in turn
ἀντεραστής	a rival in love
ἀντερῶ	to speak against, gainsay
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντί-ἀείδω	
ἀντί-ἀκροάομαι	
ἀντί-ἀντιβολέω	
ἀντί-ἀποπέρδομαι	
ἀντιβαίνω	to go against, withstand, resist
ἀντιβολέω	to meet by chance
ἀντιβολή	
ἀντιγραφή	a reply in writing
ἀντιδιδάσκω	to teach in turn or on the other side
ἀντιδίδωμι	to give in return, repay
ἀντιδικέω	to dispute, go to law
ἀντί-εἰσφέρω	
ἀντί-εὐποιέω	
Ἀντίθεος	
ἀντίθεος	equal to the gods, godlike
ἀντικνήμιον	the part of the leg opposite the κνήμη, the shin
ἄντικρυς	straight on, right on
ἀντιλακτίζω	to kick against
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντίλεξις	
Ἀντιλέων	
ἀντιλέων	lion-like
ἀντιληπτέον	
ἀντιληπτέος	one must take part in
ἀντί-λογέω	
ἀντιλογία	contradiction, controversy, disputation
ἀντιλογικός	given to contradiction, contradictory, disputatious
Ἀντίλοχος	
ἀντιμανθάνω	to learn instead
ἀντιμάχομαι	to fight against
Ἀντίμαχος	
ἀντίμαχος	
ἀντιμεθίστημι	to move from one side to the other, to revolutionise
ἀντίμιμος	
ἀντί-μισέω	
ἀντίον	
ἀντίος	set against
ἀντίπαλος	wrestling against
Ἀντισθένης	
ἀντί-σιωπάω	
ἀντισπασμός	
ἀντισπάω	to draw the contrary way, hold back
ἀντίτεχνος	rivalling in an art or craft
ἀντιτίθημι	to set against, oppose
ἀντιτιμωρέομαι	to avenge oneself on
ἀντιτύπτω	to beat in turn
ἀντιφερίζω	to set oneself against, measure oneself with
Ἀντιφῶν	
ἀντιχειροτονέω	to vote against
ἀντιψάλλω	to play a lyre in accompaniment to
ἀντλία	the hold of a ship
ἄντομαι	to meet
ἀντονομάζω	to name instead, call by a new name
ἄντρον	
ἀντῳδός	singing in answer, responsive
ἀντωμοσία	an oath or affidavit made one against the other
ἀνυπεύθυνος	not liable to give account, irresponsible
ἀνυπόδητος	unshod, barefoot
ἄνυσις	accomplishment
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωθεν	from above, from on high
ἀνωνόμαστος	nameless, indescribable, ineffable
ἀνώνυμος	without name, nameless
ἀνώτατος	topmost
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόχρεως	worthy of a thing
ἀξιόω	to think or deem worthy of
ἄξος	
ἀξύστατος	
ἀοιδή	song, a singing
ἀοιδός	a singer, minstrel, bard
ἀοῖον	
ἀπαγγέλλω	to bring tidings, report, announce
ἄπαγε	away! begone! hands off!
ἀπαγορεύω	to forbid
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπᾴδω	to sing out of tune, be out of tune
ἀπαίδευτος	uneducated
ἀπαιθριάζω	to clear away
ἀπαιολάω	to perplex, confound
ἀπαιόλη	cheating, fraud
ἀπαιόλημα	
ἀπαίρω	to lift off, carry off, take away, to remove from
ἀπαίσσω	
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἁπαλός	soft to the touch, tender
