Field1	Field2
Ἀγυλλαῖοι	
Ἀγυλλαίοισι	
Ἀγχιμόλιος	
ἄγχιστος	nearest
ἀγχίστροφος	turning closely, quick-wheeling
ἀγχόθεν	from nigh at hand
ἀγχοτάτω	nearest, next
ἀγχότερος	nearer
ἀγχοῦ	near, nigh
ἄγω	to lead or carry, to convey, bring
ἀγωγεύς	one that draws or drags
ἀγωγή	a carrying away, carriage
ἀγωγός	leading
ἀγών	a number of people brought together, a gathering, assembly
ἀγωνία	a contest, struggle for victory
ἀγωνιάω	to contend eagerly, struggle
ἀγωνίζομαι	to contend for a prize
ἀγώνισμα	a contest
ἀγωνιστέον	
ἀγωνιστέος	one must contend
ἀγωνιστής	a rival
ἀγωνοθέτης	judge of the contests, director of the games
ἄγωνος	
ἀδαήμων	unknowing, ignorant of
ἀδαής	unknowing how
ἀδάμας	
ἀδεής	without fear, fearless
ἄδεια	freedom from fear
Ἀδείμαντος	
ἀδείμαντος	fearless, dauntless
ἀδελφή	a sister
ἀδελφιδέος	a brother's or sister's son, a nephew
ἀδελφιδῆ	a brother's or sister's daughter, a niece
ἀδελφοκτόνος	murdering a brother or sister
ἀδελφός	sons of the same mother
ἅδην	to eat their fill
ᾍδης	Hades or Pluto
ἀδικέω	to do wrong
ἀδίκημα	a wrong done, a wrong
ἀδικία	wrong-doing, injustice
ἀδίκιον	a wrong, wrong-dealing
ἄδικος	wrong-doing, unrighteous, unjust
Ἀδικράν	
Ἀδραμύττειον	
ἄδραστος	not running away, not inclined to do so
Ἄδρηστος	
Ἀδρίας	the Adriatic
ἁδρός	thick
ἁδρύνω	to make ripe, ripen
ἀδυναμία	want of strength or power, inability, incapacity
ἀδυνασία	
ἀδύνατος	unable
Ἀδυρμαχίδαι	
ἄδυτον	the innermost sanctuary
ἄδυτος	not to be entered
ἀεί	always, for ever
ἀείδω	to sing
ἀεικής	unseemly, shameful
ἀεικία	unseemly treatment, outrage
Ἀείμνηστος	
ἀείμνηστος	ever to be remembered
ἀείναος	
ἀείρω	to lift, heave, raise up
ἄεισμα	
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀελπτέω	to have no hope
ἄελπτος	unexpectedly
ἀέναος	ever-flowing
ἀέξω	to increase, enlarge, foster, strengthen
Ἀέροπος	
ἀετός	an eagle
Ἀζάνης	
ἄζηλος	not subject to envy, unenviable, dreary
ἀζήμιος	free from further payment: without loss, scot-free
Ἀζής	
Ἄζιρις	
Ἄζωτος	
ἄζωτος	
ἀηδής	unpleasant to the taste, distasteful
Ἀηθναίη	
ἄημι	to breathe hard, blow
ἀήρ	the lower air, the air
Ἀθάμας	
ἀθανατίζω	to make immortal, to hold oneself immortal
ἀθάνατος	undying, immortal
ἀθέμιστος	lawless, without law
Ἀθηναγόρης	
Ἀθηνάδης	
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθηναῖοις	
Ἀθήναιον	the temple of Athena
Ἀθήναιος	
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήνευς	
Ἀθήνη	Athena
ἄθηρος	without wild beasts or game
ἀθλεύω	to contend for a prize, combat, wrestle
ἀθλέω	having contended with
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθλοφόρος	bearing away the prize, victorious
Ἀθριβίτη	
ἀθροίζω	to gather together, to muster
ἀθρόος	in crowds or masses, crowded together
Ἄθρυς	
ἀθυμία	want of heart, faintheartedness
ἄθυμος	without heart, fainthearted
Ἄθως	mount Athos
αἴ	ha!
Αἶα	
αἶα	
Αἰάκης	
Αἰακίδης	son of Aeacus
Αἰακός	
Αἴας	Ajax
Αἰγαί	
Αἰγαῖος	Aegaean
Αἰγάλευς	
Αἰγείδης	
Αἰγείρα	
αἴγεος	a goat's skin
Αἰγεύς	
Αἰγιαλεύς	
Αἰγιάλευς	
αἰγιαλός	the sea-shore, beach, strand
Αἰγικόρης	
Αἰγίλεα	
Αἴγινα	Aegina
Αἰγιναίη	Aegina
Αἰγιναῖος	of Aegina
αἰγίνη	
Αἰγινήτης	an Aeginetan
Αἴγιον	
Αἴγιος	
αἰγιπόδης	goat-footed
Αἰγιρόεσσα	
αἰγίς	the aegis or shield
Αἰγίς	
Αἰγλείην	
Αἴγλη	
αἰγοπρόσωπος	goat-faced
αἰγυπιός	a vulture
αἰγυπτία	
Αἰγύπτιος	Egyptian
Αἰγυπτιστί	in the Egyptian tongue
Αἴγυπτος	the river Nile
Αἴγυπτους	
αἰδέομαι	to be ashamed to do
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἀιδρείη	want of knowledge, ignorance
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰέλουρος	
αἰθήρ	ether, the brighter purer air, the sky
Αἰθιοπία	Ethiopia
Αἰθιοπικός	Ethiopian
Αἰθιόπιος	
Αἰθιοπίς	
Αἰθίοψ	burnt-face
αἰθρία	in clear weather
αἰθριάω	to be clear
αἴθριον	
αἴθριος	clear, bright, fair
αἴθω	to light up, kindle
αἴλουρος	a cat
αἷμα	blood
αἱμασιά	a wall
Αἷμος	
Αἵμων	
Αἰνείας	
αἰνέω	to tell or speak of
αἴνη	praise, fame
Αἰνησίδημος	
αἰνίζω	
αἰνίσσομαι	to speak in riddles
αἰνός	dread, dire, grim
Αἶνος	
αἶνος	a tale, story
Αἰνύρων	
αἴξ	a goat
Αἰολεύς	an Aeolian
αἰολέω	
Αἰολίδης	
Αἰολίς	
αἰόλος	quick-moving
Αἴολος	
αἰπόλιον	a herd of goats
αἰπόλος	a goatherd
αἵρεσις	a taking especially
αἱρετός	that may be taken or conquered
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἷσα	
Αἰσάνιος	
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσιμος	fatal
ἀιστόω	to make unseen, to annihilate
Αἰσχίνης	
Αἴσχραιος	
Αἰσχριώνιος	
αἰσχροκερδής	sordidly greedy of gain
αἰσχρός	causing shame, abusive
Αἰσχύλος	
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχυνομένη	
αἰσχύνω	to make ugly, disfigure, mar
Αἴσωπος	
αἰτέω	to ask, beg
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
Αἰτωλίς	
Αἰτωλοί	
Αἰτωλός	
αἰχμάζω	to throw the spear
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμή	the point of a spear
αἰχμοφόρος	one who trails a pike, a spearman
ἀίω	
αἰών	a period of existence
αἰωρέω	to lift up, raise
ἄκανθα	a thorn, prickle
ἀκάνθινος	of thorns
Ἀκάνθιοι	
ἀκάνθιον	
ἀκανθίων	
Ἄκανθος	
ἄκανθος	
ἀκανθώδης	full of thorns, thorny
Ἀκαρνάν	
Ἀκαρνανίη	
Ἀκαρνῆνα	
ἀκατάψευστος	not fabulous
ἄκατος	a light vessel
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἄκεσις	a healing, cure
ἀκέφαλος	without head
ἀκήρατος	unmixed, uncontaminated, undefiled
Ἀκήρατος	
ἀκήρυκτος	unannounced, unproclaimed
Ἄκης	
ἀκίβδηλος	unadulterated, genuine
ἀκινάκης	a short straight sword
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκλεῶς	
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἄκμων	a thunderbolt
ἀκοή	a hearing, the sound heard
ἀκόλαστος	licentious, intemperate
ἀκοντίζω	to hurl a javelin
ἀκόντιον	
ἀκοντιστής	a darter, javelin-man
ἄκος	a cure, relief, remedy for
ἄκοσμος	without order, disorderly
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκουστής	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
Ἀκραγαντῖνος	
Ἀκραιφίη	
ἀκρατοποσία	a drinking of sheer wine
ἀκρατοπότης	a drinker of sheer wine
ἄκρατος	unmixed, sheer
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἄκρις	a hill-top
Ἀκρίσιος	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροβολίζομαι	to throw from afar, to fight with missiles, to skirmish
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
Ἀκρόθῳον	
ἀκρομανής	on the verge of madness
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἀκρύσταλλος	free from ice
ἄκρων	
ἀκρωτηριάζω	to cut off the extremities, mutilate
ἀκρωτήριον	any prominent part
ἀκτέα	the elder-tree
ἀκτέον	
ἀκτέος	one must lead
ἀκτή	a headland, foreland, promontory, shore
Ἀλάβανδα	
Ἀλαβάνδων	
ἀλάβαστρον	a box or casket of alabaster
Ἀλάζειρ	
Ἀλαζείρης	
Ἀλάζονες	
ἀλαζών	a vagabond
ἀλαλαγή	a shouting
ἀλαλαγμός	
ἀλαλία	
Ἀλαλίη	
ἀλάομαι	to wander, stray or roam about
Ἀλαρόδιοι	
Ἀλαροδίοισι	
ἅλας	salt
ἀλγέω	to feel bodily pain, suffer
ἀλγηδών	a sense of pain, pain, suffering
ἄλγησις	sense of pain
ἄλγος	pain
ἀλέα	an escape
ἀλεεινός	open to the sun, warm, hot
Ἀλέη	
ἄλειφαρ	anointing-oil, unguent, oil
ἀλείφω	to anoint with oil, oil
ἄλειψις	an anointing
Ἀλέξανδρος	
ἀλέξανδρος	defending men
ἀλέξησις	a keeping off, defence
ἄλεξις	
ἀλέξω	to ward or keep off, turn away or aside
Ἀλευάδαι	
Ἀλευαδέων	
Ἀλεύης	
ἄλευρον	wheaten flour
ἀλέω	to grind, bruise, pound
ἀλεωρή	avoidance, escape
ἀλήθεια	truth
ἀληθεύω	to speak truth
ἀληθής	unconcealed, true
Ἀλήιον	
ἀλήιος	poor in lands
Ἀλήιος	of wandering
ἁλής	assembled, thronged, in a mass, all at once
ἀλήτης	a wanderer, stroller, rover, vagabond
ἁλία	an assembly of the people
Ἁλιάκμων	
Ἁλίαρχον	
Ἁλίαρχος	
Ἁλιέαι	
Ἁλιέης	
ἁλιεύς	one who has to do with the sea
ἁλίζω	
ἁλίη	
Ἁλικαρνησσεύς	
Ἁλικαρνησσός	
Ἀλιλάτ	
ἅλινος	of salt
ἅλιος	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίσκομαι	to be taken, conquered
ἀλκαῖον	
Ἀλκαῖος	
ἀλκαῖος	strong, mighty
Ἀλκαμένης	
Ἀλκείδης	
Ἀλκέτης	
ἀλκή	strength
Ἀλκήνωρ	
Ἀλκιβιάδης	
ἀλκίμαχος	bravely fighting
Ἀλκίμαχος	
ἄλκιμος	strong, stout
Ἀλκμέων	
Ἀλκμεωνίδαι	
Ἀλκμεωνίδας	
Ἀλκμεωνιδέων	
Ἀλκμεωνίδης	
Ἀλκμήνη	
Ἄλκων	
ἀλλά	otherwise, but
ἀλλάσσω	to make other than it is, to change, alter
ἄλλῃ	in another place, elsewhere
ἀλληλοφαγία	an eating one another
ἀλλήλων	of one another, to one another, one another
ἀλλόγλωσσος	using a strange tongue
ἀλλογνοέω	to take one for another, not know
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλόθροος	speaking a strange tongue
ἀλλοῖος	of another sort or kind, different
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἀλλοφρονέω	to think of other things, to give no heed
ἄλλως	in another way or manner
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλογέω	to pay no regard to
ἀλογία	want of respect or regard
Ἄλος	
ἀλουσία	a being unwashen, want of the bath
ἄλουτος	unwashen, not using the bath
ἄλοχος	a bedfellow, spouse, wife
Ἀλπηνοί	
Ἀλπηνοῖσι	
Ἀλπηνόν	
Ἀλπηνούς	
Ἄλπις	
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
Ἀλυάττης	
ἀλυκτάζω	to be in distress
Ἅλυς	
ἅλυσις	a chain
Ἀλφεός	
ἄλφιτον	peeled or pearl-barley
ἅλων	
ἀλωπέκειος	of a fox
Ἀλωπεκῆσι	
ἀλώπηξ	a fox
ἁλώσιμος	easy to take, win
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζονίδες	
Ἀμαζονίς	
Ἀμαζών	the Amazons
ἀμαθής	unlearned, ignorant, stupid, boorish
Ἀμαθοῦντα	
Ἀμαθούσιοι	
Ἀμαθουσίους	
Ἀμαθουσίων	
ἄμαξα	a wagon, wain
ἁμαξεύς	for a wagon
ἁμαξεύω	to traverse with a wagon
ἁμαξίς	a little wagon
ἁμαξιτός	
ἁμαρτάνω	to miss, miss the mark
ἁμαρτάς	
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
Ἄμασις	
ἀμαυρόω	to make dim, faint
ἀμαχητί	without battle
ἄμαχος	without battle
ἀμάω	
ἀμβολάδην	bubbling up
ἀμείβω	to change, exchange
Ἀμεινίης	
Ἀμεινοκλέης	
ἀμείνων	better, abler, stronger, braver
ἀμέλγω	to milk
ἀμελέω	to have no care for, be neglectful of
ἀμήνιτος	not angry or wrathful
Ἀμήστριος	
Ἄμηστρις	
ἄμητος	a reaping, harvesting
ἀμήτωρ	without mother, motherless
ἀμηχανέω	to be at a loss for
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἀμίαντος	undefiled
Ἀμίαντος	
Ἀμίλκης	
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἀμιξία	want of intercourse
ἅμμα	anything tied or made to tie
Ἄμμων	Zeus-Ammon
Ἀμμώνιος	
ἀμοιβαῖος	giving like for like, retributive
ἀμοιβεύς	
ἀμοιβή	a requital, recompense, compensation, return, payment
Ἀμομφάρετος	
ἀμόργη	
Ἀμόργης	
ἀμόργης	
ἄμοργις	
ἄμορφος	misshapen, unsightly
ἁμός	
Ἀμοῦν	
ἄμπ	
ἀμπέλινος	of the vine
Ἄμπελος	
ἄμπελος	a vine
Ἄμπη	
Ἀμπρακιήτης	
Ἀμπρακιώτης	
ἄμπωτις	a being sucked back, the ebb-tide
Ἀμυθέων	
ἀμύντης	
Ἀμύντης	
ἀμύνω	to keep off, ward off
Ἀμυργίους	
Ἄμυρις	
Ἀμύρταιος	
ἀμύσσω	to scratch, tear, wound, lacerate, mangle
ἀμφί	on both sides
ἀμφί-ἀμφισβητέω	
Ἀμφιάραος	Amphiaraus
ἀμφίβληστρον	anything thrown round
ἀμφιβολία	the state of being attacked on both sides
ἀμφιδέαι	things bound round, bracelets or anklets
ἀμφιδέξιος	with two right hands, very dextrous
ἀμφιδρυφής	having torn both cheeks
Ἀμφικαία	
Ἀμφικράτης	
ἀμφικτίονες	they that dwell round, next neighbours
Ἀμφικτύονες	the Amphictyons
Ἀμφικτυονίς	a state in the Amphictyonic League
Ἀμφικτύων	
ἀμφιλαφής	taking in on all sides, widespreading
Ἀμφίλοχος	
Ἀμφίλυτος	
Ἀμφίμνηστος	
ἀμφιπολεύω	to be busied about, take care of
ἀμφίπολος	busied about, busy
ἀμφίρρυτος	
ἀμφίρυτος	flowed around, sea-girt
ἀμφίς	on or at both sides
ἀμφισβασίη	
ἀμφισβήτησις	a dispute, controversy, debate
Ἄμφισσα	
ἀμφίστομος	with double mouth
ἀμφί-τρύω	
Ἀμφιτρύων	
Ἄμφιων	
ἀμφορεύς	an amphora, jar, urn
ἀμφοτέρῃ	in both ways
ἀμφότερος	each or both of two
ἀμφοτέρωθεν	from or on both sides, utrinque
ἀμώμητος	unblamed, blameless
ἄμωμον	
ἄμωμος	without blame, blameless
ἄν	
ἀνά	up, upon
ἀνά-ἀνοκωχεύω	
ἀνά-ἄντομαι	
ἀνά-ἀφοράω	
ἀνά-ἀφύσσω	
ἀναβαθμός	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀνάβασις	a going up, mounting
ἀναβιβάζω	to make go up, cause to mount
ἀναβλαστάνω	to shoot up, grow up again
ἀναβλέπω	to look up
ἀνάβλεψις	a looking up
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολάς	
ἀναβολή	that which is thrown up, a mound
ἀναγελάω	to laugh loud
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀναγκαστός	forced, constrained
ἀνάγκη	force, constraint, necessity
ἀνά-γνοέω	
ἀνάγνωσις	recognition
ἀναγράφω	to engrave and set up
Ἀναγυράσιος	
ἀνάγω	to lead up
ἀναδαίω	to light up
ἀναδασμός	re-distribution or partition
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀναδέω	to bind or tie up
ἀναδιδάσκω	to teach otherwise or better
ἀναδίδωμι	to hold up and give
ἀνά-εἰμί	
ἀνά-ἐφύω	
ἀναζεύγνυμι	to yoke again
ἀναζητέω	to examine into, investigate
ἀναθηλέω	to sprout afresh
ἀνάθημα	a votive offering set up
ἀνά-θρῴσκω	
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναίσιμος	
ἀναισιμόω	to use up, use, consume
ἀναισίμωμα	consumption, expenditure
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνακαίω	to light up
ἀνακαλέω	to call up the dead
ἀνακάμπτω	to bend back
ἀνάκανθος	without spine
ἀνακάπτω	to gulp down
ἀνάκειμαι	to be laid up
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακής	
ἀνακινδυνεύω	to run into danger again, to run a fresh risk
ἀνακινέω	to sway or swing to and fro
ἀνακλαίω	to weep aloud, burst into tears
ἀνακλίνω	to lean
ἀνακοινόω	to communicate
ἀνακομίζω	to carry up
ἀνακοντίζω	to dart or shoot up
ἀνακρεμάννυμι	to hang up on
Ἀνακρέων	
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνακρούω	to push back, stop short, check
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀνακτόριος	belonging to a lord or king, royal
Ἀνακτόριος	
ἀνάκτορον	a palace
ἀνακύπτω	to lift up the head
ἀνακῶς	carefully
ἀναλάζομαι	to take again
ἀναλαμβάνω	to take up, take into one's hands
ἀναλέγω	to pick up, gather up
ἀναλείχω	to lick up
ἀνά-λέπω	
ἄναλκις	without strength, impotent, feeble
ἀνάλωτος	not to be taken, invincible, impregnable
ἀναμανθάνω	to inquire closely
ἀναμάξευτος	impassable for wagons
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμάσσω	to wipe off
ἀναμάχομαι	to renew the fight, retrieve a defeat
ἀναμένω	to wait for, await
ἀνάμεσος	in the midland or interior
ἀναμετρέω	to re-measure the road
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμίξ	promiscuously
ἄνανδρος	husbandless
ἀνανέμω	to divide anew
ἀνανεύω	to throw the head back
ἄναξ	a lord, master
Ἀναξανδρίδης	
Ἀνάξανδρος	
ἀναξηραίνω	to dry up
Ἀναξίλευς	
Ἀναξίλης	
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
ἀναξυρίδες	the trousers
ἀναπαυστήριος	of or for resting
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀνάπειρα	
ἀναπειράομαι	to try or attempt again
ἀναπείρω	to pierce through, fix on a spit
ἀναπεπταμένος	
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπέτομαι	to fly up, fly away
ἀναπηδάω	to leap up, start up
ἀναπίμπλημι	to fill up
ἀναπλάσσω	to form anew, remodel
ἀνάπλεος	quite full of
ἀναπλέω	to sail up, to go up stream
ἀνάπλοος	a sailing upstream
ἀναπλόω	to unfold, open
ἀναπνέω	to breathe again, take breath
ἀναποδίζω	to make to step back, call back, cross-examine
ἀναπτερόω	to raise its feathers
ἀναπτύσσω	to unfold
ἀνάπτω	to make fast on or to
ἀναπυνθάνομαι	to inquire closely into, ascertain
ἀνάπυστος	ascertained, notorious
ἀναρίθμητος	not to be counted, countless
ἀνάρμοστος	unsuitable, incongruous, disproportionate
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀναρρίπτω	to throw up
ἀνάρσιος	not fitting, incongruous
ἀναρτάω	to hang to
ἀναρτέομαι	to be ready, prepared
ἀναρχία	lack of a leader
ἀνασκολοπίζω	to fix on a pole or stake, impale
ἀνασπαστός	drawn up
ἀνασπάω	to draw up, pull up
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀναστατήρ	a destroyer
ἀναστάτης	
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνασταυρόω	to impale
ἀναστενάζω	didst thou groan forth
ἀναστρέφω	to turn upside down, upset
ἀνασύρομαι	to pull up one's clothes
ἀνασχετός	
ἀνασχίζω	to rip up
ἀνασῴζω	
ἀνατείνω	to stretch up, hold up
ἀνατέλλω	to make to rise up or to grow up
ἀνατέμνω	to cut open
ἀνατίθημι	to lay upon
ἀνατιμάω	to raise in price
ἀνατολάς	
ἀνατολή	a rising, rise
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέχω	to run back
ἀνάτρεψις	
ἀνατρίβω	to rub well, rub clean
Ἄναυα	
ἄναυος	
ἀναφαίνω	to make to give light, make to blaze up
ἀναφανδά	visibly, openly
ἀναφανδόν	
ἀναφέρω	to bring or carry up
Ἀνάφη	
Ἀνάφλυστος	
ἀνά-φορέω	
ἀνά-φύρω	
ἀνά-φύω	
Ἀνάχαρσις	
ἀναχέω	to pour forth
ἀναχώννυμι	to heap up into a mound
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδράποδον	one taken in war and sold as a slave, a captive
Ἀνδρέης	
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
Ἀνδρεύς	
ἀνδρήιον	
ἀνδριάς	the image of a man, a statue
ἀνδρίον	a manikin
Ἄνδριος	
ἀνδρίς	
ἀνδρόβουλος	of manly counsel, man-minded
Ἀνδρόβουλος	
ἀνδρόγυνος	a man-woman, hermaphrodite
ἀνδροδάμας	man-taming
Ἀνδροδάμας	
Ἀνδροκράτης	
ἀνδροκτόνος	man-slaying, murdering
Ἀνδρομέδα	
Ἀνδρομέδη	
Ἄνδρος	
ἀνδρόσφιγξ	a man-sphinx, sphinx with the bust of a man
ἀνδροφαγέω	to eat men
ἀνδροφάγος	eating men
ἀνδρόω	to rear up into manhood
ἀνδρών	the men's apartment
ἀνεθέλητος	unwished for, unwelcome
ἀνέθεσαν	
ἀνείλω	
ἄνειμι	to go up
ἀνείρω	to fasten on or to, to string
ἀνέκαθεν	from above
ἀνέλκω	to draw up
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεπίσκεπτος	inattentive, inconsiderate
ἀνεπιστήμων	not knowing, ignorant, unskilful
ἀνεπιτήδειος	unserviceable, unfit
ἀνερύω	to draw up, haul up
ἀνερωτάω	to ask or inquire of, question
ἄνεσις	a loosening, relaxing
ἄνευ	without
ἀνεύθυνος	not having to render an account, irresponsible
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἀνηγέομαι	to tell as in a narrative, relate, recount
ἄνηθον	anise, dill
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκοος	without hearing
ἀνηκουστέω	to be unwilling to hear, to disobey
ἀνήκω	to have come up to
ἀνήρ	a man
Ἀνήριστος	
ἀνθάπτομαι	to lay hold of in turn
Ἀνθεμόεις	
ἀνθέρικος	
ἀνθέριξ	the beard
ἀνθέω	to blossom, bloom
ἀνθήλη	
Ἀνθήλη	
ἀνθίζω	to strew or deck with flowers
ἀνθίστημι	to set against
ἀνθρωπέη	a man's skin
ἀνθρώπειος	of or belonging to man, human
ἀνθρώπινος	of, from or belonging to man, human
ἀνθρωποειδής	like a man, in human form
ἄνθρωπος	man
ἀνθρωποφυής	of man's nature
Ἄνθυλλα	
