Field1	Field2
ἆθλος	a contest for a prize
ἀθρέω	to look at, gaze at, observe, perceive
ἀθρόος	in crowds or masses, crowded together
ἄθυρμα	a plaything, toy: a delight, joy
ἀθύρω	to play, sport
Ἄθως	mount Athos
αἴ	ha!
αἶα	
Αἶα	
Αἰαίη	
Αἰακίδης	son of Aeacus
Αἰακός	
Αἶανδε	
Αἴας	Ajax
Αιβύην	
αἵγ'	
Αἰγαῖος	Aegaean
αἰγανέη	a hunting-spear, javelin
ἀίγδην	
αἵγε	
αἴγειος	of a goat or goats
αἴγειρος	the poplar
αἰγιαλός	the sea-shore, beach, strand
Αἰγιαλός	
Αἴγινα	Aegina
αἰγίνη	
Αἰγίνηθεν	
Αἴγλη	
αἴγλη	the light of the sun, radiance
αἰγλήεις	dazzling, radiant, lustrous
αἰγλήτης	
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
αἰδέσσασθε	
ἀίδηλος	making unseen, annihilating, destroying
Αἵδης	
ἀιδνός	unseen, dark
αἰδοῖος	regarded with reverence, august, venerable
ἀιδρείη	want of knowledge, ignorance
ἄιδρις	unknowing, ignorant
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
fαιετάουσι	
αἰζηός	strong, lusty, vigorous
Αἰήτης	
αἰθαλέοι	
Αἰθαλίδεω	
Αἰθαλίδην	
Αἰθαλίδης	
Αἰθαλίην	
αἰθαλόεις	smoky, sooty
αἴθε	would that
αἰθέριος	of or in the upper air, high in air, on high
Αἴθη	
αἰθήρ	ether, the brighter purer air, the sky
Αἰθίοψ	burnt-face
αἰθος	
αἶθος	a burning heat, fire
αἴθουσα	the corridor
αἰθρηγενής	born in ether, sprung from ether
αἴθυια	a gull or diver
αἴθω	to light up, kindle
αἷμα	blood
αἱματόεις	blood-red or of blood
Αἱμονίῃ	
Αἱμονιῆες	
Αἱμονίην	
Αἱμονίηνδε	
Αἱμονίης	
αἱμύλιος	
αἱμύλος	flattering, wheedling, wily
αἰνέω	to tell or speak of
αἴνη	praise, fame
Αἰνήιον	
Αἰνήτη	
αἰνοπαθής	suffering dire ills
αἶνος	a tale, story
αἰνός	dread, dire, grim
αἴνυμαι	to take, take off, take hold of
αἴξ	a goat
ἄιξ	
Αἰολίδης	
αἰόλος	quick-moving
Αἴολος	
αἰπεινός	high, lofty
αἰπήεις	
αἰπός	high, lofty
αἶπος	a height, a steep
αἰπος	
αἰπύς	high and steep, lofty
αἰπυτέρην	
αἰπύτεροι	
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αισα	
Αἴσηπος	
αἴσιμος	fatal
αἴσιος	boding well, auspicious
αἶσις	
Αἰσονίδαο	
Αἰσονίδεω	
Αἰσονίδη	
Αἰσονίδῃ	
Αἰσονίδην	
Αἰσονίδης	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἄιστος	not to be seen, unseen
αἶσχος	shame, disgrace
αἰσχρός	causing shame, abusive
αἰσχύνω	to make ugly, disfigure, mar
Αἴσων	
Αἰσωνίδα	
αἰτέω	to ask, beg
Αἰτωλίς	
Αἰτωλοί	
Αἰτωλός	
αἶψα	quick, with speed, on a sudden
ἀίω	
αἰών	a period of existence
αἰωρέω	to lift up, raise
ἄκαινα	a thorn, goad
Ἀκακαλλίς	
ἀκάματος	without sense of toil
ἄκαμπτος	unbent, that will not bend, rigid
ἄκανθα	a thorn, prickle
Ἄκαστος	
ἄκαστος	
ἀκέοις	
ἀκέομαι	to heal, cure
ά̓κεστοριην	
ἀκέων	softly, silently
ἀκή	a point
ἀκήδεια	
ἀκήδεστος	uncared for, unburied
ἀκηδής	uncared for, unburied
ἀκήν	softly, silently
ἀκηράσιος	unmixed
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκήριος	unharmed by the Κῆρες, unharmed
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκλειής	
ἄκμηνος	fasting
ἀκμόνιον	
ἄκμων	a thunderbolt
ἄκνηστις	the spine or backbone
ἀκοή	a hearing, the sound heard
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκοντοβόλος	
ἀκόρητος	insatiate, unsated in or with
ἄκος	a cure, relief, remedy for
ἀκουάζομαι	to hearken
ἀκουή	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκράαντος	unfulfilled, fruitless
ἀκραής	blowing strongly, fresh-blowing
ἄκρατος	unmixed, sheer
ἀκρέμων	a branch, twig, spray
ἄκρις	a hill-top
ἄκριτος	undistinguishable, unarranged, disorderly
ἄκρον	the highest or furthest point
ἄκρος	at the furthest point
ἀκροχάλιξ	
ἄκρων	
ἀκταῖος	on the coast
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἄκτιον	
Ἄκτιον	
ἄκτιος	haunting the shore
ἀκτίς	a ray, beam
Ἀκτορίδης	
ἄκτωρ	a leader
Ἄκτωρ	
ἀκωκή	a point
ἄκων	a javelin, dart
ἅλαδε	to or into the sea
ἀλάλημαι	to wander
ἀλαλητός	the shout of victory
ἄλαλκε	to ward
ἀλαλκήσουσιν	
ἀλάομαι	to wander, stray or roam about
ἀλαός	not seeing, blind
ἀλγινόεις	painful, grievous
ἄλγος	pain
ἀλεγεινός	hard
ἀλεγίζω	to trouble oneself about
ἀλεγύνω	to care for, furnish
ἀλέγω	to trouble oneself, have a care
ἀλεείνω	to avoid, shun
ἀλείτης	one who flees from punishment, a culprit, a sinner
ἀλεξητήρ	one who keeps off
ἀλέξω	to ward or keep off, turn away or aside
ἀλέομαι	to avoid, shun
ἀλεός	
Ἀλεός	
ἀλετρεύω	to grind
ἀλέω	to grind, bruise, pound
ἀλεωρή	avoidance, escape
ἁλία	an assembly of the people
ἀλίαστος	unshrinking, unabating
ἁλίβροχος	
ἀλίγκιαι	
ἁλίη	
ἁλιμυρήεις	flowing into the sea
ἁλιμυρής	sea-flowing
ἅλιος	
ἁλιόω	to make fruitless, frustrate, disappoint
ἁλίπλαγκτος	roaming the sea
ἁλίπλοος	covered with water
ἁλίς	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίσκομαι	to be taken, conquered
ἀλιταίνω	to sin or offend against
ἀλιτήμων	
ἀλιτήριος	sinning or offending against
ἀλιτρία	sinfulness, mischief
ἀλιτρός	sinful, sinning
ἀλιτροσύνη	
ἄλκαρ	a safeguard, defence
ἀλκή	strength
ἀλκήεις	valiant, warlike
Ἀλκιμέδῃ	
Ἀλκιμέδη	
Ἀλκιμέδην	
Ἀλκίνοος	
ἀλκυονίς	
ἀλκυών	the kingfisher
Ἄλκων	
ἀλλά	otherwise, but
ἄλλῃ	in another place, elsewhere
ἄλληκτος	unceasing, ceaseless
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλοῖος	of another sort or kind, different
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἄλλυδις	elsewhither
ἄλλως	in another way or manner
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλοιφή	anything used for anointing, hog's-lard, grease, unguent
Ἀλόπη	
Ἁλοσύδνη	Sea-born
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἀλσηίδες	
ἄλσις	
ἄλσος	a glade or grove
ἀλυκτοπέδαι	galling bonds
ἄλυξις	an escape
Ἅλυς	
ἄλυς	listlessness, ennui
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
ἀλύω	to wander in mind
ἀλωεύς	
ἀλωή	a threshing-floor
Ἀλωιάδας	
Ἀλωιάδῃσι	
ἁλώιος	
ἁλώνης	
ἅμα	at once, at the same time
ἁμαδρυάδος	
Ἀμαζονίδες	
Ἀμαζόνιος	
Ἀμαζονίς	
Ἀμαζών	the Amazons
ἄμαθος	sandy soil
ἀμαθύνω	to level with the sand, utterly destroy
ἀμαιμάκετος	irresistible
ἀμαλδύνω	to soften
ἄμαξα	a wagon, wain
ἁμαξιτός	
ἆμαρ	
ἀμάρα	a trench, conduit, channel
Ἀμαραντίου	
Ἀμαραντῶν	
ἁμαρτάνω	to miss, miss the mark
ἀμαρυγή	a sparkling, glancing
ἀμάρυγμα	a sparkle, twinkle
ἀμαρύσσω	to sparkle, glance
ἀμάω	
ἀμβολίη	
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἀμείδητος	
ἀμείλικτος	unsoftened, cruel
ἀμείνων	better, abler, stronger, braver
ἄμεμπτος	not to be blamed, blameless
ἀμεμφής	
ἀμενηνός	powerless, fleeting, feeble
ἀμέργω	to pluck or pull
ἀμέρδω	to deprive of, bereave of
ἀμεύσιμος	
ἀμήρυτος	
ἄμητος	a reaping, harvesting
ἀμηχανέω	to be at a loss for
ἀμηχανής	
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἄμμιγα	
ἄμμος	sand
ἀμνήμων	unmindful, forgetful
Ἀμνισίδος	
Ἀμνισός	
ἀμοιβαδίς	by turns, alternately
ἀμοιβαδόν	
ἀμοιβαῖος	giving like for like, retributive
ἀμοιβή	a requital, recompense, compensation, return, payment
ἀμοιβήδην	
ἀμοιβηδίς	alternately, in succession
ἀμορβάς	
ἁμός	
ἄμοτον	
ἄμοτος	raging, savage
ἄμπελος	a vine
ἀμπέχω	to surround, cover
ἀμπλάκημα	an error, fault, offence
ἀμπλακία	
ἄμπν	
Ἀμπυκίδεω	
Ἀμπυκίδην	
Ἀμπυκίδης	
ἀμσίβων	
ἄμυδις	together, at the same time
Ἀμύκλαι	a sort of shoes
Ἀμύκλης	
Ἄμυκος	
ἀμύμων	blameless, noble, excellent
Ἀμυμώνη	
ἀμύνω	to keep off, ward off
ἄμυρον	
ἄμυρος	
ἀμφαγαπάζω	to embrace warmly, treat kindly, greet warmly
ἀμφαγείρομαι	to gather round
ἀμφάδιος	public
ἀμφαδόν	publicly, openly, without disguise
ἀμφαδός	
ἀμφασίη	speechlessness
ἀμφαφάω	to touch or feel all round, to handle
ἀμφήριστονπαρθεσθαι	
ἀμφήριστος	contested on both sides
ἄμφθ	
ἀμφί	on both sides
ἀμφίαλος	sea-girt
ἀμφιβάλλω	to throw or put round
ἀμφιγύεις	he that halts in both feet, the lame one
ἀμφίγυος	pointed at each end, double-pointed
ἀμφί-δαίω	
Ἀμφιδάμας	
ἀμφί-δεῖ	
ἀμφί-δέω	
ἀμφίδυμος	two-fold, double
ἀμφιέπω	to go about, be all round, encompass
Ἀμφίθεμις	
ἀμφί-θρῴσκω	
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφιλαφής	taking in on all sides, widespreading
ἀμφιλύκη	the morning-twilight, gray of morning
ἀμφί-μάρπτω	
ἀμφινέμομαι	to feed around
Ἄμφιος	
ἀμφί-παλύνω	
ἀμφιπένομαι	to be busied about, take charge of
ἀμφιπίπτω	to fall around
ἀμφιπολέω	to attend constantly, to attend on, watch, guard
ἀμφίπολος	busied about, busy
ἀμφιπονέομαι	to attend to
ἀμφιρρῶγας	
ἀμφίρυτος	flowed around, sea-girt
ἀμφίς	on or at both sides
ἀμφίτομος	
Ἀμφιτρίτη	
ἀμφιφορεύς	a large jar with two handles
Ἄμφιων	
ἀμφότερος	each or both of two
ἀμφοτέρωθεν	from or on both sides, utrinque
Ἀμφρυσσοῖο	
ἄμφω	
ἄν	
ἄνα	
ἀνά	up, upon
ἀνά-ἀλδήσκω	
ἀναβλύεσκε	
ἀναβλύζω	to spout up
ἀναβράσσω	to boil well, seethe
ἀνά-βρόχω	
ἀναγκαίη	
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀνάγω	to lead up
ἀναδαίω	to light up
ἀναδείκνυμι	to lift up and shew
ἀναδέρκομαι	to look up
ἀναδέχομαι	to take up, catch, receive
ἀναδέω	to bind or tie up
ἀναδύνω	to come to the top of water
ἀνάεδνος	without bridal gifts
ἀνά-ἕζομαι	
ἀναείρω	to lift up
ἀνά-ἕννυμι	
ἀνά-ἐράω	
ἀνά-ἐρέπτομαι	
ἀνά-ἐρεύγομαι	
ἀνά-ἐρέφω	
ἀνά-ἐφάλλομαι	
ἀνά-ἐφύω	
ἀναζείουσα	
ἀνά-θρῴσκω	
ἀναιδής	shameless
ἀναίδητος	
ἀναιμωτί	without shedding blood
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναίσσω	
ἀνά-ἴσχω	
ἀνακαλέω	to call up the dead
ἀνάκειμαι	to be laid up
ἀνακηκίω	to spout up, gush forth
ἀνακλίνω	to lean
ἀνά-κλύζω	
ἀνακρούω	to push back, stop short, check
ἀνακτορία	management
ἀνακτόριος	belonging to a lord or king, royal
ἀνάλκεια	want of strength, feebleness
ἄναλκις	without strength, impotent, feeble
ἀναλύω	to unloose, undo
ἀνά-μαρμαίρω	
ἀνάμιγα	promiscuously
ἄναξ	a lord, master
ἀνά-ὀχλίζω	
ἀναπάλλω	to swing to and fro
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπεπταμένος	
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπέτομαι	to fly up, fly away
ἀναπίμπλημι	to fill up
ἀναπλέω	to sail up, to go up stream
ἀνάπνευσις	recovery of breath, respite from
ἀναπνέω	to breathe again, take breath
ἀναπτύω	to spit up, sputter
ἀνάπτω	to make fast on or to
ἀνά-ῥέπω	
ἀναρπάγδην	
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀνάρσιος	not fitting, incongruous
ἀναρτάω	to hang to
ἀνασειράζω	to draw back with a rein, to hold in check
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνασταχύεσκον	
ἀνασταχύουσιν	
ἀνασταχύωσι	
ἀναστένω	to groan aloud
ἀνά-σχέθω%	
ἀνατέλλω	to make to rise up or to grow up
ἀνά-τεταγών	
ἀνατίθημι	to lay upon
ἀνατλῆναι	to bear up against, endure
ἀνατολή	a rising, rise
ἄναυδος	speechless, silent
ἄναυρος	
Ἄναυρος	a torrent
ἀναφαίνω	to make to give light, make to blaze up
ἀναφανδά	visibly, openly
ἀναφέρω	to bring or carry up
Ἀνάφη	
ἀνά-φυσιάω	
ἀνά-φυσιόω	
ἀνά-φύω	
ἀναχάζω	to make to recoil, force back
ἀνά-χαλάω	
ἀναχέω	to pour forth
ἀναχώννυμι	to heap up into a mound
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
ἄνδιχα	asunder, in twain
ἀνδραχθής	loading a man, as much as a man can carry
ἀνδρόμεος	of man or men, human
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνέβραχε	clashed or rung loudly
ἀνεγείρω	to wake up, rouse
ἄνειμι	to go up
ἀνείρω	to fasten on or to, to string
ἀνέλκω	to draw up
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνέραμαι	to love again, love anew
ἀνέρομαι	to enquire of, question
ἀνερύω	to draw up, haul up
ἀνέρχομαι	to go up
ἄνευθε	without
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἄνεω	without a sound, in silence
ἄνη	fulfilment
ἀνηλέες	
ἀνήνυστος	ineffectual
ἀνήνυτος	endless
ἀνηπύω	to cry aloud, roar
ἀνήρ	a man
ἀνηρεφής	
ἀνήυσεν	
ἀνθεμόεις	flowery
Ἀνθεμοεισίδα	
ἄνθος	a blossom, flower
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνιάζω	to grieve, distress
ἀνῖαι	
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνιάχω	to cry aloud
ἀνιάω	to grieve, distress
ἀνίημι	to send up or forth
ἀνίστημι	to make to stand up, raise up
ἀνιώνδη	
ἄνοιστος	referred
ἄνοος	without understanding, foolish, silly
ἀνόρνυμι	to rouse, stir up
ἀνορούω	to start up, leap up
ἀνούτατος	unwounded
ἄντα	over against, face to face
ἀνταῖος	set over against, right opposite
ἀντάξιος	worth just as much as
ἀντάω	to come opposite to, meet face to face, meet with
ἄντη	
ἄντην	against, over against
ἀντηχέω	to sound or sing in answer
ἀντί	over against, opposite. c. gen.
ἀντιάζω	to meet face to face
ἀντιάνειρα	a match for men
ἀντί-ἀντιβολέω	
ἀντιάω	to go for the purpose of meeting
ἀντιβίην	against, face to face
ἀντίβιος	opposing force to force
ἀντιβολέω	to meet by chance
ἀντιβόλησις	
ἀντιβολία	entreaty, prayer
ἀντί-ἰάχω	
ἀντικρύ	over against, right opposite
ἀντίξοος	opposed, adverse
ἀντίον	
Ἀντιόπη	
ἀντίος	set against
ἀντιπέρα	the opposite coast
ἀντιπέραιαν	
ἀντιπέρας	over against, on the other side
ἀντιπέρηθεν	from the opposite side
ἀντισπάω	to draw the contrary way, hold back
ἀντιφέρω	to set against
ἄντομαι	to meet
ἄντρον	
ἀντώπιος	
ἄνυσις	accomplishment
ἀνυστός	to be accomplished, practicable
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωγα	to command, order
ἀνωγή	
ἄνωθεν	from above, from on high
ἀνώιστος	unlooked for, unexpected
Ἄξεινος	the Axine
ἄξεινος	
ἄξενος	inhospitable
ἄξιος	weighing as much, of like value, worth as much as
ἄξων	an axle
ἀοιδή	song, a singing
ἀοίδιμος	sung of, famous in song
ἀοιδός	a singer, minstrel, bard
ἀολλής	all together, in throngs, shoals or crowds
ἀολλίζω	to gather together
Ἀονίοιο	
Ἀονίοισιν	
ἀοσσητήρ	an assistant, helper, aider
ἁπαλός	soft to the touch, tender
ἀπαμείρω	to deprive one of share in
ἀπαναίνομαι	to disown, reject
ἀπάνευθε	afar off, far away
ἀπαρνέομαι	to deny utterly, deny
ἅπας	quite all, the whole
ἄπαστος	not having eaten, fasting
ἀπατάω	to cheat, trick, outwit, beguile
ἀπαυράω	to take away or wrest from, rob of
ἄπαυστος	unceasing, never-ending
ἀπειλέω	
ἄπειμι	
ἀπειρέσιος	boundless, immense, countless
ἀπείριτος	
ἀπείρων	
ἀπελαύνω	to drive away, expel from
ἀπερείσιος	countless
ἀπερύκω	to keep off or away
ἀπέρχομαι	to go away, depart from
ἀπηλεγέοντες	
ἀπηλεγέως	without caring for anything, reckless of consequences, bluntly
ἀπήμων	unharmed, unhurt
ἀπήνεια	
ἀπήνη	a four-wheeled wagon
ἀπηνής	ungentle, harsh, rough, hard
ἀπηρής	
Ἀπιδανῆες	
Ἀπιδανός	
ἀπιθέω	he disobeyed
ἄπιος	
Ἀπίς	
ἄπλατος	unapproachable, terrible
ἄπλετος	boundless, immense
ἄπλητος	
ἄπλοος	not sailing, unfit for sea, not sea-worthy
ἄπνοος	without breath, lifeless
ἀπό	from, away from. c. gen.
ἀπό-ἀπαφίσκω	
ἀπό-βλώσκω	
ἀποδείκνυμι	to point away from
ἀποδέχομαι	to accept from
ἀπό-ἕζομαι	
ἀπό-ἐργέω	
ἀπό-ἔργνυμι	
ἀπό-ἐρητύω	
ἀπό-ἥδομαι	
ἀποfηλόθι	
ἄποινα	a ransom or price paid
ἄποινος	
ἀποίχομαι	to be gone away, to be far from
ἀποκαίνυμαι	to surpass or vanquish
ἀπό-κατατίθημι	
ἀπό-κίδναμαι	
ἀπό-κίδνημι	
ἀποκλύζω	to wash away
ἀποκριδόν	
ἀποκρίνω	to separate, set apart
ἀπολάμπω	to shine or beam from
ἀπολείπω	to leave over or behind
ἀπολείχω	to lick clean
ἀπολήγω	to leave off, desist from
Ἀπόλλων	Apollo
ἀπολυμαίνομαι	to wash dirt off oneself, cleanse oneself by bathing
ἀπολύω	to loose from
ἀπομόργνυμι	to wipe off or away from
ἀποναίω	to remove, to send away
ἀπονίζω	wash off
ἀπονίναμαι	to have the use or enjoyment of
ἀπονίσσομαι	to go away
ἀπονόσφι	far apart or aloof
ἀπονοσφίζω	to put asunder, keep aloof from
ἀπό-ὄρνυμι	
ἀποπλάζω	to lead astray from
ἀποπνέω	to breathe forth
ἀπό-προβάλλω	
ἀπόπροθε	from afar, afar off, far away
ἀπόπροθεν	
ἀπόπροθι	far away
ἀπό-προλείπω	
ἀποπτύω	to spit out
ἀπόρθητος	not sacked, unravaged
ἀπορούω	to dart away
ἀπορρίπτω	to throw away, put away
ἀπορρώξ	broken off, abrupt, sheer, precipitous
ἀποσκεδάννυμι	to scatter abroad, disperse
ἀποστείχω	to go away, to go home
ἀποστρέφω	to turn
ἀποστυγέω	to hate violently, abhor, loathe
ἀπό-τεκμαίρομαι	
ἀποτέμνω	to cut off, sever
ἀποτηλόθι	
ἀποτηλοῦ	far away
ἀποτίθημι	to put away, stow away
ἀποτίνω	to pay back, repay, return
ἀποτμηγέντες	
ἀποτμῆγι	
ἀποτμήγω	to cut off from
ἀποτρέπω	to turn
ἀποτροπία	
ἀποτρωπάω	
ἀπό-ὕω	
ἀποφέρω	to carry off or away
ἀποφθινύθω	to perish
ἀποφθίνω	to perish utterly, die away
ἀποφλύξωσιν	
ἄπρακτος	doing nothing, ineffectual, unprofitable
ἀπρόφατος	
ἀπτερέως	
ἀπτήν	unfledged, callow
ἅπτω	to fasten, bind fast
ἀπύργωτος	not girt with towers
ἄπωθεν	from afar
ἄῤ	
ἀρά	a prayer
ἄρα	
ἀραβέω	to rattle, ring, clash
Ἀραιθυρέηθεν	
ἀραιός	thin, narrow, slight, slender
Ἀράξεω	
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀράσσω	to strike hard, smite
ἀργαλέος	painful, troublous, grievous
Ἀργανθώνειον	
ἀργεστής	clearing, brightening
ἀργέω	to lie idle, be unemployed, do nothing
ἀργινόεις	white
ἀργιόδων	
Ἀργόθεν	from Argos
Ἀργός	
ἀργός	
Ἄργος	
ἀργύρεος	silver, of silver
ἀργύφεος	silver-white
Ἀργώ	the Argo or swift
Ἁργῴης	
Ἀργῷος	of the Argo
ἀρδμός	a watering-place
ἄρδω	to water
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρέμ	
Ἄρεος	
ἀρέσκω	to make good, make up
ἄρεσσαν	
Ἀρεστορίδης	
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
ἀρήγω	to help, aid, succour
ἀρηίθοος	swift as Ares, swift in battle
Ἀρήιος	
ἀρηίφιλος	dear to Ares, favoured of the god of war
Ἀρηίφιλος	
Ἀρήνηθεν	
ἀρηότα	
ἀρηρεμένας	
ἀρηρέμενον	
ἀρηρεμένους	
Ἄρης	Ares
