Field1	Field2
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἄναγνος	impure, unclean, unholy, defiled
ἀνάγω	to lead up
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίτιος	not being the cause
ἀνάκειμαι	to be laid up
ἀνακλαίω	to weep aloud, burst into tears
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμιμνήσκω	to remind
ἀναμφισβήτητος	undisputed, indisputable
ἄνανδρος	husbandless
ἀναξύω	to scrape up or off:—
ἀναπόκριτος	
ἀνάπτω	to make fast on or to
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνατίθημι	to lay upon
ἀνατροπεύς	
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀναχωρέω	to go back
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρεῖος	of or for a man
ἀνδρίς	
ἀνδρόω	to rear up into manhood
ἀνελεήμων	merciless, without mercy
ἀνεξέλεγκτος	unquestioned, impossible to be questioned or refuted
ἄνευ	without
ἀνέχω	to hold up
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκουστος	unheard of
ἀνήκω	to have come up to
ἀνήρ	a man
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνίατος	incurable
ἀνίστημι	to make to stand up, raise up
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοίκτιστος	unpitied, unmourned
ἀνομία	lawlessness
ἄνομος	without law, lawless
ἀνοσία	
ἀνόσιος	unholy, profane
ἀντεῖπον	to speak against or in answer, gainsay
ἀντί	over against, opposite. c. gen.
ἀντί-ἀποθνήσκω	
ἀντί-ἀφαιρέω	
ἀντίδικος	an opponent in a suit, defendant
ἀντιδράω	to act against, retaliate
ἀντιλογίζομαι	to count up or calculate on the other hand
ἀντιπάσχω	to suffer in turn
ἀντί-σπεύδω	
ἀντιτύπτω	to beat in turn
ἀντόμνυμι	to swear in turn
ἄνω	
ἀνώμοτος	unsworn, not bound by oath
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξίωσις	a thinking worthy
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαγωγή	a leading away
ἀπαιδία	childlessness
ἀπαλλαγή	deliverance, release, relief from
ἀπαλλάσσω	to set free, release, deliver
ἅπαξ	once, once only, once for all
ἀπαράσημος	
ἀπαράσκευος	without preparation, unprepared
ἀπαρνέομαι	to deny utterly, deny
ἄπαρνος	denying utterly
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἄπειμι	
ἀπειρία	infinity
ἄπειρος	
ἀπελέγχω	to refute thoroughly
ἀπεοικώς	unreasonable
ἀπέρχομαι	to go away, depart from
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπέχθεια	hatred
ἀπέχω	to keep off or away from
ἀπιστέω	to be ἄπιστος
ἄπιστος	not to be trusted
ἀπό	from, away from. c. gen.
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀπογίγνομαι	to be away from, have no part in
ἀπογραφεύς	
ἀπογραφή	a writing off: a register, list
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέχομαι	to accept from
ἀποδίδωμι	to give up or back, restore, return
ἀπό-δικάζω	
ἀποδύνω	
ἀπό-ἐρῶ	
ἀποθνήσκω	to die off, die
ἀποιμώζω	to bewail loudly
ἀποκρίνω	to separate, set apart
ἀπόκρισις	a separating
ἄποκρισλς	
ἀποκτείνω	to kill, slay
ἀπολείπω	to leave over or behind
ἄπολις	one without city, state or country, an outlaw
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογητέον	
ἀπολογητέος	one must defend
ἀπολογία	a speech in defence, defence
ἀπολύσιμος	
ἀπολύω	to loose from
ἀπονέμω	to portion out, impart, assign
ἀπορέω	to be without means or resource
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορραίνω	to spirt out, shed about
ἀποσπένδω	to pour out wine
ἀπό-σπογγίζω	
ἀποστάζω	to let fall drop by drop, distil
ἀπόστασις	a standing away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποτείνω	to stretch out, extend
ἀποτίνω	to pay back, repay, return
ἀποτρέπω	to turn
ἀποφαίνω	to shew fort, display, produce
ἀποφεύγω	to flee from, escape
ἀπόφευξις	an escaping, means of getting off
ἀποψηφίζομαι	to vote away from
ἀποψήφισις	
ἀπράγμων	free from business
ἀπροσδόκητος	unexpected, unlooked for
ἅπτω	to fasten, bind fast
ἄπωθεν	from afar
ἀπωθέω	to thrust away, push back
ἄρα	
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀριθμός	number
Ἀριστίων	
ἄριστον	the morning meal, breakfast
ἄριστος	best
ἀρκέω	to ward off, keep off
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
ἀρχαῖος	from the beginning
ἀρχή	a beginning, origin, first cause
ἀρχήν	
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσέβημα	an impious or profane act
ἀσεβής	ungodly, godless, unholy, profane
ἄσημος	without mark or sign
ἀσθένεια	want of strength, weakness, feebleness, sickliness
ἀσπαίρω	to pant, gasp, struggle convulsively
ἀστέγαστος	uncovered
ἄστυ	a city, town
ἀσύμφορος	inconvenient, inexpedient, useless
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσχολία	an occupation, business, want of leisure
ἀτέλεστος	without end or issue, to no purpose, without effect, unaccomplished
ἀτιμάω	to dishonour, treat lightly
ἀτιμόω	to dishonour
ἀτιμώρητος	unavenged
ἀτρέμας	without trembling, without motion
ἀτρεμίζω	to keep quiet
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχής	luckless, unfortunate
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
αὖ	
αὐθεντέω	to have full power over
αὐθέντης	one who does
αὖθις	back, back again
αὔριον	to-morrow
ἀυτέω	to cry, shout
αὐτίκα	forthwith, straightway, at once
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
αὐτόχειρ	with one's own hand
αὐτόχειρος	
ἀφανής	unseen, invisible, viewless
ἀφανίζω	to make unseen, hide from sight
ἀφήκω	to arrive at
ἀφίημι	to send forth, discharge
ἀφίστημι	to put away, remove
ἀφοράω	to look away from
ἀφορία	a not bearing
ἀφυλαξία	
ἀχεύω	grieving, sorrowing, mourning
ἄχθομαι	to be loaded
ἀωρί	at an untimely hour, too early
ἄωρος	
βαδίζω	to go slowly, to walk
βάλλω	to throw
βαρυδαιμονία	
βασανίζω	to rub
βασανιστής	questioner, torturer, tormentor
βάσανος	the touch-stone
βασιλεύς	a king, chief
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλος	a missile
βελτίων	better
βῆμα	a step, pace, stride
βία	bodily strength, force, power, might
βιάζω	to constrain
βίαιος	forcible, violent
βιαιότης	
βιάω	to constrain
βίος	life
βιόω	to live, pass one's life
βλάβος	
βλάπτω	to disable, hinder, stop
βλέπω	to see, have the power of sight
βοάω	to cry aloud, to shout
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
βοηθός	assisting, auxiliary
βουλαία	
βουλαῖος	of the council
βουλεύς	
βουλευτήριον	a council-chamber, senate-house
βουλευτήριος	advising
βουλευτής	a councillor, senator
βουλευτός	devised, plotted
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βραχύς	short
Γαῖα	
γάρ	for
γε	at least, at any rate
γένος	race, stock, family
γεραιός	old
γέρων	an old man
γῆ	earth
γηραιός	aged, in old age
γῆρας	old age
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γλῶσσα	the tongue
γνώμη	a means of knowing, a mark, token
γνωριστής	
γονεύς	a begetter, father
γονή	produce, offspring
γοῦν	at least then, at any rate, any way
γράμμα	that which is drawn
γραμματείδιον	small tablets
γραμματεῖον	that on which one writes, tablets
γραφεύς	a painter
γραφή	representation by means of lines
γραφής	
γράφω	to scratch, scrape, graze
γυμνάζω	to train naked, train in gymnastic exercise
γυμνάσιον	bodily exercises
γυνή	a woman
δαίμων	a god, goddess
δέ	but
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δεινός	fearful, terrible, dread, dire
δεινότης	terribleness
δεινόω	to make terrible: to exaggerate
δειπνέω	to make a meal
δεῖπνον	the principal meal
δεῖπνος	
δεῖσα	
δεξιός	on the right hand or side
δέον	that which is binding, needful, right, proper
δεσμεύω	to fetter, put in chains
δεσμός	anything for binding, a band, bond
δεσπότης	a master, lord, the master of the house
δεύτερος	second
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
δημόκοινος	
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
δημότης	one of the people, a commoner, plebeian
δήπου	perhaps, it may be
δῆτα	certainly, to be sure, of course
διά	through c. gen. through, by means of c. acc.
διαβάλλω	to throw over or across, to carry over or across
διαβιβάζω	to carry over or across, to transport
διαβολή	false accusation, slander, calumny
διαγιγνώσκω	to distinguish, discern
διαγνώμων	
διάγνωσις	a distinguishing, discernment
διάγω	to carry over or across
διαδείκνυμι	to shew clearly, shew plainly
διαδέχομαι	to receive one from another
διαδρομή	a running about through
διάκειμαι	to be in a certain state, to be disposed or affected
διακινδυνεύω	to run all risks, make a desperate attempt, hazard all
διακονέω	to minister, serve, do service
διακωλύω	to hinder, prevent
διαλέγω	to pick out one from another, to pick out
διαλλάσσω	to change one with another, interchange
διαμαρτάνω	to go astray from
διαμνημονεύω	to call to mind, remember
διανοέομαι	to be minded, intend, purpose
διάνοια	a thought, intention, purpose
διαπειράομαι	to make trial or proof of, to have experience
διαπήγνυμι	to fix thoroughly
διαπράσσω	to pass over
διατείνω	to stretch to the uttermost
διατρέχω	to run across or over
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφέρω	to carry over or across
διαφεύγω	to flee through, get away from, escape
διαφθείρω	to destroy utterly
διαφθορά	destruction, ruin, blight, death.
διαφορά	difference, distinction
διάφορος	different, unlike
διά-χράω	
διαψηφίζομαι	to vote in order with ballots
διδασκαλεῖον	a teaching-place, school
διδάσκαλος	a teacher, master
διδάσκω	to teach
δίδημι	to bind, fetter
δίδωμι	to give
διηγέομαι	to set out in detail, describe in full
Διιπολείοις	
διισχυρίζομαι	to lean upon, rely on
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστήριον	a court of justice
δικαστής	a judge
δικεῖν	to throw, cast
δίκη	custom, usage
διό	wherefore, on which account
Διόδοτος	
διόμνυμι	to swear solemnly, to declare on oath that . .
Διονύσια	the feast of Dionysus or Bacchus
Διονύσιον	
Διονύσιος	
διότι	for the reason that, since
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
διπλασίων	
διώκω	to pursue
διωμοσία	an oath taken by both parties before the trial came on
δίωξις	chase, pursuit
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκόν	
δοκός	a bearing-beam
δοκώ	
δόξα	a notion
δοξαστής	
δοξαστός	matter of opinion, conjectural
δόξις	
δόσις	a giving
δούλη	
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
δράω	to do
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δυνατός	strong, mighty, able
δύο	two
δυσμένεια	ill-will, enmity
δύσμορος	ill-fated, ill-starred
δυσπραγία	
δυστυχέω	to be unlucky, unhappy, unfortunate
δυστυχής	unlucky, unfortunate
δυσχερής	hard to take in hand or manage
δύω	to strip off
δώδεκα	twelve
δωρεά	a gift, present
δώσων	always going to give
ἕ	sui.
ἐάν	if haply
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἐγγίγνομαι	to be born or bred in
ἔγγιστος	
ἐγγίων	nearer, nearest
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύς	near, nigh, at hand
ἐγείρω	to awaken, wake up, rouse
ἐγκαλέω	to call in
ἐγκαταλείπω	to leave behind
ἔγκλημα	an accusation, charge, complaint
ἐγχειρίζω	to put into one's hands, entrust
ἐγχέω	to pour in
ἐγχωρέω	to give room
ἐγώ	ego
ἐγώγε	
ἔδω	to eat
ἐθέλω	to will, wish, purpose
ἔθω	to be accustomed
εἰ	whether.
εἰδοί	Idus
εἶδον	to see, perceive, behold
εἶεν	well!
εἰκάζω	to make like to, represent by a likeness, portray
εἰκός	like truth
εἴκοσι	twenty
εἰκοσταῖος	
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἰκών	a likeness, image, portrait
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
εἴρω	
εἰς	into, to c. acc.
εἷς	
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσβαίνω	to go into
εἰσβάλλω	to throw into, put into
εἴσειμι	to go into
εἰσέρχομαι	to go in or into, enter
εἰσίημι	to send into
εἰσφέρω	to carry into or to
εἰσφορά	a gathering in
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτε	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάστοτε	each time, on each occasion
ἑκάτερος	each of two, either, each singly
ἑκατομβαιών	the month Hecatombaeon
ἐκβαίνω	to step out of or off from
ἐκβάλλω	to throw or cast out of
ἐκδιδάσκω	to teach thoroughly
ἐκδίδωμι	to give up, surrender
ἐκδύω	to take off, strip off
ἐκεῖ	there, in that place
ἐκεῖνος	the person there, that person or thing
ἐκλανθάνω	to escape notice utterly: —
ἐκλείπω	to leave out, omit, pass over
ἐκμελετάω	to train carefully
ἑκούσιος	voluntary
ἐκπίνω	to drink out or off, quaff
ἐκπλέω	to sail out, sail away, weigh anchor
ἐκπλήγνυμι	
ἔκπληξις	consternation
ἐκπρίασθαι	to buy off
ἐκτείνω	to stretch out
ἐκτρέπω	to turn out of the course, to turn aside
ἐκφέρω	to carry out of
ἑκών	willing, of free will, readily
ἐλασσόνως	
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλαφρός	lightly, buoyantly
ἔλαχος	
ἐλεγκτήρ	one who convicts or detects
ἔλεγος	a song of mourning, a lament
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἔλεος	pity, mercy, compassion
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἕλλην	Hellen
Ἑλληνοταμίαι	the stewards of Greece
ἑλλός	a young deer, fawn
ἐλλός	
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐλύω	to roll round
ἐμαυτοῦ	of me, of myself
ἐμβάλλω	to throw in, put in
ἐμέω	to vomit, throw up
ἐμός	mine
ἐμπειρία	experience
ἔμπειρος	experienced or practised in
ἐμπίπτω	to fall in or upon or into
ἔμπνους	with the breath in one, breathing, alive
ἔμπροσθεν	before, in front
ἐμφανής	shewing in
ἔμφρων	in one's mind or senses
ἐν	in, among. c. dat.
ἐναντίον	
ἐναντίος	opposite
ἐνδεής	in need of
ἐνδείκνυμι	to mark, point out
ἕνδεκα	eleven
ἐνδέω	
ἐνδίδωμι	to give in
ἔνδον	in, within, in the house, at home
ἐν-εἰμί	
ἕνεκα	on account of, for the sake of, because of, for
ἐνέχυρον	a pledge, surety, security
ἐνέχω	to hold within
ἐνθάδε	thither, hither
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
ἐνθύμιος	taken to heart
ἕνος	belonging to the former of two periods, last year's
ἔνοχος	held in
ἐνταῦθα	here, there
ἐνταυθοῖ	hither, here
ἐντεῦθεν	hence or thence
ἐντίθημι	to put in or into
ἐντός	within, inside
ἐντυγχάνω	to light upon, fall in with, meet with
ἐξάγω	to lead out
ἐξαιρέω	to take out of
ἐξαίρω	
ἐξαιτέω	to demand or ask for from
ἐξαμαρτάνω	to err from the mark, fail
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαρκέω	to be quite enough for, suffice for
ἔξαρνος	denying;
ἐξεγγυάω	to free
ἐξελαύνω	to drive out from
ἐξελέγχω	to convict, confute, refute
ἐξεργάζομαι	to work out, make completely, finish off, bring to perfection
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἐξευρίσκω	to find out, discover
ἐξίημι	to send out, let
ἕξις	a having, possession
ἐξισόω	to make equal or even bring to a level with
ἐξίστημι	to put out of its place, to change or alter utterly
ἐξουσία	power or authority
ἔξω	out
ἐξώλεια	utter destruction
ἔοικα	to be like
ἐοικότως	similarly, like
ἐπαινέω	to approve, applaud, commend
ἐπαίρω	to lift up and set on
ἐπαιτιάομαι	to bring a charge against, accuse
ἐπαράομαι	to imprecate curses upon
ἐπαύω	to shout over
ἐπεί	after that, after (postquam), since, when (quum)
ἐπείγω	to press down, weigh down
ἐπειδάν	whenever.
ἐπεῖδον	to look upon, behold
ἔπειτα	thereupon
ἐπέξειμι	to go out against
ἐπεξέρχομαι	to go out against, make a sally against
ἐπερωτάω	to inquire of, question, consult
ἐπέχω	to have or hold upon
ἐπηρεάζω	to threaten abusively
ἐπί	on, upon with gen., dat., and acc.
ἐπιβουλεύω	to plan or contrive against
ἐπιβουλή	a plan against
ἐπιγίγνομαι	to be born after, come into being after
ἐπιδείκνυμι	to exhibit as a specimen
ἐπιδημέω	to be at home, live at home
ἐπιδίδωμι	to give besides
ἐπίδοξος	likely or expected to do or be
ἐπιεικής	fitting, meet, suitable
ἐπιέννυμι	to put on besides or over
ἐπίθεσις	a laying on
ἐπιθυμία	desire, yearning, longing
ἐπιθυμιάω	to offer incense
ἐπικαλέω	to call upon
ἐπίκειμαι	to be laid upon
ἐπιλείπω	to leave behind
ἐπιμέλεια	care, attention
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιμελής	careful or anxious about, put in charge of
ἐπιμελητής	one who has charge of
ἐπινεύω	to nod
ἐπινέω	
ἐπινοέω	to think on or of, contrive
ἐπίορκος	sworn falsely
ἐπισκήπτω	to make to lean upon, make to fall upon
ἐπίσταμαι	to know
ἐπιστέλλω	to send to, send as a message or letter
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτήδευμα	a pursuit, business, practice
ἐπιτηδεύω	to pursue or practise
ἐπιτίθημι	to lay, put or place upon
ἐπιτιμάω	to lay a value upon
ἐπιτιμητής	a chastiser, censurer
ἐπιτίμιον	the value, price
ἐπιτίμιος	
ἐπιτρέπω	to turn towards
ἐπιτρέφω	to rear upon
ἐπιτυγχάνω	to hit the mark
ἐπιφέρω	to bring, put or lay upon
ἐπίχειρα	
ἐπιχειρέω	to put one's hand on
ἐπιχειρητέον	
ἐπιχειρητέος	one must attempt or attack
ἐπίχειρον	wages of manual labour
ἐπιψηφίζω	to put
ἑπτά	seven
ἑπτάς	
ἐρανίζω	lay under contribution
ἔρανος	a meal to which each contributed his share
ἐργάζομαι	to work, labour
ἔργνυμι	to confine
ἔργον	work
ἔργω	
ἐρευνάω	to seek or search for, search after, track
Ἐρεχθῇδι	
Ἐρεχθῇδος	
ἐρημία	a solitude, desert, wilderness
ἐρῆμος	desolate, lone, lonely, lonesome, solitary
ἑρμηνεύω	to interpret
ἔρομαι	to ask, enquire
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐρωτάω	to ask
ἐσθίω	to eat
ἑστιάω	to receive at one's hearth or in one's house: to entertain, feast, regale
ἐσχατάω	to be at the edge, on the border
ἔσχατος	outermost
ἔται	
ἑταῖρος	a comrade, companion, mate
ἕτερος	one of the
ἑτέρωθι	on the other side
ἔτης	clansmen
ἔτι	yet, as yet, still
ἑτοῖμος	at hand, ready, prepared
ἔτος	a year
εὖ	well
εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness
εὐδία	fair weather
εὐθέως	
εὐθής	
εὔθυνα	a setting straight, correction, chastisement
εὐθύνω	to guide straight, direct
εὐθύς	
εὐλάβεια	discretion, caution, circumspection
εὐμενής	well-disposed, favourable, gracious, kindly
εὔνοια	good-will, favour, kindness
εὔορκος	keeping one's oath, faithful to one's oath
εὐπετής	falling well;
εὐπορέω	to prosper, thrive, be well off
εὐπραγία	well-doing, well-being, welfare, success
εὕρημα	an invention, discovery
εὑρίσκω	to find
εὔροπος	easily inclining, easy-sliding
εὐσέβεια	reverence towards the gods, piety, religion
εὐσεβέω	to live or act piously and religiously
εὐσεβής	righteous
εὐτυχέω	to be well off, successful, prosperous
εὐτυχία	good luck, success, prosperity
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
ἐφαιρέομαι	to be chosen to succeed
ἐφέζομαι	to sit upon
Ἐφιάλτης	
ἐφιάλτης	
ἐφίζω	to set upon
ἐφίημι	to send to
ἐφίστημι	to set or place upon
ἐφύω	to rain upon
ἔχθιστος	most hated, most hateful
ἔχθρα	
ἔχθρη	hatred, enmity
ἐχθρός	hated, hateful
ἔχις	an adder, viper
ἔχω	to have or to hold
ἕως	until, till
ζάω	to live
Ζεύς	Zeus
ζέω	to boil, seethe
ζημιόω	to cause loss or do damage to
ζητέω	to seek, seek for
ζήτησις	a seeking, seeking for, search for
ζῶσις	
ᾗ	which way, where, whither, in or at what place
ἦ	in truth, truly, verily, of a surety
ἤ	
ἡγέομαι	to go before, lead the way
ἤδη	by this time, before this, already
ἥδομαι	to enjoy oneself, take delight, take one's pleasure
ἦδος	delight, enjoyment, pleasure
ἡδύς	sweet
ἥκιστος	least
ἥκω	to have come, be present, be here
ἡλιαία	a public place or hall
ἠλίθιος	idle, vain, random
ἡλικία	time of life, age
ἡλίκος	as big as
ἧλιξ	of the same age
ἡμέρα	day
ἥμερος	tame, tamed, reclaimed
ἡμέτερος	our
ἠμί	I say
ἥμισυς	half
ἡμός	
ἤν	see! see there! lo!
ἤπειρος	terra-firma, the land
Ἡρῴδῃ	
Ἡρῴδην	
Ἡρῴδης	
Ἡρῳ̂δου	
ἥρως	warriors
ἥσσων	less, weaker, less brave
ἡσύχιος	still, quiet, at rest, at ease
ἠώς	the morning red, daybreak, dawn
θάλασσα	the sea
θανάσιμος	deadly
θάνατος	death
θανατόω	to put to death
