Field1	Field2
ἄγος	any matter of religious awe
ἀγός	a leader, chief
ἄγρα	a catching, hunting
ἀγρεύς	a hunter
ἄγριος	living in the fields
ἀγριόω	to make wild or savage
ἀγρός	fields, lands
ἀγρότερος	wild
ἀγυιά	a street, highway
ἀγυιᾶτις	of Apollo Agyieus
ἄγχι	near, nigh, close by
ἄγχιστος	nearest
ἀγχοῦ	near, nigh
ἄγχω	to compress, press tight
ἄγω	to lead or carry, to convey, bring
ἀγών	a number of people brought together, a gathering, assembly
ἀγωνία	a contest, struggle for victory
ἀγωνιάω	to contend eagerly, struggle
ἀγώνιος	of or belonging to the contest
ἄγωνος	
ἀδάκρυτος	without tears
ἀδαμάντινος	adamantine
ἀδάμας	
ἀδείμαντος	fearless, dauntless
ἀδελφή	a sister
ἀδελφός	sons of the same mother
ᾍδης	Hades or Pluto
ἀδίαντον	
ἀδίαντος	unwetted
ἄδικος	wrong-doing, unrighteous, unjust
ἀδινός	close-packed
Ἄδματος	
ἀδόκητος	unexpected
ἄδολος	without fraud, guileless
ἅδος	satiety, loathing
Ἀδραστείοις	
Ἀδραστείῳ	
Ἀδραστιδᾶν	
ἄδραστος	not running away, not inclined to do so
Ἄδραστος	
ἀδύνατος	unable
ἄδυτον	the innermost sanctuary
ἄδυτος	not to be entered
ἀεθλονικία	
ἀεί	always, for ever
ἀείδω	to sing
ἀείρω	to lift, heave, raise up
ἀέκων	against one's will, unwilling
ἀέλιος	
ἀελλόπος	storm-footed, storm-swift
ἀελπτία	an unlooked for event
ἀέναος	ever-flowing
ἀενάων	
ἀεξίγυιος	
ἀέξω	to increase, enlarge, foster, strengthen
ἀετός	an eagle
ἄημι	to breathe hard, blow
Αθαναία	
Ἀθαναίων	
ἀθάνατος	undying, immortal
ἄθεμις	lawless
ἄθεος	without God, denying the gods
Ἀθῆναι	the city of Athens
ΑΘΗΝΑΙῼΤΕΘΡΙΠΠῼ	
Ἀθήνη	Athena
ἀθλητής	a prizefighter
ἆθλον	the prize of contest
ἀθλονικία	
ἆθλος	a contest for a prize
ἀθλοφόρος	bearing away the prize, victorious
ἀθρέω	to look at, gaze at, observe, perceive
ἀθρόος	in crowds or masses, crowded together
ἄθυρμα	a plaything, toy: a delight, joy
ἄθυρος	without door
ἀθύρω	to play, sport
Αἶα	
Αἰακίδης	son of Aeacus
Αἰακός	
αἰανής	dreary, dismal, direful, horrid
Αἰάντειος	
Αἴας	Ajax
Αἰγᾶθεν	
Αἰγεί̈δης	
Αἰγείδης	
Αἰγιμιοῦ	
Αἴγινα	Aegina
Αἰγίναθε	
αἰγίνη	
ΑΙΓΙΝΗΤῌΑΓΕΝΕΙῼ	
ΑΙΓΙΝΗΤῌΔΙΑΥΛΟΔΡΟΜῼ	
ΑΙΓΙΝΗΤῌΠΑΓΚΡΑΤΙΑΣΤῌ	
ΑΙΓΙΝΗΤῌΠΑΓΚΡΑΤΙῼ	
ΑΙΓΙΝΗΤῌΠΑΙΔΙ	
ΑΙΓΙΝΗΤῌΠΑΛΑΙΣΤῌ	
αἰγίοχος	Aegis-bearing
Αἴγισθος	
αἴγλη	the light of the sun, radiance
αἰγλήεις	dazzling, radiant, lustrous
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
Αἵδης	
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἄιδρις	unknowing, ignorant
ἀιδροδίκης	
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
Αἰήτης	
αἰθήρ	ether, the brighter purer air, the sky
αἰθής	
Αἰθίοψ	burnt-face
αἰθος	
αἶθος	a burning heat, fire
αἰθός	
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
αἷμα	blood
αἱμακουρία	
αἱμάσσω	to make bloody stain with blood
αἱμύλος	flattering, wheedling, wily
Αἵμων	
Αἰνείας	
αἰνέω	to tell or speak of
αἴνη	praise, fame
Αἰνησιδάμου	
αἰνητός	
αἰνίζω	
αἰνίσσομαι	to speak in riddles
αἶνος	a tale, story
αἰνός	dread, dire, grim
Αἰολεύς	an Aeolian
αἰολέω	
Αἰοληί̈δι	
Αἰολίδης	
Αἰολίς	
αἰολοβρόντης	wielder of lightning
Αἴολος	
αἰόλος	quick-moving
αἰπεινός	high, lofty
αἰπύς	high and steep, lofty
Αἴπυτος	
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αἴσιος	boding well, auspicious
Αἰσονίδαν	
ἄισος	unlike, unequal
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἀιστόω	to make unseen, to annihilate
αἰσχρός	causing shame, abusive
αἰσχύνω	to make ugly, disfigure, mar
Αἴσων	
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
ΑΙΤΝΑΙῼΑΡΜΑΤΙ	
ΑΙΤΝΑΙῼΙΠΠΟΙΣ	
Αἴτνη	
Αἰτωλοί	
Αἰτωλός	
αἰχμάζω	to throw the spear
αἰχμή	the point of a spear
αἰχμητής	a spearman
αἶψα	quick, with speed, on a sudden
ἀίω	
αἰών	a period of existence
αἰωρέω	to lift up, raise
ἀκαμαντολόγχης	unwearied at the spear
ἀκαμαντομάχης	unwearied in fight
ἀκαμαντόπους	untiring of foot, unwearied
ἀκάμας	untiring, unresting
ἄκαμπτος	unbent, that will not bend, rigid
ἄκαστος	
Ἄκαστος	
ἄκατος	a light vessel
ἀκειρεκόμης	
ἀκέντητος	needing no goad or spur
ἀκέομαι	to heal, cure
ἀκέρδεια	want of gain, loss
ἀκερσεκόμης	with unshorn hair
ἄκεσμα	a remedy, cure
ἀκή	a point
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκλήρωτος	without lot or portion in
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἄκμων	a thunderbolt
ἀκοή	a hearing, the sound heard
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκονάω	to sharpen, whet
ἀκόνη	a whetstone, hone
ἀκοντίζω	to hurl a javelin
ἀκοός	
ἄκορος	untiring, ceaseless
ἄκος	a cure, relief, remedy for
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
Ἀκραγαντῖνος	
ΑΚΡΑΓΑΝΤΙΝῼΑΡΜΑΤΙ	
ΑΚΡΑΓΑΝΤΙΝῼΑΥΛΗΤῌ	
Ἀκράγας	
ἄκραντος	unfulfilled, fruitless
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἀκρόσοφος	high in wisdom
ἄκρων	
Ἄκρων'	
ἀκρωτήριον	any prominent part
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἄκτινος	
ἀκτίς	a ray, beam
ἄκτωρ	a leader
Ἄκτωρ	
ἄκων	a javelin, dart
ἀλαλάζω	to raise the war-cry
ἀλαλή	a loud cry
ἀλαλητός	the shout of victory
ἄλαλκε	to ward
ἀλάομαι	to wander, stray or roam about
ἀλέγω	to trouble oneself, have a care
Ἀλεῖοι	
Ἀλεκτρᾶν	
ἀλέκτωρ	a cock
Ἀλεξιβιάδα	
Ἀλεξίδαμος	
ἀλεξίμβροτος	protecting mortals
ἀλέξω	to ward or keep off, turn away or aside
Ἀλεύης	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀλήτης	a wanderer, stroller, rover, vagabond
ἁλία	an assembly of the people
ἀλίβατος	
Ἄλιδος	
ἁλιερκής	sea-fenced, sea-girt
ἁλίζω	
ἁλίη	
ἁλικά	
ἁλικία	
ἁλίκος	
Ἆλιν	
ἅλιος	
Ἅλιος	
ἁλίπληκτος	sea-beaten
ἁλίσκομαι	to be taken, conquered
ἀλιταίνω	to sin or offend against
ἀλιτόξενος	sinning against one's friend
ἀλιτρός	sinful, sinning
Ἀλκάθοος	
Ἀλκαϊδᾶν	
ἄλκαρ	a safeguard, defence
ἀλκή	strength
ἀλκήεις	valiant, warlike
ΑΛΚΙΜΕΔΟΝΤΙ	
Ἀλκιμέδων	
ΑΛΚΙΜΙΔῌ	
Ἀλκιμίδης	
ἄλκιμος	strong, stout
Ἀλκμᾶν'	
Ἀλκμᾶνα	
Ἀλκμανιδᾶν	
Ἀλκμήνη	
ἀλκτήρ	a protector from a thing
Ἀλκυονεύς	
ἀλλά	otherwise, but
ἀλλάσσω	to make other than it is, to change, alter
ἀλληλοφονία	mutual slaughter
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἀλλοῖος	of another sort or kind, different
ἀλλοιόω	to make different, to change, alter
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἅλμα	a spring, leap, bound
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἄλοχος	a bedfellow, spouse, wife
ἄλπνιστος	sweetest, loveliest
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
Ἄλτις	
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
ἄλυτος	not to be loosed, indissoluble
Ἀλφεός	
ἀλώπηξ	a fox
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζονίδες	
Ἀμαζονίς	
Ἀμαζών	the Amazons
ἀμαιμάκετος	irresistible
ἁμαξιτός	
ἁμαρτάνω	to miss, miss the mark
ἄμαχος	without battle
ἀμάω	
ἀμβλύνω	to blunt, take the edge off
ἀμβολάδην	bubbling up
ἀμβολάς	thrown up
ἀμβολή	
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμείβω	to change, exchange
ἀμείλιχος	implacable, relentless
ἀμείρω	to bereave of
ἄμεμπτος	not to be blamed, blameless
ἀμεμφής	
Ἀμένα	
ἀμέρδω	to deprive of, bereave of
ἀμέτρητος	unmeasured, immeasurable, immense
ἀμεύομαι	to conquer
ἀμευσίπορος	with interchanging paths
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἄμμορος	without share of
ἄμμος	sand
Ἄμμων	Zeus-Ammon
ἀμνάμων	
ἀμνήμων	unmindful, forgetful
ἀμοιβαῖος	giving like for like, retributive
ἀμοιβή	a requital, recompense, compensation, return, payment
ἁμός	
ἄμοχθος	free from toil and trouble
ἄμπ	
ἄμπαλος	
ἀμπελόεις	rich in vines
ἄμπελος	a vine
ἀμπλακεῖν	to come short of
ἀμπλάκημα	an error, fault, offence
ἀμπλακία	
ἀμπλάκιον	
Ἀμυθάν	
Ἀμύκλαθεν	from Amyclae
Ἀμύκλαι	a sort of shoes
Ἀμύκλης	
ἀμύμων	blameless, noble, excellent
Ἀμυντορίδαι	
ἀμύνω	to keep off, ward off
ἀμφανδόν	
ἀμφελίσσω	to wrap or twine round
ἀμφί	on both sides
ἀμφί-ἀείρω	
ἀμφί-αἴρω	
ἀμφίαλος	sea-girt
ἀμφί-ἀράομαι	
Ἀμφιαρῆ	
Ἀμφιάρηον	
Ἀμφιάρηος	
ἀμφιβάλλω	to throw or put round
ἀμφιέπω	to go about, be all round, encompass
ἀμφιθάλασσος	with sea on both sides, sea-girt
ἀμφικρέμαμαι	to hang round
ἀμφικτίονες	they that dwell round, next neighbours
ἀμφικυλίνδω	to roll around, to be pierced by
ἀμφιλαφής	taking in on all sides, widespreading
ἀμφινέμομαι	to feed around
ἀμφίπεδος	surrounded by a plain
ἀμφιπίπτω	to fall around
ἀμφιπολέω	to attend constantly, to attend on, watch, guard
ἀμφίπολις	encompassing a city
ἀμφίπολος	busied about, busy
ἀμφίρυτος	flowed around, sea-girt
ἀμφίς	on or at both sides
ἀμφιτρέχω	to run round, surround
Ἀμφιτρίτη	
Ἀμφιτρύων	
Ἀμφιτρυωνιάδαν	
Ἀμφιτρυωνιάδας	
ἀμφότερος	each or both of two
ἀμφοτέρωθεν	from or on both sides, utrinque
ἄμφω	
ἀμώμητος	unblamed, blameless
ἄν	
ἄνα	
ἀνά	up, upon
ἀνά-ἀναμιμνήσκω	
ἀνά-ἀρύω	
ἀνά-βάζω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβατός	to be mounted
ἀναβολή	that which is thrown up, a mound
ἀναγελάω	to laugh loud
ἀναγιγνώσκω	to know well, know certainly
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀναδέω	to bind or tie up
ἀναδίδωμι	to hold up and give
ἀνά-ἐράω	
ἀνά-ἐρῶ	
ἀνάθεμα	anything devoted to evil, an accursed thing
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀνάκειμαι	to be laid up
ἀνακομίζω	to carry up
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀναλάζομαι	to take again
ἀναλίσκω	to use up, to spend, lavish or squander
ἄναλκις	without strength, impotent, feeble
ἀναμένω	to wait for, await
ἄναξ	a lord, master
ἀναξία	a command, behest
ἀνάξιος	unworthy, not deemed or held worthy of
ἀναξιφόρμιγξ	ruled by the lyre
ἀναπάλλω	to swing to and fro
ἀναπάσσω	to sprinkle upon
ἀνάπαυσις	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπέμπω	to send up
ἀναπεπταμένος	
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπίμπλημι	to fill up
ἀνά-πίτνημι	
ἀναπλέκω	to enwreath
ἀνάπνευμα	a resting-place
ἀναπνέω	to breathe again, take breath
ἀναπνοή	recovery of breath, revival
ἀναπολέω	to turn up
ἀναπολίζω	
ἀνάπωτις	
ἀναρίθμητος	not to be counted, countless
ἀνάριθμος	without number, countless, numberless
ἀναρπάζω	to snatch up
ἀνά-ῥύομαι	
ἀνασπάω	to draw up, pull up
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνατείνω	to stretch up, hold up
ἀνατέλλω	to make to rise up or to grow up
ἀνατίθημι	to lay upon
ἀνατρέχω	to run back
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀνά-φροντίζω	
ἀναχάζω	to make to recoil, force back
ἀναχέω	to pour forth
ἀναχώννυμι	to heap up into a mound
ἁνδάνω	to please, delight, gratify
ἀνδριαντοποιός	a statue-maker, statuary, sculptor
ἀνδριάς	the image of a man, a statue
ἀνδρίς	
ἀνδροδάμας	man-taming
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνεγείρω	to wake up, rouse
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνεκάς	upwards
ἄνεμος	wind
ἀνεμοσφάραγος	echoing to the wind
ἀνεμόω	to expose to the wind:—
ἀνέραμαι	to love again, love anew
ἄνευ	without
ἄνευθε	without
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἄνη	fulfilment
ἀνηγέομαι	to tell as in a narrative, relate, recount
ἀνήρ	a man
ἄνθεμα	
ἄνθεμον	costliest
ἀνθέω	to blossom, bloom
ἄνθη	full bloom
ἄνθος	a blossom, flower
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνιαρός	grievous, troublesome, annoying
ἀνιάω	to grieve, distress
ἀνίκητος	unconquered, unconquerable
ἀνίστημι	to make to stand up, raise up
ἀνοίγνυμι	to open
ἀνόμοιος	unlike, dissimilar
ἄνοος	without understanding, foolish, silly
ἀνορέα	
ἀνόρεος	
ἀνόρνυμι	to rouse, stir up
ἀνορούω	to start up, leap up
ἄντα	over against, face to face
ἀνταγορεύω	to speak against, reply
ἀνταῖος	set over against, right opposite
Ἀνταῖος	
Ἀντανορίδαι	
ἀνταύω	to sound in turn, answer
ἀντάω	to come opposite to, meet face to face, meet with
ἀντερείδω	to set firmly against
ἀντέχω	to hold against
ἄντη	
ἀντήεις	hostile
ἀντί	over against, opposite. c. gen.
ἀντιάζω	to meet face to face
ἀντιάνειρα	a match for men
ἀντί-ἀντιβολέω	
ἀντιάω	to go for the purpose of meeting
ἀντίθεος	equal to the gods, godlike
ἀντιθέω	to run against
ἀντίκειμαι	to be set over against, lie opposite
ἀντικύρω	to hit upon, meet
Ἀντίλοχος	
ἀντιξοέω	to set oneself against
ἀντίον	
ἀντίος	set against
ἀντίπαλος	wrestling against
ἀντιτείνω	to stretch out in return, to offer in return, to repay
ἀντιτίθημι	to set against, oppose
ἀντίτομος	cut as a remedy for
ἀντιτυγχάνω	to meet with in return
ἀντιφερίζω	to set oneself against, measure oneself with
ἀντιφθέγγομαι	to return a sound, echo
ἀντί-φλέγω	
ἀντλέω	to bale out bilge-water, bale the ship
ἄντλος	the hold of a ship
ἄντομαι	to meet
ἀντρόθε	
ἄντρον	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἀνώνυμος	without name, nameless
Ἄξεινος	the Axine
ἄξεινος	
ἄξενος	inhospitable
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἄξος	
ἀοιδή	song, a singing
ἀοίδιμος	sung of, famous in song
ἀοιδός	a singer, minstrel, bard
ἀπαγγελεύς	
ἀπαγγέλλω	to bring tidings, report, announce
ἀπάγω	to lead away, carry off
ἀπαθής	not suffering or having suffered, without experience of
ἀπάλαιστος	
ἀπάλαλκε	to ward off
ἀπάλαμνος	without hands, helpless, good for naught
ἀπάλαμος	helpless
ἀπαναίνομαι	to disown, reject
ἀπάρχω	
ἅπας	quite all, the whole
ἀπάτερθε	apart, aloof
ἀπάτη	a trick, fraud, deceit
ἀπαυράω	to take away or wrest from, rob of
ἄπειμι	
ἀπείραντος	
ἀπείρατος	
ἀπείρητος	without making trial of
ἀπειρομάχης	
ἄπειρος	
ἀπείρων	
ἄπεπλος	unrobed, clad in the tunic only
ἀπέραντος	boundless, infinite
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπέχθομαι	to be hated, incur hatred
ἀπέχω	to keep off or away from
ἀπήμαντος	unharmed, unhurt
ἀπήμων	unharmed, unhurt
ΑΠΗΝΗ	
ἀπήνη	a four-wheeled wagon
ἀπήορος	hanging on high, high in air
ἀπιθέω	he disobeyed
ἄπιστος	not to be trusted
ἄπλατος	unapproachable, terrible
ἄπλετος	boundless, immense
ἁπλόος	single
ἀπό	from, away from. c. gen.
ἀποβλάπτω	to ruin utterly
ἀποδατέομαι	to portion out to
ἀποδείκνυμι	to point away from
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀπόδημος	away from one's country, from home, abroad
ἀποδίδωμι	to give up or back, restore, return
ἀποδρέπω	to pluck off
ἀποθνήσκω	to die off, die
ἀποίητος	not done, undone
ἀποικέω	to go away from home, to settle in a foreign country, emigrate
ἀποικία	a settlement far from home, a colony settlement
ἄποινα	a ransom or price paid
ἄποινος	
ἀποίχομαι	to be gone away, to be far from
ἀπόκειμαι	to be laid away
ἀπόκληρος	without lot or share of
ἀπόλεμος	unwarlike, unfit for war
Ἀπόλλων	Apollo
Ἀπολλώνιον	
Ἀπολλώνιος	of or belonging to Apollo
ἀπόμνυμι	to take an oath away from
ἀπονέμω	to portion out, impart, assign
ἄπονος	without toil or trouble, untroubled, quiet
ἀπονοστέω	to return, come home
ἀποπέμπω	to send off or away, to dismiss
ἀποπλέω	to sail away, sail off
ἀποπνέω	to breathe forth
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορρήγνυμι	to break off, snap asunder
ἀπορρίπτω	to throw away, put away
ἀπό-σκίμπτομαι	
ἀποσπάω	to tear or drag away from
ἀποσυλάω	to strip off spoils from
ἀποτίθημι	to put away, stow away
ἀποτρέπω	to turn
ἀπότροπος	turned away, banished
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποφεύγω	to flee from, escape
ἀποφλαυρίζω	to treat slightingly, make no account of
ἀποχώννυμι	to bank up
ἄπρακτος	doing nothing, ineffectual, unprofitable
ἀπρόσικτος	not to be attained
ἀπροσόρατος	
ἅπτω	to fasten, bind fast
ἀπτώς	not liable to fall or fail
ἄπυος	
ἄπυρος	without fire
ἆρα	particle introducing a question
ἀρά	a prayer
ἄρα	
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀράσσω	to strike hard, smite
ἀράω	
Ἀργεῖος	of or from Argos, Argive
ΑΡΓΕΙῼΠΑΛΑΙΣΤῌ	
ἀργεννόεις	
ἀργέω	to lie idle, be unemployed, do nothing
ἀργήεις	shining, white
ἀργικέραυνος	wielder of bright lightning
Ἄργος	
ἀργύρεος	silver, of silver
ἀργυρίς	
ἀργυρόπεζα	silver-footed
ἀργυρόπεζος	
ἀργυρόω	
Ἀργώ	the Argo or swift
ἄρδις	the point of
ἄρδω	to water
Ἀρέθοισαν	
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρέμ	
Ἄρεος	
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
ἀρήγω	to help, aid, succour
ἀρηίφιλος	dear to Ares, favoured of the god of war
Ἀρηίφιλος	
Ἄρης	Ares
ἀρίγνωτος	easy to be known
ἀρίζηλος	conspicuous, very distinct
ἀριθμέω	to number, count or reckon up
ἀριθμός	number
Ἄρις	
ἀρισθάρματος	
ΑΡΙΣΤΑΓΟΡᾼ	
Ἀρισταγόρης	
Ἀρισταῖος	
ἀριστεύς	the best man
ἀριστεύω	to be best or bravest
ἀριστογόνος	bearing the best children
ΑΡΙΣΤΟΚΛΕΙΔῌ	
Ἀριστοκλείδης	
ἀριστόμαχος	best at fighting
ἀριστομάχος	
ΑΡΙΣΤΟΜΕΝΕΙ	
Ἀριστομένης	
ἄριστον	the morning meal, breakfast
ἀριστόπονος	
ἀριστοπόνος	
ἄριστος	best
Ἀριστοτέλης	
Ἀριστοφάνης	
Ἀρκαδία	
Ἀρκαδίη	
Ἀρκάς	
ΑΡΚΕΣΙΛᾼ	
Ἀρκεσίλα	
Ἀρκεσίλᾳ	
Ἀρκεσίλευς	
ἀρκέω	to ward off, keep off
ἅρμα	a chariot
ἁρματηλάτης	a charioteer
ἄρμενα	the tackling or rigging
ἁρμόδιος	fitting together
ἁρμόζω	to fit together, join
ἁρμονία	a fastening
Ἁρμονίη	
ἄρον	
ἄρος	
ἀροτήρ	a plougher, husbandman
ἀρότης	
ἄροτρον	a plough
ἄρουρα	tilled or arable land, seed-land, cornland
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
ἁρπαλέος	greedy
ἅρπασις	
ἅρπασος	
ἄρρηκτος	unbroken, not to be broken
Ἀρσινόη	
Ἄρτεμις	Artemis
ἄρτι	just, exactly
ἀρτιεπής	ready of speech, glib or ready of tongue
ἄρτιος	complete, perfect of its kind, suitable, exactly fitted
ἀρχαῖος	from the beginning
ἀρχεδίκης	
ἀρχέπολις	ruling a city
Ἀρχέστρατος	
ἀρχή	a beginning, origin, first cause
ἀρχηγέτης	a first leader, the founder
ἀρχῆθεν	from the beginning, from of old, from olden time
Ἀρχίλοχος	
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἀρωγός	aiding, succouring, propitious, serviceable
ἄσβεστος	unquenchable, inextinguishable
ἀσθενέω	to be weak, feeble, sickly
ἀσθενής	without strength, weak, feeble, weakly
ἄσθμα	
ἆσθμα	a breath, breathing
ἀσθμαίνω	to breathe hard, gasp for breath
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
ἀσκέω	to work curiously, form by art, fashion
Ἀσκλήπιον	
ἄσμενος	well-pleased, glad
ἄσοφος	unwise, foolish, silly
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀσπιδόδουπος	clattering with shields
ἀσπίς	a round shield
̄αστ	
ἀστεροπή	lightning
ἀστή	
ἀστήρ	a star
ἀστός	a townsman, citizen
ἀστραβής	not twisted, straight
ἄστρον	the stars
ἄστυ	a city, town
Ἀστυδαμεία	
ἀστυνόμος	protecting the city
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσχολία	an occupation, business, want of leisure
ἄσχολος	without leisure, engaged, occupied, busy
Ἀσώπιος	
Ἀσωπίς	
Ἀσώπιχος	
ΑΣΩΠΙΧῼ	
Ἀσωπόδωρος	
Ἀσωπός	
Ἀταβύριον	
ἀτάλλω	to skip in childish glee, gambol
ἀταλός	tender, delicate
ἀτάρ	but, yet
ἀταρβής	unfearing, fearless
ἀτάρμυκτος	unwincing, unflinching
ἅτε	just as, so as
ἀτειρής	not to be worn away, indestructible
ἀτέκμαρτος	not to be guessed, obscure, baffling
ἀτελής	without end
ἀτενής	strained tight, clinging
ἄτερ	without
ἄτη	bewilderment, infatuation, reckless impulse
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
