Field1	Field2
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἄμεμπτος	not to be blamed, blameless
Ἀμεντῖνος	
ἀμετάθετος	
ἀμεταμέλητος	not to be repented of
ἀμετρί	
ἄμετρος	without measure, immense, excessive, boundless
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
Ἀμίλκης	
Ἀμίλκων	
ἁμιλλάομαι	to compete, vie, contend with
ἄμισθος	without hire or pay, unhired
ἄμμος	sand
ἀμμώδης	
Ἄμμων	Zeus-Ammon
Ἀμμωνιεῦσι	
Ἀμμώνιος	
ἀμνημονέω	to be unmindful
ἄμοιρος	without share in
ἁμός	
ἄμπελος	a vine
ἀμπελόφυτος	
ἀμπελών	a vineyard
Ἀμπρακίη	
Ἀμπρακιώτης	
ἄμπωτις	a being sucked back, the ebb-tide
ἀμύθητος	unspeakable, unspeakably many or great
Ἀμύντης	
ἀμύντης	
ἀμύνω	to keep off, ward off
ἀμυχή	a scratch, skin-wound
ἀμφί-ἀμφισβητέω	
ἀμφιβάλλω	to throw or put round
ἀμφιβολία	the state of being attacked on both sides
ἀμφίβολος	put round, encompassing
ἀμφιδοξέω	to be doubtful
ἀμφίδοξος	with doubtful mind or of double sense, doubtful
ἀμφί-ἴσχω	
ἀμφικτίονες	they that dwell round, next neighbours
Ἀμφικτύονες	the Amphictyons
ἀμφικτυονία	
Ἀμφικτυονία	the Amphictyonic League
Ἀμφικτυονικός	Amphictyonic, of the Amphictyons
Ἀμφικτυονίς	a state in the Amphictyonic League
Ἀμφικτύων	
ἀμφιπολίαν	
Ἀμφίπολις	
ἀμφίπολις	encompassing a city
Ἀμφιπόλιτος	
ἀμφίπολος	busied about, busy
ἀμφίς	on or at both sides
ἀμφισβητέω	to stand apart
ἀμφισβητήσιμος	disputed, disputable
ἀμφισβήτησις	a dispute, controversy, debate
Ἀμφισσεῖς	
Ἀμφιτρίτη	
ἀμφορεύς	an amphora, jar, urn
ἀμφότερος	each or both of two
ἄν	
ἀνά	up, upon
ἀνά-ἀνοκωχεύω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀνάβασις	a going up, mounting
ἀναβιβάζω	to make go up, cause to mount
ἀναβλέπω	to look up
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολεύς	a groom who helps one to mount
ἀναβολή	that which is thrown up, a mound
ἀναγγέλλω	to carry back tidings of, report
ἀναγελάω	to laugh loud
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγορεύω	to proclaim publicly
ἀναγραφεύς	a registrar
ἀναγραφή	a registering
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀναγωγεύς	
ἀναγωγή	a leading up
ἀναδασμός	re-distribution or partition
ἀναδείκνυμι	to lift up and shew
ἀνάδειξις	a proclamation
ἀναδέχομαι	to take up, catch, receive
ἀναδίδωμι	to hold up and give
ἀνά-ἐκτίνω	
ἀνά-εὕω	
ἀναζεύγνυμι	to yoke again
ἀνάζευξις	a marching off, return home
ἀναζητέω	to examine into, investigate
ἀναθαρσέω	to regain courage
ἀναθερμαίνω	to warm up, heat again
ἀνάθεσις	
ἀνά-θεωρέω	
ἀναθεώρησις	
ἀνάθημα	a votive offering set up
ἀναθυμιάω	to make to rise in vapour
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀνακαθάρας	
ἀνακαλέω	to call up the dead
ἀνακάμπτω	to bend back
ἀνάκαμψις	
ἀνακεκαθαρμένου	
ἀνάκλασις	
ἀνακλητικός	fit for exhorting
ἀνακοινόω	to communicate
ἀνακομιδή	a carrying away again, recovery
ἀνακομίζω	to carry up
ἀνακόπτω	
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνάκρουσις	a pushing back
ἀνακρούω	to push back, stop short, check
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀνά-κτίζω	
ἀνακυκλισμός	
ἀνακύπτω	to lift up the head
ἀνακῦψαι	
ἀναλάζομαι	to take again
ἀναλαμβάνω	to take up, take into one's hands
ἀναλέγω	to pick up, gather up
ἀνάλημμα	
ἀνάληψις	a taking up
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναλογία	proportion
ἀναλογίζομαι	to reckon up, sum up
ἀνάλογος	proportionate
ἀνάλωτος	not to be taken, invincible, impregnable
ἀναμάχομαι	to renew the fight, retrieve a defeat
ἀναμένω	to wait for, await
ἀνάμεσος	in the midland or interior
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμίξ	promiscuously
ἀναμφισβήτητος	undisputed, indisputable
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἀνανεόομαι	to renew
ἀνανήφω	to return to sobriety of mind
Ἀναξαγόρης	
Ἀνάξανδρος	
Ἀνάξαρχος	
ἀναξηραίνω	to dry up
Ἀναξιβίῳ	
Ἀναξικράτης	
Ἀναξίλευς	
Ἀναξίλης	
Ἀναξιμένης	
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
Ἄναξις	
ἀναξυρίδες	the trousers
ἀνά-ὀχλέω	
ἀνάπαλιν	back again
ἀναπαύω	to make to cease, to stop or hinder from
ἀνάπειρα	
ἀναπειράομαι	to try or attempt again
ἀναπείρω	to pierce through, fix on a spit
ἀναπέμπω	to send up
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπηδάω	to leap up, start up
ἀναπλάσσω	to form anew, remodel
ἀναπλέω	to sail up, to go up stream
ἀναπληρόω	to fill up
ἀναπλόω	to unfold, open
ἀναπνοή	recovery of breath, revival
ἀναπόμπιμος	sent back
Ἄναπος	
ἀναπτύσσω	to unfold
ἀνάπτω	to make fast on or to
ἀναρίθμητος	not to be counted, countless
ἀνάρμοστος	unsuitable, incongruous, disproportionate
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀναρχία	lack of a leader
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνασκάπτω	to dig up, to dig up ground
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀναστατήρ	a destroyer
ἀναστάτης	
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνασταυρόω	to impale
ἀναστέλλω	to raise up
ἀναστενάζω	didst thou groan forth
ἀνάστημα	
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνασῴζω	
ἀνάτασις	
ἀνατείνω	to stretch up, hold up
ἀνατέλλω	to make to rise up or to grow up
ἀνατίθημι	to lay upon
ἀνατολάς	
ἀνατολή	a rising, rise
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέχω	to run back
ἀνατροπεύς	
ἀνατροπή	an upsetting, overthrow
ἀναφέρω	to bring or carry up
Ἀνάχαρσις	
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
ἀναψάω	to wipe up:—
ἀνδραγαθέω	brave deeds
ἀνδραγάθημα	a brave deed
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδραποδισμός	a selling free men into slavery, enslaving
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖα	
ἀνδρεῖος	of or for a man
ἀνδριαντοποιός	a statue-maker, statuary, sculptor
ἀνδριάς	the image of a man, a statue
ἀνδρίον	a manikin
Ἄνδριος	
ἀνδρίς	
ἀνδρόγυνος	a man-woman, hermaphrodite
Ἀνδρόμαχος	
Ἀνδρομένης	
Ἄνδρος	
ἀνδρόω	to rear up into manhood
ἀνέδην	let loose, freely, without restraint
ἀνέθεσαν	
ἀνείλω	
ἄνειμι	to go up
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνείργω	to keep back, restrain
ἀνέκλειπτος	
ἀνεκτός	bearable, sufferable, tolerable
ἀνέλκω	to draw up
ἀνέλπιστος	unhoped for, unlooked for
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνέξευξε	
ἀνεπίβατος	
ἀνεπικώλυτος	
ἀνεπίληπτος	not open to attack, not censured, blameless
ἀνεπισήμαντος	
ἀνεπιτήδειος	unserviceable, unfit
ἀνεπιτίμητος	not to be censured
ἀνέργαστος	unwrought, untilled
ἀνέρχομαι	to go up
ἄνεσις	a loosening, relaxing
ἀνέτοιμος	
ἄνετος	relaxed, slack, loose
ἄνευ	without
ἄνευΛύκιοι	
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκω	to have come up to
ἀνηλεής	without pity, unmerciful:—
ἀνήμερος	not tame, wild, savage
ἀνήρ	a man
Ἀνθεμίων	
Ἀνθέστιος	
ἀνθέω	to blossom, bloom
ἄνθη	full bloom
ἀνθίστημι	to set against
ἀνθομολογέομαι	to make a mutual agreement
ἄνθος	a blossom, flower
ἀνθρηδών	
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνιερόω	to dedicate, devote
ἀνίημι	to send up or forth
ἀνίκητος	unconquered, unconquerable
ἄνιος	
Ἄνιος	
ἀνίστημι	to make to stand up, raise up
Ἀννίβᾳ	
Ἀννίβα	
Ἀννίβαν	
Ἀννίβας	
Ἀννίβου	
Ἄννων	
Ἄννωναστρατηγον	
Ἄνξωρ	
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοίκειος	
ἀνοικίζω	to remove up the country
ἀνοικοδομέω	to build up
ἄνολβος	unblest, wretched, luckless
ἀνόμημα	
ανον	
ἄνοος	without understanding, foolish, silly
ἄνοπλος	without the ὅπλον or large shield
ἀνοχή	a holding back, stopping
Ἀνταλκίδης	
ἀντανάγω	to lead up against
Ἀντάνδριος	
ἄντανδρος	instead of a man, as a substitute
Ἄντανδρος	
ἀνταύγεια	
ἀνταυγής	
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεισάγω	to introduce instead, substitute
ἀντεκκεκόπτεσθαι	
ἀντεκκόπτω	to knock out in return
ἀντερείδω	to set firmly against
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντιβαίνω	to go against, withstand, resist
Ἀντιγένης	
Ἀντίγονος	
ἀντίδικος	an opponent in a suit, defendant
ἀντίδοσις	a giving in return, exchange
ἀντίδοτος	given in lieu of
Ἀντίδοτος	
ἀντίθετος	
ἀντί-κάθημαι	
ἀντικαθίστημι	to lay down or establish instead, substitute, replace
ἀντικαταλλάσσομαι	to exchange
ἀντί-κατασκευάζω	
ἀντίκειμαι	to be set over against, lie opposite
ἀντικηρύσσω	to proclaim in answer
Ἀντικλέης	
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντιλογία	contradiction, controversy, disputation
ἀντίμαχος	
Ἀντίμαχος	
ἀντιμηχανάομαι	to contrive against
Ἀντιξύης	
ἀντί-οἰκοδομέω	
Ἀντιοχίδης	
Ἀντίοχος	
ἀντίπαις	like a boy or child
ἀντίπαλος	wrestling against
ἀντιπαράγω	to lead the army against, advance to meet the enemy
ἀντιπαρατάσσομαι	to stand in array against
Ἀντίπατρος	
ἀντιπέρα	the opposite coast
ἀντιπέρας	over against, on the other side
ἀντιπερισπασμός	
ἀντιποιέω	to do in return
ἀντιπολιτεύομαι	to be a political opponent
ἀντιπράσσω	to act against, seek to counteract
ἀντιπρόσωπον	
ἀντιπρόσωπος	with the face towards, facing
ἀντίπρῳρος	with the prow towards
ἀντίρροπος	counterpoising, compensating for
Ἀντισθένης	
Ἄντισσα	
ἀντιστρατοπεδεύω	to encamp over against
ἀντιταγμα	
ἀντίταγμα	an opposing force
ἀντιτάσσω	to set opposite to, range in battle against
ἀντίτυπος	repelled
ἀντιφάρμακον	
ἀντιφθέγγομαι	to return a sound, echo
ἀντιφορτίζομαι	to take in a return cargo
Ἀντιφῶν	
ἀντλέω	to bale out bilge-water, bale the ship
ἄντρον	
ἀνυδρία	
ἄνυδρος	wanting water, waterless
ἀνυπέρβλητος	not to be surpassed or outdone
ἀνυπεύθυνος	not liable to give account, irresponsible
ἀνυπονόητος	unsuspected
ἀνυπόστατος	not to be withstood, irresistible
Ἄνυτος	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἀνωμαλία	unevenness
ἀνώτατος	topmost
ἀνώτερος	higher
ἀνώχυρος	not fortified
ἄξενος	inhospitable
ἀξία	the worth or value
ἀξιοθέατος	well worth seeing
ἀξιόλογος	worthy of mention, noteworthy
ἀξιόμαχος	a match for
ἀξιόπιστος	trustworthy
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόχρεως	worthy of a thing
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀξίωσις	a thinking worthy
ἄξυλος	with no timber, timberless
ἄξων	an axle
ἀοιδή	song, a singing
ἀοίκητος	uninhabited
ἄοπλος	without shields
Ἄορνον	
ἄορνος	without birds
Ἀουεντῖνον	
ἀπαγγελία	a report
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαιδευσία	want of education
ἀπαιδία	childlessness
ἀπαίρω	to lift off, carry off, take away, to remove from
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαλλαγή	deliverance, release, relief from
ἀπαλλάσσω	to set free, release, deliver
ἀπαλλότριος	
