Field1	Field2
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
Αἰσχίνης	
αἰσχρός	causing shame, abusive
αἰσχρουργία	shameless conduct
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
ἀκαιρία	unfitness of times: unseasonableness
ἄκαιρος	ill-timed, unseasonable, inopportune
ἀκακία	guilelessness
ἀκαλλιέρητος	ill-omened
Ἀκάμας	
ἀκάμας	untiring, unresting
Ἀκαρνάν	
Ἀκαρνανίη	
ἀκατάσκευος	
ἀκέομαι	to heal, cure
ἀκήρυκτος	unannounced, unproclaimed
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκοή	a hearing, the sound heard
ἀκόλαστος	licentious, intemperate
ἀκολουθέω	to follow
ἀκόλουθος	following, attending on
ἀκονιτί	without the dust of the arena
ἄκος	a cure, relief, remedy for
ἀκοσμία	disorder
ἄκουσις	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκρασία	bad mixture, ill temperature
ἀκρατής	powerless, impotent
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβολογέομαι	to be exact or precise
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκρόαμα	anything heard with pleasure
ἀκροάομαι	to hearken to, listen to
ἀκρόασις	a hearing or listening
ἀκροατής	a hearer
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἄκυρον	
ἄκυρος	without authority
ἀκυρόω	
ἄκων	a javelin, dart
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζόνευμα	an imposture, piece of quackery
ἀλαζονεύομαι	to make false pretensions
ἀλαζών	a vagabond
ἅλας	salt
ἀλγέω	to feel bodily pain, suffer
ἀλείφω	to anoint with oil, oil
ἀλεκτρυών	a cock
Ἀλέξανδρος	
ἀλέξανδρος	defending men
Αλεξάνδρου	
Ἀλεξίμαχος	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἁλίζω	
ἅλιος	
ἁλίσκομαι	to be taken, conquered
ἀλιταίνω	to sin or offend against
ἀλιτήριος	sinning or offending against
Ἀλκιβιάδης	
ἀλλά	otherwise, but
ἀλλήλων	of one another, to one another, one another
ἄλλοθι	elsewhere, in another place, in a strange
ἄλλος	alius, another, one besides
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
Ἁλόννησον	
Ἀλπωνόν	
ἅλς	a lump of salt
ἄλυπον	
ἄλυπος	without pain
ἀλυσιτελής	unprofitable
ἁλώνης	
Ἀλωπεκῆσι	
ἅμα	at once, at the same time
ἀμαθής	unlearned, ignorant, stupid, boorish
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἀμάρτυρος	without witness, unattested
ἀμάω	
Ἀμεινιάδης	
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἄμη	a shovel or mattock
ἀμηχανία	want of means, helplessness, impotence
ἁμιλλάομαι	to compete, vie, contend with
ἀμνημονέω	to be unmindful
ἀμόργινος	made of Amorgian flax
ἁμός	
ἁμοῦ	somewhere or other
ἄμουσος	without the Muses, without taste, unrefined, inelegant, rude, gross
ἀμπελουργεῖον	
ἀμπελουργέω	to dress vines
ἀμύντης	
Ἀμύντης	
Ἀμύντωρ	
ἀμύντωρ	a defender, helper
ἀμύνω	to keep off, ward off
ἀμφί	on both sides
ἀμφίβολος	put round, encompassing
Ἀμφιδάμας	
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφικτίονες	they that dwell round, next neighbours
Ἁμφικτύονας	
Ἀμφικτύονες	the Amphictyons
Ἀμφικτυονίς	a state in the Amphictyonic League
Ἀμφικτύων	
Ἀμφίπολις	
ἀμφίπολις	encompassing a city
Ἀμφιπόλιτος	
Ἀμφιπολιτῶν	
ἀμφισβητέω	to stand apart
Ἀμφισθένης	
Ἄμφισσα	
Ἀμφισσέας	
Ἀμφισσεῖς	
Ἀμφισσεῦσι	
Ἀμφισσεῦσιν	
Ἀμφιτρίτη	
ἀμφί-τροπέω	
ἀμφιφορεύς	a large jar with two handles
ἀμφιχάσκω	to gape round, gape for
ἀμφορεύς	an amphora, jar, urn
ἀμφότερος	each or both of two
ἄμφω	
ἄν	
ἀνά	up, upon
ἀνά-ἀράω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβιβάζω	to make go up, cause to mount
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβόησις	
ἀναγελάω	to laugh loud
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγορεύω	to proclaim publicly
ἀναγράφω	to engrave and set up
Ἀναγυράσιος	
ἀνά-ἔθω	
ἀνά-ἐρῶ	
ἀνά-ἠθέω	
ἀνάθημα	a votive offering set up
ἀναθορυβέω	to cry out loudly, shout in applause
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀναίσθητος	insensate, unfeeling
ἀναισχυντέω	to be shameless, behave impudently
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνακαλέω	to call up the dead
ἀνάκειμαι	to be laid up
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακοινόω	to communicate
ἀνακρεμάννυμι	to hang up on
ἀνακροτέω	to lift up and strike together
ἀναλαμβάνω	to take up, take into one's hands
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναλογίζομαι	to reckon up, sum up
ἀνάλωμα	expenditure, cost
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμένω	to wait for, await
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀνάμνησις	a calling to mind, recollection
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἀναξία	a command, behest
Ἀναξίνου	
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
ἀνά-ὀχλέω	
ἀνάπαιστος	struck back, rebounding
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπέμπω	to send up
ἀναπέτομαι	to fly up, fly away
ἀναπηδάω	to leap up, start up
ἀνάπηρος	much maimed, crippled
ἀναπίμπλημι	to fill up
ἀναποδίζω	to make to step back, call back, cross-examine
ἀνάπτω	to make fast on or to
ἀναρπάζω	to snatch up
ἀνάρρησις	a proclamation
ἀνάστασις	a raising up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστρέφω	to turn upside down, upset
ἀνατέμνω	to cut open
ἀνατίθημι	to lay upon
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀνάτρεψις	
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
Ἀναφλύστιος	
ἀναφορά	
ἀνά-φύς	
ἀνά-φύω	
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
Ἀνδοκίδης	
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδραποδώδης	slavish, servile, abject
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδρίον	a manikin
Ἄνδριος	
ἀνδρίς	
ἀνδρόγυνος	a man-woman, hermaphrodite
ἀνδροκτασία	slaughter of men
Ἄνδρος	
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνέθεμεν	
ἀνείλω	
ἄνειμι	to go up
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνεκτός	bearable, sufferable, tolerable
ἀνελευθερία	illiberality
ἀνέλπιστος	unhoped for, unlooked for
ἀνεμέσητος	free from blame, without offence
ἀνέμητος	not distributed
ἀνεξέταστος	not inquired into or examined
ἀνεπίφθονος	without reproach
ἀνερωτάω	to ask or inquire of, question
ἄνευ	without
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκοος	without hearing
ἀνηλεής	without pity, unmerciful:—
ἀνήρ	a man
Ἀνθεμόεις	
ἀνθεστηριών	
Ἀνθεστηριών	Anthesterion
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνίατος	incurable
ἀνιάω	to grieve, distress
ἄνισος	unequal, uneven
ἀνίστημι	to make to stand up, raise up
ἀνοίγνυμι	to open
ἀνόμοιος	unlike, dissimilar
ἄνοος	without understanding, foolish, silly
ἀνόσιος	unholy, profane
ἀνοχή	a holding back, stopping
ἀνταγωνιστής	an opponent, competitor, rival
ἀνταίρω	to raise against
ἀνταρκέω	to hold out against
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεξετάζω	to try
ἀντέρομαι	to ask in turn
ἀντερῶ	to speak against, gainsay
ἀντερωτάω	to question in turn
ἀντί	over against, opposite. c. gen.
ἀντιβλέπω	to look straight at, look in the face
ἀντιβολέω	to meet by chance
ἀντιγραφεύς	a check-clerk, controller
ἀντίγραφος	copied
ἀντιγράφω	to write against or in answer, write back
ἀντιδιαπλέκω	to retort
ἀντιδιέξειμι	to go through in turn
ἀντίδικος	an opponent in a suit, defendant
ἀντίθετος	
ἀντιθέω	to run against
ἀντικαταλλάσσομαι	to exchange
ἀντικατηγορέω	to accuse in turn, recriminate upon
Ἀντικλέης	
ἀντίκρουσις	a striking against, hindrance: a repartee
ἀντικρούω	to strike against, to be a hindrance, counteract
ἀντιλέγω	to speak against, gainsay, contradict
Ἀντίοχος	
ἀντιπαρατάσσομαι	to stand in array against
Ἀντίπατρος	
ἀντιποιέω	to do in return
ἀντιπράσσω	to act against, seek to counteract
ἀντιτάσσω	to set opposite to, range in battle against
ἀντιτίθημι	to set against, oppose
ἀντί-ὑποβάλλω	
ἀνυπεύθυνος	not liable to give account, irresponsible
ἄνω	
ἄνωθεν	from above, from on high
ἀνωμαλία	unevenness
ἀξία	the worth or value
ἀξιόλογος	worthy of mention, noteworthy
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόχρεως	worthy of a thing
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀξίωσις	a thinking worthy
ἀόριστος	without boundaries
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαιδευσία	want of education
ἀπαίδευτος	uneducated
ἀπαίρω	to lift off, carry off, take away, to remove from
ἀπαιτέω	to demand back, demand
ἀπαλείφω	to wipe off, expunge
ἀπαλλάσσω	to set free, release, deliver
ἀπαλλοτριόω	to estrange, alienate
ἀπάνευθε	afar off, far away
ἀπαντάω	to move from
ἀπαντή	
ἀπάντησις	
ἅπαξ	once, once only, once for all
ἀπαράσκευος	without preparation, unprepared
ἀπαράσσω	to strike off, cut off
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπαυράω	to take away or wrest from, rob of
ἀπεθίζω	to disaccustom
ἀπεικάζω	to form from a model, to express, copy
ἀπειλέω	
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείρητος	without making trial of
ἀπειρία	infinity
ἀπελαύνω	to drive away, expel from
ἀπελεύθερος	an emancipated slave, a freedman
ἀπελευθερόω	to emancipate
ἀπεργάζομαι	to finish off, turn out complete
ἀπέρχομαι	to go away, depart from
ἀπευθύνω	to make straight again
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπέχθεια	hatred
ἀπέχω	to keep off or away from
ἀπίθανος	not winning belief, incredible, unlikely, improbable
ἀπιθανότης	improbability
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἁπλόος	single
ἁπλός	
ἁπλότης	singleness: simplicity, frankness
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
ἀπό	from, away from. c. gen.
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀποβλέπω	to look away from
ἀπογίγνομαι	to be away from, have no part in
ἀπογιγνώσκω	depart from a judgment, give up a design or intention
ἀποδείκνυμι	to point away from
ἀποδειλιάω	to play the coward, to flinch from danger or toil
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέκτης	a receiver
ἀποδεκτός	acceptable
ἀποδέχομαι	to accept from
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιατρίβω	to wear quite away, to waste utterly
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀπόδοτος	
ἀπόδρασις	a running away, escape
ἀπό-ἐρῶ	
ἀποθαυμάζω	to marvel much at a thing
ἀποθνήσκω	to die off, die
ἀποικία	a settlement far from home, a colony settlement
ἀποκαλέω	to call back, recall
ἀποκινδυνεύω	to make a bold attempt or venture, try a forlorn hope
ἀποκληρόω	to choose by lot from
ἀπόκοιτος	sleeping away from
ἀποκρίνω	to separate, set apart
ἀπόκρισις	a separating
ἄποκρισλς	
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαμβάνω	to take or receive from
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
ἀπόληψις	an intercepting, cutting off
Ἀπολλόδωρος	
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπόλλων	Apollo
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολογίζομαι	to reckon up, give in an account
ἀπολογισμός	a giving account, statement
ἀπολούω	to wash off
ἀπολύω	to loose from
ἀπομιμέομαι	to express by imitating
ἀπομνημονεύω	to relate from memory, relate, recount
ἀπόμνυμι	to take an oath away from
ἀπό-ὀλόπτω	
ἀποπέμπω	to send off or away, to dismiss
ἀποπλανάω	to lead astray
ἀπορέω	to be without means or resource
ἀπόρθητος	not sacked, unravaged
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀπορραίνω	to spirt out, shed about
ἀπορράπτω	to sew up again
ἀπορρέω	to flow or run off, stream forth
ἀπορρήγνυμι	to break off, snap asunder
ἀπόρρητος	forbidden
ἀποσκήπτω	to hurl from above
ἀποσπάω	to tear or drag away from
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποστολεύς	a magistrate who had to fit out
ἀποτίθημι	to put away, stow away
ἀπό-τίνυμαι	
ἀποτίνω	to pay back, repay, return
ἀποτολμάω	to make a bold venture
ἀποτρέπω	to turn
ἀποτρίβω	to wear out
ἀποτροπή	a turning away, averting
ἀποτυγχάνω	to fail in hitting or gaining, to miss, lose
ἀποφαίνω	to shew fort, display, produce
ἀποφέρω	to carry off or away
ἀποφεύγω	to flee from, escape
ἀποφθινύθω	to perish
ἀποφορά	payment of what is due, tax, tribute
ἀποχέω	to pour out or off, shed, let fall
ἀποχράομαι	to use to the full
ἀπό-χραύω	
ἀπό-χράω	
ἀποψηφίζομαι	to vote away from
ἀπραξία	a not acting, inaction
ἄπρατος	unsold, unsaleable
ἀπροσδόκητος	unexpected, unlooked for
ἅπτω	to fasten, bind fast
ἄπωθεν	from afar
ἀπώτερος	
ἀπωτέρω	further off
ἀρά	a prayer
ἄρα	
ἆρα	particle introducing a question
ἀράομαι	to pray to
ἀργαλέος	painful, troublous, grievous
Ἀργεῖος	of or from Argos, Argive
ἀργία	idleness, laziness
ἀργός	
ἀργύρειος	silver
ἀργύριον	a piece of silver, a silver coin
ἀργυρολογέω	to levy money
ἄρδην	lifted up, on high
ἄρδω	to water
Ἄρειος	
ἄρειος	devoted to Ares, warlike, martial
Ἀρείων	
ἀρείων	better, stouter, stronger, braver, more excellent
Ἀρεοπαγῖται	
Ἀρεοπαγίτης	a member of the Areopagus
ἀρέσκω	to make good, make up
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
Ἀρή	
Ἄρης	Ares
ἀρθμέω	to be united
ἄρθμιος	united
Ἀρίγνωτος	
ἀρίγνωτος	easy to be known
ἀρίζηλος	conspicuous, very distinct
ἀριθμός	number
Ἄρις	
Ἀρίσταρχος	
ἀρίσταρχος	best-ruling
ἀριστάω	to take breakfast or luncheon
ἀριστεῖα	the prize of the best and bravest, the meed of valour
Ἀριστείδης	
ἀριστεῖος	
ἀριστεύω	to be best or bravest
Ἀριστίων	
ἀριστόβουλος	best-advising
Ἀριστογείτων	
Ἀριστόδημος	
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀριστοφάνης	
Ἀριστοφών	
Ἀριστοφῶν	
Ἀρκαδία	
Ἀρκαδίη	
Ἀρκάς	
ἀρκέω	to ward off, keep off
ἄρκτος	a bear
Ἁρμόδιος	
ἁρμόδιος	fitting together
ἁρμόζω	to fit together, join
ἁρμοστής	one who arranges or governs
ἁρμοστός	
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπάγμα	
ἅρπαγμα	
ἁρπάζω	to snatch away, carry off
ἄρρητος	unspoken, unsaid
ἀρρωστία	weakness, sickness
ἄρρωστος	weak, sickly
ἄρσην	male
Ἄρτεμις	Artemis
Ἀρτεμίσιον	a temple of Artemis
Ἀρτεμίσιος	
ἄρτιος	complete, perfect of its kind, suitable, exactly fitted
ἀρχαῖος	from the beginning
ἀρχαιρεσία	an election of magistrates
Ἀρχέδημος	
ἀρχέτας	
ἀρχέτης	a leader, prince
ἀρχή	a beginning, origin, first cause
ἀρχήν	
Ἀρχίδαμος	
Ἀρχῖνος	
Ἀρχίνου	
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἄς	
ἀσαφής	indistinct
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσέβημα	an impious or profane act
ἀσεβής	ungodly, godless, unholy, profane
ἀσελγαίνω	to behave licentiously
ἀσέλγεια	licentiousness
ἀσελγής	licentious, wanton, brutal
ἀσθένεια	want of strength, weakness, feebleness, sickliness
ἀσθενέω	to be weak, feeble, sickly
ἀσθενής	without strength, weak, feeble, weakly
ἀσθενόω	to weaken
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
Ἀσκληπιός	Asclepius
ἄσμενος	well-pleased, glad
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀσπίς	a round shield
ἄσπονδος	without drink-offering
ἀστεφάνωτος	uncrowned, not to be crowned
ἄστοργος	without natural affection
ἀστράγαλος	one of the neck-vertebrae
ἀστράτευτος	without service, never having seen service
ἄστυ	a city, town
ἀστυγείτων	near or bordering on a city
ἀστυόχος	
ἀστύοχος	protecting the city
ἀσυκοφάντητος	not plagued by informers, not calumniated
ἀσύμβολος	not paying one's scot or share
ἀσύμφορος	inconvenient, inexpedient, useless
ἀσύνετος	void of understanding, stupid
ἀσύνοπτος	not easily perceived
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσχημονέω	to behave unseemly, disgrace oneself, to be put to shame
ἄσχημος	
ἀσχημοσύνη	want of form, ungracefulness
ἀσχήμων	misshapen, unseemly, shameful
ἀσχολία	an occupation, business, want of leisure
ἀταξία	want of discipline, disorderliness
ἀτάσθαλος	presumptuous, reckless, arrogant
ἀτίζω	not to honour, to hold in no honour
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτίμητος	unhonoured, despised
ἄτιμος	unhonoured, dishonoured
ἀτιμόω	to dishonour
ἀτιμώρητος	unavenged
ἄτοπος	out of place
Ἀτρείδης	
ἀτρόμητος	
ἄτρομος	intrepid, dauntless
ἄττα	father
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
αὖ	
αὐθήμερος	made or done on the very day
αὐλέω	to play on the flute
αὐλή	the court-yard
αὐλητρίς	a flute-girl
αὔλιον	a country house, cottage
αὔλιος	of or for farm-yards, rustic
αὐλός	a flute
Αὐλών	
αὐξάνω	to make large, increase, augment
αὔριον	to-morrow
αὖτε	again
αὐτίκα	forthwith, straightway, at once
αὐτόθεν	from the very spot
Αὐτοκλέης	
Αὐτοκλείδην	
αὐτοκράτωρ	one's own master
Αὐτόλυκος	
αὐτόματος	acting of one's own will, of oneself
αὐτομολέω	to desert
αὐτόμολος	going of oneself, without bidding
αὐτός	self
αὐτοσχεδιάζω	to act or speak off-hand
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
ἀφαιρέω	to take from, take away from
ἀφανής	unseen, invisible, viewless
ἀφανίζω	to make unseen, hide from sight
ἀφθονία	freedom from envy or grudging, readiness
ἄφθονος	without envy
Ἀφιδναῖος	
ἀφιῇ	
ἀφίημι	to send forth, discharge
ἀφιῆτε	
ἀφικνέομαι	to come to
ἀφίστημι	to put away, remove
ἀφόβητος	without fear of
ἀφομοιόω	to make like
ἀφοράω	to look away from
ἀφόρητος	intolerable, insufferable
ἀφορίζω	to mark off by boundaries
ἀφορμάω	to make to start from
ἀφορμή	a starting-point
ἀφοσιόω	to purify from guilt or pollution
ἀφροσύνη	folly, thoughtlessness, senselessness
ἄφυκτος	not to be shunned, from which none escape
ἄφωνος	voiceless, speechless, dumb, silent
Ἀχαιός	Achaian
ἀχάριστος	ungracious, unpleasant, unpleasing
Ἀχαρνεύς	an inhabitant of Acharnae
Ἀχερδούσιος	
ἄχθομαι	to be loaded
Ἀχιλλεύς	Achilles
ἄχρηστος	useless, unprofitable, unserviceable
ἀψευδέω	not to lie, to speak truth
ἀψευδής	without lie and deceit, truthful, sincere, trusty
ἁψιμαχία	a skirmishing
βάζω	to speak, say
βαλλαντιοτόμος	a cut-purse
βάλλω	to throw
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βαρύς	heavy
βασανίζω	to rub
βάσανος	the touch-stone
βασιλεύς	a king, chief
βασιλεύω	to be king, to rule, reign
βασιλικός	royal, kingly
βάταλος	
βδελυρία	brutal conduct, want of shame and decency, brutality
βδελυρός	loathsome, disgusting, brutal
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βεβαίωσις	confirmation
βελόνη	any sharp point, a needle
βέλτιστος	best
βελτίων	better
βῆμα	a step, pace, stride
βίαιος	forcible, violent
βιός	a bow
βίος	life
βιόω	to live, pass one's life
βιώνης	
βλάβη	hurt, harm, damage
βλάβος	
βλάπτω	to disable, hinder, stop
βλασφημέω	to drop evil or profane words, speak lightly or amiss of sacred things
βλασφημία	a profane speech
βλέπω	to see, have the power of sight
βλώσκω	to go or come
βοάω	to cry aloud, to shout
βοή	a loud cry, shout
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
βοήθησις	
βοηθός	assisting, auxiliary
Βοιωτάρχης	a Boeotarch
Βοιωτία	Boeotia
Βοιωτιάζω	to play the Boeotian, speak Boeotian, side with the Boeotians
Βοιώτιος	Boeotian
Βοιωτός	a Boeotian
βόρειος	from the quarter of the North wind, northern
βόσκημα	that which is fed or fatted
Βόσπορος	ox-ford
βουζύγης	
βουθυτέω	to slay or sacrifice oxen
βουλαία	
βουλαῖος	of the council
βούλευμα	a deliberate resolution, purpose, design, plan
βουλεύς	
βούλευσις	deliberation
