Field1	Field2
νόμος	anything assigned, a usage, custom, law, ordinance
νοσέω	to be sick, ill, to ail
νόσος	sickness, disease, malady
νῦν	now at this very time
ξύλον	wood
ὁ	the, that
ὅδε	this
ὁδός	
οἶδα	to know
οἰκέτης	a house-slave, menial
οἰκέω	to inhabit, occupy
οἰκοδομέω	to build a house
οἴκοι	at home, in the house
οἶκος	a house, abode, dwelling
οἴομαι	to suppose, think, deem, imagine
οἷος	such as, what sort or manner of nature, kind
ὀλιγαρχέω	to be member of an oligarchy
ὀλίγιστος	
ὀλίγος	few, little, scanty, small
ὁλκάς	a ship which is towed, a ship of burthen, trading vessel, merchantman
ὁμοῖος	
ὅμοιος	like, resembling
ὁμολογέω	to speak together
ὄνομα	by name
ὁπλίτης	heavy-armed, armed
ὁπλιτικός	of or for a man-at-arms
ὁποσάκις	as many times as
ὁπόσος	as many as
ὅπου	in some places
ὅπως	as, in such manner as
ὁράω	To see
ὀρθός	straight
ὀρθόω	to set straight
ὅρκος	the object by which one swears, the witness of an oath
ὁρκόω	to bind by oath
ὀρφανός	an orphan
ὀρχέομαι	to dance in a row
ὅς	this, that;
ὅσος	quantus
ὅσπερ	the very man who, the very thing which
ὅστε	who, which
ὅστις	any one who, anything which
ὅτε	when
ὅτι	
οὗ	where
οὐ	not
οὐδέ	but not
οὐδείς	and not one
οὐδός	
οὐκέτι	no more, no longer, no further
οὖν	really, at all events
οὐσία	that which is one's own, one's substance, property
οὔτε	and not
οὗτος	this
οὕτως	in this way or manner, so, thus
ὄχλος	a moving crowd, a throng, mob
ὄψις	look, appearance, aspect
ὄψος	
παλαίστρα	a palaestra, wrestling-school
Παναθήναια	the Panathenaea
πανταχοῦ	everywhere
πάνυ	altogether, entirely
πάομαι	to get, acquire
παρά	from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.
παραβοηθέω	to come up to help
παραλείπω	to leave on one side, leave remaining
παραπλέω	to sail by or past
παρασκευάζω	to get ready, prepare
παρατίθημι	to place beside
πάρειμι	to be by or present
πᾶς	all, the whole
πᾶσις	
πάσσω	to sprinkle
πάσχω	to receive an impression from without, to suffer
πατάσσω	to beat, knock
πατέομαι	to eat
παύω	to make to cease
πεζός	on foot
πείθω	to prevail upon, win over, persuade
Πειραιεύς	Peiraeeus
πεῖσα	obedience
πεῖσις	
Πελοπόννησος	the Peloponnesus
πέμπτος	the fifth, oneself with four others
πένης	one who works for his daily bread, a day-labourer, a poor man
πενία	poverty, need
πένομαι	to work for one's daily bread
πεντηκόνταρχος	the commander of fifty men
περί	around, round about with gen., dat., and acc.
περιοράω	to look over, overlook
περιτίθημι	to place round
πηρός	disabled in a limb, maimed
πιστεύω	to trust, trust to or in, put faith in, rely on, believe in
πλεῖστος	most, largest
πλείων	more, larger
πλέος	full.
πλέω	to sail, go by sea
πλέως	full of
πλῆθος	a great number, a throng, crowd, multitude
πλήν	more than
πλήρης	filled or infected by
πλοῖον	a floating vessel, a ship, vessel
πλόος	a sailing, voyage
πλούσιος	rich, wealthy, opulent
πλουτέω	to be rich, wealthy
πλοῦτος	
πόα	grass, herb
ποι	somewhither
ποῖ	whether?
ποιέω	to make
ποιός	of a certain nature, kind or quality
πολεμέω	to be at war or go to war, make war
πολέμιος	of or belonging to war
πόλεμος	battle, fight, war
πολεμόω	to make hostile, make an enemy of
πολέω	to go about, range over
πόλις	a city
πολιτεία	the condition and rights of a citizen, citizenship
πολιτεύω	to live as a citizen or freeman, live in a free state
πολίτης	a member of a city or state
πολλάκις	many times, often, oft
πολυπραγμοσύνη	the character and conduct of the πολυπράγμων
πολύς	many
πονηρία	a bad state or condition, badness
πονηρός	toilsome, painful, grievous
Πόντος	
πορεία	a walking, mode of walking or running, gait
πόρος	a means of passing a river, a ford, ferry
πού	anywhere, somewhere
πρᾶγμα	that which has been done, a deed, act
πράσσω	to pass over
πρέσβις	age
πρέσβυς	an old man
προδίδωμι	to give beforehand, pay in advance
προέχω	to hold before
πρόκειμαι	to be set before one
προμελετάω	to practise beforehand
Προμήθια	
πρός	motion from
προσδέχομαι	to receive favourably, accept
πρόσειμι	
προσήκω	to have arrived at
προσίημι	to send to or towards, let come to
προστίθημι	to put to
πρότερος	prae.
πρόφασις	that which is alleged as the cause, an allegation, plea
πρυτανεῖον	the presidents' hall, town-hall
πρυτάνειος	
πρῳράτης	
πρῶτος	
πύλη	one wing of a pair of double gates
πυνθάνομαι	to learn by hearsay or by inquiry
πῶς	how? in what way or manner?
πως	in any way, at all, by any means
ῥᾴδιος	easy, ready, easy to make or do
ῥαίδιον	
σίδηρον	
σίδηρος	iron
Σικελία	Sicily
σῖτος	corn, grain
σμικρός	
σός	thy, thine, of thee
σοφία	skill
στασιάζω	to rebel, revolt, rise in rebellion
στενόπορος	with a narrow pass or outlet
στερέω	to deprive, bereave, rob of
στρατηγία	the office, dignity
στρατηγιάω	to wish to be a general, wish to make war
στρατηγός	the leader or commander of an army, a general
στρατία	an army
στρατιά	
σύ	
συγγιγνώσκω	to think with, agree with
συγγνώμη	acknowledgment, confession
σύγκειμαι	to lie together
συκοφαντέω	to accuse falsely, slander, calumniate
συμμαχία	an alliance offensive and defensive
συμμαχίς	allied
σύμμαχος	fighting along with, allied with
σύμπας	all together, all at once, all in a body
συμφέρω	to bring together, gather, collect
σύμφορος	happening with, accompanying
συναίρω	to take up together
συνδεκάζω	to bribe all together
συνέρχομαι	to go together or in company
συνθήκη	a composition
συνοικία	living with her
συνοικίζω	to make to live with
συντίθημι	to put together
σφάζω	to slay, slaughter
σφεῖς	they
σφέτερος	their own, their
σφός	their, their own, belonging to them
σχῆμα	form, figure, appearance
σώζω	to save, keep
σωτηρία	a saving, deliverance, preservation, safety
τάξις	an arranging
τάσσω	to arrange, put in order
ταύτῃ	in this way.
ταὐτός	
τάχιστος	
ταχύς	quick, swift, fleet
τε	and
τέμενος	a piece of land cut off, assigned as a domain
τέμνω	to cut, hew
τετρακόσιοι	four hundred
τεχνάζω	to employ art
τέχνη	art, skill, craft in work, cunning of hand
τῇ	here, there
τήκω	to melt, melt down
τίθημι	to set, put, place
τιμάω	to pay honour to, hold in honour, to honour, revere, reverence
τις	any one, any thing, some one, some thing;
τίς	who? which?
τοι	let me tell you, surely, verily
τοίνυν	therefore, accordingly
τοιοῦτος	such as this
τοσοῦτος	so large, so tall
τρεῖς	
τρέχω	to run
τρία	
τριηραρχέω	to be a τριήραρχος, to command a trireme
τριηραρχία	the command of a trireme
τριήραρχος	the captain of a trireme
τριήρης	
τρόπος	a turn, direction, course, way
τροπόω	to furnish the oar with its thong
τρυφάω	to live softly, delicately, luxuriously, to fare sumptuously
τρυφή	softness, delicacy, daintiness
τυγχάνω	to hit
τύπτω	to beat, strike, smite
τύχη	the good which man obtains
τῷ	therefore, in this wise, thereupon
ὑβρίζω	to wax wanton, run riot
ὕβρισμα	a wanton or insolent act, an outrage
ὑπάρχω	to begin, make a beginning
ὑπεξίσταμαι	to depart secretly
ὑπεροράω	to look over, look down upon
ὑπερορία	
ὑπερόριος	over the boundaries or confines, living abroad
ὑπέρχομαι	to go or come under, enter
ὑπήκοος	
ὑπήκους	giving ear, listening to
ὑπό	from under, by, c. gen. under, c. dat., towards c. acc.
ὑπολαμβάνω	to take up by getting under
ὑφή	a web
φαίνω	to bring to light, make to appear
φέρω	to bear
φημί	to declare, make known
φιλέω	to love, regard with affection
φιλία	friendly love, affection, friendship
φίλιος	of or from a friend, friendly
φίλος	loved, beloved, dear
φόρον	
φόρος	that which is brought in, tribute
φράζω	to point out, shew, indicate
φύλαξ	a watcher, guard, sentinel
φύς	a son;
φύσις	the nature, natural qualities, powers, constitution, condition
φύω	to bring forth, produce, put forth
φωνέω	to produce a sound or tone
φωνή	a sound, tone
χαλεπός	hard to bear, painful, sore, grievous
χάλκεος	of copper or bronze, brasen
χαλκός	copper
χαλκοῦς	a copper coin
χείρ	the hand
χειροτονία	a voting or electing by show of hands
χειρόω	to bring into hand, to manage, master, subdue
χείρων	worse, meaner, inferior
χέω	to pour
χορηγέω	to lead a chorus
χορηγία	the office of a χορηγός at Athens, the defraying of the cost of the public choruses
χορηγός	a chorus leader
χόω	to throw or heap up
χράομαι	consulting or using an oracle
χραύω	to scrape, graze, wound slightly
χράω	
χρεία	use, advantage, service
χρή	it is fated, necessary
χρῆ	need, necessity
χρῆμα	a thing that one uses
χρηματίζω	to negotiate, transact business, have dealings
χρηστός	useful, good of its kind, serviceable
χρόνος	time
χρυσίον	a piece of gold
χώρα	the space in which a thing is
ὡς	thus, as, so that, since
ὦσις	
ὥσπερ	just as if, even as
ὥστε	as, as being
ὠφέλεια	help, aid, succour, assistance
ὠφελέω	to help, aid, assist, succour, to be of use or service to
