Field1	Field2
ἀήρ	the lower air, the air
ἄησις	a blowing
ἀήτη	
ἀήτης	a blast, gale
ἄητος	stormy, furious
ἀθάνατος	undying, immortal
ἀθέσφατος	beyond even a god's power to express: ineffable, aweful
Ἀθῆναι	the city of Athens
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήνευς	
Ἀθήνη	Athena
ἀθλεύω	to contend for a prize, combat, wrestle
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθόλωτος	untroubled
ἀθρόος	in crowds or masses, crowded together
αἴ	ha!
αἶα	
Αἰακός	
Αἰγαῖος	Aegaean
Αἰγεί̈δης	
αἴγειρος	the poplar
αἰγίοχος	Aegis-bearing
αἰγίς	the aegis or shield
αἰγυπιός	a vulture
Αίδαο	
ἀίδηλος	making unseen, annihilating, destroying
ἀιδής	unseen, annihilated
Αἵδης	
ἀίδιος	everlasting, eternal
ἀιδνός	unseen, dark
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἀιδρείη	want of knowledge, ignorance
ἄιδρις	unknowing, ignorant
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰειγενέτης	
αἰζήιος	strong, lusty, vigorous
αἰζηός	strong, lusty, vigorous
Αἰήτης	
αἰθαλόεις	smoky, sooty
αἰθήρ	ether, the brighter purer air, the sky
Αἰθίοψ	burnt-face
αἶθοψ	fiery-looking
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
αἷμα	blood
αἱματόεις	blood-red or of blood
αἱμύλιος	
αἱμύλος	flattering, wheedling, wily
Αἰνείας	
αἰνέω	to tell or speak of
αἶνος	a tale, story
αἰνός	dread, dire, grim
αἴνυμαι	to take, take off, take hold of
αἴξ	a goat
Αἰολεύς	an Aeolian
Αἰολίδης	
Αἰολίς	
αἰόλλω	to shift rapidly to and fro
αἰολόμητις	full of various wiles
αἰόλος	quick-moving
αἰπόλιον	a herd of goats
αἰπύς	high and steep, lofty
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
Αἴσηπος	
αἴσιμος	fatal
Αἰσονίδης	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
αἶσχος	shame, disgrace
αἰτέω	to ask, beg
αἰχμάζω	to throw the spear
αἰχμή	the point of a spear
αἰχμητής	a spearman
αἶψα	quick, with speed, on a sudden
αἰψηροκέλευθος	swift-speeding
ἀίω	
αἰών	a period of existence
ἀκάκητα	guileless, gracious
ἀκάμας	untiring, unresting
ἀκάματος	without sense of toil
Ἀκάστη	
ἀκαχμένος	sharpened
ἀκηδής	uncared for, unburied
ἀκήριος	unharmed by the Κῆρες, unharmed
ἀκίνητος	unmoved, motionless
ἄκιος	not worm-eaten
ἄκμων	a thunderbolt
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκόρητος	insatiate, unsated in or with
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκραής	blowing strongly, fresh-blowing
ἄκρις	a hill-top
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροκνέφαιος	at the beginning of night, in twilight
ἄκρον	the highest or furthest point
ἄκρος	at the furthest point
ἄκρων	
Ἀκταίη	
ἀκταῖος	on the coast
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἀκτίς	a ray, beam
ἅλαδε	to or into the sea
ἀλάλημαι	to wander
ἀλαλητός	the shout of victory
ἄλαλκε	to ward
ἀλάομαι	to wander, stray or roam about
ἀλαός	not seeing, blind
ἀλαπαδνός	exhausted, powerless, feeble
ἄλαστος	not to be forgotten, insufferable, unceasing
ἀλγέω	to feel bodily pain, suffer
ἀλγινόεις	painful, grievous
ἄλγος	pain
ἀλέα	an escape
ἀλεγίζω	to trouble oneself about
ἀλέγω	to trouble oneself, have a care
ἀλεείνω	to avoid, shun
ἄλειφαρ	anointing-oil, unguent, oil
ἀλεξιάρη	she that keeps off a curse
ἀλεξίκακος	keeping off evil or mischief
ἀλέξω	to ward or keep off, turn away or aside
ἀλέομαι	to avoid, shun
ἀλέω	to grind, bruise, pound
ἀλεωρή	avoidance, escape
ἀλήθεια	truth
ἀληθής	unconcealed, true
Ἁλιάκμων	
ἀλίαστος	unshrinking, unabating
ἁλιεύς	one who has to do with the sea
Ἀλίη	
Ἁλιμήδη	
ἅλιος	
ἀλιταίνω	to sin or offend against
ἀλκαῖον	
Ἀλκαῖος	
ἀλκαῖος	strong, mighty
Ἀλκείδης	
ἀλκή	strength
ἄλκιμος	strong, stout
Ἀλκμήνη	
ἀλκτήρ	a protector from a thing
ἀλλά	otherwise, but
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλοῖος	of another sort or kind, different
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἁλμυρός	salt, briny
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσος	a glade or grove
ἀλυκτοπέδαι	galling bonds
Ἀλφειός	
ἀλφηστής	working for one's daily bread, laborious, enterprising
ἀλωεύς	
ἀλωή	a threshing-floor
ἅμα	at once, at the same time
ἀμαιμάκετος	irresistible
ἄμαξα	a wagon, wain
ἁμαρτάνω	to miss, miss the mark
ἁμαρτίνοος	erring in mind, distraught
ἀμαρύσσω	to sparkle, glance
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμάω	
ἀμβολιεργός	putting off a work, dilatory
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἀμείλικτος	unsoftened, cruel
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἀμέρδω	to deprive of, bereave of
ἄμητος	a reaping, harvesting
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἀμοιβή	a requital, recompense, compensation, return, payment
ἀμολγαῖος	of milk, made with milk
ἄμοτον	
ἄμοτος	raging, savage
Ἀμπυκίδην	
ἄμυδις	together, at the same time
ἄμυμος	
ἀμύμων	blameless, noble, excellent
ἀμύνω	to keep off, ward off
ἀμφαγαπάζω	to embrace warmly, treat kindly, greet warmly
ἀμφαραβέω	to rattle or ring around
ἀμφί	on both sides
ἀμφιβάλλω	to throw or put round
ἀμφίβληστρον	anything thrown round
ἀμφιγύεις	he that halts in both feet, the lame one
ἀμφί-δαίω	
Ἀμφιδάμας	
ἀμφί-εἶδον	
ἀμφιέπω	to go about, be all round, encompass
ἀμφικαλύπτω	to cover all round, enwrap, enfold
Ἀμφιλλογίας	
ἀμφιπολεύω	to be busied about, take care of
ἀμφίρρυτος	
ἀμφίρυτος	flowed around, sea-girt
Ἀμφιρώ	
ἀμφίς	on or at both sides
Ἀμφιτρίτη	
Ἀμφιτρύων	
Ἀμφιτρυωνιάδης	
ἀμφιχέω	to pour around, to pour or spread over
ἀμφότερος	each or both of two
ἀμφοτέρωθεν	from or on both sides, utrinque
ἄμφω	
ἀμώμητος	unblamed, blameless
ἄμωμος	without blame, blameless
ἄν	
ἀνά	up, upon
ἀναβάλλω	to throw or toss up
ἀναβατός	to be mounted
ἀνάγκη	force, constraint, necessity
ἀνάγω	to lead up
ἀνάελπτος	unlooked for
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀναίτιος	not being the cause
ἄναξ	a lord, master
ἀνάπαυμα	a repose, rest
ἀνάπνευστος	without breath, breathless
ἀνά-ῥέπω	
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνάσσω	to be lord, master, owner, to rule, in
ἀναστρέφω	to turn upside down, upset
ἀναστρωφάω	
ἀνατίθημι	to lay upon
ἄναυδος	speechless, silent
Ἄναυρος	a torrent
ἄναυρος	
ἀναφαίνω	to make to give light, make to blaze up
ἀνά-φυσιάω	
ἀνά-φυσιόω	
ἀναχάζω	to make to recoil, force back
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
ἄνδιχα	asunder, in twain
ἀνδρίς	
ἀνδρογόνος	begetting males
ἀνδροκτασία	slaughter of men
ἀνδρόμεος	of man or men, human
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνείλω	
ἄνειμι	to go up
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεπίξεστος	not polished or finished
ἀνεπίρρεκτος	not dedicated
ἀνέραμαι	to love again, love anew
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήνωρ	unmanly
ἀνήρ	a man
Ἄνθεια	
ἄνθειον	a flower, blossom
ἀνθεμόεις	flowery
ἀνθέω	to blossom, bloom
ἄνθη	full bloom
ἄνθος	a blossom, flower
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνίημι	to send up or forth
ἀνίκητος	unconquered, unconquerable
ἄνιπτος	unwashen
ἀνίστημι	to make to stand up, raise up
ἀνολβία	misery
ἄνομος	without law, lawless
ἀνόστεος	boneless
ἄντα	over against, face to face
ἀντάω	to come opposite to, meet face to face, meet with
ἄντη	
ἀντί	over against, opposite. c. gen.
ἀντί-ἀντιβολέω	
ἀντιάω	to go for the purpose of meeting
ἀντιβίην	against, face to face
ἀντίβιος	opposing force to force
ἀντιβολέω	to meet by chance
ἀντίον	
ἀντίος	set against
ἀντιφερίζω	to set oneself against, measure oneself with
ἄντομαι	to meet
ἄντρον	
ἄντυξ	the edge or rim of anything round or curved
ἀνύω	to effect, achieve, accomplish, complete
ἄνωγα	to command, order
ἄξεινος	
ἄξενος	inhospitable
ἄξων	an axle
ἀοιδή	song, a singing
ἀοιδός	a singer, minstrel, bard
ἄοικος	houseless, homeless
ἄοκνος	without hesitation, untiring
ἄορ	a hanger, sword
ἄουτος	unwounded, unhurt
ἀπαίνυμαι	to take away, withdraw
ἀπαιωρέομαι	to hang down from above, hang suspended, hover about
ἀπάλαμος	helpless
ἀπαλάομαι	to go astray, wander
ἁπαλός	soft to the touch, tender
ἁπαλόχροος	soft-skinned
ἀπαμείρω	to deprive one of share in
ἀπαναίνομαι	to disown, reject
ἀπάνευθε	afar off, far away
ἀπαντάω	to move from
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπάτησις	
ἀπαυράω	to take away or wrest from, rob of
ἀπειλέω	
ἄπειμι	
ἀπείριτος	
ἄπειρος	
ἀπείρων	
ἀπέχω	to keep off or away from
ἀπήμαντος	unharmed, unhurt
ἀπήμων	unharmed, unhurt
ἀπήνη	a four-wheeled wagon
ἀπιστία	disbelief, distrust, mistrust
ἄπλαστος	not moulded
ἄπλατος	unapproachable, terrible
ἄπλητος	
ἀπό	from, away from. c. gen.
ἀπογυμνόω	to strip quite bare
ἀποδειροτομέω	to slaughter by cutting off the head or cutting the throat
ἀποδίδωμι	to give up or back, restore, return
ἀποδρέπω	to pluck off
ἀπό-ἕζομαι	
ἀπό-θρῴσκω	
ἀποθύμιος	not according to the mind, unpleasant, hateful
ἀπό-ἵζω	
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολάμπω	to shine or beam from
ἀπολείβω	to let drop off, to pour a libation
ἀπολείπω	to leave over or behind
ἀπολήγω	to leave off, desist from
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπόλλων	Apollo
ἀπομείρομαι	to distribute
ἀπομιμνήσκομαι	to remember fully
ἀπονοστέω	to return, come home
ἀπό-ὄρνυμι	
ἀποπέμπω	to send off or away, to dismiss
ἀποπέτομαι	to fly off or away
ἀποπνέω	to breathe forth
ἀπόπροθι	far away
ἀποπτύω	to spit out
ἀπορραίω	to bereave
ἀπορρίπτω	to throw away, put away
ἀπόρρυτος	running
ἀποσεύω	to chase away
ἀποτίθημι	to put away, stow away
ἀποτίνω	to pay back, repay, return
ἀπότισις	
ἀποτμήγω	to cut off from
ἀποφθινύθω	to perish
ἀποφθίνω	to perish utterly, die away
ἅπτω	to fasten, bind fast
ἄπυρος	without fire
ἀρά	a prayer
ἄρα	
ἀραβέω	to rattle, ring, clash
ἄραβος	a gnashing or chattering
ἀραιός	thin, narrow, slight, slender
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀράσσω	to strike hard, smite
ἀράχνη	a spider's web
ἀράχνης	a spider
ἀράχνιον	a spider's web
ἀράω	
ἀργαλέος	painful, troublous, grievous
Ἀργεῖος	of or from Argos, Argive
Ἀργειφόντης	slayer of Argus
ἀργεστής	clearing, brightening
Ἄργη	
ἀργής	bright, glancing
Ἄργος	
ἀργύρεος	silver, of silver
ἀργυροδίνης	silver-eddying
ἀργυρόπεζα	silver-footed
ἀργυρόπεζος	
ἀργύφεος	silver-white
Ἄρδησκον	
ἄρδω	to water
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρέμ	
Ἄρεος	
ἀρέσκω	to make good, make up
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
ἀρήγω	to help, aid, succour
Ἀρηίφιλος	
ἀρηίφιλος	dear to Ares, favoured of the god of war
Ἄρης	Ares
Ἀρητιάδης	
Ἀριάδνη	
ἀριδείκετος	much shewn
ἀρίζηλος	conspicuous, very distinct
Ἄριμοι	
Ἄρις	
Ἀρισταῖος	
ἀριστάω	to take breakfast or luncheon
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀρίων	
ἄρκεσις	help, aid, service
ἀρκέω	to ward off, keep off
ἄρκιον	
ἄρκιος	sufficient, sure, certain
ἄρκος	
ἄρκτος	a bear
Ἄρκτος	
Ἀρκτοῦρος	the time of his rising
ἅρμα	a chariot
ἁρμαλιά	
ἄρμενα	the tackling or rigging
ἁρμονία	a fastening
Ἁρμονίη	
ἀρνέομαι	to deny, disown
Ἄρνη	
ἀρνός	a lamb
ἄρον	
ἄρος	
ἀροτήρ	a plougher, husbandman
ἀρότης	
ἄροτος	a corn-field
ἄροτρον	a plough
ἄρουρα	tilled or arable land, seed-land, cornland
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
ἁρπακτής	
ἁρπακτός	gotten by rapine, stolen
ἅρπαξ	rapacious
ἅρπη	a kite
Ἅρπυια	
Ἅρπυιαι	the snatchers
ἄρρηκτος	unbroken, not to be broken
ἄρρητος	unspoken, unsaid
ἄρσην	male
Ἄρτεμις	Artemis
ἀρτιέπεια	
ἀρτιεπής	ready of speech, glib or ready of tongue
ἄρτος	a cake or loaf of wheat-bread
ἀρύω	to draw
ἀρχή	a beginning, origin, first cause
ἄρχω	to be first
ἄσβεστος	unquenchable, inextinguishable
ἄσβολος	
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
ἀσκέω	to work curiously, form by art, fashion
ἀσκητός	curiously wrought
Ἄσκρη	
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀσπάσιος	welcome, gladly welcomed
ἀσπαστός	welcome
ἄσπετος	unspeakable, unutterable, unspeakably great
ἀσπίς	a round shield
ἆσσον	nearer, very near
ἀστεμφής	unmoved, unshaken
ἀστερίας	
Ἀστερίη	
ἀστέριος	
ἀστερόεις	starred, starry
ἀστεροπή	lightning
ἀστεροπητής	the lightener
ἀστήρ	a star
Ἀστραῖος	
ἀστραῖος	
ἀστράπτω	to lighten, hurl lightnings
ἄστρον	the stars
ἀσύμφορος	inconvenient, inexpedient, useless
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀσφόδελος	asphodel, king's-spear
ἄσχετος	not to beheld in or checked, irrepressible, ungovernable
ἀτάλλω	to skip in childish glee, gambol
ἀταλός	tender, delicate
ἀτάρ	but, yet
ἀτάρβητος	fearless, undaunted
ἀταρτηρός	mischievous, baneful
ἀτασθαλία	presumptuous sin, recklessness, arrogance
ἀτάσθαλος	presumptuous, reckless, arrogant
ἄτεκνος	without children, childless
ἀτενής	strained tight, clinging
ἄτερ	without
ἀτερπής	unpleasing, joyless, melancholy
Ἄτη	
ἄτη	bewilderment, infatuation, reckless impulse
ἀτιμάω	to dishonour, treat lightly
ἄτιμος	unhonoured, dishonoured
ἀτιτάλλω	to rear up
Ἀτλαγενής	sprung from Atlas
Ἀτλαντίς	the Atlantic ocean
Ἄτλας	Atlas
ἀτμή	
ἀτμός	steam, vapour
ἀτρεμέω	not to tremble, to keep still or quiet
ἄτροπος	unchangeable, eternal
Ἀτροπος	
Ἄτροπος	
ἀτρύγετος	yielding no harvest, unfruitful
Ἀτρυτώνη	the unwearied
αὖ	
αὐαλέος	dry, parched
αὐγάζω	to view in the clearest light, see distinctly, discern
αὐγή	the light of the sun, sunlight
αὐδή	the human voice, speech
αὖθι	on the spot, here, there
αὖθις	back, back again
αὖλαξ	a furrow
αὐλέω	to play on the flute
αὐλή	the court-yard
αὐλητήρ	
αὐλητής	a flute-player
Αὐλίς	
αὐλός	a flute
αὐξάνω	to make large, increase, augment
αὖος	dry
αὔρα	air in motion, a breeze
αὔριον	to-morrow
αὐσταλέος	sunburnt, squalid
αὖτε	again
ἀυτέω	to cry, shout
ἀυτή	a cry, shout
αὐτίκα	forthwith, straightway, at once
ἀυτμή	breath
αὐτόγυος	having the share-beam of one piece with the pole
αὐτόθι	on the spot
αὐτόματος	acting of one's own will, of oneself
Αὐτονόη	
αὐτός	self
αὐτοσχεδόν	near at hand, hand to hand
αὐτοῦ	at the very place, just here, just there
αὐτοφυής	self-grown
αὔτως	in this very manner, even so, just so, as it is
αὐχήν	the neck, throat
αὔω	
ἀφαιρέω	to take from, take away from
ἄφατος	not uttered, nameless
ἀφαυρός	feeble, powerless
ἄφενος	riches, wealth, plenty
ἄφθιτος	not liable to perish, imperishable
ἄφθονος	without envy
ἀφικνέομαι	to come to
ἀφνειός	rich, wealthy
ἀφραδία	folly, thoughtlessness
ἀφρογενής	foam-born
Ἀφροδίτη	Aphrodite
Ἀφροδιτης	
ἀφρός	foam
ἄφρων	without sense
ἄφυσσα	
ἀφύσσω	to draw
Ἀχαιός	Achaian
Ἀχελώιος	
Ἀχελῷος	Achelous
ἀχεύω	grieving, sorrowing, mourning
ἄχθομαι	to be loaded
ἄχθος	a weight, burden, load
Ἀχιλλεύς	Achilles
ἀχλύς	a mist
ἄχος	pain, distress
ἀχρεῖος	useless, unprofitable, good for nothing
ἀχρήιος	
ἄψ	backwards, back, back again
ἀψευδής	without lie and deceit, truthful, sincere, trusty
ἄψις	
ἀψόρροος	backflowing, refluent
ἄψορρος	going back, backwards
ἄω	
βάζω	to speak, say
βαθυδίνης	deep-eddying
βαθυρρείτης	
βαθύς	deep or high
βαθυχαίτης	with deep, thick hair, Hes
βαίνω	to walk, step
βαιός	little, small, scanty
βάλανος	an acorn
βαλανόω	to fasten with a bolt-pin
βάλλις	
βάλλω	to throw
βαρύθω	to be weighed down
βαρύκτυπος	heavy-sounding, loud-thundering
βαρύς	heavy
βασίλειον	a kingly dwelling, palace
βασίλειος	of the king, kingly, royal
βασιλεύς	a king, chief
βασιλεύω	to be king, to rule, reign
βασίλη	
βασιληίς	royal
Βελλεροφόντης	
βέλος	a missile
βέλτερος	better, more excellent
βένθος	the depth
βῆσσα	a wooded comb or glen
βησσήεις	of or like a glen, wooded
βήσσω	to cough
βία	bodily strength, force, power, might
βιάω	to constrain
βίβημι	to stride
βίβλινος	, Biblian wine
βίος	life
βίοτος	life
βιόω	to live, pass one's life
βλαβερός	hurtful, noxious, disadvantageous
βλάπτω	to disable, hinder, stop
βλάψις	a harming, damage
βλέφαρον	mostly in pl. the eyelids
βλοσυρός	grim, fierce
βόα	
βοάω	to cry aloud, to shout
βοείη	an ox-hide, ox-hide shield
βόειος	of an ox or oxen
βοή	a loud cry, shout
Βοιωτός	a Boeotian
βολή	a throw, the stroke or wound
Βορέας	the North wind
Βορέης	
βόσκω	to feed, tend
βότρυς	a cluster or bunch of grapes
βουδόρος	flaying oxen
βουκολία	a herd of cattle
βουκόλος	a cowherd, herdsman
βουλεύς	
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βοῦς	cow
βοῶπις	ox-eyed
βοωτέω	to plough
βραδύς	slow
βραχεῖν	to rattle, clash, ring
βράχος	
βριάρεως	Aegaeon
βριάω	to make or to be strong and mighty
βρίθω	to be heavy or weighed down with
βρισάρματος	chariot-loading
βροντάω	to thunder
βροντή	thunder
Βρόντης	thunderer
βρότειος	mortal, human, of mortal mould
βρότεος	
βροτήσιος	
βροτόεις	gory, blood-boltered
βροτολοιγός	plague of man, bane of men
βροτόομαι	to be stained with gore
βροτός	a mortal man
βρυχάομαι	to roar, bellow
βρῶσις	meat
βυσσοδομεύω	to build in the deep
βωμός	any raised platform, a stand
γαῖα	a land, country
Γαῖα	
γαιήοχος	earth-upholding
Γαῖον	
Γαῖος	
γάλα	milk
Γαλαξαύρη	
Γαλάτεια	
γαλήνη	stillness of the sea, calm
γαμβρός	any one connected by marriage
γαμετή	a married woman, wife
γαμέω	to marry
γάμος	a wedding, wedding-feast
γαμψῶνυξ	with crooked talons
γάρ	for
γαστήρ	the paunch, belly
γε	at least, at any rate
γεήοχος	
γείνομαι	to be born
γείτων	one of the same land, a neighbour
γελάω	to laugh
γενεά	race, stock, family
γενέθλη	race, tock, family
γένειον	the part covered by the beard, the chin
γενετή	the hour of birth
γενέτης	the begetter, father, ancestor
γένος	race, stock, family
γέντα	
γέντο	he grasped
γέρανος	a crane
γέρας	a gift of honour
γέρων	an old man
γῆ	earth
γηθέω	to rejoice
γηραιός	aged, in old age
γῆρας	old age
γηράσκω	to grow old, become old
γηρόκομος	
γηροκόμος	tending old age
Γηρυονεύς	
Γηρυόνης	Geryon
γηρύω	to sing or say, speak, cry
Γίγας	
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
Γλαύκη	
γλαυκιάω	glaring fiercely
Γλαυκονόμη	
γλαυκός	gleaming, silvery
γλαυκῶπις	with gleaming eyes, brighteyed
γλάφυ	
γλαφυρός	hollow, hollowed
γλάφω	to scrape up
γλυκερός	
γλυκύς	sweet
γλώξ	the beard of corn
γλῶσσα	the tongue
γναμπτός	curved, bent
γόμφος	a bolt
γονεύς	a begetter, father
γονή	produce, offspring
γόνος	that which is begotten, offspring, a child
γόνυ	the knee
Γόργειος	of the Gorgon
γοργός	grim, fierce, terrible
Γοργώ	the Gorgon
γουνοπαχής	thick
γουνός	a hill
Γραῖα	
γραίη	
γραῖος	raisins
Γρήνικος	
γύαλον	a hollow
γύαλος	
Γύης	
γύης	
γυιοβόρος	gnawing the limbs
γυῖον	a limb
γυιόω	to lame
γυμνός	naked, unclad
γυμνόω	to strip naked
γυναικεῖος	of or belonging to women, like women, befitting them, feminine
γυνή	a woman
δαί	what? how
δαιδάλεος	cunningly or curiously wrought
δαιδάλλω	to work cunningly, deck or inlay with curious arts, to embellish
δαίδαλος	cunningly or curiously wrought
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δαίμων	a god, goddess
δαίς	
δαίτης	
δαίφρων	battle
δαίω	
δάκνω	to bite
δακρυόεις	tearful, much-weeping
δάκρυον	a tear
δαλός	a fire-brand, piece of blazing wood
δαμάζω	to overpower
δάμνημι	
Δανάη	
Δαναίδαι	the sons or descendants of Danaus
δαπανάω	to spend
δαπάνη	outgoing, cost, expense, expenditure
δασμός	a division, distribution, sharing of spoil
δασύστερνος	shaggy-breasted
δατέομαι	to divide among themselves
δάφνη	the laurel
δαφοινεός	
δαφοινός	blood-red, tawny
δέ	but
δεδοκημένος	waiting, lying in wait
δεῖ	it is binding on
δειδίσσομαι	to frighten, alarm
δείδω	to fear
δείελος	of or belonging to evening
δείκνυμι	to bring to light, display, exhibit
δειλός	cowardly, craven
Δεῖμος	
δεινός	fearful, terrible, dread, dire
δεινόω	to make terrible: to exaggerate
δεινώψ	fierce-eyed
δειπνέω	to make a meal
δειπνολόχος	fishing for invitations to dinner, parasitic
δεῖπνον	the principal meal
δεῖπνος	
δειρή	the neck, throat
δεῖσα	
δέκα	ten
δεκάδωρος	ten palms long or broad
δεκάτη	
δέκατος	tenth
δελφίς	the dolphin
δέμας	the frame
δέμνιον	the bedstead or matrass
δέμω	to build
δένδρεον	a tree
δένδρον	a tree
δεξιτερός	right, the right
δέον	that which is binding, needful, right, proper
δέος	fear, alarm, affright
δερκιάομαι	
δέρκομαι	to see clearly, see
δέρμα	the skin, hide
δεσμεύω	to fetter, put in chains
δέσμη	
δεσμός	anything for binding, a band, bond
δεῦτε	hither! come on! come here!
δεύτερος	second
δεύω	
δέχομαι	to take, accept, receive
δέω	
δή	exactness
