Field1	Field2
αἰπύς	high and steep, lofty
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
Αἰσαγέης	
αἴσιμος	fatal
αἶσις	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
αἴσυλος	unseemly, evil
αἶσχος	shame, disgrace
αἰσχρός	causing shame, abusive
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἴτιος	to blame, blameworthy, culpable
αἶψα	quick, with speed, on a sudden
ἀίω	
αἰών	a period of existence
ἀκάμας	untiring, unresting
Ἀκάστη	
ἀκερσεκόμης	with unshorn hair
ἀκέων	softly, silently
ἀκή	a point
ἀκηδής	uncared for, unburied
ἀκηράσιος	unmixed
ἀκήριος	unharmed by the Κῆρες, unharmed
ἄκληρος	without lot or portion, poor, needy
ἀκμής	untiring, unwearied
ἄκμητος	
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκόντιον	
ἀκόρητος	insatiate, unsated in or with
ἄκος	a cure, relief, remedy for
ἀκουστής	
ἀκουστός	heard, audible
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἄκρις	a hill-top
ἄκριτος	undistinguishable, unarranged, disorderly
ἄκρον	the highest or furthest point
ἀκροπόλοι	
ἀκροπόλος	high-ranging, lofty
ἄκρος	at the furthest point
ἀκρωτήριον	any prominent part
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἀκτίς	a ray, beam
ἄκτιτος	untilled
ἄκων	a javelin, dart
ἅλαδε	to or into the sea
ἀλάλημαι	to wander
ἀλάμπετος	without light, darksome
ἀλάομαι	to wander, stray or roam about
ἀλαπαδνός	exhausted, powerless, feeble
ἄλαστος	not to be forgotten, insufferable, unceasing
ἀλεγίζω	to trouble oneself about
ἀλεγύνω	to care for, furnish
ἀλέγω	to trouble oneself, have a care
ἀλεείνω	to avoid, shun
ἀλέομαι	to avoid, shun
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἁλία	an assembly of the people
Ἁλίαρτος	
ἁλίη	
ἅλιος	
ἁλίς	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλιστέφανος	
ἄλιστος	
ἄλκαρ	a safeguard, defence
ἀλκήεις	valiant, warlike
ἄλκιμος	strong, stout
Ἀλκμήνη	
ἀλλά	otherwise, but
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἄλλου	
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλογέω	to pay no regard to
ἄλοξ	a furrow
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
Ἀλφειός	
ἀλφεσίβοιος	bringing in oxen
ἀλφηστής	working for one's daily bread, laborious, enterprising
ἄλφιτον	peeled or pearl-barley
ἀλωεύς	
ἀλωή	a threshing-floor
ἅμα	at once, at the same time
ἄμαθος	sandy soil
ἀμαθύνω	to level with the sand, utterly destroy
ἀμαλδύνω	to soften
ἁμαξιτός	
ἁμαρτάνω	to miss, miss the mark
ἀμαρυγή	a sparkling, glancing
ἀμαρύσσω	to sparkle, glance
ἀμβολάδην	bubbling up
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἀμείλικτος	unsoftened, cruel
ἀμείλιχος	implacable, relentless
ἀμενηνός	powerless, fleeting, feeble
ἀμέρδω	to deprive of, bereave of
ἀμηχανέω	to be at a loss for
ἀμηχανής	
ἀμήχανος	without means
ἀμιχθαλόεις	inaccessible, inhospitable
ἄμμορος	without share of
ἀμόγητος	unwearied, untiring
ἀμοιβηδίς	alternately, in succession
ἀμολγός	in the hours before daybreak
ἄμουσος	without the Muses, without taste, unrefined, inelegant, rude, gross
ἀμπελόεις	rich in vines
ἄμπελος	a vine
ἄμυδις	together, at the same time
ἀμύμων	blameless, noble, excellent
ἀμφαγαπάζω	to embrace warmly, treat kindly, greet warmly
ἀμφενεμεσθε	
ἀμφί	on both sides
ἀμφί-ἀγαπάω	
ἀμφιγηθέω	to rejoice around or exceedingly
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφιπεριφθινύθω	to decay all round
ἀμφιπολεύω	to be busied about, take care of
ἀμφίπολος	busied about, busy
ἀμφίρυτος	flowed around, sea-girt
ἀμφίς	on or at both sides
Ἀμφιτρίτη	
ἀμφιφαείνω	to beam around
ἀμφιχέω	to pour around, to pour or spread over
ἀμφότερος	each or both of two
ἄμφω	
ἀμώμητος	unblamed, blameless
ἄν	
ἀνά	up, upon
ἄνα	
ἀναγκαίη	
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀνάγω	to lead up
ἀναδίδωμι	to hold up and give
ἀναείρω	to lift up
ἀνά-ἐράω	
ἀνάθεμα	anything devoted to evil, an accursed thing
ἀναίδεια	shamelessness, impudence, effrontery
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναίσσω	
ἀνακαίω	to light up
ἀνακαλέω	to call up the dead
ἀνά-κέλομαι	
ἀνακλίνω	to lean
ἀνακτορία	management
ἀνακτόριος	belonging to a lord or king, royal
ἀναλύω	to unloose, undo
ἀναμίγνυμι	to mix up, mix together
ἀναμίμνω	
ἀνανεύω	to throw the head back
ἄναξ	a lord, master
ἄναξις	
ἀνά-πηρόω	
ἀναπνέω	to breathe again, take breath
ἀναρπάζω	to snatch up
ἀνασείω	to shake back, swing to and fro, move up and down
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνατλῆναι	to bear up against, endure
ἀναφαίνω	to make to give light, make to blaze up
ἀναχώννυμι	to heap up into a mound
ἁνδάνω	to please, delight, gratify
ἀνδρίς	
ἀνδρόω	to rear up into manhood
ἀνεγείρω	to wake up, rouse
ἀνείλω	
ἄνειμι	to go up
ἀνείργω	to keep back, restrain
ἀνείρω	to fasten on or to, to string
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνέραμαι	to love again, love anew
ἀνέρομαι	to enquire of, question
ἀνέχω	to hold up
ἄνη	fulfilment
ἀνήκω	to have come up to
ἀνήρ	a man
ἄνθεμα	
ἀνθεμόεις	flowery
ἄνθεμον	costliest
ἀνθέω	to blossom, bloom
ἄνθος	a blossom, flower
ἀνθρακιά	a heap of charcoal, hot embers
ἄνθρωπος	man
ἀνίημι	to send up or forth
ἀνίστημι	to make to stand up, raise up
ἀνόητος	not thought on, unheard of
ἀνοίγνυμι	to open
ἄνοος	without understanding, foolish, silly
ἀνορούω	to start up, leap up
ἄντα	over against, face to face
ἀντάξιος	worth just as much as
ἀντάω	to come opposite to, meet face to face, meet with
ἄντη	
ἀντί	over against, opposite. c. gen.
ἀντιάζω	to meet face to face
ἀντί-ἀντιβολέω	
ἀντιάω	to go for the purpose of meeting
ἀντίβιος	opposing force to force
ἀντιβολέω	to meet by chance
ἀντίθεος	equal to the gods, godlike
ἀντίον	
ἀντίος	set against
ἀντίτομος	cut as a remedy for
ἀντιτορέω	to bore right through
ἄντομαι	to meet
ἄντρον	
Ἀντρών	
ἄντυξ	the edge or rim of anything round or curved
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωγα	to command, order
ἀοιδή	song, a singing
ἀοίδιμος	sung of, famous in song
ἀοιδός	a singer, minstrel, bard
ἀολλής	all together, in throngs, shoals or crowds
ἀπάγω	to lead away, carry off
ἄπαις	childless
ἁπαλός	soft to the touch, tender
ἁπαλόχροος	soft-skinned
ἀπαμείβομαι	to reply, answer
ἀπάνευθε	afar off, far away
ἅπας	quite all, the whole
ἄπαστος	not having eaten, fasting
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτερθε	apart, aloof
ἀπατηλός	
ἀπειλέω	
ἀπεῖπον	to speak out, tell out, declare
ἀπείρητος	without making trial of
ἀπείριτος	
ἄπειρος	
ἀπείρων	
ἀπέκ	away out of
ἀπέξ	
ἀπέχω	to keep off or away from
ἀπηλεγέως	without caring for anything, reckless of consequences, bluntly
ἀπήμων	unharmed, unhurt
ἀπηνής	ungentle, harsh, rough, hard
ἀπιθέω	he disobeyed
ἄπλατος	unapproachable, terrible
ἄπλητος	
ἀπό	from, away from. c. gen.
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀπό-ἔργνυμι	
ἄποινα	a ransom or price paid
ἄποινος	
ἀπό-κλέπτω	
ἀποκλίνω	to turn off or aside
ἀποκρύπτω	to hide from, keep hidden from
ἀπολάμπω	to shine or beam from
ἀπολείβω	to let drop off, to pour a libation
ἀπολέπω	to peel off, flay
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπόλλων	Apollo
Απόλλων	
Α'πόλλων	
ἀπονέω	to unload
ἀπονίναμαι	to have the use or enjoyment of
ἀπονοσφίζω	to put asunder, keep aloof from
ἀπονόσφισις	
ἀπό-ὄρνυμι	
ἀποπαύω	to stop or hinder from, make to cease from
ἀποπλάζω	to lead astray from
ἀποπνέω	to breathe forth
ἀποστείχω	to go away, to go home
ἀποστρέφω	to turn
ἀποσυρίζω	to whistle aloud
ἀποτέμνω	to cut off, sever
ἀποτηλοῦ	far away
ἀποτιμάω	to put away from honour, to dishonour, slight
ἀπρεπής	unseemly, unbecoming, indecent, indecorous
ἀπριάτην	without purchase-money
ἀπρίατος	
ἅπτω	to fasten, bind fast
ἀπωθέω	to thrust away, push back
ἄρα	
ἀραιός	thin, narrow, slight, slender
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀργαλέος	painful, troublous, grievous
Ἀργειφόντης	slayer of Argus
ἀργινόεις	white
ἀργιόδους	white-toothed, white-tusked
ἀργύρεος	silver, of silver
ἀργυρόηλος	silver-studded
ἀργυρόπεζα	silver-footed
ἀργυρόπεζος	
ἄργυρος	white metal
ἀργυρότοξος	with silver bow
ἀργύφεος	silver-white
ἄργυφος	silver-white
ἄρδω	to water
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρέμ	
Ἄρεος	
ἀρετή	goodness, excellence
ἀρήγω	to help, aid, succour
Ἀρήνη	
Ἄρης	Ares
ἀρθμός	a bond, league, friendship
ἀριπρεπής	very distinguished, stately
Ἄρις	
ἀρίσημος	very notable
ἀριστάω	to take breakfast or luncheon
ἀριστερός	left, on the left
ἀριστεύω	to be best or bravest
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀρκαδία	
Ἀρκαδίη	
ἄρκεσις	help, aid, service
ἀρκέω	to ward off, keep off
ἄρκτος	a bear
ἅρμα	a chariot
ἁρμονία	a fastening
Ἁρμονίη	
ἀρνέομαι	to deny, disown
ἀρνός	a lamb
ἄρον	
ἄρος	
ἄροτρον	a plough
ἄρουρα	tilled or arable land, seed-land, cornland
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
ἄρσην	male
ἀρσίπους	raising the foot, active
Ἀρτέμιδιξυν	
Ἄρτεμις	Artemis
ἀρτύνω	to arrange, prepare, devise
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἀσθμαίνω	to breathe hard, gasp for breath
Ἀσκληπιός	Asclepius
ἀσπάζομαι	to welcome kindly, bid welcome, greet
ἀσπαίρω	to pant, gasp, struggle convulsively
ἀσπάσιος	welcome, gladly welcomed
ἄσπετος	unspeakable, unutterable, unspeakably great
ἄσταχυς	an ear of corn
ἀστερόεις	starred, starry
ἀστεροπή	lightning
ἀστήρ	a star
ἀσφόδελος	asphodel, king's-spear
ἀτάλλω	to skip in childish glee, gambol
ἀταλός	tender, delicate
ἀτάρ	but, yet
ἀτάσθαλος	presumptuous, reckless, arrogant
ἀτέλεστος	without end or issue, to no purpose, without effect, unaccomplished
ἀτελής	without end
ἄτερ	without
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτιτάλλω	to rear up
Ατλαντος	
ἀτραπός	a path with no turnings
ἀτρεκής	real, genuine
ἀτρύγετος	yielding no harvest, unfruitful
αὖ	
αὐγάζω	to view in the clearest light, see distinctly, discern
αὐγή	the light of the sun, sunlight
αὐγής	
αὐδάω	to utter sounds, speak
αὐδή	the human voice, speech
αὖθι	on the spot, here, there
αὖθις	back, back again
αὖλαξ	a furrow
αὐλεία	
αὔλειος	of or belonging to the αὐλή or court
αὐλέω	to play on the flute
αὐλή	the court-yard
αὔλιον	a country house, cottage
αὔλιος	of or for farm-yards, rustic
αὖλις	a place for passing the night in, a tent, roosting-place
αὐλός	a flute
αὐλών	a hollow way, defile, glen
αὔρα	air in motion, a breeze
αὐτάγρετος	self-chosen, left to one's choice
αὖτε	again
ἀυτή	a cry, shout
αὐτίκα	forthwith, straightway, at once
ἀυτμή	breath
αὐτόθεν	from the very spot
αὐτόθι	on the spot
Αὐτοκάνης	
αὐτοκασιγνήτη	an own sister
αὐτοκασίγνητος	an own brother
αὐτός	self
αὐτοσχέδιος	hand to hand
αὐτοτροπήσας	to turn straightway
αὐτοῦ	at the very place, just here, just there
αὔτως	in this very manner, even so, just so, as it is
αὐχήν	the neck, throat
αὐχμήεις	
ἀφαιρέω	to take from, take away from
ἄφαρ	straightway, forthwith, at once, quickly, presently
ἄφενος	riches, wealth, plenty
ἀφήλικος	
ἀφῆλιξ	beyond youth, elderly
ἄφημος	
ἄφθιτος	not liable to perish, imperishable
ἄφθογγος	voiceless, speechless
ἄφθονος	without envy
ἀφίημι	to send forth, discharge
ἀφικάνω	to arrive at, to have come to
ἀφικνέομαι	to come to
ἀφνειός	rich, wealthy
ἀφραδής	insensate, reckless
ἀφραδία	folly, thoughtlessness
ἀφράδμων	without sense
ἄφραστος	unutterable, inexpressible
Ἀφροδίτη	Aphrodite
ἀφρός	foam
ἄφρων	without sense
ἀφύσσω	to draw
ἀχεύω	grieving, sorrowing, mourning
ἀχέω	
ἄχθομαι	to be loaded
ἄχος	pain, distress
ἄψ	backwards, back, back again
ἄψορρος	going back, backwards
βαδίζω	to go slowly, to walk
βάζω	to speak, say
βαθυδινήεις	
βαθυδίνης	deep-eddying
βαθύζωνος	deep-girded
βαθύθριξ	with thick wool
βαθύκολπος	with dress falling in deep folds
βαθύρροος	deep-flowing, brimming
βαθύς	deep or high
βαθύσκιος	deep-shaded
βαθύσχοινος	deep-grown with rushes
βαίνω	to walk, step
Βάκχειος	Bacchic, of or belonging to Bacchus
Βακχεῖος	
βάλλω	to throw
βαμβαλιαστύς	
βαρύκτυπος	heavy-sounding, loud-thundering
βαρύφθογγος	loud-sounding, roaring
βασίλεια	a queen, princess
βασιλεύς	a king, chief
βατοδρόπος	pulling berries off
βέλος	a missile
βέλτερος	better, more excellent
βένθος	the depth
βῆ	baa
βῆμα	a step, pace, stride
βῆσσα	a wooded comb or glen
βήσσω	to cough
βία	bodily strength, force, power, might
βιάζω	to constrain
βίαιος	forcible, violent
βιάω	to constrain
βιβάζω	to make to mount, to lift up, exalt
βιβάω	to stride
βίβημι	to stride
βιοθάλμιος	lively, strong, hale
βιός	a bow
βίος	life
βιοτή	a living, sustenance
βιότης	
βίοτος	life
βιόω	to live, pass one's life
βλαβερός	hurtful, noxious, disadvantageous
βλέφαρον	mostly in pl. the eyelids
βλήχων	pennyroyal
βόα	
βοάω	to cry aloud, to shout
βοείη	an ox-hide, ox-hide shield
βόειος	of an ox or oxen
βοεύς	a rope of ox-hide
βοή	a loud cry, shout
βόθρος	any hole or pit dug in the ground
βόσκησις	
βόσκω	to feed, tend
βοτάνη	grass, fodder
βότρυς	a cluster or bunch of grapes
βουκολέω	to tend cattle
βουκολία	a herd of cattle
βουκόλιον	a herd of cattle
βουλεύς	
βουλή	will, determination
βούλομαι	to will, wish, be willing
βοῦς	cow
βουφόνος	ox-slaying, ox-offering
βοῶπις	ox-eyed
βράσσω	to shake violently, throw up
βραχεῖν	to rattle, clash, ring
βρίζω	to be sleepy, to slumber, nod
βρῖθος	weight
βρίθω	to be heavy or weighed down with
βρίμη	strength, bulk
βρισάρματος	chariot-loading
βρόμος	crackling
βρότειος	mortal, human, of mortal mould
βρότεος	
βροτόομαι	to be stained with gore
βροτός	a mortal man
βρώμη	food
βωμός	any raised platform, a stand
βωτιάνειρα	man-feeding, nurse of heroes
γαῖα	a land, country
Γαῖα	
γαιήοχος	earth-upholding
Γαῖον	
γάλα	milk
Γαλαξαύρη	
γαμβρός	any one connected by marriage
γαμέω	to marry
γάμος	a wedding, wedding-feast
γανάω	to shine, glitter, gleam
γανόω	to make bright
Γανυμήδης	
γάρ	for
γαστήρ	the paunch, belly
γε	at least, at any rate
γείνομαι	to be born
γελάω	to laugh
γενεά	race, stock, family
γενέθλη	race, tock, family
γένειον	the part covered by the beard, the chin
γενετή	the hour of birth
γενέτης	the begetter, father, ancestor
γένος	race, stock, family
γεραιός	old
γεραίρω	to honour or reward with
γέρας	a gift of honour
γεράσμιος	honouring
γέρων	an old man
γῆ	earth
γηθέω	to rejoice
γηθοσύνη	joy, delight
γηθόσυνος	joyful, glad at
γῆρας	old age
γηρύω	to sing or say, speak, cry
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γλαυκῶπις	with gleaming eyes, brighteyed
γλαφυρός	hollow, hollowed
γλυκερός	
γλυκυμείλιχος	sweetly winning
γλυκύς	sweet
γλύφανος	a tool for carving, knife, chisel
γλῶσσα	the tongue
γναμπτός	curved, bent
γοάω	to wail, groan, weep
γονεύς	a begetter, father
γονή	produce, offspring
γόνος	that which is begotten, offspring, a child
γόνυ	the knee
γόος	weeping, wailing, groaning, howling, mourning, lamentation
γουνάζομαι	to clasp
γουνός	a hill
γραῦς	an old woman
γύαλον	a hollow
γύαλος	
γυῖον	a limb
γυιόω	to lame
γυναιμανής	mad for women
γυνή	a woman
δαίζω	to cleave asunder, cleave
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δαίμων	a god, goddess
δαίνυμι	to divide
δαίς	
δαίτης	
δαίφρων	battle
δαίω	
δαλός	a fire-brand, piece of blazing wood
δαμάζω	to overpower
δάμαρ	a wife, spouse
δαμνάω	
δάμνημι	
δάπεδον	any level surface: the floor of a chamber
Δαρδανίδης	a son or descendant of Dardanus
δάσκιος	thick-shaded, bushy
δασμός	a division, distribution, sharing of spoil
δατέομαι	to divide among themselves
δάφνη	the laurel
δαφοινός	blood-red, tawny
δάω	to learn
δέ	but
δεδίσκομαι	to greet
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δεῖμα	fear, affright
δειμαίνω	to be afraid, in a fright
δεινός	fearful, terrible, dread, dire
δειπνέω	to make a meal
δεῖπνον	the principal meal
δεῖπνος	
δειράς	the ridge of a chain of hills
δειρή	the neck, throat
δειροτομέω	to cut the throat
δεκάτη	
δέκατος	tenth
Δελφίνιον	a temple of Apollo
Δελφίνιος	
δελφίς	the dolphin
Δελφοί	the Delphians
δέμας	the frame
δέμω	to build
δένδρεον	a tree
δενδρήεις	woody
δενδρηέντα	
δένδρον	a tree
δεξιόομαι	to greet with the right hand, welcome, greet
δεξιτερός	right, the right
δέος	fear, alarm, affright
δέπας	a beaker, goblet, chalice
δέρκομαι	to see clearly, see
δέρμα	the skin, hide
δέσμα	a bond, fetter
δεσμεύω	to fetter, put in chains
δεσμός	anything for binding, a band, bond
δεσπόζω	to be lord or master, gain the mastery
δεσπόσυνος	of or belonging to the master or lord
δεῦρο	hither
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δηλέομαι	to hurt, do a mischief to
δήλημα	a mischief, bane
Δηλιάς	a Delian woman
Δήλιος	Delian
δῆλος	visible, conspicuous
Δῆλος	Delos
δηλόω	to make visible or manifest, to show, exhibit
Δήμητερ	
Δημήτηρ	Demeter
Δημήτηρ'	
Δημήτραν	
δημιουργός	one who works for the people, a skilled workman, handicraftsman
δημόομαι	to talk popularly
δῆμος	a country-district, country, land
δημός	fat
Δημοφόων	
Δημοφόωνθ'	
Δημώ	
Δηοῖ	
δηρός	long, too long
Δητοῦς	
Δηώ	Demeter
διά	through c. gen. through, by means of c. acc.
διαβαίνω	to make a stride, walk or stand with the legs apart
διάγω	to carry over or across
διαδιδράσκω	to run off, get away, escape
διακρίνω	to separate one from another
διάκτορος	the Messenger or Minister
διάκτωρ	
διαμπερές	through and through, right through, clean through
διαμπερής	
δῖαν	
διανύω	to bring quite to an end, accomplish, finish
διαπλέκω	to interweave, to weave together, plait
διαπράσσω	to pass over
διαπρέπω	to appear prominent or conspicuous, to strike the eye
διαπρό	right through
διαπρύσιος	going through, piercing
διά-πυρπαλαμάω	
διαρρήδην	expressly, distinctly, explicitly
διατίθημι	to place separately, arrange
διατρέχω	to run across or over
διατρίβω	to rub between, rub hard, rub away, consume, waste
διάτριχα	in three divisions, three ways
διαφέρω	to carry over or across
διδάσκαλος	a teacher, master
διδάσκω	to teach
δίδημι	to bind, fetter
δίδωμι	to give
διέκ	through and out of
διελαύνω	to drive through or across
δίεμαι	to flee, speed
διέπω	to manage
διέρχομαι	to go through, pass through
δίζημαι	to seek out, look for
Δίη	
διηνεκής	continuous, unbroken
διικνέομαι	to go through, penetrate
Διιπετής	fallen from Zeus
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικεῖν	to throw, cast
δίκερως	two-horned
δίκη	custom, usage
δινεύω	to whirl or twirl round
δινήεις	whirling, eddying
διό	wherefore, on which account
διοιχνέω	to go through
Διοκλέης	
Διόκλου	
Διόνυσος	Dionysus
δῖος	god-like, divine
Διόσκοροι	the sons of Zeus
Διόσκουροι	
Διοτρεφής	cherished by Zeus
δίφρος	the chariot-board
διχθά	in twain
διχθάς	
διχόμηνος	dividing the month
διώκω	to pursue
Διώνη	
δμητήρ	a tamer
δοιάς	
δοιή	doubt, perplexity
δοιοί	two, both
δοκέω	videor mihi, to think, suppose, imagine, expect
δολία	
δόλιος	crafty, deceitful, treacherous
δόλιχος	the long course
δολιχός	long
δολομήτης	crafty of counsel, wily
δόλος	a bait
δολοφραδής	wily-minded
δολοφροσύνη	craft, subtlety, wiliness
δόμος	a house
δόναξ	a reed
δονέω	to shake
δορισθενής	mighty with the spear
δόρπον	the evening meal
δόρπος	
δόρυ	a stem, tree
δοτήρ	a giver, dispenser
Δουλίχιος	
δουράτεος	of planks or beams of wood
δοχμόομαι	to turn sideways
δράκαινα	a shedragon
Δρακάνῳ	
δρέπω	to pluck, cull
δρησμοσύνη	
Δρύοψ	
δρῦς	a tree
δυήπαθος	much-suffering
Δύμη	
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δύο	two
δυσηλεγής	laying
δυσηχής	ill-sounding, hateful
δυσθυμέω	to be melancholy, angry
