Field1	Field2
ἀδελφός	sons of the same mother
ἄδεσμος	unfettered, unbound
ἄδηλος	not seen or known, unknown, obscure
ἅδην	to eat their fill
ᾍδης	Hades or Pluto
ἀδικέω	to do wrong
ἀδίκημα	a wrong done, a wrong
ἀδικία	wrong-doing, injustice
ἄδικος	wrong-doing, unrighteous, unjust
ἄδιψον	
ἄδιψος	not suffering from thirst
Ἀδμήτει'	
Ἀδμήτη	
ἄδμητος	unbroken
Ἄδμητος	
ἀδόκητος	unexpected
ἀδόκιμος	not standing the test, spurious
ἄδολος	without fraud, guileless
ἀδοξέω	to be held in no esteem, to stand in ill repute
ἅδος	satiety, loathing
ἄδουλος	unattended by slaves
Ἀδράστεια	the Inevitable
Ἄδραστος	
ἄδραστος	not running away, not inclined to do so
Ἀδριανός	Adriatic
ἀδύνατος	unable
ἄδυτον	the innermost sanctuary
ἄδυτος	not to be entered
ἀδώρητος	
ἀεί	always, for ever
ἀει	
ἀείδω	to sing
ἀεικής	unseemly, shameful
ἀείμνηστος	ever to be remembered
ἄειρος	
ἀείρω	to lift, heave, raise up
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀέλιος	
ἄελλα	a stormy wind, whirlwind, eddy
ἀελλόπος	storm-footed, storm-swift
ἄελπτος	unexpectedly
ἀέναος	ever-flowing
ἀενάων	
ἀέξω	to increase, enlarge, foster, strengthen
ἀέριος	in the mist or thick air of morning
Ἀερόπη	
ἀετός	an eagle
Ἀζᾶσιν	
ἄζηλος	not subject to envy, unenviable, dreary
ἀζήμιος	free from further payment: without loss, scot-free
ἅζομαι	to stand in awe of, dread
ἄζυγος	unwedded
ἄζυξ	unyoked, unpaired, unmarried
ἀηδόνιον	
ἀηδόνιος	of a nightingale
ἀηδονίς	a nightingale
ἀηδών	the songstress
ἀήθεια	unaccustomedness
ἀηθία	
ἄημι	to breathe hard, blow
ἀήρ	the lower air, the air
ἄησις	a blowing
ἀθάνατος	undying, immortal
ἄθαπτος	unburied
ἄθεμις	lawless
ἀθέμιστος	lawless, without law
ἀθέμιτος	
ἄθεος	without God, denying the gods
ἀθέσφατος	beyond even a god's power to express: ineffable, aweful
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήναιος	
Ἀθήνευς	
Ἀθήνη	Athena
ἄθικτος	untouched
ἀθλέω	having contended with
ἀθλητής	a prizefighter
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθόρυβος	without uproar
ἄθραυστος	unbroken, unhurt
ἀθρέω	to look at, gaze at, observe, perceive
ἀθρητέον	one must consider
ἀθρητέος	
ἀθροίζω	to gather together, to muster
ἄθροισις	a gathering, mustering
ἄθροισμα	a gathering
ἀθρόος	in crowds or masses, crowded together
ἀθυμέω	to be disheartened, lose heart
ἀθυμία	want of heart, faintheartedness
ἀθυρόγλωττος	one that cannot keep his mouth shut, a ceaseless babbler
ἄθυρος	without door
ἄθυρσος	without thyrsus
ἀθύρω	to play, sport
ἄθυτος	not offered
ἀθῷος	unpunished, scot-free
ἀθώπευτος	not flattered, without flattery
αἴ	ha!
Αἶα	
αἶα	
αἰάγμα	
αἴαγμα	a wail
αἰάζω	to cry αἰαῖ, to wail
αἰαί	
αἰαῖ	ah!
Αἰακίδης	son of Aeacus
Αἰακός	
Αἴας	Ajax
Αἴγαιον	
Αἰγαῖος	Aegaean
αἴγειρος	the poplar
αἴγεος	a goat's skin
Αἰγεύς	
Αἰγιαλεύς	
αἰγιαλός	the sea-shore, beach, strand
αἰγικορεῖς	goatherds
Αἴγινα	Aegina
Αἰγίς	
αἰγίς	the aegis or shield
Αἴγισθος	
αἴγλη	the light of the sun, radiance
αἰγλήεις	dazzling, radiant, lustrous
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
αἴδεσις	respect
Αἵδης	
αἰδόφρων	respectful in mind, compassionate
ἀίδρυτος	unsettled, vagabond
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰθαλόεις	smoky, sooty
αἴθαλος	soot
αἰθαλόω	to soil with soot or smoke
αἰθάλωσις	
αἰθέριος	of or in the upper air, high in air, on high
αἰθήρ	ether, the brighter purer air, the sky
αἶθος	a burning heat, fire
αἰθος	
αἶθοψ	fiery-looking
Αἴθρη	
αἶθρος	the clear chill air
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
αἰκάλλω	to flatter, wheedle, fondle
αἰκέλιος	
αἰκία	injurious treatment, an affront, outrage
αἰκίζω	to treat injuriously, to plague, torment
αἴκισμα	an outrage, torture
αἴλινον	
αἴλινος	a plaintive dirge
αἷμα	blood
αἱμακτός	mingled with blood, of blood
αἵμαξις	
αἱμάσσω	to make bloody stain with blood
αἱμάτη	
αἱματηρός	bloody, bloodstained, murderous
αἱματόεις	blood-red or of blood
αἱματόρρυτος	blood-streaming
αἱματοσταγής	blood-dripping
αἱματόω	to make bloody, stain with blood
αἱματωπός	bloody to behold
αἱματώψ	
αἱμόρραντος	blood-sprinkled
αἱμύλος	flattering, wheedling, wily
Αἵμων	
αἵμων	skilful in
Αἰνείας	
αἴνεσις	praise
αἰνέω	to tell or speak of
αἴνη	praise, fame
Αἰνιάν	
αἴνιγμα	a dark saying, riddle
αἰνιγμός	a riddle
αἰνίζω	
αἰνίσσομαι	to speak in riddles
αἰνόγαμος	fatally wedded
Αἰνόπαρις	unlucky Paris
αἰνός	dread, dire, grim
αἶνος	a tale, story
Αἴολος	
αἰόλος	quick-moving
αἰπεινός	high, lofty
αἶπος	a height, a steep
αἰπος	
αἶρα	
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσθημα	perception of a thing
αἴσθησις	perception by the senses
ἀίσθω	to breathe out
αἴσιος	boding well, auspicious
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἄιστος	not to be seen, unseen
ἀίστωρ	unknowing, unconscious
αἰσυμνάω	to rule over
αἶσχος	shame, disgrace
αἰσχροκερδής	sordidly greedy of gain
αἰσχροποιός	doing foully
αἰσχρός	causing shame, abusive
αἰσχρουργία	shameless conduct
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτίαμα	a charge, guilt imputed
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
Αἴτνη	
Αἰτωλίς	
Αἰτωλοί	
Αἰτωλός	
αἴφνης	
αἰχμάζω	to throw the spear
αἰχμαλώτιδας	
αἰχμαλωτικός	of or for a prisoner
αἰχμαλωτίς	
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμή	the point of a spear
αἰχμητής	a spearman
ἀίω	
αἰών	a period of existence
αἰωρέω	to lift up, raise
αἰώρημα	that which is hung up: a hanging cord, a halter
ἄκαιρος	ill-timed, unseasonable, inopportune
Ἀκάμας	
ἀκάμας	untiring, unresting
ἄκαμπτος	unbent, that will not bend, rigid
ἄκανθα	a thorn, prickle
ἀκάρπιστος	where nothing is to be reaped, unfruitful
ἄκαρπος	without fruit, barren
ἄκαστος	
Ἄκαστος	
ἄκατος	a light vessel
ἀκέλευστος	unbidden
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἀκέστωρ	a healer, saviour
ἀκεσφόρος	bringing a cure, healing
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκήρυκτος	unannounced, unproclaimed
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἄκλαυστος	unlamented
ἀκλεής	without fame, inglorious, unsung
ἄκλειστος	not closed or fastened
ἀκλεῶς	
ἄκληρος	without lot or portion, poor, needy
ἄκλητος	uncalled, unbidden
ἄκλυστος	unwashed by waves
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἄκμων	a thunderbolt
ἀκοή	a hearing, the sound heard
ἀκοινώνητος	not shared with
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκόλαστος	licentious, intemperate
ἄκομψος	unadorned, boorish
ἀκοντίζω	to hurl a javelin
ἀκοντιστήρ	
ἀκοντιστής	a darter, javelin-man
ἀκόρεστος	insatiate
ἄκος	a cure, relief, remedy for
ἀκοσμία	disorder
ἀκούσιος	
ἄκουσις	
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκουστής	
ἀκουστός	heard, audible
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
Ἀκραίη	
ἀκραῖος	dwelling on the heights
ἀκραιφνής	unmixed, pure
ἄκραντος	unfulfilled, fruitless
ἄκρατος	unmixed, sheer
ἀκρέμων	a branch, twig, spray
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροθινιάζομαι	to take of the best, pick out for oneself
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
ἀκρόκομος	with hair on the crown
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἀκρόπτολις	
ἄκρος	at the furthest point
ἄκρυπτος	unhidden
ἀκρυπτος	
ἄκρων	
Ἀκταίονος	
ἀκτέα	the elder-tree
Ἀκτέων'	
Ἀκτέωνα	
Ἀκτέωνος	
Ἀκτή	
ἀκτή	a headland, foreland, promontory, shore
ἀκτίς	a ray, beam
ἀκύμαντος	not washed by the waves
ἄκυμος	tranquil
ἀκύμων	without fruit, barren
ἀκύρωτος	unconfirmed
ἄκων	a javelin, dart
ἀλαθοσύναν	
ἀλαίνω	to wander about
ἀλαλαγή	a shouting
ἀλαλαγμός	
ἀλαλάζω	to raise the war-cry
ἀλαλή	a loud cry
ἀλάλημαι	to wander
ἀλάομαι	to wander, stray or roam about
ἀλαός	not seeing, blind
ἀλάστορος	under the influence of an ἀλάστωρ: suffering cruelly
ἄλαστος	not to be forgotten, insufferable, unceasing
Ἀλάστωρ	
ἀλάστωρ	the avenging deity, destroying angel
ἀλατεύεις	
ἀλγεινός	giving pain, painful, grievous
ἀλγέω	to feel bodily pain, suffer
ἀλγηδών	a sense of pain, pain, suffering
ἄλγησις	sense of pain
ἄλγιστος	
ἀλγίων	more or most painful, grievous or distressing
ἄλγος	pain
ἀλγύνω	to pain, grieve, distress
ἄλεκτρος	unbedded, unwedded
Ἀλέξανδρος	
ἀλέξανδρος	defending men
ἀλεξητήριος	able to keep off
ἀλέομαι	to avoid, shun
ἀλέω	to grind, bruise, pound
Ἅλη	
ἁλή	
ἄλη	
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀλήθω	
ἀλητεία	a wandering, roaming
ἀλητεύω	to wander, roam about
ἀλήτης	a wanderer, stroller, rover, vagabond
ἀλθαία	
Ἀλθαίη	
ἄλθομαι	to become whole and sound
ἁλία	an assembly of the people
ἀλίαστος	unshrinking, unabating
ἀλίβατος	
ἁλίζω	
ἁλίη	
ἁλιήρης	sweeping the sea
ἁλικία	
ἁλίκτυπος	groaning at sea
ἀλίμενος	without harbour, harbourless
Ἅλιος	
ἅλιος	
Ἁλιρρόθιος	
ἁλιρρόθιος	dashed over by the sea
ἁλίρροθος	of the raging sea
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίς	
Ἅλις	
ἁλίσκομαι	to be taken, conquered
ἁλίτυπος	sea-beaten
Ἄλκαθος	
ἀλκαῖον	
ἀλκαῖος	strong, mighty
Ἀλκαῖος	
ἄλκαρ	a safeguard, defence
ἀλκή	strength
Ἄλκηστις	
ἄλκιμος	strong, stout
Ἀλκμήνη	
ἀλκυών	the kingfisher
ἀλλά	otherwise, but
ἄλλαξις	
ἀλλάσσω	to make other than it is, to change, alter
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλοῖος	of another sort or kind, different
ἀλλοιόω	to make different, to change, alter
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἄλλου	
ἀλλόχροος	changed in colour
ἀλλόχρως	looking strange or foreign
ἄλλως	in another way or manner
ἅλμα	a spring, leap, bound
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλόγιστος	unreasoning, inconsiderate, thoughtless, heedless
ἀλοκίζω	to trace furrows
ἄλοξ	a furrow
ἀλουσία	a being unwashen, want of the bath
ἄλουτος	unwashen, not using the bath
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
ἀλσώδης	like a grove
ἄλυπον	
ἄλυπος	without pain
ἄλυρος	without the lyre
ἅλυσις	a chain
ἀλύω	to wander in mind
ἀλφάνω	to bring in, yield, earn
Ἀλφειός	
Ἀλφεός	
ἅλων	
ἁλώσιμος	easy to take, win
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζών	the Amazons
ἀμαθής	unlearned, ignorant, stupid, boorish
ἀμαθία	ignorance
ἀμαλός	soft, weak, feeble
ἄμαξα	a wagon, wain
ἁμαξήρης	of or on a carriage
ἁμαξιτός	
ἁμαξοπληθής	large enough to fill a wagon
ἁμαρτάνω	to miss, miss the mark
ἁμαρτῆ	together, at once
ἁμαρτία	a failure, fault, sin
ἀμαρτύρητος	needing no witness
ἀμάτορος	
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμαυρόω	to make dim, faint
ἄμαχος	without battle
ἀμάω	
ἀμβάτης	
ἀμβλώψ	
ἀμβολάς	thrown up
ἀμβολή	
ἀμβροσία	
ἀμβρόσιος	immortal
ἀμβροτόπωλος	with coursers of immortal strain
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἄμεικτος	
ἀμείνων	better, abler, stronger, braver
ἄμειψις	exchange, interchange
ἀμέλγω	to milk
ἀμέλεια	indifference, negligence
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἀμελία	
ἄμεμπτος	not to be blamed, blameless
ἀμενηνός	powerless, fleeting, feeble
ἀμενής	
ἀμέργω	to pluck or pull
ἀμέρδω	to deprive of, bereave of
ἀμετρητος	
ἀμέτρητος	unmeasured, immeasurable, immense
ἄμη	a shovel or mattock
ἀμήν	verily, of a truth, so be it
ἀμήτωρ	without mother, motherless
ἀμηχανέω	to be at a loss for
ἀμηχανής	
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἀμίς	a chamber-pot
ἀμισθί	without reward
ἅμμα	anything tied or made to tie
ἄμμορος	without share of
Ἀμμωνιάς	
Ἀμμωνίς	of Ammon
ἀμνημόνευτος	unmentioned, unheeded
ἀμνημονέω	to be unmindful
ἀμνημοσύνη	forgetfulness
ἀμνήμων	unmindful, forgetful
ἀμοιβάς	for a change of raiment
ἀμοιβεύς	
ἀμοιβή	a requital, recompense, compensation, return, payment
ἄμοιρος	without share in
ἄμορος	unlucky, wretched
ἀμορφία	unshapeliness, unsightliness
ἄμορφος	misshapen, unsightly
ἁμός	
ἁμοῦ	somewhere or other
ἀμουσία	want of refinement, rudeness, grossness
ἄμουσος	without the Muses, without taste, unrefined, inelegant, rude, gross
ἀμοχθεί	without effort
ἄμπ	
ἄμπελος	a vine
ἀμπέχω	to surround, cover
ἀμπισχών	
ἀμπλακεῖν	to come short of
ἀμπλάκημα	an error, fault, offence
ἀμπλακία	
ἄμπυξ	a woman's head-band, snood
ἄμυγμα	a scratching, tearing
Ἀμύκλαι	a sort of shoes
Ἀμύκλης	
Ἀμυμωνίοις	
ἀμυνάθοιτο	
ἀμυνάθω	to defend, assist
ἀμύντωρ	a defender, helper
ἀμύνω	to keep off, ward off
ἀμυστίζω	to drink deep
ἄμυστις	a long draught
Ἀμφαναίας	
ἀμφελικτός	
ἀμφελίσσω	to wrap or twine round
ἀμφήκης	two-edged
ἀμφήρης	fitted on both sides, well-fitted
ἀμφί	on both sides
Ἀμφιάραος	Amphiaraus
ἀμφιβαίνω	to go about or around
ἀμφιβάλλω	to throw or put round
ἀμφίβλημα	something thrown round
ἀμφίβληστρον	anything thrown round
ἀμφίβολος	put round, encompassing
ἀμφιβώμιος	round the altar
ἀμφιδάκρυτος	all-tearful
ἀμφιδέξιος	with two right hands, very dextrous
ἀμφιέπω	to go about, be all round, encompass
ἀμφιθέω	to run round about
ἀμφί-ἴσχω	
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφίκρανος	two headed
ἀμφίκρημνος	with cliffs all round
ἀμφιλαφής	taking in on all sides, widespreading
ἀμφίλεκτος	discussed on all hands, doubtful
ἀμφίλογος	disputed, disputable
ἀμφιμήτορες	brothers or sisters by different mothers
Ἀμφιονίας	
ἀμφιπίπτω	to fall around
ἀμφίπολος	busied about, busy
ἀμφιπορφύρεος	
ἀμφιπτυχή	a folding round, embrace
ἀμφίπυρος	with fire at each end
ἀμφίρυτος	flowed around, sea-girt
ἀμφιτίθημι	to put round
ἀμφιτόμος	cutting with both sides, two-edged
ἀμφίτομος	
ἀμφίτορνος	well-rounded
ἀμφιτρής	pierced from end to end
Ἀμφιτρίτη	
Ἀμφιτρύων	
ἀμφιφανής	visible all round, known to all
ἀμφίχρυσος	gilded all over
Ἄμφιων	
ἀμφορεύς	an amphora, jar, urn
ἀμφότερος	each or both of two
ἄμφω	
ἀμφώβολος	a javelin or spit with double point
ἄν	
ἄνα	
ἀνά	up, upon
ἀναβαίνω	to go up, mount, to go up to
ἀνά-Βακχεύω	
ἀναβάλλω	to throw or toss up
ἀναβάτης	one mounted
ἀναβλέπω	to look up
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολή	that which is thrown up, a mound
ἀναγγέλλω	to carry back tidings of, report
ἀναγελάω	to laugh loud
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἄναγνος	impure, unclean, unholy, defiled
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀνάδελφος	without brother or sister
ἀναδέσμη	a band for the hair, a head-band
ἀνάδετος	binding up the hair
ἀναδέχομαι	to take up, catch, receive
ἀνάδημα	
ἀνά-εἰμί	
ἀνά-ἐράω	
ἀνάθημα	a votive offering set up
ἀναθρέω	to look up at, observe closely
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναιθύσσω	to stir up, rouse
ἀναίθω	to light up, set on fire
ἀναίμακτος	unstained with blood
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναίσσω	
ἀναίσχυντος	shameless, impudent
ἀναίτιος	not being the cause
ἀνακαίω	to light up
ἀνακαλέω	to call up the dead
ἀνακαλύπτω	to uncover
ἀνάκειμαι	to be laid up
ἀνακίρναμαι	to mix well
ἀνακλάζω	to cry aloud, scream out
ἀνά-κλάω	
ἀνακομίζω	to carry up
ἀνακουφίζω	to lift up
ἀνακρεμάννυμι	to hang up on
ἀνάκτορον	a palace
ἀνάκτωρ	
ἀνακυκλέω	to turn round again
ἀνακύπτω	to lift up the head
ἀναλάζομαι	to take again
ἀναλαλάζω	to raise a war-cry, cry aloud
ἀναλαμβάνω	to take up, take into one's hands
ἀνάλγητος	without pain
ἀνάλιος	
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλλομαι	to leap
ἀνάλωμα	expenditure, cost
ἀνάλωσις	outlay, expenditure
ἀναμένω	to wait for, await
ἀναμετρέω	to re-measure the road
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμοχλεύω	to raise by a lever, to force open
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἀνανεόομαι	to renew
ἄναξ	a lord, master
Ἄναξ	
ἀναξία	a command, behest
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
ἀναπάλλω	to swing to and fro
ἀνάπαυλα	repose, rest
ἀνάπαυσις	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπειράομαι	to try or attempt again
ἀναπείρω	to pierce through, fix on a spit
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπέτομαι	to fly up, fly away
ἀναπίπτω	to fall back
ἀναπληρόω	to fill up
ἀναπνέω	to breathe again, take breath
ἀναπνοή	recovery of breath, revival
ἀνά-πταίω	
ἀναπτερόω	to raise its feathers
ἀναπτύσσω	to unfold
ἀναπτυχή	the expanse
ἀνάπτω	to make fast on or to
ἄναρθρος	without joints, not articulated
ἀναριθμέομαι	to enumerate
ἀναρίθμητος	not to be counted, countless
ἀνάριθμος	without number, countless, numberless
ἀναρπαγή	re-capture
ἀναρπάζω	to snatch up
ἀναρπαστός	snatched up, carried off
ἀναρρήγνυμι	to break up
ἀναρτάω	to hang to
ἀναρτέομαι	to be ready, prepared
ἀναρχία	lack of a leader
ἄναρχος	without head or chief
ἀνασειράζω	to draw back with a rein, to hold in check
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνασκευάζω	to pack up the baggage
ἀνασπαράσσω	to tear up
ἀνασπάω	to draw up, pull up
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστέλλω	to raise up
ἀναστενάζω	didst thou groan forth
ἀναστένω	to groan aloud
ἀναστέφω	to crown, wreath
ἀναστομόω	to furnish with a mouth
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνά-σχέθω%	
ἀνασχετός	
ἀνατέλλω	to make to rise up or to grow up
ἀνατί	without harm, with impunity
ἀνατίθημι	to lay upon
ἀνατινάσσω	to shake up and down, brandish
ἀνατλῆναι	to bear up against, endure
ἀνατολή	a rising, rise
ἀνατρέπω	to turn up or over, overturn, upset
ἀναύδητος	not to be spoken, unutterable, ineffable
ἄναυδος	speechless, silent
ἄναυλος	without the flute
Ἄναυρος	a torrent
ἄναυρος	
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀναφλέγω	to light up, rekindle
ἀναφορά	
ἀνά-φύρω	
ἀναχαιτίζω	to throw back the mane, rear up
ἀναχέω	to pour forth
ἀναχορεύω	to begin a choral dance
ἀναχώννυμι	to heap up into a mound
ἀναχωρέω	to go back
ἀναψάω	to wipe up:—
ἄναψις	
ἀναψυχή	a cooling, refreshing: relief, recovery, respite
