Field1	Field2
ἀπᾴδω	to sing out of tune, be out of tune
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἀπαντάω	to move from
ἀπαντή	
ἀπαραίτητος	not to be moved by prayer, inexorable
ἀπαρχή	the beginning of a sacrifice, the primal offering
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἄπεδος	even, level, flat
ἀπειλή	boastful promises, boasts
ἀπεῖπον	to speak out, tell out, declare
ἀπειρία	infinity
ἄπειρος	
ἄπειστος	
ἀπέλυσενὦ	
ἁπλόος	single
ἁπλόω	to make single, to unfold, stretch out
ἀπό	from, away from. c. gen.
ἀποβλέπω	to look away from
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδίδωμι	to give up or back, restore, return
ἀπό-ἐλπίζω	
ἀποθνήσκω	to die off, die
ἀποκαλέω	to call back, recall
ἀποκρίνω	to separate, set apart
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
ἀπόλειψις	a forsaking, abandonment
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολόγημα	a plea alleged in defence
ἀπολογία	a speech in defence, defence
ἀπολύω	to loose from
ἀπομνημονεύω	to relate from memory, relate, recount
ἀπονέμω	to portion out, impart, assign
ἀπόνοια	loss of all sense
Ἀποπλογία	
ἀπορία	difficulty of passing
ἄπορος	without passage
ἀποστέλλω	to send off or away from
ἀποστροφή	a turning back
ἀποτίθημι	to put away, stow away
ἀποτίνω	to pay back, repay, return
ἀποφαίνω	to shew fort, display, produce
ἀπόφασις	
ἀποφεύγω	to flee from, escape
ἀπόφημι	to speak out, declare flatly or plainly
ἀπό-χράω	
ἀποψηφίζομαι	to vote away from
ἄρα	
ἆρα	particle introducing a question
Ἀργεῖος	of or from Argos, Argive
ἀργύριον	a piece of silver, a silver coin
ἄρδην	lifted up, on high
ἄρδω	to water
ἄρειος	devoted to Ares, warlike, martial
Ἄρειος	
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀριθμός	number
ἀριστάω	to take breakfast or luncheon
Ἀριστογείτων	
Ἀριστόμαχος	
ἀριστόμαχος	best at fighting
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἄριστος	
Ἀριστοφών	
Ἀρίστων	
Ἀρκάς	
Ἁρμόδιος	
ἁρμόδιος	fitting together
ἁρμόζω	to fit together, join
ἀρνέομαι	to deny, disown
ἄρον	
ἄρος	
ἀρόω	to plough
Ἁρπαλείων	
Ἅρπαλος	
ἀρρώστημα	an illness, a sickness
ἀρρωστία	weakness, sickness
ἄρτιος	complete, perfect of its kind, suitable, exactly fitted
ἀρχεῖον	the senate-house, town-hall, residence of the chief magistrates
Ἀρχεστρατίδης	
ἀρχή	a beginning, origin, first cause
ἀρχηγός	beginning, originating
ἀρχήν	
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀσέβεια	ungodliness, impiety, profaneness
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσεβής	ungodly, godless, unholy, profane
ἀσελγής	licentious, wanton, brutal
ἀσθενής	without strength, weak, feeble, weakly
ἀσθενόω	to weaken
Ἀσία	Asia
Ἀσίης	
ἄσιος	
Ἄσιος	Asian
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀτιμόω	to dishonour
ἀτιμώρητος	unavenged
ἄτοπος	out of place
ἀτρέμας	without trembling, without motion
ἄττα	father
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχής	luckless, unfortunate
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
αὐλητρίς	a flute-girl
αὐξάνω	to make large, increase, augment
αὔριον	to-morrow
αὐτίκα	forthwith, straightway, at once
αὐτόθι	on the spot
αὐτόματος	acting of one's own will, of oneself
αὐτονομία	freedom to use one's own laws, independence
αὐτός	self
αὐτοτελής	ending in itself, complete in itself, supporting oneself
αὐτοῦ	at the very place, just here, just there
αὐτόχθων	sprung from the land itself
αὐτῶναι	
αὐτῷυνκνοωντισιν	
ἀφαιρέω	to take from, take away from
ἀφανίζω	to make unseen, hide from sight
Ἀφιδναῖος	
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἄφιξις	an arrival
ἀφίστημι	to put away, remove
ἄφοβος	without fear
ἀφορίζω	to mark off by boundaries
ἄφρων	without sense
ἀφύλακτος	unguarded, unwatched
Ἀχαία	Achaia
ἀχαιά	
Ἀχαιός	Achaian
ἀψευδέω	not to lie, to speak truth
ἁψιμαχία	a skirmishing
ατηεναευς	
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βάσανος	the touch-stone
βασιλεύς	a king, chief
βασιλικός	royal, kingly
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλτιστος	best
βελτίων	better
βίος	life
βιόω	to live, pass one's life
βλάπτω	to disable, hinder, stop
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
Βοιωτία	Boeotia
Βοιώτιος	Boeotian
Βοιωτός	a Boeotian
βουλεύς	
βούλευσις	deliberation
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βραχύς	short
βωμός	any raised platform, a stand
γαμέω	to marry
γάμος	a wedding, wedding-feast
γάρ	for
γάρὑπουνκνοων	
γε	at least, at any rate
γεγονἀλλ'	
γελωτοποιέω	to create, make laughter
γελωτοποιός	exciting laughter
γενεαλογέω	to trace by way of pedigree
γένεσις	an origin, source, productive cause
γένος	race, stock, family
γευνκνοωνδίδωσιν	
γεωργέω	to be a husbandman, farmer
γεωργός	tilling the ground
γῆρας	old age
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γνήσιος	of or belonging to the race
γνώμη	a means of knowing, a mark, token
γνώριμος	well-known, familiar
γνῶσις	a judicial inquiry
γονεύς	a begetter, father
γόνυ	the knee
γοῦν	at least then, at any rate, any way
γραμματεῖον	that on which one writes, tablets
γραμματεύς	a secretary, clerk
γραφή	representation by means of lines
γραφής	
γράφος	
γράφω	to scratch, scrape, graze
γυνή	a woman
γυνήτον	
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δάκρυον	a tear
δακρύω	to weep, shed tears
δάμαρ	a wife, spouse
δανείζω	to put out money at usury, to lend
δαπάνη	outgoing, cost, expense, expenditure
δασμολογέω	to collect as tribute
δέ	but
δεδιώσιν	
δεἰ	
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δεινός	fearful, terrible, dread, dire
δεινότης	terribleness
δειπνέω	to make a meal
δέκα	ten
δεκαπλόος	
δεκαπλοῦς	
Δελφοί	the Delphians
δεξιόομαι	to greet with the right hand, welcome, greet
δέον	that which is binding, needful, right, proper
δεσμεύω	to fetter, put in chains
δεσμός	anything for binding, a band, bond
δέσποινα	the mistress, lady of the house
δεσπότης	a master, lord, the master of the house
δεὐτελής	
δέω	
δή	exactness
δηλονότι	quite clearly, manifestly, plainly
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
δήλωσις	a pointing out, manifestation, explaining, shewing
δηλώσωΦιλιπποἐστρατευσατο	
δημαγωγός	a popular leader
Δημάδης	
δημηγορέω	to speak in the assembly
Δημοκράτης	
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
Δημόσθενεσἐστινμως	
Δημοσθένης	
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημοτικός	of or for the people, in common use, common
Δημοτίων	
δήπου	perhaps, it may be
διά	through c. gen. through, by means of c. acc.
διαβάλλω	to throw over or across, to carry over or across
διαβολή	false accusation, slander, calumny
διάδοχος	succeeding
διαθήκη	a disposition
διαιρέω	to take one from another, to cleave in twain, to divide into parts
δίαιτα	a way of living, mode of life
διαιτητής	an arbitrator, umpire
διάκειμαι	to be in a certain state, to be disposed or affected
διακρίνω	to separate one from another
διαλέγω	to pick out one from another, to pick out
διαλείπω	to leave an interval between
διαλλάσσω	to change one with another, interchange
διαλύω	to loose one from another, to part asunder, undo
διανέμω	to distribute, apportion
διαπέμπω	to send off in different directions, send to and fro, send about or round
διαπράσσω	to pass over
διαρρήδην	expressly, distinctly, explicitly
διαστρέφω	to turn different ways, to twist about, distort
διατάσσω	to appoint or ordain severally, dispose
διατελέω	to bring quite to an end, accomplish
διατελής	continuous, incessant
διατίθημι	to place separately, arrange
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφέρω	to carry over or across
διαφθείρω	to destroy utterly
διάφορος	different, unlike
διαφυλάσσω	to watch closely, guard carefully
διαψηφίζομαι	to vote in order with ballots
διδασκαλεῖον	a teaching-place, school
διδάσκω	to teach
δίδημι	to bind, fetter
δίδωμι	to give
διέξειμι	to go out through, pass through
διεξέρχομαι	to go through, pass through
διεξίημι	to let pass through
Δίη	
δικάζω	to judge, to give judgment on
δικαία	
Δικαιοκράτης	
Δικαιοκράτους	
δικαιολογέομαι	to plead one's cause before the judge
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιοσύνη	righteousness, justice
δικαιόω	to set right
δικαστἄν	
δικαστήριον	a court of justice
δικαστής	a judge
δίκη	custom, usage
δίκῃιν	
διν	
διό	wherefore, on which account
Διογνίδης	
διοικέω	to manage a house
διοίκησις	government, administration
Διοπείθης	
διόπερ	
διορύσσω	to dig through or across
δῖος	god-like, divine
διότι	for the reason that, since
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
δίς	twice, doubly
διώκω	to pursue
Διώνη	
Διώξιππος	
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δόξα	a notion
δόξις	
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλεύω	to be a slave
δπται	
δραπέτης	a runaway
δραχμή	a handful
δραχμός	
δρέπω	to pluck, cull
δύη	woe, misery, anguish, pain
δυναίμηνψ	
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δυνάστης	a lord, master, ruler
δυνατός	strong, mighty, able
δύο	two
δυοδεξιμα	
δύω	to strip off
Δωδωναῖος	of Dodona
Δωδώνη	Dodona
δωρεά	a gift, present
δωροδοκέω	to accept as a present
δωροδοκία	a taking of bribes, openness to bribery
δῶρον	a gift, present
ἕ	sui.
ε	
ἐάν	if haply
εἅπασιν	
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἐγγράφω	to mark in or on, to paint on
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγύησις	betrothed
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύς	near, nigh, at hand
ἐγγύτατος	
ἐγγύτερος	
ἐγκαλέω	to call in
ἐγκατακλίνω	to put to bed in
ἐγκαταλείπω	to leave behind
ἔγκλημα	an accusation, charge, complaint
ἐγκρατής	in possession of power
ἐγκωμιάζω	to praise, laud, extol
ἐγκώμιος	in or of the same village, native
ἐγστους	
ἐγώ	ego
ἐγώγε	
ἐγώτῷ	
ἕδος	a sitting-place
ἔδω	to eat
ἐθέλω	to will, wish, purpose
ἔθεσαν	
ἔθνος	a number of people accustomed to live together, a company, body of men
ἔθω	to be accustomed
εἰ	whether.
εἰδοί	Idus
εἶδον	to see, perceive, behold
εἰκός	like truth
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἰκών	a likeness, image, portrait
εἰλνος	
εἰμί	to be, to exist
εἶμι	to go
εἶναιατηεναευς	
εἶπον	to speak, say
εἶπος	
εἰρήνη	peace, time of peace
εἷς	
εἰς	into, to c. acc.
εἰσαγγελία	an impeachment
ἐισαγγελίας	
εἰσαγγέλλω	to go in and announce
εἰσαγγελτικός	of or for impeachment
εἴσειμι	to go into
εἰσηγητής	one who brings in, a mover, author
εἰσίημι	to send into
εἰσπράσσω	to get in or exact
εἰσωθέω	to thrust into
εἶτα	then, next
εἰτά	
εἴτε	
εἰφανερόν	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάτερος	each of two, either, each singly
ἑκατόν	a hundred
ἐκ-ἀυτέω	
ἐκβάλλω	to throw or cast out of
ἐκδίδωμι	to give up, surrender
ἔκδοσις	a giving out or up, surrendering
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἐκεῖνοσρος	
ἐκεῖσε	thither, to that place
ἐκθρέψασἐξεδωκενως	
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκλησίᾳκατα	
ἐκκρούω	to knock out
ἐκλείπω	to leave out, omit, pass over
ἑκούσιος	voluntary
ἐκπίπτω	to fall out of
ἐκποδών	away from the feet
ἐκτίθημι	to set out, place outside
ἐκτίνω	to pay off, pay in full
ἐκώλυεπαρέχονταμαρτυριασπολλυχ	
ἑκών	willing, of free will, readily
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλάχιστος	the smallest, least
ἔλεγος	a song of mourning, a lament
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἔλεος	pity, mercy, compassion
ἐλευθεατα	
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἐλλάδα	
Ἑλλάς	Hellas
Ἕλλην	Hellen
Ἑλληνικός	Hellenic, Greek
Ἑλληνίς	a Grecian woman
ἐλτάτοις	
ἐμαυτοῦ	of me, of myself
ἐμβαίνω	to step in
ἐμδικαίως	
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἔμπειρος	experienced or practised in
ἔμπροσθεν	before, in front
ἐμπυρισμός	
ἐμφανίζω	to make manifest, exhibit
ἐν	in, among. c. dat.
ἐναντίον	
ἐναντίος	opposite
ἔνδεια	want, need, lack
ἐνδείκνυμι	to mark, point out
ἔνδειξις	a pointing out
ἕνδεκα	eleven
ἐνδέχομαι	to take upon oneself
ἐνδίδωμι	to give in
ἔνδοθεν	from within
ἔνδον	in, within, in the house, at home
ἔνδοξος	held in esteem or honour, of high repute
ἐνεδρεύω	to lie in wait for
ἐν-εἰμί	
ἕνεκα	on account of, for the sake of, because of, for
ενεπάντα	
ἐνεργός	at work, working, active, busy
ἐνθάδε	thither, hither
ἐνιαυτός	any long period of time, a cycle, period
ἔνιοι	some
ἐνίοτε	sometimes
ἐνίστημι	to put, set, place in
ἐννοέω	to have in one's thoughts, to think, consider, reflect
ἔννομος	within the law, lawful, legal
ἐνοιεσθαι	
ἐνοικέω	to dwell in
ενοἶκον	
ἕνος	belonging to the former of two periods, last year's
ἐνοχλέω	to trouble, disquiet, annoy
ἔνοχος	held in
ἐνσείω	to shake in or at
ἐνταῦθα	here, there
ἐνταυθοῖ	hither, here
ἐντεῦθεν	hence or thence
ἔντιμος	in honour, honoured, prized
ἐντός	within, inside
ἐντυγχάνω	to light upon, fall in with, meet with
ἐνύπνιον	a thing seen in sleep
ἐνύπνιος	in dreams appearing
ἐν-χειρέω	
ἐν-χειρόω	
ἐξαγγέλλω	to send out
ἐξάγω	to lead out
ἐξαιρέω	to take out of
ἐξαιτέω	to demand or ask for from
ἐξαίφνης	on a sudden
ἑξάκις	six times
ἐξανδραποδίζω	to reduce to utter slavery
ἐξαπατάω	to deceive or beguile thoroughly
ἔξαρνος	denying;
ἐξελέγχω	to convict, confute, refute
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἑξήκοντα	sixty
ἐξίημι	to send out, let
ἐξίστημι	to put out of its place, to change or alter utterly
ἐξοικέω	to emigrate
ἐξορίζω	to send beyond the frontier, banish
ἐξορμάω	to send forth, send to war
ἐξορμέω	to be out of harbour, run out
ἐξουσία	power or authority
ἐξυβρίζω	to break out into insolence, to run riot, wax wanton
ἔξω	out
ἔξωθεν	from without
ἔοικα	to be like
ἐοικότως	similarly, like
εοις	
ἐπαιν	
ἐπαινέω	to approve, applaud, commend
ἔπαινος	approval, praise, commendation
ἐπακούω	to listen or hearken to, to hear
ἐπανορθόω	to set up again, restore
ἐπεί	after that, after (postquam), since, when (quum)
ἐπειδάν	whenever.
ἐπεῖδον	to look upon, behold
ἔπειμι	to be upon
ἐπείπερ	seeing that
ἔπειτα	thereupon
ἐπεμβαίνω	to step or tread upon
επερί	
ἐπέρχομαι	to come upon, come near, come suddenly upon
ἐπί	on, upon with gen., dat., and acc.
ἐπιβουλεύω	to plan or contrive against
ἐπιβουλή	a plan against
ἐπιδίδωμι	to give besides
ἐπιείκεια	reasonableness, fairness, equity
ἐπιεικής	fitting, meet, suitable
ἐπιέννυμι	to put on besides or over
ἐπίησυ	
ἐπιθυμέω	to set one's heart upon
ἐπικοσμέω	to add ornaments to, to decorate after or besides
Ἐπικράτης	
ἐπικρατής	master of
ἐπιλήθω	to cause to forget
ἐπίληπτος	caught or detected in
ἐπιμέλεια	care, attention
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιμελής	careful or anxious about, put in charge of
ἐπιμιμνήσκομαι	to bethink oneself of, to remember, think of
ἐπιόντοσἐπι	
ἐπισιτισμός	a furnishing oneself with provisions, foraging
ἐπιστατέω	to be set over
ἐπιστάτη	
ἐπιστάτης	one who stands near or by, a suppliant
ἐπιστέλλω	to send to, send as a message or letter
ἐπιστολή	a message, command, commission
ἐπιστρατεύω	to march against, make war upon
ἐπίταγμα	an injunction, command
ἐπιτάφιος	over a tomb
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτηδεύω	to pursue or practise
ἐπιτιμάω	to lay a value upon
ἐπιτρέπω	to turn towards
ἐπίτροπος	one to whom a charge is entrusted, a trustee, administrator
ἐπιφέρω	to bring, put or lay upon
ἐποιησάμεθαβουλευωων	
ἐποίησανγενομεν	
ἑπτακόσιοι	seven hundred
ἔρανος	a meal to which each contributed his share
ἐράω	
ἐργάζομαι	to work, labour
ἐργασία	work, daily labour, business
ἐργαστήριον	any place in which work is done: a workshop, manufactory
ἔργνυμι	to confine
ἔργον	work
ἔρδω	to do
ἔρος	
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἔρως	love
ἐρωτάω	to ask
ἐρώτησις	a questioning
εσαλεὑπέρ	
ἐσἀπογιἀπόφαἐλαβενσι	
ἐσθίω	to eat
ἑσπέρα	evening, eventide, eve
ἐσχατάω	to be at the edge, on the border
ἔσχατος	outermost
ἐτάζω	to examine, test
ἔται	
ἑταίρα	a companion
ἑταιρέω	to keep company
ἑταιρικός	of or befitting a companion
ἕτερος	one of the
ἑτέρωθι	on the other side
ἔτης	clansmen
ἔτι	yet, as yet, still
ετόν	
ἔτος	a year
ἔτυχενδικαιως	
εὖ	well
Εὐβοεύς	an Euboean
εὐγένεια	nobility of birth, high descent
εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness
εὐδαιμονίανἀνευ	
εὐδαιμονίζω	to call or account happy
εὐδαίμων	blessed with a good genius;
εὐδοκιμέω	to be of good repute, to be held in esteem, honoured, famous, popular
εὐδοξία	good repute, credit, honour, glory
εὐεργεσία	well-doing
εὐεργετέω	to do well, do good
εὐεργέτημα	a service done, kindness
εὐεργέτης	a well-doer, benefactor
εὐήθης	good-hearted, open-hearted, simpleminded, guileless
Εὐθυκράτους	
εὐθύς	
εὔνοια	good-will, favour, kindness
εὐνοικός	well-disposed, kindly, favourable
εὔνοιος	
Εὐξένιππε	
Εὐξενίππον	
Εὐξένιππον	
Εὐξένιππος	
Εὐξενίππου	
Εὐξενίππῳ	
εὔορκος	keeping one's oath, faithful to one's oath
εὐπραξία	good conduct
Εὔριπος	
εὑρίσκω	to find
Εὐρώπη	Europa, Europe
Εὐρώπης	
εὐτυχέω	to be well off, successful, prosperous
εὐτύχημα	a piece of good luck, a happy issue, a success
εὐτυχής	well off, successful, lucky, fortunate, prosperous
Εὔφημος	
Εὔφημοσπρῶτονἐπειδη	
Εὐφραίου	
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
ἐφέζομαι	to sit upon
ἐφη	
ἔφηις	
ἐφίημι	to send to
ἐφίστημι	to set or place upon
ἐφόδιον	travelling-allowance
ἐφόδιος	
ἐφοράω	to oversee, observe, survey
ἐφορεύω	to be ephor
ἔχθρα	
ἔχθρη	hatred, enmity
ἐχθρός	hated, hateful
ἔχις	an adder, viper
εχτρεμα	
