Field1	Field2
ἀναβαίνω	to go up, mount, to go up to
ἀναβοάω	to shout aloud, utter a loud cry
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀνάθημα	a votive offering set up
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιρέω	to take up, raise
ἀνακομίζω	to carry up
ἀνακρίνω	to examine closely, to question, interrogate
ἀναλαμβάνω	to take up, take into one's hands
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναμένω	to wait for, await
ἀναμιμνήσκω	to remind
ἀνάξιος	unworthy, not deemed or held worthy of
ἀναπίμπλημι	to fill up
ἀνάπτω	to make fast on or to
ἀναρπάζω	to snatch up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνατίθημι	to lay upon
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀναφέρω	to bring or carry up
ἀναψάω	to wipe up:—
ἀνδρεῖος	of or for a man
ἀνδρίς	
ἀνδρόω	to rear up into manhood
ἀνέδην	let loose, freely, without restraint
ἀνέθεσαν	
ἀνείργω	to keep back, restrain
ἀνήκω	to have come up to
ἀνήρ	a man
ἄνθρωπος	man
ἀνιερόω	to dedicate, devote
ἀνίστημι	to make to stand up, raise up
ἄνοος	without understanding, foolish, silly
ἀνόσιος	unholy, profane
ἀντεῖπον	to speak against or in answer, gainsay
ἀντί	over against, opposite. c. gen.
ἀντίθετος	
ἀντικαταλλάσσομαι	to exchange
Ἀντίπατρος	
ἀντιπολιτεύομαι	to be a political opponent
ἀντιπράσσω	to act against, seek to counteract
ἀντιτίθημι	to set against, oppose
Ἀντιφών	
ἄνω	
ἀξία	the worth or value
ἀξιόπιστος	trustworthy
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀπαγορεύω	to forbid
ἀπάγω	to lead away, carry off
ἀπαίρω	to lift off, carry off, take away, to remove from
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἅπαξ	once, once only, once for all
ἀπαραίτητος	not to be moved by prayer, inexorable
ἅπας	quite all, the whole
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἄπειρος	
ἀπέρχομαι	to go away, depart from
ἀπέχω	to keep off or away from
ἄπιστος	not to be trusted
ἁπλός	
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
ἀπό	from, away from. c. gen.
ἀποβλέπω	to look away from
ἀπόγονος	born or descended from
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέχομαι	to accept from
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀποθνήσκω	to die off, die
ἀποκρύπτω	to hide from, keep hidden from
ἀποκτείνω	to kill, slay
ἀπολαύω	to have enjoyment of
ἀπολείπω	to leave over or behind
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολύω	to loose from
ἀπονέμω	to portion out, impart, assign
ἀπόνοια	loss of all sense
ἀπορέω	to be without means or resource
ἀπόρθητος	not sacked, unravaged
ἀπορία	difficulty of passing
ἀπόρρητος	forbidden
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποστρέφω	to turn
ἀποτίθημι	to put away, stow away
ἀποτυγχάνω	to fail in hitting or gaining, to miss, lose
ἀποτυχία	
ἀποφαίνω	to shew fort, display, produce
ἀπόφασις	
ἀποφεύγω	to flee from, escape
ἀπόφημι	to speak out, declare flatly or plainly
ἀποχειροτονέω	to vote a charge away from
ἀποψηφίζομαι	to vote away from
ἄπρακτος	doing nothing, ineffectual, unprofitable
ἆρα	particle introducing a question
ἄρα	
ἀρά	a prayer
ἀργυρίζω	
ἀργύριον	a piece of silver, a silver coin
Ἄρειος	
ἄρειος	devoted to Ares, warlike, martial
Ἀρεοπαγῖται	
Ἀρεοπαγίτης	a member of the Areopagus
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
Ἀρή	
ἀρή	
Ἄρης	Ares
ἀρθμέω	to be united
ἄρθμιος	united
Ἄρις	
Ἀρίσταρχος	
ἀρίσταρχος	best-ruling
Ἀριστείδης	
Ἀριστογείτων	
ἄριστος	best
Ἀριστοφῶν	
Ἀρκάς	
Ἁρμόδιος	
ἁρμόδιος	fitting together
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
Ἅρπαλος	
'Αρπάλου	
ἄρσην	male
Ἄρτεμις	Artemis
ἄρτιος	complete, perfect of its kind, suitable, exactly fitted
ἀρχαῖος	from the beginning
ἀρχεθεωρία	
ἀρχεθεωρός	
ἀρχή	a beginning, origin, first cause
ἀρχηγός	beginning, originating
ἀρχήν	
Ἀρχῖνον	
ἄρχω	to be first
ἀσεβής	ungodly, godless, unholy, profane
ἀσθένεια	want of strength, weakness, feebleness, sickliness
ἀσθενής	without strength, weak, feeble, weakly
ἀσμενέω	
ἄστυ	a city, town
ἀστυγείτων	near or bordering on a city
ἄστυλος	without pillar or prop
Ἀστύλος	
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀτιμώρητος	unavenged
ἄτοπος	out of place
Ἀττικός	Attic, Athenian
ἀτυχέω	to be unlucky or unfortunate, fail, miscarry
ἀτύχημα	a misfortune, mishap
ἀτυχής	luckless, unfortunate
ἀτυχία	ill-luck:—a misfortune, miscarriage, mishap
αὖ	
αὐτίκα	forthwith, straightway, at once
αὐτόνομος	living under one's own laws, independent
αὐτόπτης	seeing oneself, an eyewitness
αὐτός	self
αὐτοῦ	at the very place, just here, just there
αὐτόφωρος	self-detected, caught in the act of theft
ἀφαιρέω	to take from, take away from
ἀφανής	unseen, invisible, viewless
ἄφεσις	a letting go, dismissal
ἀφήκω	to arrive at
Ἀφιδναῖος	
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἄφιξις	an arrival
ἀφίστημι	to put away, remove
Ἀχαιός	Achaian
ἄχθομαι	to be loaded
ἄχρηστος	useless, unprofitable, unserviceable
βαδίζω	to go slowly, to walk
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βασιλεύς	a king, chief
βασιλικός	royal, kingly
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλτιστος	best
βελτίων	better
Βηρισάδην	
βίαιος	forcible, violent
βίος	life
βιόω	to live, pass one's life
βλάβη	hurt, harm, damage
βλάβος	
βλάπτω	to disable, hinder, stop
βλασφημέω	to drop evil or profane words, speak lightly or amiss of sacred things
βλασφημία	a profane speech
βοήθεια	help, aid, rescue, support
βοηθέω	to come to aid, to succour, assist, aid
βουλεύς	
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
Βραυρώνιος	
βραχύς	short
Γαῖα	
γάρ	for
γε	at least, at any rate
γένος	race, stock, family
γεύω	to give a taste of
γῆ	earth
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γνώμη	a means of knowing, a mark, token
γνώριμος	well-known, familiar
γοάω	to wail, groan, weep
γόης	one who howls out enchantments, a sorcerer, enchanter
γοητεία	juggling, cheatery
γονεύς	a begetter, father
Γόργιππον	
γράμμα	that which is drawn
γραφεύς	a painter
γραφή	representation by means of lines
γραφής	
γράφω	to scratch, scrape, graze
γυνή	a woman
δαίμων	a god, goddess
δακρύω	to weep, shed tears
δάκτυλος	a finger
δέ	but
δέησις	an entreating, asking: a prayer, entreaty
δεῖ	it is binding on
δείκνυμι	to bring to light, display, exhibit
δεινός	fearful, terrible, dread, dire
δεινόω	to make terrible: to exaggerate
δέκα	ten
δεκάκις	ten-times
δεκαπλάσιος	tenfold
δεκαπλόος	
δεκαπλοῦς	
δεσμωτήριον	a prison
δέσποινα	the mistress, lady of the house
δεῦρο	hither
δευσοποιός	deeply dyed, ingrained, fast
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δήκαι	
δηλονότι	quite clearly, manifestly, plainly
δημαγωγέω	to lead the people
δημαγωγός	a popular leader
Δημάδης	
δημεύω	to declare public property, to confiscate
δημηγορέω	to speak in the assembly
δημηγορία	a speech in the public assembly
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
Δημοσθένης	
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημοτικός	of or for the people, in common use, common
δήπου	perhaps, it may be
διά	through c. gen. through, by means of c. acc.
διαβολή	false accusation, slander, calumny
διαδίδωμι	to give from hand to hand, to pass on, hand over
διαδικάζω	to give judgment in a case
διαθήκη	a disposition
διάκειμαι	to be in a certain state, to be disposed or affected
διαλέγω	to pick out one from another, to pick out
διά-λέγω	
διαλλάσσω	to change one with another, interchange
διαλύω	to loose one from another, to part asunder, undo
διαμένω	to remain by, stand by
διανέμω	to distribute, apportion
διάνοια	a thought, intention, purpose
διαπειράομαι	to make trial or proof of, to have experience
διαπράσσω	to pass over
διαρπάζω	to tear in pieces
διαρρήδην	expressly, distinctly, explicitly
διασκευάζω	to get quite ready, equip
διατάσσω	to appoint or ordain severally, dispose
διατελέω	to bring quite to an end, accomplish
διατίθημι	to place separately, arrange
διατρίβω	to rub between, rub hard, rub away, consume, waste
διαφέρω	to carry over or across
διαφθείρω	to destroy utterly
διαφθορά	destruction, ruin, blight, death.
διαφυλάσσω	to watch closely, guard carefully
δίδωμι	to give
Δίη	
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιοσύνη	righteousness, justice
δικαιόω	to set right
δικαστήριον	a court of justice
δικαστής	a judge
δίκη	custom, usage
διό	wherefore, on which account
διοικέω	to manage a house
διοίκησις	government, administration
διόμνυμι	to swear solemnly, to declare on oath that . .
διόπερ	
δῖος	god-like, divine
διότι	for the reason that, since
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
διπλασίων	
διπλόος	twofold, double
δίς	twice, doubly
δισχίλιοι	two thousand
Διφίλῳ	
δίω	to run away, take to flight, flee
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκώ	
δόξα	a notion
δόξις	
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλεύω	to be a slave
δραπέτης	a runaway
δραχμή	a handful
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δυνατός	strong, mighty, able
δύο	two
δυσχερής	hard to take in hand or manage
Δωδωναῖος	of Dodona
Δωδώνη	Dodona
δωρεά	a gift, present
δωροδοκέω	to accept as a present
δωροδοκία	a taking of bribes, openness to bribery
δωροδόκος	taking presents or bribes
δῶρον	a gift, present
δώσων	always going to give
ἕ	sui.
ἐάν	if haply
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἐγγίγνομαι	to be born or bred in
ἐγκαλέω	to call in
ἐγκαταγηράσκω	to grow old in
ἐγκαταλείπω	to leave behind
ἐγχειρίζω	to put into one's hands, entrust
ἐγχώριος	in or of the country
ἐγώ	ego
ἐγώγε	
ἔδαφος	the bottom, foundation, base
ἕδος	a sitting-place
ἔδω	to eat
ἐθέλω	to will, wish, purpose
ἐθίζω	to accustom, use
ἔθνος	a number of people accustomed to live together, a company, body of men
ἔθος	custom, habit
ἔθω	to be accustomed
εἰ	whether.
εἶδον	to see, perceive, behold
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἰκών	a likeness, image, portrait
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
εἰρήνη	peace, time of peace
εἰρωνεύομαι	to dissemble
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσαγώγιμος	that can or may be imported
εἰσβάλλω	to throw into, put into
εἰσέρχομαι	to go in or into, enter
εἰσίημι	to send into
εἰσποιέω	to give in adoption
εἰσφέρω	to carry into or to
εἰσφορά	a gathering in
εἶτα	then, next
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκατόν	a hundred
ἐκβάλλω	to throw or cast out of
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκκαθάρατε	
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκόπτω	to cut out, knock out
ἐκπέμπω	to send out or forth from
ἐκπλέω	to sail out, sail away, weigh anchor
ἔκπωμα	a drinking-cup, beaker
ἐκστρατεύω	to march out
ἔκτεισις	
ἐκτίνω	to pay off, pay in full
ἐκφέρω	to carry out of
ἑκών	willing, of free will, readily
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεεινός	finding pity, pitied or moving pity, pitiable, piteous
ἐλεέω	to have pity on, shew mercy upon
ἔλεος	pity, mercy, compassion
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἐλευσίνιος	of Eleusis
ἑλλά	
Ἑλλάς	Hellas
Ἕλλην	Hellen
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐμαυτοῦ	of me, of myself
ἐμβάλλω	to throw in, put in
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἐμπίπτω	to fall in or upon or into
ἐμπόριον	the Exchange
ἐμπόριος	
ἔμπροσθεν	before, in front
ἔμφυτος	implanted, innate, natural
ἐμφύω	to implant
ἐν	in, among. c. dat.
ἐναντίον	
ἐναντιόομαι	to set oneself against, oppose, withstand
ἐναντίος	opposite
ἐναύω	
ἐνδείκνυμι	to mark, point out
ἕνδεκα	eleven
ἔνδοξος	held in esteem or honour, of high repute
ἔνειμι	to be in
ἕνεκα	on account of, for the sake of, because of, for
ἐνιαυτός	any long period of time, a cycle, period
ἔνιοι	some
ἐνίοτε	sometimes
ἐνίστημι	to put, set, place in
ἕνος	belonging to the former of two periods, last year's
ἐνοχλέω	to trouble, disquiet, annoy
ἔνοχος	held in
ἐνταῦθα	here, there
ἐντός	within, inside
ἐντυγχάνω	to light upon, fall in with, meet with
ἕξ	six
ἐξαγγέλλω	to send out
ἐξάγω	to lead out
ἑξακισχίλιοι	six thousand
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαπάτη	gross deceit
ἔξειμι	to go out, come out
ἐξελαύνω	to drive out from
ἐξελέγχω	to convict, confute, refute
ἐξεπίτηδες	of set purpose
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἑξήκοντα	sixty
ἐξίημι	to send out, let
ἐξόριστος	expelled, banished
ἔξω	out
ἐξώλης	utterly destroyed
ἔοικα	to be like
ἐοικότως	similarly, like
ἐπαινέω	to approve, applaud, commend
ἐπακολουθέω	to follow close upon, follow after
Ἐπαμινώνδης	
ἐπανίστημι	to set up again
ἐπανορθόω	to set up again, restore
ἐπεί	after that, after (postquam), since, when (quum)
ἐπειδάν	whenever.
ἔπειμι	to be upon
ἔπειτα	thereupon
ἐπέρχομαι	to come upon, come near, come suddenly upon
ἐπί	on, upon with gen., dat., and acc.
ἐπιβαίνω	to go upon
ἐπιβλέπω	to look upon, look attentively
ἐπιβουλεύω	to plan or contrive against
Ἐπιγένης	
ἐπιγίγνομαι	to be born after, come into being after
ἐπιγράφω	to mark the surface, just pierce, graze
ἐπιδέχομαι	to admit besides or in addition
ἐπιδίδωμι	to give besides
ἐπιλήθω	to cause to forget
ἐπιμέλεια	care, attention
ἐπιμελητής	one who has charge of
ἐπιορκέω	to swear falsely, forswear oneself
ἐπίορκος	sworn falsely
ἐπισκήπτω	to make to lean upon, make to fall upon
ἐπίσταμαι	to know
ἐπιστολή	a message, command, commission
ἐπισφαλής	prone to fall, unstable, precarious
ἐπιτάσσω	to put upon
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτίθημι	to lay, put or place upon
ἐπιτιμάω	to lay a value upon
ἐπίτιμος	in possession of his rights and franchises
ἐπιτρέπω	to turn towards
ἐπιχειρέω	to put one's hand on
ἐπιχείρησις	an attempt, attack
ἐράω	
ἐργάζομαι	to work, labour
ἔργνυμι	to confine
ἔργον	work
ἔρδω	to do
Ἐρέτρια	
ἐρέω	to ask, enquire
ἐρημία	a solitude, desert, wilderness
ἔρομαι	to ask, enquire
Ἑρχιέως	
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐσθίω	to eat
ἔσθω	to eat
ἔστε	up to the time that, until
ἑστία	the hearth of a house, fireside
ἑστιάω	to receive at one's hearth or in one's house: to entertain, feast, regale
ἕστιος	
ἐσχατάω	to be at the edge, on the border
ἔσχατος	outermost
ἐτάζω	to examine, test
ἕτερος	one of the
ἔτι	yet, as yet, still
ἑτοῖμος	at hand, ready, prepared
ἔτος	a year
εὖ	well
Εὔβοια	Euboea
Εὔβουλος	
εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness
εὔελπις	of good hope, hopeful, cheerful, sanguine
εὐεργεσία	well-doing
εὐεργετέω	to do well, do good
εὐήθεια	goodness of heart, good nature, guilelessness, simplicity, honesty
εὐθύδικος	righteous-judging
Εὐθύμαχος	
εὐθύς	
εὔνοια	good-will, favour, kindness
εὔνους	well-minded, well-disposed, kindly, friendly
εὔορκος	keeping one's oath, faithful to one's oath
εὑρίσκω	to find
εὐσέβεια	reverence towards the gods, piety, religion
εὐσεβής	righteous
εὐτυχέω	to be well off, successful, prosperous
εὐτύχημα	a piece of good luck, a happy issue, a success
εὐφημία	the use of words of good omen
εὐχερής	easily handled, easy to deal with, easy
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
εὔψυχος	of good courage, stout of heart, courageous
ἐφηβάω	to come to man's estate, grow up to manhood
ἔφηβος	one arrived at puberty
Ἐφιάλτης	
ἐφιάλτης	
ἐφίστημι	to set or place upon
ἐχθρός	hated, hateful
ἔχις	an adder, viper
ἔχω	to have or to hold
ἕως	until, till
ζάω	to live
Ζελείτην	
ζεῦγος	a yoke of beasts, a pair of mules, oxen or horses
Ζεύς	Zeus
ζέω	to boil, seethe
ζηλόω	to rival, vie with, emulate
ζημία	loss, damage
ζημιόω	to cause loss or do damage to
ζητέω	to seek, seek for
ζήτησις	a seeking, seeking for, search for
ζητητής	a seeker, inquirer
ζητητός	sought for
ᾗ	which way, where, whither, in or at what place
ἦ	in truth, truly, verily, of a surety
ἤ	
ἡγεμονία	a leading the way, going first
ἡγεμών	one who leads
ἡγέομαι	to go before, lead the way
ἤδη	by this time, before this, already
ἦδος	delight, enjoyment, pleasure
ἦθος	an accustomed place
ἥκω	to have come, be present, be here
Ἠλεῖος	
ἡλικία	time of life, age
ἡλίκος	as big as
ἡμέρα	day
ἥμερος	tame, tamed, reclaimed
ἡμέτερος	our
ἠμί	I say
ἡμός	
ἡνίκα	at which time, when
ἤπειρος	terra-firma, the land
Ἡράκλεα	
Ἡρακλέης	Heracles
ἥρως	warriors
ἥσσων	less, weaker, less brave
ἡσυχία	stillness, rest, quiet
ἤτοι	now surely, truly, verily
ἠώς	the morning red, daybreak, dawn
θάλασσα	the sea
θαλλός	a young shoot, young branch
θάνατος	death
θανατόω	to put to death
θαρσέω	to be of good courage, take courage
θαυμάζω	to wonder, marvel, be astonied
θαυμάσιος	wondrous, wonderful, marvellous
θεά	a goddess
θέα	a seeing, looking at, view
Θεαγένης	
θεμίστιος	
Θεμιστοκλέης	
Θεμιστοκλῆς	
θεός	God
θέω	to run
θεωρέω	to look at, view, behold
Θῆβαι	Thebes
Θηβαῖος	Theban
Θήβη	
θήκη	a case to put anything in, a box, chest
θηράω	to hunt or chase
θηρίον	a wild animal, beast
θηριόω	to make into a wild beast.
θνήσκω	to die, be dying
θρασύβουλος	bold in counsel
Θρασυβούλος	
Θράσωνος	
θυσία	an offering or mode of offering
θυσιάζω	to sacrifice
ἴδιος	one's own, pertaining to oneself
ἰδίω	to sweat
ἶδος	violent heat
ἱερά	
ἱεραί	
ἱεράομαι	to be a priest or priestess
ἱερεία	
ἱέρεια	a priestess
ἱερή	
ἱερόν	
ἱερός	super-human, mighty, divine, wonderful
ἱερόω	to hallow, consecrate, dedicate
ἵημι	to set a going, put in motion
ἱκανός	becoming, befitting, sufficing
ἱκανόω	to make sufficient, qualify
ἱκετεύω	to approach as a suppliant
ἱκετήριος	of or fit for suppliants
ἴλαος	propitious, gracious
ἵνα	in that place, there
Ἰνδός	an Indian
ἱππαρχέω	to command the cavalry
ἱππικός	of a horse or horses
ἰσθμός	any narrow passage
ἴσος	equal to, the same as
ἰσόω	to make equal
ἵστημι	to make to stand
ἰσχυρίζομαι	to make oneself strong, to be strong, gain force
ἰσχύς	strength
ἴσχυσις	
ἰσχύω	to be strong
ἴσως	equally, in like manner
Ἰφικράτης	
Καδμεῖος	Cadmean
καθά	according as, just as
καθάπτω	to fasten, fix or put upon
κάθαρμα	that which is thrown away in cleansing;
καθεστῶτα	
καθίζω	to make to sit down, seat
καθίημι	to send down, let fall
καθιστάω	
καθίστημι	to set down, place
καθό	in so far as, according as
κάθοδος	a going down, descent
καί	and
καινός	new, fresh
καιρός	due measure, proportion, fitness
καίτοι	and indeed, and further
κάκη	wickedness, vice
κακοδαιμονάω	to be tormented by an evil genius, be like one possessed
κακοδαιμονέω	to be unfortunate
κακόνους	ill-disposed, disaffected
κακός	bad
κακοῦργος	doing ill, mischievous, knavish, villanous
κάκουργος	
κακόω	to treat ill, maltreat, afflict, distress
καλέω	to call, summon
κάλη	
καλλίας	
Καλλίης	
Καλλιμέδοντα	
κάλλιον	
Κάλλιον	
καλοκαγαθία	
καλός	beautiful, beauteous, fair
κἀν	and if, even if, although
κατά	down, downwards, with gen. or acc.
καταβαίνω	to step down, go or come down
καταγελάω	to laugh at, jeer or mock at
καταγιγνώσκω	to remark, discover
κατάγω	to lead down
καταδουλόω	to reduce to slavery, enslave
καταίρω	to come down, make a swoop
καταισχύνω	to disgrace, dishonour, put to shame
κατακομίζω	to bring down
καταλαμβάνω	to seize upon, lay hold of
καταλείπω	to leave behind
κατάληψις	a seizing
κατάλυσις	a dissolving, dissolution
καταλύω	to put down, destroy
καταμαρτυρέω	to bear witness against
καταναυμαχέω	to conquer in a sea-fight
καταπέμπω	to send down
καταπλάσσω	to plaster over with
καταπλέω	to sail down
καταπληκτέον	
καταπληκτέος	
καταπλήσσω	to strike down
κατάπλοος	a sailing down to land, a putting ashore, putting in
κατάπτυστος	to be spat upon, abominable, despicable
κατάρατος	accursed, abominable
καταρρᾳθυμέω	to lose from carelessness
κατασκευάζω	to equip or furnish fully
κατασκευή	preparation
καταστρέφω	to turn down, trample on
καταφεύγω	to flee for refuge
καταφρονέω	to think down upon
καταφυγή	a refuge, place of refuge
καταχαρίζομαι	to do or give up
καταχειροτονέω	to vote against, to vote in condemnation of
καταχωνεύω	to melt down
καταψεύδομαι	to tell lies against, speak falsely of
καταψηφίζομαι	to vote against or in condemnation of
κάτειμι	to go or come down
κατέχω	to hold fast
κατηγορέω	to speak against, to accuse
κατηγόρημα	an accusation, charge
κατηγορία	an accusation, charge
κατήγορος	an accuser
κατία	
κατοικίζω	to remove to
κατορθόω	to set upright, erect
κάτος	
κάτω	down, downwards
κεῖμαι	to be laid
κέλευσις	
κελεύω	to urge or drive on, urge, exhort, bid, command, order
κενός	empty
κενόω	to empty out, drain
Κέρκυρα	Corcyra
κεφαλή	the head
Κέφαλος	
κηδεμών	one who is in charge
κήδω	to trouble, distress, vex
κήλη	a tumor
κηρύκειον	a herald's wand
κηρύκειος	
κῆρυξ	a herald, pursuivant, marshal, public messenger
Κηφισοφῶν	
κιθαρίστρια	
κίναδος	a fox
κινδυνεύω	to be daring, to make a venture, take the risk, do a daring thing
κίνδυνος	a danger, risk, hazard, venture, enterprise
κλαίω	to weep, lament, wail
κλέπτης	a thief
κλέπτω	to steal, filch, purloin
κλῆρος	a lot;
Κνίδος	
κοινῇ	
κοινός	common, shared in common
κοινόω	to make common, communicate, impart
κοινωνέω	to have or do in common with, have a share of or take part in
κοινωνός	a companion, partner
κολάζω	to curtail, dock, prune
κολακεία	flattery, fawning
κολακεύω	to flatter
Κολλυτέα	
κομίζω	to take care of, provide for
Κόνων	
κόσμος	order
κρείσσων	stronger, mightier, more powerful
κριθάω	to be barley-fed, to wax wanton
κρίνω	to pick out, choose
