Field1	Field2
ἀγλαός	splendid, shining, bright, beautiful
ἀγνοέω	not to perceive or know
ἀγνόημα	a fault of ignorance, error
ἄγνοια	want of perception, ignorance
ἄγνυμι	to break, shiver
ἀγνωμονέω	to act without right feeling, act unfairly
ἀγνωμοσύνη	want of sense, folly
ἀγνώς	unknown
ἄγνωστος	unknown
ἄγνωτος	
ἀγορά	an assembly of the people
ἀγοράζω	to be in the ἀγορά
ἀγοραῖος	in, of, or belonging to the ἀγορά
Ἀγοράκριτος	
ἀγορανόμιον	
ἀγορανόμιος	
ἀγοράομαι	to meet in assembly, sit in debate
ἀγός	a leader, chief
ἄγρα	a catching, hunting
Ἄγραι	
Ἀγραῖοι	
Ἀγραῖον	
Ἄγραιος	
ἀγραῖος	
ἄγρευμα	that which is taken in hunting, booty, prey, spoil
ἀγρέω	to capture, seize
ἀγρία	
Ἀγριάδες	
Ἀγριάν	
ἀγριάς	wild
ἀγριελαία	
ἀγριέλαιος	of a wild olive
Ἄγριος	
ἄγριος	living in the fields
ἀγριότης	wildness, savageness
ἀγριόω	to make wild or savage
Ἀγρίππας	
Ἄγροι	
ἀγροῖκος	
ἄγροικος	of or in the country
ἀγροκήπιον	
ἀγρός	fields, lands
ἀγρότερος	wild
ἀγυιά	a street, highway
ἀγύνους	
ἀγυρτεύοντα	
ἀγυρτικός	fit for an ἀγύρτης, vagabond
ἀγχέμαχητος	
ἀγχέμαχος	fighting hand to hand
ἄγχι	near, nigh, close by
Ἀγχίαλος	
ἀγχίαλος	near the sea
ἀγχιμαχητής	
Ἀγχίσης	
ἀγχιστεία	nearness of kin
ἄγχιστος	nearest
ἀγχίτοκος	in the pangs of child-birth
ἀγχιτόκος	
Ἀγχόη	
ἄγχω	to compress, press tight
ἄγω	to lead or carry, to convey, bring
ἀγωγεύς	one that draws or drags
ἀγωγή	a carrying away, carriage
ἀγών	a number of people brought together, a gathering, assembly
ἀγωνίζομαι	to contend for a prize
ἀγώνισμα	a contest
ἀγωνιστής	a rival
ἀγωνοθεσία	the office of ἀγωνοθέτης, direction of games
ἄγωνος	
αδ	
Ἄδᾳ	
Ἄδα	
Ἄδαδα	
Ἄδαι	
ἀδαμαντοπέδιλος	
Ἄδαν	
ἀδεής	without fear, fearless
ἄδεια	freedom from fear
Ἀδείμαντος	
ἀδείμαντος	fearless, dauntless
ἀδελφή	a sister
ἀδελφιδέος	a brother's or sister's son, a nephew
ἀδελφός	sons of the same mother
ἀδελφῶνἠδη	
ἄδενδρος	
ἄδηλος	not seen or known, unknown, obscure
ἅδην	to eat their fill
ᾍδης	Hades or Pluto
ᾅδης	
Ἀδιαβηνῆς	
Ἀδιατόριγα	
Ἀδιατόριγος	
Ἀδιατόριξ	
ἀδικέω	to do wrong
ἀδίκημα	a wrong done, a wrong
ἀδικία	wrong-doing, injustice
ἄδικος	wrong-doing, unrighteous, unjust
ἀδμής	untamed
ἄδμητος	unbroken
Ἄδμητος	
Ἀδοβογιωνίδος	
ἀδόκητος	unexpected
ἀδοξία	ill-repute, disgrace
ἄδοξος	inglorious, disreputable
ἅδος	satiety, loathing
Ἀδραμυττηνῇ	
Ἀδραμυττηνῆς	
Ἀδραμυττηνοί	
Ἀδραμυττηνοῖς	
Ἀδραμυττηνόν	
Ἀδραμυττηνός	
Ἀδραμύττιον	
Ἀδράστεια	the Inevitable
Ἄδραστος	
ἄδραστος	not running away, not inclined to do so
Ἄδραψα	
Ἄδρηστος	
Ἀδρίας	the Adriatic
Ἀδριατικήν	
Ἀδριατικοῦ	
Ἄδριον	
Ἁδύλιον	
Ἁδυλίου	
ἀδυνατέω	to want strength
ἀδύνατος	unable
ἄδυτον	the innermost sanctuary
ἄδυτος	not to be entered
Ἄδων	
ἀεί	always, for ever
ἀείδω	to sing
ἀειθαλής	ever-green
ἀείοἱ	
ἀείρω	to lift, heave, raise up
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀετός	an eagle
Ἀζάμορα	
Ἀζᾶνας	
Ἀζᾶνες	
Ἀζανίτιδος	
Ἀζανοί	
Ἄζαρα	
Ἀζαριτίαν	
Ἀζηνιεῖς	
ἄζυγος	unwedded
ἄζυξ	unyoked, unpaired, unmarried
ἄζωνος	
Ἄζωρος	
Ἀζώρου	
ἀηδής	unpleasant to the taste, distasteful
ἀηδών	the songstress
ἀηθιζομένων	
Ἀηνοβάρβου	
ἀήρ	the lower air, the air
Ἀθαμᾶνας	
Ἀθαμᾶνες	
Ἀθαμανίαν	
Ἀθαμανίας	
Ἀθαμαντίδα	
Ἀθαμάνων	
Ἀθάμας	
ἀθάνατος	undying, immortal
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθήναιος	
Ἀθηναῖος	Athenian, of or from Athens
Ἀθηναί̈ς	
Ἀθήνευς	
Ἀθήνη	Athena
Ἀθήνησιν	at Athens
Ἀθηνόδωρος	
Ἀθηνοκλέους	
ἀθλέω	having contended with
ἄθλησις	a contest, struggle
ἀθλητής	a prizefighter
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλονΣολυμοισι	
ἆθλος	a contest for a prize
ἀθλοφόρος	bearing away the prize, victorious
ἀθόρυβος	without uproar
ἀθρέω	to look at, gaze at, observe, perceive
ἀθροίζω	to gather together, to muster
ἀθρόος	in crowds or masses, crowded together
Ἀθύμβραδον	
Ἄθυμβρον	
Ἀθύρας	
Ἄθωνι	
Ἄθωνος	
Ἄθως	mount Athos
αἴ	ha!
Αἶα	
αἶα	
αἰάζω	to cry αἰαῖ, to wail
Αἰακίδης	son of Aeacus
Αἰακός	
Αἰάνειον	
Αἰάνην	
Αἰανίς	
Αἴας	Ajax
Αἰγά	
Αἰγαί	
Αἰγαιαί	
Αἰγαῖος	Aegaean
Αἰγαλέον	
Αἰγαλέῳ	
Αἰγάν	
Αἰγείρα	
αἴγειρος	the poplar
Αἰγειρούσσης	
αἴγεος	a goat's skin
Αἴγεστα	
Αἰγεσταῖα	
Αἰγεσταίαν	
Αἰγεσταίων	
Αἰγέστου	
Αἰγεύς	
Αἴγιαι	
Αἰγιάλεια	
Αἰγιάλειος	
Αἰγιαλεύς	
Αἰγιάλευς	
Αἰγιαλός	
αἰγιαλός	the sea-shore, beach, strand
Αἰγιάλου	
Αἰγιεῖς	
Αἰγιεῦσιν	
Αἰγιλιεῖς	
Αἰγίλιψ	
Αἰγίμιος	
Αἰγίμουρος	
Αἴγινα	Aegina
Αἰγιναίη	Aegina
Αἰγιναῖος	of Aegina
αἰγίνη	
Αἰγινήτης	an Aeginetan
Αἰγίνιον	
Αἴγιον	
Αἴγιος	
Αἰγίς	
αἰγλήτης	
αἴγλητος	
αἰγυπτία	
Αἰγύπτιος	Egyptian
Αἴγυπτος	the river Nile
Αἶγυς	
αἰδέομαι	to be ashamed to do
Αἵδης	
Αἰδηψόν	
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰθαλόεις	smoky, sooty
Αἴθικες	
Αἰθικίᾳ	
Αἴθιξ	
Αἰθιοπία	Ethiopia
Αἰθιόπιος	
Αἰθίοψ	burnt-face
αἰθρία	in clear weather
αἰθριάω	to be clear
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
αἰκία	injurious treatment, an affront, outrage
ἄικλον	
Ἄικλος	
Αἴλιος	
αἷμα	blood
Αἰμιλιανός	
Αἱμονία	
Αἱμονίαν	
Αἷμος	
Αἵμων	
Αἰνείας	
αἰνέω	to tell or speak of
Αἰνησίης	
Αἰνιάν	
Αἰνιάνα	
Αἰνιάτης	
αἴνιγμα	a dark saying, riddle
αἰνίζω	
Αἴνιος	
αἰνίσσομαι	to speak in riddles
αἰνόθεν	from horror to horror, right horribly
Αἶνος	
ΑἶνοσΑἶνος	
αἴξ	a goat
Αἰξωνέας	
Αἰξωνεῖς	
Αἰξωνικοί	
Αἰολεύς	an Aeolian
αἰολέω	
Αἰολίδης	
αἰολίζω	to speak Aeolian
Αἰολικός	of or like the Aeolians
Αἰολίς	
αἰολιστί	
Αἴολος	
αἰόλος	quick-moving
Αἰπασίᾳ	
Αἰπάσιον	
Αἴπεια	
αἰπεινός	high, lofty
αἰπήεις	
αἰπόλιον	a herd of goats
αἰπός	high, lofty
Αἶπυ	
αἰπύς	high and steep, lofty
Αἴπυτος	
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
Αἴσαρος	
Αἴσηπος	
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσθησις	perception by the senses
ἀίσθω	to breathe out
αἶσις	
Αἰσυήτης	
Αἰσχίνης	
αἰσχρός	causing shame, abusive
Αἰσχύλος	
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἰτιολογεῖ	
αἰτιολογοῦντες	
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
Αἴτνη	
Αἰτωλία	
ΑἰτωλίᾳΧαλκιδα	
Αἰτωλίη	
Αἰτωλικός	
Αἰτώλιος	
Αἰτωλοί	
Αἰτωλός	
αἰφνίδιος	unforeseen, sudden
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμητής	a spearman
αἶψα	quick, with speed, on a sudden
αἰώνιος	lasting for an age
αἰωρέω	to lift up, raise
ἀκαδημαϊκός	
Ἀκαδήμεια	the Academy
Ἀκακήσιος	
ἀκακήσιος	
Ἀκάλανδρον	
ἀκάμας	untiring, unresting
Ἀκάμας	
ἀκάματος	without sense of toil
ἀκάνθιον	
ἀκανθίων	
Ἄκανθος	
ἄκανθος	
ἀκάπηλος	
ἀκάπνιστος	
Ἀκαρνάν	
Ἀκαρνανίη	
Ἀκαρνανικός	
ἀκάτιον	a light boat
ἀκέομαι	to heal, cure
ἄκερος	
Ἀκίδοντι	
Ἀκίδωνα	
Ἀκιλισηνῇ	
Ἀκιλισηνήν	
Ἀκιλισηνῆς	
ἀκίνητος	unmoved, motionless
Ἄκιρις	
ἀκίς	a point, the barb
Ἀκισηνῆς	
ἄκλυστος	unwashed by waves
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἄκμων	a thunderbolt
ἀκοινώνητος	not shared with
ἀκολασία	licentiousness, intemperance
ἀκολουθέω	to follow
ἀκόλουθος	following, attending on
ἀκόλυμβος	unable to swim
ἀκονάω	to sharpen, whet
ἀκόνη	a whetstone, hone
ἀκόνιτον	aconite
ἀκόνιτος	without dust.
ἀκοντίας	
ἀκοντίζω	to hurl a javelin
ἀκόντιον	
Ἀκόντιον	
ἀκόντισμα	a javelin's throw
ἀκοντισμός	
ἀκοντιστής	a darter, javelin-man
ἄκος	a cure, relief, remedy for
ἄκουρος	without male heir
Ἀκουσίλαος	
ἀκούσιος	
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
Ἀκραγαντῖνος	
Ἀκράγας	
ἀκραής	blowing strongly, fresh-blowing
Ἀκράθως	
Ἀκραίη	
ἀκραῖος	dwelling on the heights
Ἀκραιφίη	
Ἀκραίφιον	
Ἀκραιφίῳ	
ἀκρασία	bad mixture, ill temperature
ἀκρέμων	a branch, twig, spray
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκρίς	a locust
Ἀκρίσιος	
Ἀκρίτης	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροάομαι	to hearken to, listen to
ἀκρόασις	a hearing or listening
ἀκρόδρυα	fruit-trees
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
Ἀκροθώους	
Ἀκροκόρινθος	the citadel of Corinth
ἀκροκόρινθος	
Ἀκρόλισσος	
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἄκρων	
ἀκρώρεια	a mountain-ridge
ἀκρωτήριον	any prominent part
ἀκταῖος	on the coast
Ἄκταιος	
Ἀκταῖος	
Ἀκταίων	
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
Ἀκτή	
Ἀκτιακά	
Ἀκτιακήν	
Ἀκτιακοῖς	
Ἀκτιακόν	
Ἀκτιακοῦ	
Ἀκτιακῶν	
Ἀκτικήν	
ἄκτιον	
Ἄκτιον	
ἄκτιος	haunting the shore
Ἀκυληίαν	
Ἀκυληίας	
Ἀκύλλιος	
ἄκυρος	without authority
ἀκυρόω	
Ἀκύφαντα	
Ἀκύφας	
ἄκων	a javelin, dart
Ἀλάβανδα	
Ἀλαβανδεῖς	
Ἀλαβάνδων	
ἀλαβαστρίτης	
Ἀλαζίᾳ	
Ἀλαζίαν	
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζονίας	
Ἀλαζόνιον	
Ἀλαζόνιος	
Ἀλαζῶνας	
Ἀλαζώνων	
Ἁλαιεῖς	
Ἄλαισα	
Ἄλαισαν	
ἀλαλάζω	to raise the war-cry
Ἀλαλκομεναί	
Ἀλαλκομενάς	
Ἀλαλκομένη	
Ἀλαλκομενηίς	the Protectress
ἀλαλκομένιος	
ἀλάομαι	to wander, stray or roam about
ἀλαπάζω	to empty, drain, exhaust
ἅλας	salt
Ἀλβανίᾳ	
Ἀλβανίαν	
Ἀλβανίας	
Ἀλβανοί	
Ἀλβανοῖς	
Ἀλβανούς	
Ἀλβανῶν	
Ἄλβια	
Ἄλβιν	
Ἄλβιος	
Ἀλβίου	
Ἀλβίῳ	
ἀλέα	an escape
ἀλεεινός	open to the sun, warm, hot
Ἀλέη	
ἄλειμμα	anything used for anointing, unguent, fat, oil
Ἀλείσιον	
Ἀλεισίου	
ἀλειτουργησία	
ἀλείφω	to anoint with oil, oil
ἀλεκτοροφωνία	cock-crow
Ἀλεξανδρεία	
Ἀλεξανδρείου	
Ἀλεξανδρεύς	
Ἀλεξάνδρη	
Ἀλεξανδρίνην	
ἀλέξανδρος	defending men
Ἀλέξανδρος	
Ἀλέξαρχον	
Ἄλεος	
Ἀλεσιαῖον	
Ἄλευς	
ἀλέω	to grind, bruise, pound
ἁλή	
ἄλη	
Ἅλη	
ἀλήθεια	truth
ἀληθεύω	to speak truth
ἀληθής	unconcealed, true
Ἀλήιον	
Ἀλήιος	of wandering
ἀλήιος	poor in lands
Ἅληκος	
ἄληπτος	not to be laid hold of, hard to catch
ἁλής	assembled, thronged, in a mass, all at once
Ἁλήσιον	
ἀλήτης	a wanderer, stroller, rover, vagabond
Ἀλήτης	
Ἀλητία	
ἀλθαία	
Ἀλθαίη	
Ἀλθαιμένης	
ἁλία	an assembly of the people
Ἁλιάκμων	
Ἁλιαρτίη	
Ἁλιαρτίς	
Ἁλίαρτος	
ἅλιας	
ἁλιάς	
ἁλιεία	fishing
ἁλίειος	
ἁλιερκής	sea-fenced, sea-girt
ἁλίευμα	
ἁλιεύς	one who has to do with the sea
ἁλιευτικός	of or for fishing
ἁλίζω	
Ἁλιζών	
Ἁλιζῶνας	
ἁλίζωνος	sea-girt
ἁλίη	
Ἁλικαρνασεῖς	
Ἁλικαρνασέων	
Ἁλικαρνασόν	
Ἁλικαρνασός	
Ἁλίκυρνα	
ἀλίμενος	without harbour, harbourless
Ἁλιμούσιοι	
Ἄλινδα	
ἅλιος	
Ἁλιοῦς	
ἀλιπής	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἁλίς	
Ἁλίσαρνα	
ἁλίσκομαι	to be taken, conquered
ἁλιτενής	stretching along the sea, level, flat
ἀλκαῖον	
ἀλκαῖος	strong, mighty
Ἀλκαῖος	
Ἀλκαῖοσλοφον	
ἀλκή	strength
Ἀλκιμέδων	
ἄλκιμος	strong, stout
Ἄλκιμος	
Ἀλκμαιονίδα	
Ἀλκμαίων	
Ἀλκμάν	
Ἀλκμᾶνα	
Ἀλκμᾶνι	
Ἀλκμέων	
Ἀλκμήνη	
ἀλκυονίς	
ἀλλά	otherwise, but
ἀλλάσσω	to make other than it is, to change, alter
ἀλλαχόθεν	from another place
ἀλλαχοῦ	elsewhere
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλοεθνής	
ἀλλοεθνία	
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλοῖος	of another sort or kind, different
ἀλλοιόω	to make different, to change, alter
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
ἅλμα	a spring, leap, bound
ἅλμη	sea-water, brine
ἁλμυρίς	
ἁλμυρός	salt, briny
Ἀλόβη	
Ἀλόβην	
Ἀλόβης	
ἄλογος	without λόγος
Ἁλόννησος	
Ἀλόπη	
ἁλοπήγιον	
Ἅλος	
Ἄλος	
ἁλουργής	wrought in the sea, sea-purple
ἄλοχος	a bedfellow, spouse, wife
Ἀλπείων	
Ἄλπις	
ἅλς	a lump of salt
ἄλσις	
αλσο	
ἄλσος	a glade or grove
Ἄλτης	
Ἄλτις	
Ἀλυάττης	
Ἀλύβη	
Ἀλύβων	
Ἀλυζέα	
Ἀλυζία	
Ἀλυζίας	
ἄλυπος	without pain
Ἅλυς	
ἁλυσιδωτός	
ἅλυσις	a chain
ἀλυσιτελής	unprofitable
ἄλυτος	not to be loosed, indissoluble
Ἀλφειός	
Ἀλφειούσης	
Ἀλφειωνίας	
Ἀλφεός	
ἀλφή	
ἄλφιτον	peeled or pearl-barley
ἀλφός	whiteness: white leprosy
ἅλων	
ἁλώνης	
ἀλωπεκία	
ἀλωπεκίας	branded with a fox
Ἀλωπεκοννησίων	
Ἀλωπεκόννησος	
Ἀλώριον	
Ἄλωρον	
Ἄλωρος	
Ἀλώρου	
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμάδοκος	
Ἀμαζονίδες	
Ἀμαζονίς	
Ἀμαζών	the Amazons
Ἀμαζῶνας	
Ἀμαζώνων	
ἀμαθής	unlearned, ignorant, stupid, boorish
ἀμαθία	ignorance
ἄμαθος	sandy soil
Ἀμαθούσιοι	
Ἀμαθουσίων	
ἀμαθώδης	
Ἀμαλθεία	
Ἀμανίδες	
Ἀμανόν	
Ἀμανός	
ἄμαξα	a wagon, wain
ἁμαξεύω	to traverse with a wagon
ἁμαξήλατος	
Ἁμαξία	
ἁμαξίτης	of or for a wagon
Ἁμαξιτίᾳ	
ἁμαξιτός	
ἁμάξοικος	dwelling in a wagon
Ἄμαρδοι	
Ἀμάρδους	
Ἀμάρδων	
Ἁμάριον	
ἁμαρτάς	
ἁμαρτία	a failure, fault, sin
Ἀμαρυγκεύς	
Ἀμαρυνθίας	
Ἀμαρυνθίῳ	
Ἀμάρυνθος	
Ἀμάσεια	
Ἀμάσειαν	
Ἀμασείας	
Ἀμασέων	
Ἀμασίᾳ	
Ἀμάστρεως	
Ἀμαστριανήν	
Ἄμαστριν	
Ἄμαστρις	
ἀμαυρόω	to make dim, faint
ἄμαχος	without battle
Ἄμβλαδα	
Ἀμβλαδεύς	
Ἀμβρακίη	
Ἀμβρακικόν	
Ἀμβρακικοῦ	
Ἀμβρακικῷ	
ἀμβροσία	
ἀμβρόσιος	immortal
Ἀμβρυσέας	
Ἄμβρυσος	
ἀμείνων	better, abler, stronger, braver
Ἀμερίαν	
ἄμετρος	without measure, immense, excessive, boundless
ἀμηχανοεργός	
ἀμήχανος	without means
ἀμιγής	unmixed, pure
ἄμικτος	unmingled, that will not mingle or blend
ἀμίς	a chamber-pot
Ἀμισηνή	
Ἀμισηνοί	
Ἀμισηνῶν	
Ἀμισόν	
Ἀμισός	
Ἀμισοῦ	
ἀμιχθαλόεις	inaccessible, inhospitable
ἄμμος	sand
ἀμμώδης	
Ἀμμωνιακός	
ἀμνημόνευτος	unmentioned, unheeded
ἀμνημονέω	to be unmindful
ἀμνηστία	forgetfulness of wrong: an amnesty
Ἀμνίας	
Ἀμνισός	
ἀμοιβάς	for a change of raiment
ἀμοιβή	a requital, recompense, compensation, return, payment
ἀμοιβός	one who exchanges
ἄμοιρος	without share in
ἀμοργός	
Ἀμοργός	
Ἀμόριον	
ἁμός	
ἀμπελῖτις	
ἀμπελόεις	rich in vines
Ἄμπελος	
ἄμπελος	a vine
ἀμπελοφάγος	
ἀμπελόφυτος	
ἀμπέχω	to surround, cover
ἀμύγδαλον	
ἀμύγδαλος	an almond-tree
Ἀμυδών	
Ἀμυζών	
Ἀμυθαονιδῶν	
Ἀμύκλαι	a sort of shoes
Ἀμυκλαῖον	the temple of Amyclaean Apollo
Ἀμυκλαῖος	
Ἀμύκλης	
ἄμυμος	
ἀμύμων	blameless, noble, excellent
Ἀμυμώνη	
Ἀμυνάνδρου	
ἀμυντήριον	a means of defence
ἀμυντήριος	defensive
Ἀμύντης	
ἀμύντης	
Ἀμύντωρ	
ἀμύντωρ	a defender, helper
ἀμύνω	to keep off, ward off
ἄμυρον	
ἄμυρος	
Ἀμφάξιον	
Ἀμφαξίτης	
Ἀμφαξῖτιν	
ἀμφήριστος	contested on both sides
ἀμφί	on both sides
ἀμφί-ἀλέω	
Ἀμφιαράειον	
Ἀμφιάραος	Amphiaraus
ἀμφιβαίνω	to go about or around
ἀμφίβληστρον	anything thrown round
ἀμφιβολία	the state of being attacked on both sides
ἀμφίβολος	put round, encompassing
Ἀμφιγένεια	
Ἀμφιδολίας	
Ἀμφιδολίδα	
ἀμφίδυμος	two-fold, double
ἀμφί-εἴλω	
ἀμφιθάλασσος	with sea on both sides, sea-girt
ἀμφιθέατρον	a double theatre, amphitheatre
ἀμφιθέατρος	
ἀμφί-κεῖμαι	
ἀμφίκλυστος	washed on both sides by the waves
ἀμφικτίονες	they that dwell round, next neighbours
Ἀμφικτύονες	the Amphictyons
ἀμφικτυονία	
Ἀμφικτυονία	the Amphictyonic League
Ἀμφικτυονικός	Amphictyonic, of the Amphictyons
Ἀμφικτύων	
Ἀμφιλοχικός	
Ἀμφίλοχος	
Ἀμφίμαλλαν	
ἀμφινέμομαι	to feed around
Ἀμφίνομος	
Ἄμφιος	
ἀμφιπολέω	to attend constantly, to attend on, watch, guard
Ἀμφίπολις	
ἀμφίπολις	encompassing a city
ἀμφίπολος	busied about, busy
ἀμφισβητέω	to stand apart
ἀμφισβητήσιμος	disputed, disputable
Ἄμφισσα	
Ἀμφισσεῦσι	
Ἀμφίστρατος	
Ἀμφιτρύων	
Ἄμφιων	
ἀμφορεύς	an amphora, jar, urn
ἀμφότερος	each or both of two
ἀμφοτέρως	in both ways
Ἄμφρυσος	
ἄμφω	
ἀμώμητος	unblamed, blameless
ἀμωσγέπως	
ἄν	
ἄνα	
ἀνά	up, upon
ἀνά-ἀπειλέω	
ἀναβάθραν	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀνάβασις	a going up, mounting
ἀναβατός	to be mounted
ἀναβολάς	
ἀναβολή	that which is thrown up, a mound
Ἀνάβουρα	
ἀναγκάζω	to force, compel
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγορεύω	to proclaim publicly
ἀναγραφεύς	a registrar
ἀναγραφή	a registering
ἀναγράφω	to engrave and set up
Ἀναγυράσιος	
ἀνάγω	to lead up
ἀναδασμός	re-distribution or partition
Ἀναδάτου	
ἀναδείκνυμι	to lift up and shew
ἀνάδειξις	a proclamation
ἀναδέρω	to strip the skin off
ἀναδίδωμι	to hold up and give
ἀναδύνω	to come to the top of water
ἀνάεδνος	without bridal gifts
ἀνά-ἐμβάλλω	
ἀνά-ζωγραφέω	
ἀνάθεσις	
ἀνάθημα	a votive offering set up
ἀναθυμίασις	
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναισθησία	want of feeling or perception; insensibility
ἀναίσσω	
ἀνά-ἴσχω	
Ἀναί̈τιδος	
ἀναίτιος	not being the cause
ἀνακαθαίρω	to clear completely:—
ἀνακαθάρας	
ἀνακαλέω	to call up the dead
ἀνακαλύπτω	to uncover
ἀνακάμπτω	to bend back
ἀνάκειμαι	to be laid up
ἀνακομιδή	a carrying away again, recovery
ἀνακομίζω	to carry up
ἀνακοπή	a beating back: the recoil of the waves, and the water left after flood-tide
ἀνακουφίζω	to lift up
Ἀνακρέων	
ἀνάκρουσις	a pushing back
ἀνακρουστέον	
ἀνακρουστέος	one must check
ἀνά-κτίζω	
ἀνακτόριος	belonging to a lord or king, royal
Ἀνακτόριος	
Ἀνακυνδαράξεω	
ἀνακύπτω	to lift up the head
ἀναλάζομαι	to take again
ἀναλαμβάνω	to take up, take into one's hands
ἀνάληψις	a taking up
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλογος	proportionate
ἀνάλωμα	expenditure, cost
ἀναμίγνυμι	to mix up, mix together
ἀναμίξ	promiscuously
ἀνάμνησις	a calling to mind, recollection
ἀνά-νεάω	
ἀνανέομαι	to mount up
ἀνανεύω	to throw the head back
ἀνανέωσις	a renewal
ἀνάντης	up-hill, steep
ἀναντίλεκτος	incontestable
ἄναντος	
ἄναξ	a lord, master
Ἀναξαγόρης	
Ἀνάξαρχος	
Ἀναξήνορα	
Ἀναξίλαος	
Ἀναξίλης	
Ἀναξίμανδρος	
Ἀναξιμένης	
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
ἀναξυρίδες	the trousers
ἀνάπαλιν	back again
ἀναπείρω	to pierce through, fix on a spit
ἀναπέμπω	to send up
