Field1	Field2
ἀναθαρσύνω	to fill with fresh courage
ἀνάθημα	a votive offering set up
ἀναθορυβέω	to cry out loudly, shout in applause
ἀνά-θρῴσκω	
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναίσθητος	insensate, unfeeling
ἀναίσσω	
ἀναισχυντέω	to be shameless, behave impudently
ἀναισχυντία	shamelessness
ἀναίσχυντος	shameless, impudent
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνά-καθίζω	
ἀνακαίω	to light up
ἀνακαλέω	to call up the dead
ἀνακαλύπτω	to uncover
ἀνά-κείω	
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακλάζω	to cry aloud, scream out
ἀνακοινόω	to communicate
ἀνακομίζω	to carry up
ἀνακουφίζω	to lift up
ἀνακούφισις	relief
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνακρουστέον	
ἀνακρουστέος	one must check
ἀνακρούω	to push back, stop short, check
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀνακύπτω	to lift up the head
ἀναλάζομαι	to take again
ἀναλαλάζω	to raise a war-cry, cry aloud
ἀναλαμβάνω	to take up, take into one's hands
ἀναλάμπω	to flame up, take fire
ἀναλέγω	to pick up, gather up
ἀναλίσκω	to use up, to spend, lavish or squander
ἄναλκις	without strength, impotent, feeble
ἀνάλλομαι	to leap
ἄναλμος	not salted
ἀναλογίζομαι	to reckon up, sum up
ἀναλογισμός	reconsideration
ἀναλύω	to unloose, undo
ἀνάλωμα	expenditure, cost
ἀνάλωσις	outlay, expenditure
ἀνάλωτος	not to be taken, invincible, impregnable
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμάχομαι	to renew the fight, retrieve a defeat
ἀνάμβατος	that one cannot mount
ἀναμένω	to wait for, await
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμίξ	promiscuously
ἀνάμματος	
ἀναμφίλογος	undisputed, undoubted
ἀναμφισβήτητος	undisputed, indisputable
ἀνανδρία	want of manhood
ἄνανδρος	husbandless
ἀνανεύω	to throw the head back
ἀνάντης	up-hill, steep
Ἀναξαγόρης	
Ἀναξίβιον	
Ἀναξίβιος	
Ἀναξιβίου	
Ἀναξιβίῳ	
Ἀναξικράτης	
Ἀναξίλαος	
Ἀναξιμάνδρῳ	
ἀνάξιος	unworthy, not deemed or held worthy of
ἀναξυρίδες	the trousers
ἀνά-ὀχλέω	
ἀνάπαλιν	back again
ἀνάπαυσις	repose, rest
ἀναπαυστήριος	of or for resting
ἀναπαυτήριος	
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπέμπω	to send up
ἀναπεπταμένος	
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπηδάω	to leap up, start up
ἀναπίμπλημι	to fill up
ἀναπίπτω	to fall back
ἀναπλέω	to sail up, to go up stream
ἀναπληρόω	to fill up
ἀναπνέω	to breathe again, take breath
ἀναπράσσω	to exact, levy
ἀναπτερόω	to raise its feathers
ἀναπτύσσω	to unfold
ἀνάπτω	to make fast on or to
ἀναπυνθάνομαι	to inquire closely into, ascertain
ἀναριθμέομαι	to enumerate
ἀναρίθμητος	not to be counted, countless
ἀνάριστος	
ἀνάρμοστος	unsuitable, incongruous, disproportionate
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀναρρίπτω	to throw up
ἀνάρριψις	
ἀναρτάω	to hang to
ἀναρτέομαι	to be ready, prepared
ἀναρχία	lack of a leader
ἄναρχος	without head or chief
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνασκευάζω	to pack up the baggage
ἀνάσκητος	unpractised, unexercised
ἀνασπαστός	drawn up
ἀνασπάω	to draw up, pull up
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνασταυρόω	to impale
ἀναστέλλω	to raise up
ἀναστενάζω	didst thou groan forth
ἀναστομόω	to furnish with a mouth
ἀνάστρεμμα	
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνασῴζω	
ἀναταράσσω	to disturb greatly, rouse to frenzy, confound
ἀνατείνω	to stretch up, hold up
ἀνατειχίζω	to rebuild
ἀνατειχισμός	a rebuilding of the walls
ἀνατέλλω	to make to rise up or to grow up
ἀνατεταμένον	
ἀνατίθημι	to lay upon
ἀνατλῆναι	to bear up against, endure
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀνατρέχω	to run back
ἀνατρίβω	to rub well, rub clean
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀναφεύγω	to flee up
Ἀνάφλυστος	
ἀνά-φρονέω	
ἀνά-φυσάω	
ἀναχάζω	to make to recoil, force back
ἀναχωρέω	to go back
ἀναχωρίζω	to make to go back or retire
ἀναψύχω	to cool, to revive by fresh air, to refresh
Ἀνδαμύας	
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδραπόδισις	
ἀνδραποδισμός	a selling free men into slavery, enslaving
ἀνδραποδιστής	a slave-dealer, kidnapper
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδραποδώδης	slavish, servile, abject
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖα	
ἀνδρείκελον	an image of a man
ἀνδρείκελος	like a man
ἀνδρεῖος	of or for a man
ἀνδρειότης	
ἀνδριαντοποιέω	to make statues
ἀνδριαντοποιία	
ἀνδριαντοποιός	a statue-maker, statuary, sculptor
ἀνδριάς	the image of a man, a statue
ἀνδρίζω	to make a man of
ἀνδρικός	of or for a man, masculine, manly
Ἄνδριος	
ἀνδρίς	
Ἀνδροκλείδης	
Ἀνδρόμαχος	
ἀνδρομήκης	of a man's height
Ἄνδρος	
ἀνδρόω	to rear up into manhood
ἀνδρώδης	like a man, manly
ἀνδρών	the men's apartment
