Field1	Field2
ἁλιμυρήεις	flowing into the sea
Ἅλιος	
ἅλιος	
ἁλιοτρεφής	sea-bred
ἁλιόω	to make fruitless, frustrate, disappoint
ἁλίπλοος	covered with water
ἁλιπόρφυρος	of sea-purple, of true purple dye
ἁλίς	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
Ἅλις	
ἁλίσκομαι	to be taken, conquered
ἀλιταίνω	to sin or offend against
ἀλιτήμων	
ἀλιτήριος	sinning or offending against
ἀλιτρός	sinful, sinning
Ἀλκάθοος	
Ἀλκάνδρη	
Ἄλκανδρος	
ἄλκαρ	a safeguard, defence
Ἀλκή	
ἀλκή	strength
Ἄλκηστις	
ἀλκί	might, strength
Ἀλκιμέδων	
Ἀλκιμίδης	
Ἄλκιμος	
ἄλκιμος	strong, stout
Ἀλκινόη	
Ἀλκίνοος	
Ἀλκίππη	
Ἀλκμαίων	
Ἀλκμάων	
Ἀλκμήνη	
ἀλκτήρ	a protector from a thing
Ἀλκυόνη	
ἀλκυών	the kingfisher
ἀλλά	otherwise, but
ἄλλῃ	in another place, elsewhere
ἄλληκτος	unceasing, ceaseless
ἀλλήλων	of one another, to one another, one another
ἀλλόγνωτος	mis-known, unknown
ἀλλοδαπός	belonging to another people or land, foreign, strange
ἀλλοειδής	of strange appearance
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλόθροος	speaking a strange tongue
ἀλλοῖος	of another sort or kind, different
ἅλλομαι	to spring, leap, bound
ἀλλοπρόσαλλος	leaning first to one side, then to the other
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλοφος	
ἀλλοφρονέω	to think of other things, to give no heed
ἄλλυδις	elsewhither
ἄλλως	in another way or manner
ἅλμα	a spring, leap, bound
ἅλμη	sea-water, brine
ἁλμυρός	salt, briny
ἀλοάω	to thresh, thresh out
ἀλογέω	to pay no regard to
ἁλόθεν	from the sea
ἀλοιφή	anything used for anointing, hog's-lard, grease, unguent
Ἀλόπη	
Ἄλος	
Ἁλοσύδνη	Sea-born
ἄλοφος	without crest
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
Ἄλτης	
Ἄλτις	
Ἄλυβας	
Ἀλύβη	
ἄλυξις	an escape
ἄλυς	listlessness, ennui
ἀλυσκάζω	to shun, shirk, avoid
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
ἄλυτος	not to be loosed, indissoluble
ἀλύω	to wander in mind
ἀλφάνω	to bring in, yield, earn
Ἀλφειός	
ἀλφεσίβοιος	bringing in oxen
ἀλφηστής	working for one's daily bread, laborious, enterprising
ἄλφιτον	peeled or pearl-barley
ἀλωεύς	
Ἀλωεύς	
ἀλωή	a threshing-floor
ἁλώνης	
ἅμα	at once, at the same time
Ἀμαζών	the Amazons
Ἀμάθεια	
ἄμαθος	sandy soil
ἀμαθύνω	to level with the sand, utterly destroy
ἀμαιμάκετος	irresistible
ἀμαλδύνω	to soften
ἀμαλλοδετήρ	a binder of sheaves
ἀμαλός	soft, weak, feeble
ἄμαξα	a wagon, wain
Ἄμαξα	
ἁμαξιτός	
ἆμαρ	
ἀμάρα	a trench, conduit, channel
ἁμαρτάνω	to miss, miss the mark
ἁμαρτῆ	together, at once
ἁμαρτοεπής	erring in words, speaking at random
Ἀμαρυγκεί̈δης	
Ἀμαρυγκεύς	
ἁματροχιά	a jostling or clashing of wheels
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμαχητί	without battle
ἀμάω	
ἀμβλήδην	with sudden bursts
ἀμβολάδην	bubbling up
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἄμβροτος	immortal, divine
ἀμέγαρτος	unenviable
ἀμείβω	to change, exchange
ἀμείλικτος	unsoftened, cruel
ἀμείλιχος	implacable, relentless
ἀμείνων	better, abler, stronger, braver
ἀμέλγω	to milk
ἀμελέω	to have no care for, be neglectful of
ἀμενηνός	powerless, fleeting, feeble
ἀμενηνόω	to deaden the force
ἀμέρδω	to deprive of, bereave of
ἀμετρητος	
ἀμέτρητος	unmeasured, immeasurable, immense
ἀμετροεπής	unmeasured in words
ἄμης	milk-cake
ἀμητήρ	a reaper
ἄμητος	a reaping, harvesting
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
Ἀμισώδαρος	
ἀμιτροχίτωνες	wearing no girdle
ἀμιχθαλόεις	inaccessible, inhospitable
ἀμμορία	what is not one's fate, bad fortune
ἄμμορος	without share of
ἄμμος	sand
ἀμνίον	a bowl in which the blood of victims was caught
Ἀμνισός	
ἀμογητί	without toil or effort
ἁμόθεν	from some place or other, from what source soever
ἀμοιβάς	for a change of raiment
ἀμοιβεύς	
ἀμοιβή	a requital, recompense, compensation, return, payment
ἀμοιβηδίς	alternately, in succession
ἀμοιβός	one who exchanges
ἀμολγός	in the hours before daybreak
Ἀμοπάων	
ἁμός	
ἄμοτον	
ἄμοτος	raging, savage
ἀμπελόεις	rich in vines
ἄμπελος	a vine
ἀμπερές	
ἀμπέχω	to surround, cover
ἄμπν	
ἄμπυξ	a woman's head-band, snood
ἄμυδις	together, at the same time
Ἀμυδών	
Ἀμυθάων	
Ἀμύκλαι	a sort of shoes
Ἀμύκλης	
ἄμυμος	
ἀμύμων	blameless, noble, excellent
Ἀμύντωρ	
ἀμύντωρ	a defender, helper
ἀμύνω	to keep off, ward off
ἄμυξις	
ἀμύσσω	to scratch, tear, wound, lacerate, mangle
ἀμφαγαπάζω	to embrace warmly, treat kindly, greet warmly
ἀμφαγείρομαι	to gather round
ἀμφάδιος	public
ἀμφαδόν	publicly, openly, without disguise
ἀμφαδός	
ἀμφαραβέω	to rattle or ring around
ἀμφασίη	speechlessness
ἀμφαφάω	to touch or feel all round, to handle
ἀμφέρχομαι	to come round one, surround
ἀμφήκης	two-edged
ἀμφηρεφής	covered on both sides, close-covered
ἀμφήριστος	contested on both sides
ἀμφί	on both sides
ἀμφιάζω	to clothe
Ἀμφίαλος	
ἀμφίαλος	sea-girt
Ἀμφιάραος	Amphiaraus
ἀμφιάχω	to fly shrieking about
ἀμφιβαίνω	to go about or around
ἀμφιβάλλω	to throw or put round
ἀμφίβασις	a going round, encompassing
ἀμφιβασις	
ἀμφίβροτος	covering the whole man
Ἀμφιγένεια	
ἀμφιγύεις	he that halts in both feet, the lame one
ἀμφίγυος	pointed at each end, double-pointed
ἀμφί-δαίω	
Ἀμφιδάμας	
ἀμφίδασυς	fringed all round
ἀμφιδινέομαι	to be put round, fitted closely round
ἀμφιδρυφής	having torn both cheeks
ἀμφίδρυφος	torn on both sides
ἀμφίδυμος	two-fold, double
ἀμφιέλισσα	rowed on both sides
ἀμφιέννυμι	to put round or on
ἀμφιέπω	to go about, be all round, encompass
ἀμφιζάνω	to sit on, settle upon
ἀμφιθαλής	blooming on both sides
Ἀμφιθέη	
ἀμφίθετος	that will stand on both ends
ἀμφιθέω	to run round about
Ἀμφιθόη	
ἀμφί-ἱμάσσω	
ἀμφί-ἱμάω	
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφικεάζω	to cleave asunder
Ἄμφικλος	
ἀμφίκομος	with hair all round
ἀμφικύπελλος	double
ἀμφιλαχαίνω	to dig round
Ἀμφίλοχος	
ἀμφιλύκη	the morning-twilight, gray of morning
ἀμφί-μάσσω	
ἀμφιμάχομαι	to fight round
Ἀμφίμαχος	
Ἀμφιμέδων	
ἀμφιμέλας	black all round
ἀμφιμυκάομαι	to bellow around
ἀμφινέμομαι	to feed around
Ἀμφινόμη	
Ἀμφίνομος	
ἀμφί-ξέω	
Ἄμφιος	
ἀμφιπέλομαι	to float around
ἀμφιπένομαι	to be busied about, take charge of
ἀμφιπεριστέφομαι	to be put round as a crown
ἀμφιπεριστρωφάω	to keep turning about all ways
ἀμφιπίπτω	to fall around
ἀμφιπολεύω	to be busied about, take care of
ἀμφίπολος	busied about, busy
ἀμφιπονέομαι	to attend to
ἀμφιποτάομαι	to fly round and round
ἀμφίρυτος	flowed around, sea-girt
ἀμφίς	on or at both sides
ἀμφίστημι	to place round
ἀμφιστρατάομαι	to beleaguer, besiege
ἀμφιστρεφής	turning all ways
ἀμφιτίθημι	to put round
Ἀμφιτρίτη	
ἀμφιτρομέω	to tremble for
Ἀμφιτρύων	
ἀμφίφαλος	with double crest
ἀμφιφοβέομαι	to tremble all round
ἆ	ah!
ἀάατος	not to be injured, inviolable
ἀαγής	unbroken, not to be broken, hard, strong
ἄαπτος	not to be touched, resistless, invincible
ἀάσχετος	
ἄατος	insatiate
ἀάω	to hurt, damage
ἀβακέω	to be speechless
Ἀβαρβαρέη	
Ἄβας	
ἄβιος	without a living, starving
Ἄβληρος	
ἀβλής	not thrown or shot
ἄβλητος	not hit
ἀβληχρός	weak, feeble
ἄβρομος	very noisy, boisterous
ἀβροτάζω	to miss
ἄβροτος	immortal, divine, holy
Ἀβυδόθεν	from Abydos
Ἀβυδόθι	at Abydos
Ἄβυδος	Abydos
ἀγαθός	good
Ἀγάθων	
ἀγαίομαι	to be indignant at
ἀγακλεής	very glorious, famous
ἀγακλειτός	
Ἀγακλεύς	
ἀγακλυτός	
ἀγάλλω	to make glorious, glorify, exalt
ἄγαλμα	a glory, delight, honour
ἄγαμαι	to wonder, be astonished
Ἀγαμεμνόνεος	of or having to do with Agamemnon
Ἀγαμεμνονίδης	Agamemnon's son
Ἀγαμέμνων	the very steadfast
Ἀγαμήδη	
Ἀγαμήδης	
ἄγαμος	unmarried, unwedded, single
ἀγάννιφος	much snowed on, snow-capt
ἀγανός	mild, gentle, kindly
ἀγανοφροσύνη	gentleness, kindliness
ἀγανόφρων	gentle of mood
ἀγαπάζω	to treat with affection, shew affection to
ἀγαπάω	to treat with affection, to caress, love, be fond of
ἀγαπήνωρ	loving manliness, manly
Ἀγαπήνωρ	
ἀγαπητός	beloved
ἀγάρροος	strong-flowing, swift-flowing
Ἀγασθένης	
ἀγάστονος	much groaning, howling
Ἀγάστροφος	
Ἀγαυή	
Ἀγαυός	
ἀγαυός	illustrious, noble
ἀγγελία	a message, tidings, news
ἀγγέλλω	to bear a message
ἄγγελος	a messenger, envoy
ἄγγος	a vessel
ἄγε	come! come on! well!
ἀγείρω	to bring together, gather together
ἀγελαῖος	belonging to a herd, feeding at large
Ἀγέλαος	
ἀγελείη	driver of spoil, forager
Ἀγέλεως	
ἀγέλη	a herd
ἀγεληδόν	in herds or companies
ἀγέραστος	without a gift of honour, unrecompensed, unrewarded
ἀγέρεσθαι	
ἀγέρωχος	high-minded, lordly
ἄγη	wonder, awe, amazement
ἀγηνορία	manliness, manhood, courage
ἀγήνωρ	manly, courageous, heroic
Ἀγήνωρ	
ἀγήραος	not waxing old, undecaying
ἀγητός	admirable, wondrous
ἀγινέω	to lead, bring, carry
ἀγκάζομαι	to lift up in the arms
Ἀγκαῖος	
ἀγκάλη	the bent arm
ἀγκάς	in or into the arms
ἀγκή	
ἄγκιστρον	a fish-hook
ἄγκοινα	
ἀγκοίνη	the bent arm
ἄγκος	a bend
ἀγκύλη	a loop or noose
ἀγκυλομήτης	crooked of counsel, wily
ἀγκύλος	crooked, curved
ἀγκυλότοξος	with curved bow
ἀγκυλοχείλης	with hooked beak
ἀγκών	the bend of the arm, the elbow
Ἀγλαία	
ἀγλαία	splendour, beauty, adornment
ἀγλαίζω	to make bright or splendid
ἀγλαόκαρπος	bearing beautiful or goodly fruit
ἀγλαός	splendid, shining, bright, beautiful
ἀγνοέω	not to perceive or know
ἁγνός	full of religious awe
ἄγνυμι	to break, shiver
ἀγνώς	unknown
ἄγνωστος	unknown
ἄγονος	unborn
ἀγορά	an assembly of the people
ἀγοράζω	to be in the ἀγορά
ἀγοράομαι	to meet in assembly, sit in debate
ἀγορεύω	to speak in the assembly, harangue, speak
ἀγορῆθεν	from the Assembly or market
ἀγορήνδε	to the Assembly or market
ἀγορητής	a speaker, orator
ἀγορητύς	the gift of speaking, eloquence
ἀγός	a leader, chief
ἄγος	any matter of religious awe
ἀγοστός	the flat of the hand
ἄγρα	a catching, hunting
ἄγραυλος	dwelling in the field
ἀγρέω	to capture, seize
ἀγρία	
Ἄγριος	
ἄγριος	living in the fields
ἀγριόφωνος	with wild rough voice
ἀγριόω	to make wild or savage
ἀγρόθεν	from the country
ἀγροιώτης	a countryman
ἀγρόνδε	to the country
ἀγρόνομος	haunting the country, rural, wild
ἀγρονόμος	
ἀγρός	fields, lands
ἀγρότερος	wild
ἀγρότης	a country-man, rustic
ἀγρώσσω	to catch
ἄγρωστις	a grass that mules fed on
ἀγυιά	a street, highway
ἀγυιεύς	
ἄγυρις	a gathering, crowd
ἀγυρτάζω	to collect by begging
ἀγχέμαχητος	
ἀγχέμαχος	fighting hand to hand
ἄγχι	near, nigh, close by
Ἀγχίαλος	
ἀγχίαλος	near the sea
ἀγχιβαθής	deep near shore
ἀγχίθεος	near the gods
ἀγχιμαχητής	
ἀγχίμολος	coming near
ἀγχίνοος	ready of wit, sagacious, shrewd
Ἀγχίσης	
Ἀγχισιάδης	
ἀγχιστῖνος	close together, crowded, in heaps
ἄγχιστος	nearest
ἀγχόθι	near
ἀγχοῦ	near, nigh
ἄγχω	to compress, press tight
ἄγω	to lead or carry, to convey, bring
ἀγών	a number of people brought together, a gathering, assembly
ἀδαημονία	ignorance or unskilfulness in
ἀδαήμων	unknowing, ignorant of
ἀδάκρυτος	without tears
Ἀδάμας	
ἀδάμας	
ἀδάμαστος	inflexible
ἀδεής	without fear, fearless
ἀδελφός	sons of the same mother
ἀδευκής	not sweet, bitter, cruel
ἀδέψητος	untanned
ἀδέω	to be sated
ἅδην	to eat their fill
ἀδήριτος	without strife or battle
ᾍδης	Hades or Pluto
ἁδινός	
ἀδινός	close-packed
ἀδμής	untamed
Ἄδμητος	
ἄδμητος	unbroken
ἅδος	satiety, loathing
Ἀδράστεια	the Inevitable
ἄδραστος	not running away, not inclined to do so
Ἀδρήστη	
Ἀδρηστίνη	
Ἄδρηστος	
ἄδυτον	the innermost sanctuary
ἄδυτος	not to be entered
ἀέθλιος	
ἀεί	always, for ever
ἀειγενέτης	everlasting, immortal
ἀείδω	to sing
ἀεικέλιος	
ἀεικής	unseemly, shameful
ἀεικία	unseemly treatment, outrage
ἀεικίζω	to treat unseemly, injure, abuse
ἄειρος	
ἀείρω	to lift, heave, raise up
ἀεκαζόμενος	against one's will, unwilling
ἀεκήλιος	
ἀέκητι	against one's will
ἀέκων	against one's will, unwilling
ἄελλα	a stormy wind, whirlwind, eddy
ἀελλής	eddying
ἀελλόπος	storm-footed, storm-swift
ἀελπής	unhoped for, unexpected
ἀελπτέω	to have no hope
ἀέναος	ever-flowing
ἀενάων	
ἀέξω	to increase, enlarge, foster, strengthen
ἀεργία	a not working, idleness
ἀεργός	not-working, idle
ἀέριος	in the mist or thick air of morning
ἀερσίπους	lifting the feet, brisk-trotting
ἄεσα	to sleep
ἀεσιφροσύνη	silliness, folly
ἀεσίφρων	damaged in mind, witless, silly
ἀετός	an eagle
ἄζα	drought
ἀζαλέα	
ἀζαλέος	dry, parched
Ἀζεί̈δης	
ἀζηχής	unceasing, excessive
ἅζομαι	to stand in awe of, dread
ἄζος	
ἄζω	to dry up, parch
ἀηδών	the songstress
ἀηθέσσω	to be unaccustomed to
ἄημι	to breathe hard, blow
ἀήρ	the lower air, the air
ἀήσυλος	wicked
ἀήτη	
ἀήτης	a blast, gale
ἄητος	stormy, furious
ἀθάνατος	undying, immortal
ἄθαπτος	unburied
ἀθεεί	without the aid of God
ἀθεμίστιος	lawless, godless
ἀθέμιστος	lawless, without law
ἀθερίζω	to slight, make light of
ἀθέσφατος	beyond even a god's power to express: ineffable, aweful
Ἀθῆναι	the city of Athens
Ἀθήναια	
Ἀθήναιον	the temple of Athena
Ἀθήναιος	
Ἀθηναῖος	Athenian, of or from Athens
Ἀθήνευς	
Ἀθήνη	Athena
ἀθηρηλοιγός	consumer of ears of corn
ἀθλεύω	to contend for a prize, combat, wrestle
ἀθλέω	having contended with
ἀθλητήρ	
ἀθλητής	a prizefighter
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθλοφόρος	bearing away the prize, victorious
ἀθρέω	to look at, gaze at, observe, perceive
ἀθρόος	in crowds or masses, crowded together
ἄθυμος	without heart, fainthearted
ἄθυρμα	a plaything, toy: a delight, joy
ἄθυρος	without door
ἀθύρω	to play, sport
Ἄθως	mount Athos
αἴ	ha!
αἶα	
Αἶα	
αἰάζω	to cry αἰαῖ, to wail
Αἰαίη	
Αἰακίδης	son of Aeacus
Αἰακός	
Αἴας	Ajax
Αἰγαί	
Αἰγαίων	Aegaeon
αἰγανέη	a hunting-spear, javelin
Αἰγεί̈δης	
αἴγειος	of a goat or goats
αἴγειρος	the poplar
αἴγεος	a goat's skin
Αἰγιάλεια	
Αἰγιάλειος	
αἰγιαλός	the sea-shore, beach, strand
Αἰγιαλός	
αἰγίβοτος	browsed by goats
αἰγίλιψ	destitute even of goats
Αἰγίλιψ	
Αἴγινα	Aegina
Αἴγιον	
Αἴγιος	
αἰγίοχος	Aegis-bearing
αἰγίς	the aegis or shield
Αἴγισθος	
αἴγλη	the light of the sun, radiance
αἰγλήεις	dazzling, radiant, lustrous
αἰγυπιός	a vulture
αἰγυπτία	
Αἰγύπτιος	Egyptian
Αἴγυπτονδε	
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
ἀίδηλος	making unseen, annihilating, destroying
Αἵδης	
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
ἀιδρείη	want of knowledge, ignorance
ἄιδρις	unknowing, ignorant
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰειγενέτης	
αἰζήιος	strong, lusty, vigorous
αἰζηός	strong, lusty, vigorous
Αἰήτης	
αἴητος	terrible, mighty
αἰθαλόεις	smoky, sooty
αἴθε	would that
Αἴθη	
αἰθήρ	ether, the brighter purer air, the sky
Αἴθιξ	
Αἰθίοψ	burnt-face
αἰθος	
αἶθος	a burning heat, fire
αἴθουσα	the corridor
αἶθοψ	fiery-looking
Αἴθρη	
αἴθρη	clear sky, fair weather
αἰθρηγενής	born in ether, sprung from ether
αἶθρος	the clear chill air
αἴθυια	a gull or diver
αἴθω	to light up, kindle
Αἴθων	
αἴθων	fiery, burning, blazing
ἀική	rapid flight, rush, impetus
ἀικής	
ἀικῶς	
αἷμα	blood
αἱμασιά	a wall
αἱματόεις	blood-red or of blood
Αἱμονίδης	
αἱμοφόρυκτος	defiled with blood
αἱμύλιος	
αἱμύλος	flattering, wheedling, wily
αἵμων	skilful in
Αἵμων	
αἰναρέτης	terribly brave
Αἰνείας	
αἰνέω	to tell or speak of
αἴνη	praise, fame
αἰνίζω	
Αἴνιος	
αἰνόθεν	from horror to horror, right horribly
αἰνόμορος	doomed to a sad end
αἰνοπαθής	suffering dire ills
αἰνός	dread, dire, grim
Αἶνος	
αἶνος	a tale, story
αἴνυμαι	to take, take off, take hold of
αἴξ	a goat
αἰολίας	
Αἰολίδης	
Αἰολίη	
Αἰόλιος	
αἰόλλω	to shift rapidly to and fro
αἰολοθώρηξ	with glancing breastplate
αἰολομίτρης	with glancing or glittering girdle
αἰολόπωλος	with quick-moving steeds
αἰόλος	quick-moving
Αἴολος	
Αἴπεια	
αἰπεινός	high, lofty
αἰπήεις	
αἰπολέω	to tend goats
αἰπόλιον	a herd of goats
αἰπόλος	a goatherd
αἰπός	high, lofty
Αἰπύ	
αἰπύς	high and steep, lofty
Αἰπύτιος	
αἱρέω	to take with the hand, grasp
ἄιρος	unhappy Irus
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
Αἴσηπος	
ἀίσθω	to breathe out
αἴσιμος	fatal
αἴσιος	boding well, auspicious
αἶσις	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἄιστος	not to be seen, unseen
ἀιστόω	to make unseen, to annihilate
Αἰσυήτης	
αἴσυλος	unseemly, evil
Αἰσύμη	
αἰσυμνάω	to rule over
αἰσυμνητήρ	a prince
αἰσυμνήτης	a regulator
Αἴσυμνος	
αἶσχος	shame, disgrace
αἰσχρός	causing shame, abusive
αἰσχύνω	to make ugly, disfigure, mar
Αἴσων	
αἰτέω	to ask, beg
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἰτίζω	to ask, beg
αἴτιος	to blame, blameworthy, culpable
Αἰτώλιος	
Αἰτωλοί	
Αἰτωλός	
αἰχμάζω	to throw the spear
αἰχμή	the point of a spear
αἰχμητής	a spearman
αἶψα	quick, with speed, on a sudden
αἰψηρός	quick, speedy, in haste
ἀίω	
αἰών	a period of existence
ἀκάκητα	guileless, gracious
ἀκαλαρρείτης	soft-flowing
ἀκάμας	untiring, unresting
Ἀκάμας	
ἀκάματος	without sense of toil
ἄκανθα	a thorn, prickle
ἄκαστος	
Ἄκαστος	
ἀκαχίζω	to trouble, grieve
ἀκαχμένος	sharpened
ἀκέομαι	to heal, cure
ἀκερσεκόμης	with unshorn hair
ἄκεσμα	a remedy, cure
Ἀκεσσαμενός	
ἀκεστής	menders
ἀκεστός	curable
ἀκέων	softly, silently
ἀκή	a point
ἀκήδεστος	uncared for, unburied
ἀκηδέω	to take no care for, no heed of
ἀκηδής	uncared for, unburied
ἀκήλητος	to be won by no charms, proof against enchantment, inexorable
ἀκήν	softly, silently
ἀκηράσιος	unmixed
ἀμφιφορεύς	a large jar with two handles
ἀμφιχάσκω	to gape round, gape for
ἀμφιχέω	to pour around, to pour or spread over
ἀμφίχυτος	poured around; thrown up around
Ἄμφιων	
ἀμφότερος	each or both of two
Ἀμφοτερός	
ἀμφοτέρωθεν	from or on both sides, utrinque
ἀμφοτέρωσε	to both sides
ἀμφουδίς	off or from the ground
ἄμφω	
ἄμφωτος	two-eared, two handled
ἀμώμητος	unblamed, blameless
ἄν	
ἄνα	
ἀνά	up, upon
ἀνά-βάζω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβατός	to be mounted
Ἀναβησίνεως	
ἀνάβλησις	a putting off, delay
ἀναβράσσω	to boil well, seethe
ἀνά-βρόχω	
ἀναγιγνώσκω	to know well, know certainly
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγνάμπτω	to bend back
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀναδέρκομαι	to look up
ἀναδέσμη	a band for the hair, a head-band
ἀναδέχομαι	to take up, catch, receive
ἀναδύνω	to come to the top of water
ἀνάεδνος	without bridal gifts
ἀνά-ἕζομαι	
ἀναείρω	to lift up
ἀνά-ἐράω	
ἀνά-ἐφάλλομαι	
