Field1	Field2
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰών	a period of existence
αἰώνιος	lasting for an age
ἀκαθαρσία	uncleanness, impurity
ἀκάθαρτος	uncleansed, unclean, impure
ἀκαιρέω	
ἄκαιρος	ill-timed, unseasonable, inopportune
ἄκακος	unknowing of ill, guileless
ἄκανθα	a thorn, prickle
ἀκάνθινος	of thorns
ἄκαρπος	without fruit, barren
ἀκατάγνωστος	not to be condemned
ἀκατακάλυπτος	uncovered
ἀκατάκριτος	uncondemned
ἀκατάλυτος	indissoluble
ἀκαταπάστους	
ἀκαταστασία	
ἀκατάστατος	unstable, unsettled
Ἁκελδαμάχ	
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἀκλινής	bending to neither side, unswerving
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
Ἀκοῆ	
ἀκοή	a hearing, the sound heard
ἀκολουθέω	to follow
ἀκολούθησις	
άκουσας	
ἄκουσις	
ἀκούω	to hear
ἀκρασία	bad mixture, ill temperature
ἀκρατής	powerless, impotent
ἄκρατος	unmixed, sheer
ἀκρίβεια	exactness, minute accuracy, precision
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἀκρίς	a locust
ἀκροατήριον	a place of audience
ἀκροατής	a hearer
ἀκροβυστία	the foreskin
ἀκρογωνιαῖος	at the extreme angle
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
ἄκρον	the highest or furthest point
ἄκρος	at the furthest point
ἄκρων	
Ἀκύλαν	
Ἀκύλας	
ἀκυρόω	
ἀκώλυτος	unhindered
ἄκων	a javelin, dart
ἀλάβαστρον	a box or casket of alabaster
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζονίας	
ἀλαζών	a vagabond
ἀλαλάζω	to raise the war-cry
ἀλάλητος	unutterable
ἄλαλος	speechless
ἅλας	salt
ἀλεής	in the sun
ἀλείφω	to anoint with oil, oil
ἀλεκτοροφωνία	cock-crow
ἀλέκτωρ	a cock
Ἀλεξανδρεύς	
Ἀλεξάνδρη	
Ἀλεξανδρινόν	
Ἀλεξανδρινῷ	
ἀλέξανδρος	defending men
Ἀλέξανδρος	
ἄλευρον	wheaten flour
Ἀλη	
ἀλήθεια	truth
ἀληθεύω	to speak truth
ἀληθής	unconcealed, true
αΛηθής	
ἀληθινός	agreeable to truth
ἀλήθω	
ἁλιεύω	to be a fisher
ἁλίζω	
ἀλίσγημα	a pollution
ἁλίσκομαι	to be taken, conquered
ἀλλ̓	
ἀλλά	otherwise, but
ἄλλαξις	
ἀλλάσσω	to make other than it is, to change, alter
ἀλλαχόθεν	from another place
ἀλλαχοῦ	elsewhere
ἀλληγορέω	to speak so as to imply something other than what is said, to interpret allegorically
Ἁλληλουιά	
ἀλλήλων	of one another, to one another, one another
ἀλλογενής	of another race, a stranger
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἀλλοτριεπίσκοπος	
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἀλλόφυλος	of another tribe, foreign
ΑΛΛΩΣ	
ἄλλως	in another way or manner
ἀλοάω	to thresh, thresh out
ἄλογος	without λόγος
ἀλόη	
ἅλς	a lump of salt
ἁλυκός	
ἄλυπος	without pain
ἅλυσις	a chain
ἀλυσιτελής	unprofitable
ἄλφα	
Ἁλφαίου	
ἅλων	
ἀλώπηξ	a fox
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
ἀμαθής	unlearned, ignorant, stupid, boorish
ἁμαρ	
ἀμαράντινος	of amaranth
ἀμάραντος	unfading, undecaying
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
αμαρτιῶν	
ἀμάρτυρος	without witness, unattested
ἁμαρτωλή	
ἁμαρτωλός	sinful
ἄμαχος	without battle
ἀμάω	
ἀμέθυστος	not drunken
ἀμέλει	never mind
ἀμελέω	to have no care for, be neglectful of
ἄμεμπτος	not to be blamed, blameless
ἀμέριμνος	free from care, unconcerned
ἀμετάθετος	
ἀμετακίνητος	immovable
ἀμεταμέλητος	not to be repented of
ἀμετανόητος	not to be repented of
ἄμετρος	without measure, immense, excessive, boundless
αμήν	
ἀμήν	verily, of a truth, so be it
ἀμήτωρ	without mother, motherless
ἀμίαντος	undefiled
Ἀμιναδάβ	
ἄμμος	sand
ἀμνός	a lamb
ἀμνοῦ	
ἀμοιβάς	for a change of raiment
ἀμοιβή	a requital, recompense, compensation, return, payment
ἁμός	
ἄμπελος	a vine
ἀμπελουργός	a vine-dresser
ἀμπελών	a vineyard
Ἀμπλιᾶτον	
ἀμύνω	to keep off, ward off
ἀμφιάζω	to clothe
ἀμφί-ἀμφιέννυμι	
ἀμφιβάλλω	to throw or put round
ἀμφίβληστρον	anything thrown round
ἀμφιέννυμι	to put round or on
ἀμφίπολις	encompassing a city
Ἀμφίπολις	
ἄμφοδον	a road round houses, a street
ἄμφοδος	
ἀμφότερος	each or both of two
ἀμώμητος	unblamed, blameless
ἄμωμον	
ἄμωμος	without blame, blameless
ἄν	
ἀν	
ἀνά	up, upon
ἀνά-ἀστατέω	
ἀναβαθμός	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβιβάζω	to make go up, cause to mount
ἀναβλέπω	to look up
ἀνάβλεψις	a looking up
ἀναβολή	that which is thrown up, a mound
ἀνάγαιον	
ἀναγγέλλω	to carry back tidings of, report
ἀναγελάω	to laugh loud
ἀναγεννάω	to beget anew, regenerate
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀναγκαστός	forced, constrained
ἀνάγκη	force, constraint, necessity
ἀνάγνωσις	recognition
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀνάδειξις	a proclamation
ἀναδέχομαι	to take up, catch, receive
ἀναδίδωμι	to hold up and give
ἀνά-ἔπειμι	
ἀνά-ἐπιέννυμι	
ἀνά-εὕω	
ἀνά-ἐφέζομαι	
ἀνά-ἐφίημι	
ἀναζάω	to return to life, be alive again
ἀναζητέω	to examine into, investigate
ἀναζώννυμι	to gird up
ἀναζωπυρέω	
ἀναθάλλω	to shoot up again
ἀνάθεμα	anything devoted to evil, an accursed thing
ΑΝΑΘΕΜΑ	
ἀνά-θεματίζω	
ἀνά-θεωρέω	
ἀνάθημα	a votive offering set up
ἀναιδίαν	
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίτιος	not being the cause
ἀνακαθίζω	to set up
ἀνακαινίζω	
ἀνακαινόω	to renew, restore:—
ἀνακαίνωσις	renewal
ἀνακαλύπτω	to uncover
ἀνακάμπτω	to bend back
ἀνάκαμψις	
ἀνάκειμαι	to be laid up
ἀνακεφαλαιόω	to sum up the argument:—
ἀνακλίνω	to lean
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀνάκρισις	examination of parties concerned in a suit, a preparation
ἀνά-κυλίνδω	
ἀνακύπτω	to lift up the head
ἀναλἁβών	
ἀναλάζομαι	to take again
ἀναλαμβάνω	to take up, take into one's hands
ἀναλημφθείς	
ἀνάληψις	a taking up
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναλογία	proportion
ἀναλογίζομαι	to reckon up, sum up
ἄναλος	
ἀνάλυσις	a loosing, releasing
ἀναλύω	to unloose, undo
ἀναμάρτητος	without missing, unfailing, unerring
ἀναμένω	to wait for, await
ἀναμιμνήσκω	to remind
ἀνάμνησις	a calling to mind, recollection
ἀνανεόομαι	to renew
ἀνανήφω	to return to sobriety of mind
Ἁνανία	
Ἁνανίαν	
Ἁνανίας	
ἀναντιρήτως	
ἀνάξιος	unworthy, not deemed or held worthy of
ἀναπαήσονται	
ἀνάπαυσις	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπείρους	
ἀναπέμπω	to send up
ἀναπηδάω	to leap up, start up
ἀναπίπτω	to fall back
ἀναπληρόω	to fill up
ἀναπλήρωσις	a filling up
ἀναπολόγητος	
ἀνάπτω	to make fast on or to
ἀναρίθμητος	not to be counted, countless
ἀνασείω	to shake back, swing to and fro, move up and down
ἀνασκευάζω	to pack up the baggage
ἀνάσπασις	
ἀνασπάω	to draw up, pull up
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀνά-στατέω	
ἀνά-στατόω	
ἀνασταυρόω	to impale
ἀναστενάζω	didst thou groan forth
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνά-τάσσω	
ἀνατέλλω	to make to rise up or to grow up
ἀνά-τήκω	
ἀνατίθημι	to lay upon
ἀνατολή	a rising, rise
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀνά-φωνέω	
ἀνάχυσις	effusion
ἀναχωρέω	to go back
ἀνάψυξις	
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
ἀνδραποδιστής	a slave-dealer, kidnapper
Ἀνδρέης	
Ἀνδρεύς	
ἀνδρίζω	to make a man of
ἀνδρίς	
Ἀνδρόνικον	
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνέγκλητος	not accused, without reproach, void of offence
ἀνείλω	
ἀνεκδιήγητος	ineffable
ἀνεκλάλητος	unspeakable
ἀνέκλειπτος	
ἀνεκτός	bearable, sufferable, tolerable
ἀνελεήμων	merciless, without mercy
ἀνέλεος	unmerciful
ἀνελήμφθη	
ἀνεμίζομαι	to be driven with the wind
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνένδεκτος	impossible
ἀνεξεραύνητα	
ἀνεξίκακος	enduring evil, forbearing, long-suffering
ἀνεξιχνίαστος	not to be traced, unsearchable, inscrutable
ἀνεπαίσχυντος	having no cause for shame
ἀνεπίλημπτοι	
ἀνεπίλημπτον	
ἀνέρχομαι	to go up
ἄνεσις	a loosening, relaxing
ἀνετάζω	to examine closely
ἄνευ	without
ἀνεύθετος	inconvenient
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἀνεῳχθῆναι	
ἀνηγγέλη	
ἄνηθον	anise, dill
ἀνήκω	to have come up to
ἀνήμερος	not tame, wild, savage
ἀνήρ	a man
ἀνθίστημι	to set against
ἀνθομολογέομαι	to make a mutual agreement
ἄνθος	a blossom, flower
ἄνθρα	
ἀνθρακιά	a heap of charcoal, hot embers
ἄνθραξ	charcoal, coal
ἀνθρώ	
ἄνθρω	
ἀνθρωπάρεσκος	a man-pleaser
ἀνθρώπινος	of, from or belonging to man, human
ἀνθρωποκτόνος	murdering men, a homicide
ἄνθρωπος	man
ανθρώπου	
ἀνθρώπρυς	
ανθρώπων	
ἀνθρώτου	
ἀνθύπατος	a proconsul
ἀνιερόω	to dedicate, devote
ἀνίημι	to send up or forth
ἄνιπτος	unwashen
ἀνίστημι	to make to stand up, raise up
Ἅννα	
Ἅνναν	
Ἅννας	
ἀνόητος	not thought on, unheard of
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοικοδομέω	to build up
ἄνοιξις	an opening
ἀνομία	lawlessness
ἄνομος	without law, lawless
ἄνοος	without understanding, foolish, silly
ἀνορθόω	to set up again, restore, rebuild
ἀνόσιος	unholy, profane
άνου	
ἀνοχεύς	
ἀνοχή	a holding back, stopping
ἀνταγωνίζομαι	to struggle against, prove a match for
ἀντάλλαγμα	that which is given
ἀνταναπληρόω	to supply as a substitute or balance
ἀνταποδίδωμι	to give back, repay, tender in repayment or requital
ἀνταπόδομα	repayment, requital
ἀνταπόδοσις	a giving back in turn
ἀνταποκρίνομαι	to answer again
ἀντεικείμενοι	
ἀντεῖπον	to speak against or in answer, gainsay
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντιβάλλω	to throw against or in turn, return the shots
ἀντιδιατίθεμαι	to offer resistance
ἀντίδικος	an opponent in a suit, defendant
ἀντί-ἕζομαι	
ἀντί-ἥδομαι	
ἀντίθεσις	opposition, resistance
ἀντί-ἵημι	
ἀντικαθίστημι	to lay down or establish instead, substitute, replace
ἀντικαλέω	to invite in turn
ἀντίκειμαι	to be set over against, lie opposite
ἄντικρυς	straight on, right on
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντιλήμψεις	
ἀντιλογία	contradiction, controversy, disputation
ἀντιλοιδορέω	to rail at or abuse in turn
ἀντίλυτρον	a ransom
ἀντιμετρέω	to measure out in turn, to give in compensation
ἀντιμισθία	a requital, recompense
Ἀντιοχέα	
Ἀντιόχειαν	
Ἀντιόχειος	
ἀντιπαρέρχομαι	to pass by on the opposite side
Ἀντίπας	
ἀντιπατρίς	
ἀντίπερας	
ἀντιπίπτω	to fall against, resist
ἀντί-ῥέω	
ἀντιστρατεύομαι	to make war against
ἀντιτάσσω	to set opposite to, range in battle against
ἀντίτυπος	repelled
ἀντίχριστος	Antichrist
ἀντλέω	to bale out bilge-water, bale the ship
ἄντλημα	a bucket for drawing water
ἀντοφθαλμέω	to meet face to face, to face
ἄνυδρος	wanting water, waterless
ἀνυπόκριτος	without dissimulation
ἀνυπότακτος	not made subject
ἄνω	
ἄνωθεν	from above, from on high
ἀνωτερικός	upper, inland
ἀνώτερος	higher
ἀνωφελής	unprofitable, useless
ἀξία	the worth or value
ἀξίνη	an axe-head
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
Ἀξίων	
ἀξίωσις	a thinking worthy
ἄξος	
ἄξων	an axle
ἀοιδή	song, a singing
ἄοιστον	
ἀόρατος	unseen, not to be seen, invisible
ΑΠ'	
ἀπ̓	
ἀπαγγελεύς	
ἀπαγγέλλω	to bring tidings, report, announce
ἄπαγε	away! begone! hands off!
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπαίδευτος	uneducated
ἀπαίρω	to lift off, carry off, take away, to remove from
ἀπαιτέω	to demand back, demand
ἀπαλγέω	to feel no more pain at
ἀπαλλαγή	deliverance, release, relief from
ἀπάλλαξις	
ἀπαλλάσσω	to set free, release, deliver
ἀπαλλοτριόω	to estrange, alienate
ἁπαλός	soft to the touch, tender
ἀπαντάω	to move from
ἀπάντησις	
ἀπάντομαι	
ἅπαξ	once, once only, once for all
ἀπαράβατος	not passing over to
ἀπαρασκεύαστος	
ἀπαρνέομαι	to deny utterly, deny
ἀπάρνησις	
ἀπαρτισμός	completion
ἀπαρχή	the beginning of a sacrifice, the primal offering
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπάτωρ	without father, fatherless
ἀπαύγασμα	efflux of light, effulgence
ἀπε	
ἀπείθεια	disobedience
ἀπειθέω	to be disobedient, refuse compliance
ἀπειθής	disobedient
ἀπειθίᾳ	
ἀπειθίαν	
ἀπειθίας	
ἀπειλέω	
ἀπειλή	boastful promises, boasts
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείραστος	incapable of being tempted by
ἄπειρος	
ἀπεκατεστάθη	
ἀπεκατέστη	
ἀπεκδέχομαι	to expect anxiously, to look for, await
ἀπεκδύνω	to strip off from
ἀπέκδυσις	a putting off
ἀπεκεφάλισα	
ἀπεκεφάλισεν	
ἀπελαύνω	to drive away, expel from
ἀπελεγμός	refutation: disrepute
ἀπελεύθερος	an emancipated slave, a freedman
ἀπέναντι	opposite, against
ἀπερίσπαστος	
ἀπερίτμητος	uncircumcised
ἀπέρχομαι	to go away, depart from
Ἀπέσταλκαν	
Ἀπεσταλμένοσ̓	
ἀπέχω	to keep off or away from
ἀπηγγέλη	
ἀπῆλθα	
ἀπῆλθαν	
ἄπιος	
Ἀπίς	
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἁπλόος	single
ἁπλός	
ἁπλότης	singleness: simplicity, frankness
ἁπλόω	to make single, to unfold, stretch out
ἁπλῶς	singly, in one way
από	
ΑΠΟ	
ἀπο	
ἀπό	from, away from. c. gen.
ἀπό-ἀσπάζομαι	
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀποβλέπω	to look away from
ἀπόβλητος	to be thrown away
ἀποβολή	a throwing away
ἀπογίγνομαι	to be away from, have no part in
ἀπογραφεύς	
ἀπογραφή	a writing off: a register, list
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀπό-δεκατεύω	
ἀποδεκατοῖν	
ἀποδεκατόω	to tithe, pay tithes of
ἀπόδεκτον	
ἀποδέχομαι	to accept from
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀπόδημος	away from one's country, from home, abroad
ἀποδίδωμι	to give up or back, restore, return
ἀποδιορίζω	to mark off by dividing, to separate
ἀποδοκιμάζω	to reject on scrutiny, to reject for want of qualification
ἀποδοκιμάω	to reject
ἀπόδοτος	
ἀποδοχεύς	
ἀποδοχή	a receiving back, having restored to one
ἀποδὥσει	
ἀπό-ἔδω	
ἀπό-ἐλπίζω	
ἀπό-ἔπειμι	
ἀπό-ἐπιέννυμι	
ἀπό-ἐφέζομαι	
ἀπό-ἐφίημι	
ἀπόθεσις	a laying up in store
ἀποθέω	to run away
ἀποθήκη	any place wherein to lay up
ἀποθησαυρίζω	to store, hoard up
ἀποθλίβω	to press upon, press, squeeze out
ἀποθνήσκω	to die off, die
ἀπό-καθιστάνω	
ἀποκαθίστημι	to re-establish, restore, reinstate
ἀποκαλύπτω	to uncover
ἀποκάλυψις	an uncovering, a revelation
ΑΠΟΚΑΛΥΨΙΣ	
ἀποκαραδοκία	earnest expectation
ἀποκαταλλάσσω	to reconcile again
ἀποκατάστασις	
ἀπόκειμαι	to be laid away
ἀπόκλεισις	a shutting up
ἀποκλείω	to shut off from or out of, debar
ἀποκόπτω	to cut off, hew off
ἀπόκριμα	a judicial sentence
ἀποκρίνω	to separate, set apart
ἀπόκρισις	a separating
ἄποκρισλς	
ἀποκρύπτω	to hide from, keep hidden from
ἀπόκρυφος	hidden, concealed
ἀποκτείνω	to kill, slay
ἀποκτέννεσθαι	
ἀποκτέννυντες	
ἀποκυέω	to bear young, bring forth
ἀπό-κυλίνδω	
ἀπολαμβάνω	to take or receive from
ἀπολάπτω	to lap up
ἀπόλαυσις	enjoyment, fruition
ἀπολείπω	to leave over or behind
ἀπολήμψεσθε	
ἀπόλλυμι	to destroy utterly, kill, slay
Ἀπολλώ	
Ἀπολλών	
Ἀπολλώνιος	of or belonging to Apollo
Ἀπολλώς	
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολούω	to wash off
ἀπόλυσις	release, deliverance from
ἀπολύτρωσις	a ransoming
ἀπολύω	to loose from
ἀπομάσσω	to wipe clean
ἀπονέμω	to portion out, impart, assign
ἀπονίζω	wash off
ἀποπίνω	to drink up, drink off
ἀποπλανάω	to lead astray
ἀποπλέω	to sail away, sail off
ἀποπνίγω	to choke, throttle
ἀπορέω	to be without means or resource
ἀπορία	difficulty of passing
ἀπορρέω	to flow or run off, stream forth
ἀπορρίπτω	to throw away, put away
ἀπορφανίζομαι	to be orphaned or bereaved
ἀποσκίασμα	
ἀποσπάω	to tear or drag away from
ἀποστάζω	to let fall drop by drop, distil
ἀποστασία	defection
ἀποστάσιον	
ἀποστασίου	ἀποστασίου δίκη an action against a freedman for having forsaken or slighted his προστάτης
ἀποστεγάζω	to uncover: to take off
αΠοστέλλει	
ἀποστέλλω	to send off or away from
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποστολεύς	a magistrate who had to fit out
ἀποστολή	a sending off or away, despatching
ἀπόστολος	a messenger, ambassador, envoy
ΑΠΟΣΤΟΛΩΝ	
ἀποστοματίζω	to dictate by word of mouth, teach by dictation
ἀποστρέφω	to turn
ἀποστυγέω	to hate violently, abhor, loathe
ἀποσυνάγωγος	put out of the synagogue
ἀποτάσσω	to set apart, assign specially
ἀποτελέω	to bring quite to an end, complete
ἀποτίθημι	to put away, stow away
ἀποτινάσσω	to shake off
ἀποτίνω	to pay back, repay, return
ἀποτολμάω	to make a bold venture
ἀποτομία	
ἀπότομος	cut off, abrupt, precipitous
ἀποτρέπω	to turn
ἀπουσία	a being away, absence
ἀπό-ὑστερέω	
ἀποφέρω	to carry off or away
ἀποφεύγω	to flee from, escape
ἀποφθέγγομαι	to speak one's opinion plainly
ἀπό-φορτίζω	
ἀποχέω	to pour out or off, shed, let fall
ἀπόχρησις	
ἀποχωλόομαι	to be made quite lame
ἀποχώννυμι	to bank up
ἀποχωρέω	to go from or away from
ἀποχωρίζω	to part or separate from
ἀποψύχω	to leave off breathing, to faint, swoon
Ἄππιος	
ἀπρόσιτος	unapproachable
ἀπρόσκεπτος	unforeseen
ἀπρόσκοπος	not stumbling, void of offence
ἀπροσωπολήμπτως	
ἄπταιστος	not stumbling
ἅπτεξθε	
ἅπτω	to fasten, bind fast
Ἀπφίᾳ	
