Field1	Field2
ἀγγελία	a message, tidings, news
ἀγγέλλω	to bear a message
ἄγγελος	a messenger, envoy
αγγελός	
αγγος	
ἄγγος	a vessel
ἄγε	come! come on! well!
ἀγείρω	to bring together, gather together
ἀγελαῖος	belonging to a herd, feeding at large
ἀγέλη	a herd
ἀγένητος	unborn, uncreated, unoriginated
ἀγέννητος	unbegotten, unborn
ἄγευστος	without taste of, fasting from
ἄγη	wonder, awe, amazement
ἁγηλατέω	to drive out a curse
ἀγήνωρ	manly, courageous, heroic
Ἀγήνωρ	
ἀγήραος	not waxing old, undecaying
ἁγίζω	to hallow, dedicate
ἀγκάλη	the bent arm
ἀγκύλη	a loop or noose
ἀγκύλος	crooked, curved
ἀγκών	the bend of the arm, the elbow
ἀγλαία	splendour, beauty, adornment
ἀγλάισμα	an ornament, honour
ἀγλαός	splendid, shining, bright, beautiful
ἀγλαώψ	bright-eyed, beaming
ἄγλωσσος	without tongue
ἁγνεία	purity, chastity
ἁγνίζω	to cleanse away
ἀγνοέω	not to perceive or know
ἄγνοια	want of perception, ignorance
ἁγνός	full of religious awe
ἄγνυμι	to break, shiver
ἀγνωμοσύνη	want of sense, folly
ἀγνώμων	ill-judging, senseless
ἀγνώς	unknown
ἄγνωστος	unknown
ἄγνωτος	
ἄγονον	
ἄγονος	unborn
ἅδος	satiety, loathing
Ἄδραστος	
ἄδραστος	not running away, not inclined to do so
ἄδωρος	without gifts, taking none, incorruptible
ἀεί	always, for ever
ἀείδω	to sing
ἀεικής	unseemly, shameful
ἀείμνηστος	ever to be remembered
ἀείρυτος	ever-flowing
ἀείρω	to lift, heave, raise up
ἀείφρουρος	ever-watching
ἀεκούσιος	against one's will, involuntary
ἀέκων	against one's will, unwilling
ἀέλιος	
ἀελλαῖος	storm-swift
ἀελλάς	
ἄελπτος	unexpectedly
ἀέξω	to increase, enlarge, foster, strengthen
ἀετός	an eagle
ἄζηλος	not subject to envy, unenviable, dreary
ἀζήμιος	free from further payment: without loss, scot-free
ἅζομαι	to stand in awe of, dread
ἀηδής	unpleasant to the taste, distasteful
ἀηδών	the songstress
ἄημα	a blast, gale
ἀήρ	the lower air, the air
ἀθάνατος	undying, immortal
ἄθαπτος	unburied
ἄθεος	without God, denying the gods
Ἀθῆναι	the city of Athens
Ἀθήνευς	
Ἀθήνη	Athena
ἄθικτος	untouched
ἀθλέω	having contended with
ἄθλιος	gaining the prize
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθρέω	to look at, gaze at, observe, perceive
ἀθροίζω	to gather together, to muster
ἀθυμέω	to be disheartened, lose heart
ἀθυμία	want of heart, faintheartedness
ἄθυμος	without heart, fainthearted
ἀθυρόστομος	ever-babbling
αι	
αἶα	
Αἶα	
αἰάζω	to cry αἰαῖ, to wail
αἰαῖ	ah!
Αἰακίδης	son of Aeacus
αἰανής	dreary, dismal, direful, horrid
Αἴας	Ajax
Αἰγαῖος	Aegaean
αἴγεος	a goat's skin
Αἰγεύς	
Αἰγίς	
Αἴγισθος	
αἴγλη	the light of the sun, radiance
αἰγυπιός	a vulture
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
ἀίδηλος	making unseen, annihilating, destroying
Αἵδης	
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
αἰδόφρων	respectful in mind, compassionate
ἄιδρις	unknowing, ignorant
αἰδώ	
Αἰδωνεῦ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἰέλουρος	
αἰένυπνος	lulling in eternal sleep
αἰθέριος	of or in the upper air, high in air, on high
αἰθήρ	ether, the brighter purer air, the sky
αἶθος	a burning heat, fire
αἰθος	
αἴθω	to light up, kindle
αἴθων	fiery, burning, blazing
ἀικής	
αἰκία	injurious treatment, an affront, outrage
αἰκίζω	to treat injuriously, to plague, torment
αἴλινον	
αἴλινος	a plaintive dirge
αἴλουρος	a cat
αἷμα	blood
αἱμάς	a gush or stream of blood
αἱμάσσω	to make bloody stain with blood
αἱματηρός	bloody, bloodstained, murderous
αἱματόεις	blood-red or of blood
αἱματόω	to make bloody, stain with blood
αἱμοβαφής	bathed in blood
αἱμορραγής	bleeding violently
Αἷμος	
αἱμύλος	flattering, wheedling, wily
Αἵμων	
αἰνέω	to tell or speak of
Αἰνιάν	
αἴνιγμα	a dark saying, riddle
αἰνίζω	
αἰνικτής	
αἰνικτός	expressed in riddles, riddling
αἰνίσσομαι	to speak in riddles
αἶνος	a tale, story
αἰνός	dread, dire, grim
αἰόλισμα	
αἰόλος	quick-moving
αἰπεινός	high, lofty
αἰπολέω	to tend goats
αἰπόλιον	a herd of goats
αἰπος	
αἶπος	a height, a steep
αἰπύς	high and steep, lofty
αἶρα	
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
ἀίσθω	to breathe out
αισι	
αἴσιος	boding well, auspicious
αἶσις	
ἀίσσω	to move with a quick shooting motion, to shoot, dart, glance
ἀιστόω	to make unseen, to annihilate
αἶσχος	shame, disgrace
αἰσχροκέρδεια	base covetousness
αἰσχρός	causing shame, abusive
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
αἰτέω	to ask, beg
αἰτητός	asked for
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
Αἰτναῖος	of or belonging to Etna
Αἰτωλία	
Αἰτωλίη	
Αἰτώλιος	
Αἰτωλίς	
Αἰτωλός	
αἰχμάζω	to throw the spear
αἰχμαλωτίς	
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμή	the point of a spear
ἀίω	
αἰών	a period of existence
αἰώρα	a machine for suspending
αἰωρέω	to lift up, raise
ἀκάθαρτος	uncleansed, unclean, impure
ἀκάλυπτος	uncovered, unveiled
ἀκαλυφής	
ἀκάμας	untiring, unresting
ἀκάματος	without sense of toil
ἄκαρπος	without fruit, barren
ἀκάρπωτος	not made fruitful, without fruit
ἀκέλευστος	unbidden
ἀκέομαι	to heal, cure
ἀκερδής	without gain, bringing loss
ἀκεστήρ	a healer
ἄκεστρον	
ἀκηδέω	to take no care for, no heed of
ἀκήλητος	to be won by no charms, proof against enchantment, inexorable
ἀκήρατος	unmixed, uncontaminated, undefiled
ἀκήρυκτος	unannounced, unproclaimed
ἀκίνητος	unmoved, motionless
ἄκλαυστος	unlamented
ἄκλητος	uncalled, unbidden
ἀκμαῖος	in full bloom, at the prime, blooming, vigorous
ακμαῖσιν	
ἀκμή	a point, edge
ἀκμής	untiring, unwearied
ἄκμητος	
ἀκοή	a hearing, the sound heard
ἀκοίτης	a bedfellow, spouse, husband.
ἄκοιτις	a spouse, wife
ἀκολουθία	a following, train
ἀκόλουθος	following, attending on
ἀκόμιστος	untended
ἀκόρεστος	insatiate
ἀκορής	
ἄκος	a cure, relief, remedy for
ἀκοσμέω	to be disorderly, to offend
ἄκοσμος	without order, disorderly
ἄκουσις	
ἄκουσμα	a thing heard
ἀκουστέον	one must hear or hearken to
ἀκουστέος	
ἀκουστής	
ἀκουστός	heard, audible
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκραιφνής	unmixed, pure
ἀκρατής	powerless, impotent
ἄκρατος	unmixed, sheer
ἀκράτωρ	
ἀκροθίνιον	the topmost part of a heap, the choice part, first-fruits
ἄκρον	the highest or furthest point
ἄκρος	at the furthest point
ἄκρων	
ἀκτέα	the elder-tree
ἀκτένιστος	uncombed, unkempt
ἀκτέριστος	unhallowed by funeral rites
ἀκτή	a headland, foreland, promontory, shore
ἀκτίς	a ray, beam
ἀκυρόω	
ἄκων	a javelin, dart
ἀλαλαγή	a shouting
ἀλαλάζω	to raise the war-cry
ἀλαμπής	out of the sun's light
ἀλάομαι	to wander, stray or roam about
ἀλαός	not seeing, blind
ἀλαόω	to blind
ἀλάστορος	under the influence of an ἀλάστωρ: suffering cruelly
ἄλαστος	not to be forgotten, insufferable, unceasing
ἀλάστωρ	the avenging deity, destroying angel
ἀλγεινός	giving pain, painful, grievous
ἀλγέω	to feel bodily pain, suffer
ἀλγηδών	a sense of pain, pain, suffering
ἄλγημα	pain, suffering
ἄλγησις	sense of pain
ἄλγιστος	
ἀλγίων	more or most painful, grievous or distressing
ἄλγος	pain
ἀλγύνω	to pain, grieve, distress
ἀλεής	in the sun
ἄλεκτρος	unbedded, unwedded
ἀλεξήτωρ	
ἀλεξίμορος	warding off death
ἀλέξω	to ward or keep off, turn away or aside
ἀλέομαι	to avoid, shun
ἀλέω	to grind, bruise, pound
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀλήθω	
ἄλημα	fine meal
ἁλής	assembled, thronged, in a mass, all at once
ἀλήτης	a wanderer, stroller, rover, vagabond
ἄλθομαι	to become whole and sound
ἁλία	an assembly of the people
ἁλιάδης	a seaman
ἁλίζω	
ἁλίη	
ἁλίκλυστος	sea-washed
ἁλίκτυπος	groaning at sea
ἅλιος	
Ἅλιος	
ἁλιόω	to make fruitless, frustrate, disappoint
ἀλιπαρής	not fit for a suppliant
ἁλίπλαγκτος	roaming the sea
ἁλίπληκτος	sea-beaten
ἁλίρροθος	of the raging sea
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
Ἅλις	
ἁλίσκομαι	to be taken, conquered
ἀλιτήριος	sinning or offending against
ἄλκασμα	
ἀλκή	strength
ἄλκιμος	strong, stout
Ἀλκμήνη	
ἀλλά	otherwise, but
ἀλλαγή	a change
ἀλλάσσω	to make other than it is, to change, alter
ἀλλαχῆ	elsewhere, in another place
ἀλλαχοῦ	elsewhere
ἄλλῃ	in another place, elsewhere
ἄλληκτος	unceasing, ceaseless
ἀλλήλων	of one another, to one another, one another
ἄλλοθεν	from another place
ἄλλοθι	elsewhere, in another place, in a strange
ἀλλόθροος	speaking a strange tongue
ἀλλόκοτος	of unusual nature or form, strange, monstrous
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἄλλου	
ἄλλως	in another way or manner
ἅλμα	a spring, leap, bound
ἅλμη	sea-water, brine
ἀλόγιστος	unreasoning, inconsiderate, thoughtless, heedless
ἄλογος	without λόγος
ἄλοξ	a furrow
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
ἄλυξις	an escape
ἀλύπητος	not pained or grieved
ἄλυπον	
ἄλυπος	without pain
ἄλυρος	without the lyre
ἄλυς	listlessness, ennui
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
ἄλυτος	not to be loosed, indissoluble
ἀλύω	to wander in mind
ἀλφηστής	working for one's daily bread, laborious, enterprising
ἅλων	
ἁλώνης	
ἁλώσιμος	easy to take, win
ἅλωσις	a taking, capture, conquest, destruction
ἁλωτός	to be taken or conquered
ἅμα	at once, at the same time
ἀμαιμάκετος	irresistible
ἁμαξιτός	
ἁμαρτάνω	to miss, miss the mark
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμάχητος	not to be fought with, unconquerable
ἄμαχος	without battle
ἀμάω	
ἄμβασις	
ἄμβροτος	immortal, divine
ἀμείβω	to change, exchange
ἀμείνων	better, abler, stronger, braver
ἀμελέω	to have no care for, be neglectful of
ἄμεμπτος	not to be blamed, blameless
ἀμενηνός	powerless, fleeting, feeble
ἀμέριμνος	free from care, unconcerned
ἄμη	a shovel or mattock
ἀμήτωρ	without mother, motherless
ἀμηχανέω	to be at a loss for
ἀμηχανής	
ἀμήχανος	without means
ἄμικτος	unmingled, that will not mingle or blend
ἅμιλλα	a contest for superiority, a conflict
ἁμίλλημα	a conflict
ἁμιλλητήρ	a competitor in the race
ἅμιππος	keeping up with horses
ἀμίς	a chamber-pot
αμματω	
ἄμμιγα	
ἄμμορος	without share of
ἀμνηστέω	to be forgotten
ἀμοιβός	one who exchanges
ἄμοιρος	without share in
ἀμολγάδας	
ἄμορος	unlucky, wretched
ἁμός	
ἁμοῦ	somewhere or other
ἄμοχθος	free from toil and trouble
ἄμπ	
ἄμπελος	a vine
ἀμπέχω	to surround, cover
ἀμπλακεῖν	to come short of
ἀμπλάκημα	an error, fault, offence
ἀμπυκτήρ	a horse's head-band
ἀμπυκτήριον	
ἄμπυξ	a woman's head-band, snood
ἄμυγμα	a scratching, tearing
ἀμυνάθω	to defend, assist
ἀμυντέον	
ἀμυντέος	one must assist
ἀμύνω	to keep off, ward off
ἀμφήκης	two-edged
ἀμφί	on both sides
ἀμφίαλος	sea-girt
Ἀμφιάραος	Amphiaraus
ἀμφιβάλλω	to throw or put round
ἀμφίβληστρον	anything thrown round
ἀμφίγυος	pointed at each end, double-pointed
ἀμφιδέξιος	with two right hands, very dextrous
ἀμφίδρομος	running round, encompassing, inclosing
ἀμφιδύω	to put on
ἀμφιέπω	to go about, be all round, encompass
ἀμφίθηκτος	sharpened on both sides, two-edged
ἀμφίθρεπτος	clotted round
ἀμφίθυρος	with double entrance
ἀμφί-κεῖμαι	
ἀμφικίων	with pillars all round
ἀμφίκλυστος	washed on both sides by the waves
ἀμφίλογος	disputed, disputable
ἀμφινεικής	contested on all sides, eagerly wooed
ἀμφινείκητος	
ἀμφινοέω	to think both ways, be in doubt
ἀμφιπίπτω	to fall around
ἀμφίπλεκτος	intertwined
ἀμφίπληκτος	beaten on both sides
ἀμφιπλήξ	striking with both sides, double-edged
ἀμφιπολέω	to attend constantly, to attend on, watch, guard
ἀμφίπολος	busied about, busy
ἀμφίπυρος	with fire at each end
ἀμφίρυτος	flowed around, sea-girt
ἀμφίστημι	to place round
ἀμφίστομος	with double mouth
ἀμφιτρής	pierced from end to end
Ἀμφιτρίτη	
ἀμφιχάσκω	to gape round, gape for
ἀμφιχέω	to pour around, to pour or spread over
Ἄμφιων	
ἄμφω	
αν	
ἄν	
ἄνα	
ἀνά	up, upon
ἀνά-ἀνοκωχεύω	
ἀναβαίνω	to go up, mount, to go up to
ἀνάβασις	a going up, mounting
ἀναγελάω	to laugh loud
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἄναγνος	impure, unclean, unholy, defiled
ἀνάγω	to lead up
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀναδοχή	a taking up, undertaking
ἀνά-ἐράω	
ἀναζέω	to boil up or bubble up
ἀνά-θεμίζω	
ἀνάθημα	a votive offering set up
ἀναίδεια	shamelessness, impudence, effrontery
ἀναιδής	shameless
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀναίτιος	not being the cause
ἀνακαλέω	to call up the dead
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακινέω	to sway or swing to and fro
ἀνακίνησις	a swinging to and fro
ἀνακλαίω	to weep aloud, burst into tears
ἀνακουφίζω	to lift up
ἀνακούφισις	relief
ἀνακωκύω	to wail aloud
ἀναλαμβάνω	to take up, take into one's hands
ἀνάλγητος	without pain
ἀναλίσκω	to use up, to spend, lavish or squander
ἄναλκις	without strength, impotent, feeble
ἀνάλυσις	a loosing, releasing
ἀναμένω	to wait for, await
ἀνάμιγα	promiscuously
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀναμίξ	promiscuously
ἀναμπλάκητος	unerring, unfailing
ἄνανδρος	husbandless
ἀνάνδρωτος	widowed
ἀνανεόομαι	to renew
ἀνά-νοστέω	
ἄναξ	a lord, master
ἀναξία	a command, behest
ἀνάξιος	unworthy, not deemed or held worthy of
ἀνάπαυλα	repose, rest
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπέτομαι	to fly up, fly away
ἀναπίπτω	to fall back
ἀναπνέω	to breathe again, take breath
ἀναπνοή	recovery of breath, revival
ἀναπολέω	to turn up
ἀναπτύσσω	to unfold
ἀναπτύω	to spit up, sputter
ἄναρθρος	without joints, not articulated
ἀναρίθμητος	not to be counted, countless
ἀνάριθμος	without number, countless, numberless
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀνάρρηξις	breakage
ἀνάρσιος	not fitting, incongruous
ἀναρχία	lack of a leader
ἀνασπαστός	drawn up
ἀνασπάω	to draw up, pull up
ἄνασσα	a queen, lady, mistress
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστασις	a raising up
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστενάζω	didst thou groan forth
ἀναστένω	to groan aloud
ἀναστρέφω	to turn upside down, upset
ἀναστροφή	a turning upside down, upsetting
ἀνασχετός	
ἀνασῴζω	
ἀναταράσσω	to disturb greatly, rouse to frenzy, confound
ἀνατέλλω	to make to rise up or to grow up
ἀνατί	without harm, with impunity
ἀνατίθημι	to lay upon
ἀνατλῆναι	to bear up against, endure
ἄνατος	unharmed
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀναύδητος	not to be spoken, unutterable, ineffable
ἄναυδος	speechless, silent
ἀναφαίνω	to make to give light, make to blaze up
ἀνά-φορτίζω	
ἀναχέω	to pour forth
ἀναχώννυμι	to heap up into a mound
ἁνδάνω	to please, delight, gratify
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδρηλατέω	to banish from house and home
ἀνδρίς	
ἀνδροφθόρος	man-destroying, murderous
ἀνδρόφθορος	of a slain man
ἀνδρόω	to rear up into manhood
ἀνέδην	let loose, freely, without restraint
ἀνείλω	
ἄνειμι	to go up
ἀνεκτέον	
ἀνεκτέος	to be borne
ἀνεκτός	bearable, sufferable, tolerable
ἀνελεύθερος	not fit for a free man
ἀνέλπιστος	unhoped for, unlooked for
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεπίφθονος	without reproach
ἀνέρομαι	to enquire of, question
ἀνέρχομαι	to go up
ἄνετος	relaxed, slack, loose
ἄνευ	without
ἀνευρίσκω	to find out, make out, discover
ἄνευρος	
ἀνευφημέω	to shout εὐφήμει or εὐφημεῖτε
ἀνέφελος	unclouded, cloudless
ἀνέχω	to hold up
ἄνη	fulfilment
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκουστος	unheard of
ἀνήκω	to have come up to
ἀνήλιος	without sun, sunless
ἀνήνεμος	without wind
ἀνήνυτος	endless
ἀνήρ	a man
ἀνήριθμος	
ἀνθάπτομαι	to lay hold of in turn
ἀνθέω	to blossom, bloom
ἄνθη	full bloom
ἀνθηρός	flowering, blooming
ἀνθίζω	to strew or deck with flowers
ἀνθίστημι	to set against
ἄνθος	a blossom, flower
ἀνθρώπειος	of or belonging to man, human
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνιάζω	to grieve, distress
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνιάω	to grieve, distress
ἀνίημι	to send up or forth
ἀνίκητος	unconquered, unconquerable
ἄνιππος	without horse, not serving on horseback
ἀνίστημι	to make to stand up, raise up
ἀνιστορέω	to make inquiry into, ask about
ἀνόητος	not thought on, unheard of
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἄνοικτος	pitiless, ruthless
ἀνοιμωκτί	without need to wail, with impunity
ἀνοιστέος	one must report
ἄνολβος	unblest, wretched, luckless
ἀνολολύζω	to cry aloud, shout (with joy)
ἀνόμματος	eyeless, sightless
ἄνομος	without law, lawless
ἀνόνητος	unprofitable, useless
ἄνοος	without understanding, foolish, silly
ἀνορθόω	to set up again, restore, rebuild
ἄνορμος	without harbour
ἀνοσία	
ἀνόσιος	unholy, profane
ἀνσχετός	to be borne, sufferable, endurable
ἀνταῖος	set over against, right opposite
ἀντακούω	to hear in turn
ἀνταμείβομαι	to exchange
ἀνταμύνομαι	to defend oneself against, resist
ἀντανίστημι	to set up against
ἀνταυδάω	to speak against, answer
ἀντάω	to come opposite to, meet face to face, meet with
ἀντεῖπον	to speak against or in answer, gainsay
ἀντερείδω	to set firmly against
ἀντέρομαι	to ask in turn
ἀντερῶ	to speak against, gainsay
ἀντέχω	to hold against
ἀντήλιος	opposite the sun
ἀντήρης	set over against, opposite, face to face
ἀντί	over against, opposite. c. gen.
ἀντιάζω	to meet face to face
ἀντί-ἀτιμάζω	
ἀντί-ἀτιμάω	
ἀντιάω	to go for the purpose of meeting
ἀντιβαίνω	to go against, withstand, resist
ἀντιβολέω	to meet by chance
Ἀντιγόνη	
ἀντιδίδωμι	to give in return, repay
ἀντιδράω	to act against, retaliate
ἀντίθυρος	opposite the door
ἀντικύρω	to hit upon, meet
ἀντιλέγω	to speak against, gainsay, contradict
ἀντί-λογέω	
Ἀντίλοχος	
ἀντίλυρος	responsive to the lyre
ἀντίον	
ἀντίος	set against
ἀντιοστατέω	to be contrary
ἀντίπαλος	wrestling against
ἀντιπάσχω	to suffer in turn
ἀντιπέμπω	to send back an answer
ἀντιπλήξ	beaten by the opposing waves
ἀντίποινα	requital, retribution
ἀντίποινος	
ἀντίπρῳρος	with the prow towards
ἀντίρροπος	counterpoising, compensating for
ἀντίσπαστος	drawn in the contrary direction: spasmodic, convulsive
ἀντίσταθμος	counterpoising: in compensation for
ἀντιτείνω	to stretch out in return, to offer in return, to repay
ἀντιτίνω	to pay or suffer punishment for
ἀντίτυπος	repelled
ἀντίφονος	in return for slaughter, in revenge for blood
ἀντιφωνέω	to sound in answer, reply
ἀντιχαίρω	to rejoice in answer to
ἀντλέω	to bale out bilge-water, bale the ship
ἀντλία	the hold of a ship
ἄντομαι	to meet
ἄντρον	
ἄντυξ	the edge or rim of anything round or curved
ἀνυμέναιος	without the nuptial song, unwedded
ἀνύμφευτος	unwedded
ἄνυμφος	not bridal, unwedded
ἄνυσις	accomplishment
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωγα	to command, order
ἀνώδυνος	free from pain
ἄνωθεν	from above, from on high
ἀνώνυμος	without name, nameless
ἀνωφελής	unprofitable, useless
ἀνωφέλητος	unprofitable, useless
ἀξενός	
ἄξενος	inhospitable
ἄξεστος	unhewn, unwrought
ἀξία	the worth or value
ἀξίνη	an axe-head
ἄξιος	weighing as much, of like value, worth as much as
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἄξος	
ἄξων	an axle
ἀοιδή	song, a singing
ἀοιδός	a singer, minstrel, bard
ἄοικος	houseless, homeless
ἄοινος	without wine
ἄοκνος	without hesitation, untiring
ἀολλής	all together, in throngs, shoals or crowds
ἄπα	
ἀπαγγέλλω	to bring tidings, report, announce
ἄπαγε	away! begone! hands off!
ἀπαγριόομαι	to become wild or savage
ἀπάγω	to lead away, carry off
ἀπαιδία	childlessness
ἄπαις	childless
ἀπαίσσω	
ἀπαιτέω	to demand back, demand
ἀπαλάομαι	to go astray, wander
ἀπαλέξω	to ward
ἀπαλλαγή	deliverance, release, relief from
ἀπάλλαξις	
ἀπαλλάσσω	to set free, release, deliver
ἀπαμελέομαι	to be neglected utterly
ἀπαμπλακεῖν	to fail utterly
ἀπανάστασις	
ἀπανίστημι	to make rise up and depart, send away
ἅπαξ	once, once only, once for all
ἀπαπαῖ	
ἀπαπαπαῖ	
ἀπαράσσω	to strike off, cut off
ἀπαρκέω	to suffice, be sufficient
ἀπαρνέομαι	to deny utterly, deny
ἄπαρνος	denying utterly
ἀπαρχή	the beginning of a sacrifice, the primal offering
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπάτωρ	without father, fatherless
ἀπαυδάω	to forbid
ἄπαυστος	unceasing, never-ending
ἀπεικάζω	to form from a model, to express, copy
ἀπειλέω	
ἀπειλή	boastful promises, boasts
ἀπείλημα	
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπείργαθον	to keep away, keep off from
ἀπείργω	to keep away from, debar from
ἀπειρέσιος	boundless, immense, countless
ἄπειρος	
ἀπείρων	
ἀπελαύνω	to drive away, expel from
ἀπελεύθερος	an emancipated slave, a freedman
ἀπενέπω	
ἁπερεί	just as if, even as
ἀπερίτροπος	not returning or taking heed
ἀπερύκω	to keep off or away
ἀπέρχομαι	to go away, depart from
ἀπευθύνω	to make straight again
ἀπεύχομαι	to wish
ἀπεχθής	hateful, hostile
ἀπήνη	a four-wheeled wagon
Ἀπίη	
ἀπιθέω	he disobeyed
ἄπιος	
Ἀπίς	
ἀπιστέω	to be ἄπιστος
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἄπλατος	unapproachable, terrible
ἄπλετος	boundless, immense
ἄπληστος	not to be filled, insatiate
ἁπλόος	single
ἁπλός	
ἁπλόω	to make single, to unfold, stretch out
ἀπό	from, away from. c. gen.
ἀπό-ἀμάω	
ἀποβαίνω	to step off from
ἀποβλάπτω	to ruin utterly
ἀποβλαστάνω	to shoot forth from, spring from
ἀπόγονος	born or descended from
ἀποδείκνυμι	to point away from
ἀποδιδράσκω	to run away or off, escape
