Field1	Field2
Ἀμίαντος	
ἁμιλλάομαι	to compete, vie, contend with
ἀμόργη	
Ἀμόργης	
ἀμόργης	
ἄμοργις	
ἁμός	
ἀμύητος	uninitiated
ἀμύνω	to keep off, ward off
ἀμφί-ἀμφισβητέω	
ἀμφότερος	each or both of two
ἄμφω	
ἄν	
ἀνά	up, upon
ἀναβαίνω	to go up, mount, to go up to
ἀναβιβάζω	to make go up, cause to mount
ἀναβιόω	to come to life again, return to life
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀνάδικος	tried over again
ἀνάθημα	a votive offering set up
ἀναιρέω	to take up, raise
ἀναισχυντέω	to be shameless, behave impudently
ἀναίσχυντος	shameless, impudent
ἀνακαίω	to light up
ἀνακαλέω	to call up the dead
Ἀνάκειον	the temple of the Dioscuri
ἀνακηρύσσω	to proclaim by voice of herald, publish abroad
ἀνακράζω	to cry out, lift up the voice
ἀνακρίνω	to examine closely, to question, interrogate
ἀναλάζομαι	to take again
ἀναλίσκω	to use up, to spend, lavish or squander
ἀνάλωμα	expenditure, cost
ἀναμιμνήσκω	to remind
ἀνανδρία	want of manhood
ἀνά-ὀρθιάζω	
ἀναπηδάω	to leap up, start up
ἀναπλέω	to sail up, to go up stream
ἀναπλόω	to unfold, open
ἀνάπτω	to make fast on or to
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστατος	made to rise up and depart, driven from one's home
ἀνατίθημι	to lay upon
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέφω	to feed up, nurse up, educate
ἀναυμάχιος	
ἀναφέρω	to bring or carry up
Ἀνδοκίδης	
ἀνδραποδίζω	to reduce to slavery, enslave
ἀνδράποδον	one taken in war and sold as a slave, a captive
Ἄνδριος	
ἀνδρίς	
Ἀνδροκλέης	
ἀνδρομάχος	fighting with men
Ἀνδρόμαχος	
ἀνδρόω	to rear up into manhood
ἀνείλω	
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνέλπιστος	unhoped for, unlooked for
ἀνεπιτήδειος	unserviceable, unfit
ἀνέραμαι	to love again, love anew
ἄνευ	without
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνηλεής	without pity, unmerciful:—
ἀνήρ	a man
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνιάζω	to grieve, distress
ἀνιάω	to grieve, distress
ἀνίστημι	to make to stand up, raise up
ἄνοια	want of understanding, folly
ἀνόσιος	unholy, profane
ἀνταγωνίζομαι	to struggle against, prove a match for
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεπιθυμέω	to desire
ἀντερῶ	to speak against, gainsay
ἀντί	over against, opposite. c. gen.
ἀντιβολέω	to meet by chance
ἀντίγραφος	copied
ἀντιγράφω	to write against or in answer, write back
ἀντίδικος	an opponent in a suit, defendant
ἀντίδωρον	
Ἀντίδωρος	
ἀντιλέγω	to speak against, gainsay, contradict
ἀντιτάσσω	to set opposite to, range in battle against
Ἀντιφών	
ἀντιχορηγέω	to be a rival choragus
ἀντιχορηγός	
ἀντωνέομαι	to buy instead
Ἄνυτος	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἀξία	the worth or value
ἄξιος	weighing as much, of like value, worth as much as
Ἀξίοχος	
ἀξιόω	to think or deem worthy of
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπαγωγή	a leading away
ἄπαις	childless
ἀπαιτέω	to demand back, demand
ἀπαλλάσσω	to set free, release, deliver
ἀπαντάω	to move from
ἅπας	quite all, the whole
Ἀπατούρια	the Apatouria
Ἀπατούριος	
ἀπειλέω	
ἄπειμι	
ἀπειρία	infinity
ἀπελαύνω	to drive away, expel from
ἀπέρχομαι	to go away, depart from
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπέχθομαι	to be hated, incur hatred
ἀπιστία	disbelief, distrust, mistrust
ἄπιστος	not to be trusted
ἄπλοος	not sailing, unfit for sea, not sea-worthy
ἀπό	from, away from. c. gen.
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀποβλέπω	to look away from
ἀπογίγνομαι	to be away from, have no part in
ἀπόγονος	born or descended from
ἀπογραφή	a writing off: a register, list
ἀπογράφω	to write off, copy: to enter in a list, register
ἀποδείκνυμι	to point away from
ἀπόδειξις	a shewing forth, exhibiting
ἀποδέχομαι	to accept from
ἀποδημία	a being from home, a going or being abroad
ἀποδημίη	
ἀποδιδράσκω	to run away or off, escape
ἀποδίδωμι	to give up or back, restore, return
ἀπόδοτος	
ἀποθνήσκω	to die off, die
ἀποικία	a settlement far from home, a colony settlement
ἀποκαλέω	to call back, recall
ἀποκερδαίνω	to have benefit, enjoyment from or of
ἀποκληρόω	to choose by lot from
ἀποκομίζω	to carry away, escort
ἀποκοπή	a cutting off
ἀποκρίνω	to separate, set apart
ἀποκτείνω	to kill, slay
ἀπολαμβάνω	to take or receive from
ἀπολείπω	to leave over or behind
ἀπόλλυμι	to destroy utterly, kill, slay
ἀπολογέομαι	to speak in defence, defend oneself
ἀπολογία	a speech in defence, defence
ἀπολούω	to wash off
ἀπολοφύρομαι	to bewail loudly
ἀπολύω	to loose from
ἀπόμνυμι	to take an oath away from
ἄπονος	without toil or trouble, untroubled, quiet
ἀποπειράομαι	to make trial, essay
ἀπορέω	to be without means or resource
ἀπορία	difficulty of passing
ἀπορραίνω	to spirt out, shed about
ἀπορρέω	to flow or run off, stream forth
ἀπόρρητος	forbidden
ἀποστερέω	to rob, despoil, bereave or defraud
ἀποτελέω	to bring quite to an end, complete
ἀποτίνω	to pay back, repay, return
ἀποτρέπω	to turn
ἀποφαίνω	to shew fort, display, produce
ἀποφεύγω	to flee from, escape
ἀποφορά	payment of what is due, tax, tribute
ἅπτω	to fasten, bind fast
ἀπωθέω	to thrust away, push back
ἀρά	a prayer
ἆρα	particle introducing a question
ἄρα	
ἀράομαι	to pray to
Ἀργεῖος	of or from Argos, Argive
Ἄργος	
ἀργύριον	a piece of silver, a silver coin
ἄρειος	devoted to Ares, warlike, martial
Ἄρειος	
ἀρέσκω	to make good, make up
ἀρετάω	to be fit or proper, to thrive, prosper
ἀρετή	goodness, excellence
ἀρή	
ἀριθμός	number
Ἀριστείδης	
ἀριστίνδας	
ἀριστίνδην	
Ἀριστογείτων	
Ἀριστομένης	
ἄριστον	the morning meal, breakfast
ἄριστος	best
Ἀριστοτέλης	
ἀρκέω	to ward off, keep off
Ἁρμόδιος	
ἁρμόδιος	fitting together
ἁρμόζω	to fit together, join
ἄρον	
ἄρος	
ἀρόω	to plough
ἁρπαγεύς	
ἁρπαγή	seizure, rapine, robbery, rape
ἁρπάζω	to snatch away, carry off
ἄρσην	male
ἀρχαῖος	from the beginning
Ἀρχεβιάδης	
ἀρχεθέωρος	
Ἀρχέλαος	
ἀρχέλαος	leading the people, a chief
ἀρχή	a beginning, origin, first cause
ἀρχήν	
Ἀρχίδαμος	
ἀρχιθέωρος	the chief of a θεωρία or sacred embassy
Ἄρχιππος	
ἄρχω	to be first
ἄρχων	a ruler, commander, chief, captain
ἀρχώνης	
ἀσεβέω	to be impious, to act profanely, sin against the gods
ἀσέβημα	an impious or profane act
ἀσελγαίνω	to behave licentiously
ἀσελγής	licentious, wanton, brutal
ἀσπίς	a round shield
ἀστή	
ἀστός	a townsman, citizen
ἀστρατεία	exemption from service
ἄστυ	a city, town
ἀσφάλεια	security against stumbling or falling
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
ἀτελής	without end
ἀτιμάζω	to hold in no honour, to esteem lightly, dishonour, slight
ἀτιμάω	to dishonour, treat lightly
ἀτιμία	dishonour, disgrace
ἄτιμος	unhonoured, dishonoured
ἀτιμόω	to dishonour
ἄτοπος	out of place
αὖ	
αὖθις	back, back again
αὐλητής	a flute-player
αὐτίκα	forthwith, straightway, at once
αὐτόθεν	from the very spot
Αὐτοκράτωρ	
αὐτοκράτωρ	one's own master
αὐτομολέω	to desert
αὐτόνομος	living under one's own laws, independent
αὐτός	self
αὐτοῦ	at the very place, just here, just there
ἀφαιρέω	to take from, take away from
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἀφίστημι	to put away, remove
ἀφοράω	to look away from
ἀφορμάω	to make to start from
ἀφορμή	a starting-point
ἀχεύω	grieving, sorrowing, mourning
ἀχθεσθήσεται	
ἀψεφής	
Ἀψεφίων	
βαδίζω	to go slowly, to walk
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βασανίζω	to rub
βάσανος	the touch-stone
βασιλεύς	a king, chief
βασίλη	
βδελυρία	brutal conduct, want of shame and decency, brutality
βέβαιος	firm, steady, steadfast, sure, certain
βεβαιόω	to make firm, confirm, establish, secure, warrant, make good
βέλτιστος	best
βελτίων	better
βία	bodily strength, force, power, might
βιάζω	to constrain
βιαιότης	
βιάω	to constrain
βίος	life
βιόω	to live, pass one's life
βλέπω	to see, have the power of sight
βοή	a loud cry, shout
βοηθέω	to come to aid, to succour, assist, aid
Βοηθός	
Βοιωτός	a Boeotian
βόρειος	from the quarter of the North wind, northern
βούλευμα	a deliberate resolution, purpose, design, plan
βουλεύς	
βουλευτήριον	a council-chamber, senate-house
βουλευτήριος	advising
βουλευτής	a councillor, senator
βουλευτός	devised, plotted
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλομαι	to will, wish, be willing
βραχύς	short
βωμός	any raised platform, a stand
Γαῖα	
γαμέω	to marry
γάρ	for
γε	at least, at any rate
γένος	race, stock, family
γεωργέω	to be a husbandman, farmer
γῆ	earth
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
Γλαύκιππος	
Γλαύκων	
γνήσιος	of or belonging to the race
Γνιφωνίδης	
γνώμη	a means of knowing, a mark, token
γονεύς	a begetter, father
γόνυ	the knee
γράμμα	that which is drawn
γραμματεύω	to be secretary
γραῦς	an old woman
γραφεύς	a painter
γραφή	representation by means of lines
γραφής	
γράφω	to scratch, scrape, graze
γυμνάζω	to train naked, train in gymnastic exercise
γυμνασιάρχης	a gymnasiarch
γυμνασίαρχος	
γυμνάσιον	bodily exercises
γύναιον	
γύναιος	made to a woman
γυνή	a woman
δαιμονάω	to be under the power of a δαίμων, to suffer by a divine visitation
δαίμων	a god, goddess
δακρύω	to weep, shed tears
Δάμων	
δαπανάω	to spend
δαπάνη	outgoing, cost, expense, expenditure
δέ	but
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δειλία	cowardice
δειλιάω	to be afraid
δεινός	fearful, terrible, dread, dire
δεινόω	to make terrible: to exaggerate
δειπνέω	to make a meal
δεῖσα	
δέκα	ten
δεκάτη	
δέκατος	tenth
Δεκέλεια	Deceleia
Δελφίνιον	a temple of Apollo
Δελφίνιος	
Δελφός	
δέος	fear, alarm, affright
δεσμεύω	to fetter, put in chains
δέσμη	
δεσμός	anything for binding, a band, bond
δεσμωτήριον	a prison
δεσπότης	a master, lord, the master of the house
δεῦρο	hither
δεύτερος	second
δέχομαι	to take, accept, receive
δέω	
δή	exactness
Δήλιος	Delian
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
δήλωσις	a pointing out, manifestation, explaining, shewing
δημαγωγέω	to lead the people
δημαγωγός	a popular leader
δημεύω	to declare public property, to confiscate
δημηγορέω	to speak in the assembly
δημοκρατέομαι	to have a democratical constitution, live in a democracy
δημοκρατία	democracy, popular government
δῆμος	a country-district, country, land
δημοσίᾳ	
δημόσιος	belonging to the people or state
δημοσιόω	to confiscate
δημότης	one of the people, a commoner, plebeian
δημοτικός	of or for the people, in common use, common
Δημόφαντος	
δήπου	perhaps, it may be
δῆτα	certainly, to be sure, of course
διά	through c. gen. through, by means of c. acc.
διαβάλλω	to throw over or across, to carry over or across
διαβολή	false accusation, slander, calumny
διάβολος	slanderous, backbiting
διαβουλεύομαι	to discuss pro and con, discuss thoroughly
διαγιγνώσκω	to distinguish, discern
διαδικάζω	to give judgment in a case
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διάκειμαι	to be in a certain state, to be disposed or affected
διακομίζω	to carry over or across
διακόσιοι	two hundred
διακρίνω	to separate one from another
διάκριτος	separated: choice, excellent
Διάκριτος	
διακωλύω	to hinder, prevent
διαλλαγή	interchange, exchange
διαλλάσσω	to change one with another, interchange
διανέμω	to distribute, apportion
διάνοια	a thought, intention, purpose
διά-ὁρίζω	
διαπίμπλαμαι	to be quite full of
διαπράσσω	to pass over
διαρρήδην	expressly, distinctly, explicitly
διασῴζω	
διατελέω	to bring quite to an end, accomplish
διατίθημι	to place separately, arrange
διατριβή	a way of spending time
διαφέρω	to carry over or across
διαφθείρω	to destroy utterly
διαφορά	difference, distinction
διάφορος	different, unlike
διαχειρίζω	to have in hand, conduct, manage, administer
διαψεύδω	to deceive utterly
διαψηφίζομαι	to vote in order with ballots
διά-ὡρίζω	
διδάσκω	to teach
δίδημι	to bind, fetter
Διδύμιος	
δίδωμι	to give
διέρχομαι	to go through, pass through
Δίη	
διηγέομαι	to set out in detail, describe in full
διισχυρίζομαι	to lean upon, rely on
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστήριον	a court of justice
δικαστής	a judge
δίκη	custom, usage
διό	wherefore, on which account
Διογένης	
Διόγνητος	
Διοκλείδης	
Διομήδης	Jove-counselled;
Διονύσια	the feast of Dionysus or Bacchus
Διονύσιον	
Διονύσιος	
Διονύσος	
Διόνυσος	Dionysus
διόπερ	
δῖος	god-like, divine
διότι	for the reason that, since
διπλασιάζω	to double
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
διπλασίων	
δίς	twice, doubly
διώκω	to pursue
δόγμα	that which seems to one, an opinion, dogma
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκιμάζω	to assay or test
δοκόν	
δοκός	a bearing-beam
δοκώ	
δόξα	a notion
δόξις	
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλεύω	to be a slave
δούλη	
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
Δράκων	
δραχμή	a handful
δραχμός	
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δυναστεία	power, lordship, sovereignty
δυνατός	strong, mighty, able
δύο	two
δυσδαιμονία	misery
δυσδαίμων	of ill fortune, ill-fated
δυσμενής	full of ill-will, hostile
δυσπραξία	ill success, ill luck
δυστύχημα	a piece of ill luck, a failure
δυστυχής	unlucky, unfortunate
δυσχεραίνω	to be unable to endure
δώδεκα	twelve
δῶμα	a house
δωρεά	a gift, present
δωροδοκία	a taking of bribes, openness to bribery
δῶρον	a gift, present
ἕ	sui.
ἐάν	if haply
ἔαρ	spring
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἐγγίγνομαι	to be born or bred in
ἐγγράφω	to mark in or on, to paint on
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύς	near, nigh, at hand
ἐγγύτατος	
ἐγγύτερος	
Ἐγεσταῖος	
ἐγκαλέω	to call in
ἐγκαλύπτω	to veil in
ἔγκτημα	land held in a district
ἐγώ	ego
ἕδρα	a sitting-place
ἔδω	to eat
ἐθελοντής	
ἐθέλω	to will, wish, purpose
ἔθεμεν	
ἐθίζω	to accustom, use
ἔθος	custom, habit
ἔθω	to be accustomed
εἰ	whether.
εἰδοί	Idus
εἶδον	to see, perceive, behold
εἶεν	well!
εἰκάς	the twentieth day of the month
εἰκός	like truth
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
εἰρήνη	peace, time of peace
εἴρω	
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσδέχομαι	to take into, admit
εἴσειμι	to go into
εἰσέρχομαι	to go in or into, enter
εἰσηγέομαι	to bring in, introduce
εἰσίημι	to send into
εἰσπέμπω	to send in, bring in, let in
εἰσφέρω	to carry into or to
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτε	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκατόν	a hundred
ἐκβάλλω	to throw or cast out of
ἐκγράφω	to write out
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκ-λέγω	
ἐκλογίζομαι	to compute, calculate
ἐκπέμπω	to send out or forth from
ἐκπίπτω	to fall out of
ἐκποδών	away from the feet
ἐκπορίζω	to invent, contrive
ἐκστρατεύω	to march out
ἔκτεισις	
ἐκτίθημι	to set out, place outside
ἐκφεύγω	to flee out or away, escape
ἑκών	willing, of free will, readily
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλάχιστος	the smallest, least
ἔλαχος	
ἔλεγξις	a conviction
ἔλεγος	a song of mourning, a lament
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἐλευθερία	freedom, liberty
ἐλεύθερος	free
ἐλευθερόω	to free, set free
Ἐλευσῖνι	at Eleusis
Ἐλευσίνιος	of Eleusis
Ἐλευσινόθεν	from Eleusis
Ἐλευσίς	Eleusis, an old city of Attica
Ἑλλάς	Hellas
ἐλλείπω	to leave in, leave behind
Ἕλλην	Hellen
Ἑλληνοταμίαι	the stewards of Greece
Ἑλλήσποντος	the Hellespont or sea of Helle
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐλύω	to roll round
ἐμαυτοῦ	of me, of myself
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἐμποδών	at the feet, in the way, in one's path
ἐμπορία	commerce, trade, traffic
ἔμπροσθεν	before, in front
ἐν	in, among. c. dat.
ἐναντίον	
ἐναντιόομαι	to set oneself against, oppose, withstand
ἐναντίος	opposite
ἔνατος	ninth
ἐνδείκνυμι	to mark, point out
ἔνδειξις	a pointing out
ἕνδεκα	eleven
ἐνδίδωμι	to give in
ἔνδον	in, within, in the house, at home
ἕνεκα	on account of, for the sake of, because of, for
ἐνενήκοντα	ninety
ἐνέχυρον	a pledge, surety, security
ἐνέχω	to hold within
ἐνθάδε	thither, hither
ἐνθένδε	hence, from this quarter
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
ἐνθυμητέον	
ἐνθυμητέος	one must consider
ἐνιαυτός	any long period of time, a cycle, period
ἕνος	belonging to the former of two periods, last year's
ἔνοχος	held in
ἐν-πολεμέω	
ἐνταῦθα	here, there
ἐνταυθοῖ	hither, here
ἐντείνω	to stretch or strain tight
ἐντεῦθεν	hence or thence
ἐντυγχάνω	to light upon, fall in with, meet with
ἕξ	six
ἐξάγω	to lead out
ἐξαιρετός	that can be taken out, removable
ἐξαιρέω	to take out of
ἑξακισχίλιοι	six thousand
ἐξαλείφω	to plaster or wash over
ἐξαμαρτάνω	to err from the mark, fail
ἐξανδραποδίζω	to reduce to utter slavery
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαπάτη	gross deceit
ἐξαρκέω	to be quite enough for, suffice for
ἐξαρκής	enough, sufficient
ἔξαρνος	denying;
ἐξεγγυάω	to free
ἔξειμι	to go out, come out
ἐξέλασις	a driving out, expulsion
ἐξελαύνω	to drive out from
ἐξελέγχω	to convict, confute, refute
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἐξευρίσκω	to find out, discover
ἐξηγέομαι	to be leader of
ἐξίημι	to send out, let
ἕξις	a having, possession
ἐξορμάω	to send forth, send to war
ἐξορμέω	to be out of harbour, run out
ἐξοστρακίζω	to banish by ostracism
ἐξούλης	an action against exclusion
ἐξουσία	power or authority
ἔξω	out
ἐξώλης	utterly destroyed
ἔοικα	to be like
ἐοικότως	similarly, like
ἑορτάζω	to keep festival or holiday
ἑορτή	a feast or festival, holiday
ἐπαγγέλλω	to tell, proclaim, announce
ἐπαινέω	to approve, applaud, commend
ἐπαίρω	to lift up and set on
ἐπαναγκάζω	to compel by force, constrain
ἐπανάγκης	it is necessary
ἐπαναφέρω	to throw back upon, ascribe, refer
ἐπαναφορά	
ἐπανέρχομαι	to go back, return
ἐπανίστημι	to set up again
ἐπαραρίσκω	to fit to or upon, fasten to
ἐπαυρέω	to partake of, share
ἐπεί	after that, after (postquam), since, when (quum)
ἐπειδάν	whenever.
ἔπειμι	to be upon
ἐπεισάγω	to bring in besides, to bring in
ἔπειτα	thereupon
ἐπεξέρχομαι	to go out against, make a sally against
ἐπεύχομαι	to pray or make a vow
ἐπί	on, upon with gen., dat., and acc.
ἐπιβολή	a throwing or laying on
ἐπιβούλευσις	
ἐπιβουλεύω	to plan or contrive against
ἐπιγαμέω	to marry besides
ἐπιγιγνώσκω	to look upon, witness, observe
ἐπιδείκνυμι	to exhibit as a specimen
ἐπιδέκατος	one in ten
ἐπιδημέω	to be at home, live at home
ἐπιδικάζω	to adjudge property to
ἐπιζητέω	to seek after, wish for, miss
ἐπιθυμέω	to set one's heart upon
ἐπιθυμητής	one who longs for or desires
ἐπιθυμητός	
ἐπιθυμία	desire, yearning, longing
ἐπιθυμιάω	to offer incense
ἐπικαρπία	the usufruct of a property, revenue, profit
ἐπίκληρος	an heiress
ἐπικληρόω	to assign by lot
ἐπιλήθω	to cause to forget
ἐπίλοιπος	still left, remaining
Ἐπίλυκος	
ἐπιμέλεια	care, attention
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιμένω	to stay on, tarry or abide still
ἐπινίκιος	of victory, triumphal
ἐπιορκέω	to swear falsely, forswear oneself
ἐπισκευάζω	to get ready, to equip, fit out
ἐπισκήπτω	to make to lean upon, make to fall upon
ἐπίσταμαι	to know
ἐπιστατέω	to be set over
ἐπιστάτη	
ἐπιστάτης	one who stands near or by, a suppliant
ἐπιστρατεύω	to march against, make war upon
ἐπίταγμα	an injunction, command
ἐπιτάσσω	to put upon
ἐπιτειχίζω	to build a fort on the frontier
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτήδευμα	a pursuit, business, practice
ἐπιτηδεύω	to pursue or practise
ἐπιτίθημι	to lay, put or place upon
ἐπίτιμος	in possession of his rights and franchises
ἐπιτρέπω	to turn towards
ἐπίτριπτος	rubbed down, well worn
ἐπιτυγχάνω	to hit the mark
ἐπιχαίρω	to rejoice over, exult over
Ἐπιχάρης	
ἐπιχειρέω	to put one's hand on
ἐπιψηφίζω	to put
ἑπτά	seven
ἑπτακισχίλιοι	seven-thousand
ἑπτάς	
ἐπώνυμος	given as a name
ἐράω	
ἐργάζομαι	to work, labour
ἔργνυμι	to confine
ἔργον	work
ἔργω	
ἔρδω	to do
ἐρέω	to ask, enquire
ἐρῆμος	desolate, lone, lonely, lonesome, solitary
ἐρημόω	to strip bare, to desolate, lay waste
Ἑρμῆς	Hermes
ἔρομαι	to ask, enquire
ἐρρωμένος	in good health, stout, vigorous
Ἐρυξίμαχος	
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐρωτάω	to ask
ἐσθίω	to eat
ἔσθω	to eat
ἔστε	up to the time that, until
ἑστία	the hearth of a house, fireside
ἑστιάω	to receive at one's hearth or in one's house: to entertain, feast, regale
ἕστιος	
ἔσχατος	outermost
ἐτάζω	to examine, test
ἔται	
ἑταίρα	a companion
ἑταιρεία	companionship, association, brotherhood
