Field1	Field2
Αδωνιάζουσαι	
̓Αδώνιδι	
̓́Αδωνιν	
̓́Αδωνις	
ἀδώρητος	
ἀεθλητῆρες	
ἀεί	always, for ever
ἄει	
ἀείδω	to sing
ἀεικής	unseemly, shameful
ἄειρος	
ἀείρω	to lift, heave, raise up
ἀέκων	against one's will, unwilling
ἀέλιος	
ἀέναος	ever-flowing
ἀενάων	
ἀέξω	to increase, enlarge, foster, strengthen
ἀεργός	not-working, idle
ἀέργω	
ἀετός	an eagle
ἅζομαι	to stand in awe of, dread
ἄζυγος	unwedded
ἄζυξ	unyoked, unpaired, unmarried
ἀηδονιδεύς	a young nightingale
ἀηδονίς	a nightingale
ἀηδών	the songstress
ἄημι	to breathe hard, blow
ἀήρ	the lower air, the air
ἀήτη	
ἀήτης	a blast, gale
̓Αθάνα	
̓Αθανάας	
̓Αθαναία	
̓Αθαναίαν	
̓Αθάναν	
̓Αθάνας	
ἀθάνατος	undying, immortal
̓Αθανάτων	
ἀθέσφατος	beyond even a god's power to express: ineffable, aweful
̓Αθηναῖος	
ἄθλα	
ἀθλεύω	to contend for a prize, combat, wrestle
ἄθλημα	a contest
ἆθλον	the prize of contest
ἆθλος	a contest for a prize
ἀθλοφόρος	bearing away the prize, victorious
ἀθρέω	to look at, gaze at, observe, perceive
ἀθρόος	in crowds or masses, crowded together
ἀθρώποισι	
̓́Αθω	
αἴ	ha!
αἶα	
Αἶα	
αἰάζω	to cry αἰαῖ, to wail
αἰαῖ	ah!
Αἰακίδης	son of Aeacus
Αἴας	Ajax
αἴγειρος	the poplar
Αἰγιάλευς	
Αἰγιαλεύς	
αἰγιαλόνδε	
αἰγιαλός	the sea-shore, beach, strand
αἰγιβάτης	
αἴγιλος	a herb of which goats are fond
αἰγίοχος	Aegis-bearing
αἰγίπυρος	a plant
αἰγυπτία	
Αἰγύπτιος	Egyptian
Αἰγυπτιστί	in the Egyptian tongue
Αἴγυπτος	the river Nile
Αἴγων	
Αἴγωνος	
̓Αίδα	
̔́Αιδα	
̓Αίδαν	
̔́Αιδαν	
̓Αίδαο	
αἰδέομαι	to be ashamed to do
̓Αίδην	
̔́Αιδης	
αἰδοῖος	regarded with reverence, august, venerable
Αἰδωνῆος	
αἰθαλίων	swarthy, dusky
αἰθαλόεις	smoky, sooty
αἴθε	would that
Αἰθίοψ	burnt-face
αἶθος	a burning heat, fire
αἰθος	
αἰθριοκοιτέω	to sleep in open air
αἴθριος	clear, bright, fair
αἴθω	to light up, kindle
αἰκάλλω	to flatter, wheedle, fondle
αἴκε	
αἴκεν	
αἷμα	blood
αἱμασιά	a wall
αἱμάσσω	to make bloody stain with blood
αἱματόεις	blood-red or of blood
αἱμοβόρος	blood-sucking, greedy of blood
Αἷμος	
Αἵμων	
αἰνέω	to tell or speak of
αἴνη	praise, fame
αἰνόθρυπτος	sadly enervated
αἰνολέων	a dreadful lion
αἰνόμορος	doomed to a sad end
αἶνος	a tale, story
αἰνός	dread, dire, grim
αἰνοτόκεια	unhappy in being a mother
αἴνυμαι	to take, take off, take hold of
αἴξ	a goat
αἰολικόν	
αἰολομίτρης	with glancing or glittering girdle
αἰολόπωλος	with quick-moving steeds
αἰόλος	quick-moving
αἰπεινός	high, lofty
αἰπολέω	to tend goats
αἰπόλος	a goatherd
αἴπολος	
αἰπος	
αἶπος	a height, a steep
αἰπύς	high and steep, lofty
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
Αἶσα	the goddess of destiny
Αἰσάροιο	
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσιος	boding well, auspicious
αἶσις	
Αἰσονίδας	
αἰσυμνήτης	a regulator
Αἰσχίνης	
ἀίτας	a beloved youth, favourite
αἰτέω	to ask, beg
αἰτήμεθα	
Αἴτνη	
αἰφνίδιος	unforeseen, sudden
αἰχμητής	a spearman
αἶψα	quick, with speed, on a sudden
ἀίω	
αἰών	a period of existence
αἰωρέω	to lift up, raise
ἀκάματος	without sense of toil
ἄκανθα	a thorn, prickle
ἀκανθίς	the goldfinch
ἄκανθος	
ἀκηδέω	to take no care for, no heed of
ἀκήλητος	to be won by no charms, proof against enchantment, inexorable
ἀκήρατος	unmixed, uncontaminated, undefiled
̓́Ακιδος	
ἄκικυς	powerless, feeble
ἀκίρας	
ἀκλεής	without fame, inglorious, unsung
ἄκλητος	uncalled, unbidden
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἀκοίμητος	sleepless
ἄκοιτις	a spouse, wife
ἀκοντιστής	a darter, javelin-man
ἄκουσις	
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκράτιστος	having breakfasted
ἄκρατος	unmixed, sheer
ἀκρέμων	a branch, twig, spray
ἀκρέσπερος	at eventide
ἄκρηβος	in earliest youth
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριδοθήρα	
ἀκρίς	a locust
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκρόκομος	with hair on the crown
ἄκρον	the highest or furthest point
ἀκρόνυχος	at night-fall, at even
ἄκρος	at the furthest point
ἀκρόχλοον	
ἄκρων	
ἀκρώνυχος	with nails at the extremities
ἀκρώρεια	a mountain-ridge
ἀκτή	a headland, foreland, promontory, shore
ἀκτήμων	without property, poor
ἄκτιον	
ἄκτιος	haunting the shore
ἀκτίς	a ray, beam
ἄκυλος	an acorn
ἀκωκή	a point
ἄκων	a javelin, dart
ἀλαᾶς	
ἀλάβαστρον	a box or casket of alabaster
ἀλάθεα	
ἀλακάτα	
ἀλάομαι	to wander, stray or roam about
ἅλας	salt
ἄλαστος	not to be forgotten, insufferable, unceasing
ἅλατο	
ἀλγέω	to feel bodily pain, suffer
̓Αλγέω	
ἄλγος	pain
ἀλδήσκω	to grow, wax
ἀλέγω	to trouble oneself, have a care
ἄλειφαρ	anointing-oil, unguent, oil
ἀλέκτωρ	a cock
̓́Αλεντα	
̔́Αλεντα	
̓Αλέξανδρος	
̓Αλεύα	
ἄλευρον	wheaten flour
ἀλήθεια	truth
ἀληθής	unconcealed, true
ἀληθινός	agreeable to truth
ἀλήνωρ	
ἀλίβατος	
ἁλιεύς	one who has to do with the sea
ἁλίζω	
ἁλικία	
ἁλικιώτας	
ἁλίκον	
ἁλίκος	
ἁλιόκαυστον	
ἅλιος	
ἅλις	in heaps, crowds, swarms, in abundance, in plenty
ἀλιτρός	sinful, sinning
ἁλίτρυτος	sea-beaten, sea-worn
ἀλκή	strength
ἄλκιμος	strong, stout
̓Αλκίππας	
̓Αλκμήνα	
̓Αλκμήναν	
̓Αλκμήνας	
̓Αλκμήνη	
̓Αλκμήνης	
ἀλκυών	the kingfisher
ἀλλά	otherwise, but
̔́Αλλεται	
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἄλλοθεν	from another place
ἅλλομαι	to spring, leap, bound
ἄλλος	alius, another, one besides
ἄλλοσε	to another place, elsewhither
ἀλλότριος	of or belonging to another
ἄλλου	
ἀλλοφρονέω	to think of other things, to give no heed
ἄλλυδις	elsewhither
ἄλλωθεν	
ἄλλως	in another way or manner
ἁλμυρός	salt, briny
ἀλοάω	to thresh, thresh out
ἀλοσύνας	
ἄλοχος	a bedfellow, spouse, wife
ἅλς	a lump of salt
ἄλσις	
ἄλσος	a glade or grove
ἀλύσκω	to flee from, shun, avoid, forsake
ἀλύσσω	to be uneasy, be in distress
̓Αλφειοῖο	
̓Αλφεόν	
̓Αλφεσιβοίης	
ἄλφιτον	peeled or pearl-barley
ἀλῳάδος	
ἀλωεύς	
ἀλωή	a threshing-floor
ἀλώπηξ	a fox
ἅμα	at once, at the same time
ἀμαθύνω	to level with the sand, utterly destroy
ἀμαιμάκετος	irresistible
ἀμαλδύνω	to soften
ἀμαλλοδετήρ	a binder of sheaves
ἀμαλλοδέτης	
ἁμαξιτός	
ἆμαρ	
ἀμάρυγμα	a sparkle, twinkle
̓Αμαρυλλί	
̓Αμαρυλλίδα	
̓Αμαρυλλίδι	
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμάω	
ἀμβροσία	
ἀμβροσίη	ambrosia
ἀμβρόσιος	immortal
ἀμείβω	to change, exchange
ἀμείλικτος	unsoftened, cruel
ἀμείνων	better, abler, stronger, braver
ἀμέλγω	to milk
ἀμενηνός	powerless, fleeting, feeble
ἀμέργω	to pluck or pull
ἁμές	
ἄμετρος	without measure, immense, excessive, boundless
ἀμητήρ	a reaper
ἀμηχανέω	to be at a loss for
ἀμήχανος	without means
ἀμιθρέω	
ἇμιν	
ἁμῖν	
ἅμισυ	
ἀμμέγα	
ἀμμετέρας	
ἄμμεων	
ἄμμιγα	
ἄμμος	sand
ἀμνάς	a lamb
ἄμναστοι	
ἀμνεῖος	of a lamb
ἀμνίς	a ewe-lamb
ἀμνός	a lamb
ἀμοιβαδίς	by turns, alternately
ἀμοιβαῖος	giving like for like, retributive
ἄμοιρος	without share in
ἀμολγεύς	a milk-pail
ἀμόλγιον	a milk-pail
ἁμός	
ἄμοτον	
ἄμοτος	raging, savage
ἄμπ	
ἀμπέλαγος	
ἀμπελεών	
ἄμπελος	a vine
ἀμπέλος	
ἀμπελών	a vineyard
ἀμπεχόνη	a fine robe
ἀμπέχονον	
ἄμπν	
ἄμπυξ	a woman's head-band, snood
̓Αμυκλαίων	
ἀμύκλας	
̓Αμύκοιο	
̓́Αμυκος	
ἄμυλος	not ground at the mill
ἀμύμων	blameless, noble, excellent
̓Αμύντας	
̓Αμύντιχος	
ἄμυξις	
ἀμύσσω	to scratch, tear, wound, lacerate, mangle
ἀμυχή	a scratch, skin-wound
ἀμυχμός	
ἀμφαγείρομαι	to gather round
ἄμφενα	
ἀμφί	on both sides
ἀμφίθυρος	with double entrance
̓Αμφικλέους	
ἀμφιλαφής	taking in on all sides, widespreading
ἀμφιπιέζω	to squeeze all round, hug closely
ἀμφιπολέω	to attend constantly, to attend on, watch, guard
ἀμφίπολος	busied about, busy
ἀμφιστέλλομαι	to fold round oneself
ἀμφιτίθημι	to put round
̓Αμφιτρίτης	
̓Αμφιτρύων	
̓Αμφιτρύωνα	
̓Αμφιτρυωνιάδαο	
̓Αμφιτρυωνιάδας	
̓Αμφιτρυωνιάδῃ	
̓Αμφιτρυωνιάδης	
̓Αμφιτρύωνος	
ἀμφότερος	each or both of two
ἀμφοτέρως	in both ways
ἄμφω	
ἄμφωτος	two-eared, two handled
ἄμωμος	without blame, blameless
ἄν	
ἀν	
ἀνά	up, upon
ἀνά-ἀάω	
ἀνά-ἀφύσσω	
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβλύζω	to spout up
ἀναγιγνώσκω	to know well, know certainly
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀνά-ἐφύω	
ἀνάθεμα	anything devoted to evil, an accursed thing
ἀνάθρεμμα	a nursling
ἀναιδής	shameless
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναιρέω	to take up, raise
ἀναίρω	to lift up
ἀνάκειμαι	to be laid up
ἀνά-κλέπτω	
ἀνακόπτω	
ἀνακράζω	to cry out, lift up the voice
̓Ανακρέοντος	
ἀνακρούω	to push back, stop short, check
ἀναλάζομαι	to take again
ἀναλάμπω	to flame up, take fire
ἀνάλατο	
ἀναμέλπω	to begin to sing
ἀναμετρέω	to re-measure the road
ἀνάμιγα	promiscuously
ἀνανέμω	to divide anew
ἀνάνευσις	
ἀνανεύω	to throw the head back
ἀνάνυτα	
ἄναξ	a lord, master
ἀνάξιος	unworthy, not deemed or held worthy of
ἄναξις	
̓Αναξώ	
ἀνά-ὁράω	
ἀναπαύω	to make to cease, to stop or hinder from
ἀνά-πεδάω	
ἀναπλέκω	to enwreath
ἀναπληρόω	to fill up
ἀναπνέω	to breathe again, take breath
̓Ανάπω	
̓Ανάπῳ	
ἀνάριθμος	without number, countless, numberless
ἀνάριστος	
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀνάρσιος	not fitting, incongruous
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνά-σχέθω%	
ἀνασχίζω	to rip up
ἀνατέλλω	to make to rise up or to grow up
ἀνατίθημι	to lay upon
ἀνατλῆναι	to bear up against, endure
ἀνατολή	a rising, rise
ἀνατρέπω	to turn up or over, overturn, upset
ἀνατρέχω	to run back
ἀναύω	to cry aloud
ἀναφαίνω	to make to give light, make to blaze up
ἀναφέρω	to bring or carry up
ἀνά-φύω	
ἀναχάζω	to make to recoil, force back
ἀναχέω	to pour forth
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
ἄνδηρον	a raised border, flower-bed
ἄνδιχα	asunder, in twain
ἀνδρεῖα	
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδριάς	the image of a man, a statue
ἀνδρίον	a manikin
ἀνδρίς	
ἀνδριστί	like a man, like men
ἀνδρόω	to rear up into manhood
ἄνειμι	to go up
ἀνέλκω	to draw up
ἀνέλπιστος	unhoped for, unlooked for
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεμώλιος	windy
ἀνεμώνη	the wind-flower, anemone
ἀνέξοδος	with no outlet, allowing no return
ἀνέρομαι	to enquire of, question
ἄνερος	
ἀνερύω	to draw up, haul up
ἀνερωτάω	to ask or inquire of, question
ἄνευ	without
ἀνέχω	to hold up
ἀνεψιός	a first-cousin, cousin
ἄνηβος	not yet come to man's estate, beardless
ἄνηθον	anise, dill
ἀνήρ	a man
̓Ανήρ	
ἀνήσσατοι	
ἀνήτινον	
ἄνθεμα	
ἄνθεμον	costliest
ἀνθέρικος	
ἀνθέω	to blossom, bloom
ἄνθος	a blossom, flower
ἄνθρωπος	man
ἀνία	grief, sorrow, distress, trouble
ἀνιάζω	to grieve, distress
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνιάω	to grieve, distress
ἀνίημι	to send up or forth
ἀνίκητος	unconquered, unconquerable
ἀνίστημι	to make to stand up, raise up
ἀνοίγνυμι	to open
ἄνοος	without understanding, foolish, silly
ἀνορθόω	to set up again, restore, rebuild
ἀνούατος	without ear: without handle
̓́Ανσταθ'	
ἀνταμείβομαι	to exchange
ἀντάξιος	worth just as much as
ἀντηχέω	to sound or sing in answer
ἀντί	over against, opposite. c. gen.
ἀντιάω	to go for the purpose of meeting
̓Αντιγόνας	
ἀντίον	
ἀντίος	set against
̓Αντιόχοιο	
ἀντιφιλέω	to love in return
ἀντλέω	to bale out bilge-water, bale the ship
ἄντομαι	to meet
ἄντρον	
ἄντυξ	the edge or rim of anything round or curved
ἄνυμες	
ἀνυπόδητος	unshod, barefoot
ἀνυσίεργος	
ἄνυσις	accomplishment
ἄνυτο	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωγα	to command, order
ἄνωθεν	from above, from on high
ἄξενος	inhospitable
ἄξιος	weighing as much, of like value, worth as much as
ἀοιδᾶσζατεισ'	
ἀοιδή	song, a singing
ἀοίδιμος	sung of, famous in song
ἀοιδός	a singer, minstrel, bard
ἀολλής	all together, in throngs, shoals or crowds
̓Αονίου	
ἄορ	a hanger, sword
ἀοσσέω	to help
ἀπάγχω	to strangle, throttle
ἀπάλαλκε	to ward off
ἁπαλός	soft to the touch, tender
ἀπαμείβομαι	to reply, answer
ἀπάνευθε	afar off, far away
ἀπάρθενος	no more a maid
ἀπάρχω	
ἅπας	quite all, the whole
ἀπατάω	to cheat, trick, outwit, beguile
ἀπάτη	a trick, fraud, deceit
ἀπαυδάω	to forbid
ἀπειλέω	
ἄπειμι	
ἀπεῖπον	to speak out, tell out, declare
ἀπειρέσιος	boundless, immense, countless
ἀπείριτος	
ἄπειρος	
ἀπέρχομαι	to go away, depart from
ἀπεχθάνομαι	to be hated, incur hatred, be roused to hatred
ἀπεχθής	hateful, hostile
ἀπέχθομαι	to be hated, incur hatred
ἀπηνής	ungentle, harsh, rough, hard
̓Απίδα	
ἄπιον	a pear
ἄπιος	
̂̓Απις	
ἄπληστος	not to be filled, insatiate
ἄπνευστος	breathless
ἀπό	from, away from. c. gen.
ἀπό-ἁλίσκομαι	
ἀποβαίνω	to step off from
ἀποβάλλω	to throw off
ἀπόβλητος	to be thrown away
ἀποβρίζω	to go off to sleep, go sound asleep
ἀποδατέομαι	to portion out to
ἀποδέρω	to flay or skin completely
ἀποδημέω	to be away from home, be abroad or on one's travels
ἀποδύνω	
ἀπό-δύω	
ἀποθέω	to run away
ἀποθύμιος	not according to the mind, unpleasant, hateful
ἀποικέω	to go away from home, to settle in a foreign country, emigrate
ἀποίχομαι	to be gone away, to be far from
ἀποκλάζω	
ἀποκλείω	to shut off from or out of, debar
ἀποκλίνω	to turn off or aside
ἀπόκομμα	a splinter, chip, shred
ἀπολείπω	to leave over or behind
ἀπολήγω	to leave off, desist from
ἀπόλλυμι	to destroy utterly, kill, slay
̓Απόλλων	
̓Απόλλωνος	
ἀπολύω	to loose from
ἀπομάσσω	to wipe clean
ἀποπαύω	to stop or hinder from, make to cease from
ἀποπέμπω	to send off or away, to dismiss
ἀπόπεμψις	a sending off, dispatching
ἀποπλάζω	to lead astray from
ἀπόπροθε	from afar, afar off, far away
ἀπόπροθεν	
ἀπόπροθι	far away
ἀποπτύω	to spit out
ἀπορρέω	to flow or run off, stream forth
ἀποσβέννυμι	to put out, extinguish, quench
ἀποσεύω	to chase away
ἀποσκυλεύω	to carry off as spoil from τί τινος
ἀποσπένδω	to pour out wine
ἀποστάζω	to let fall drop by drop, distil
ἀποστενόω	to straiten, block up
ἀποστέργω	to love no more
ἀποσύρω	to tear away
ἀποτέμνω	to cut off, sever
ἀποτίθημι	to put away, stow away
ἀπότιλμα	a piece plucked off
ἄποτμος	unhappy, ill-starred
ἀποτρίβω	to wear out
ἀποτρώγω	to bite or nibble off
ἄπους	without foot or feet
ἀπό-ὕω	
ἀποφέρω	to carry off or away
ἀποφθίνω	to perish utterly, die away
ἄπρακτος	doing nothing, ineffectual, unprofitable
ἀπρεπής	unseemly, unbecoming, indecent, indecorous
ἀπρίξ	with closed teeth
ἅπτω	to fasten, bind fast
ἀπύ	
ἀπφῦν	
ἀπφῦς	
ἄπωθεν	from afar
ἀπωθέω	to thrust away, push back
ἀπώτερος	
ἀπωτέρω	further off
ἄρα	
ἆρα	particle introducing a question
ἀραβέω	to rattle, ring, clash
ἀραιός	thin, narrow, slight, slender
ἀράομαι	to pray to
ἀραρίσκω	to join, join together, fasten
ἀράσσω	to strike hard, smite
̓́Αρατε	
̓́Αρατος	
ἀράχνη	a spider's web
ἀράχνης	a spider
ἀράχνιον	a spider's web
ἀρβύλη	a strong shoe or half-boot
ἀρβυλίς	
ἀργαλέος	painful, troublous, grievous
̓́Αργει	
̓Αργεία	
̓Αργείαισι	
̓Αργείας	
̓Αργείου	
̓Αργείῳ	
̓Αργείων	
̓́Αργεος	
ἀργής	bright, glancing
ἀργηστής	
̓Αργόθεν	
̓́Αργος	
ἀργυραμοιβός	a money-changer, banker
ἀργύρεος	silver, of silver
ἀργύριον	a piece of silver, a silver coin
ἄργυρος	white metal
̓Αργώ	
ἄρδις	the point of
ἄρδω	to water
̓Αρέθοισα	
̓Αρέθοισαν	
ἄρειος	devoted to Ares, warlike, martial
ἀρείων	better, stouter, stronger, braver, more excellent
ἀρέμ	
ἄρεσκος	pleasing
ἀρέσκω	to make good, make up
ἀρετή	goodness, excellence
ἀρήγω	to help, aid, succour
Ἄρης	Ares
̓Αριάδνας	
ἀρίζηλος	conspicuous, very distinct
ἀριθμέω	to number, count or reckon up
ἀριθμητός	easily numbered, few in number
ἀριθμός	number
ἀρίσημος	very notable
ἀριστερός	left, on the left
ἀριστεύς	the best man
ἀριστεύω	to be best or bravest
̓́Αριστις	
ἄριστον	the morning meal, breakfast
ἄριστος	best
ἀριστοτόκος	
ἀριφραδής	easy to be known, very distinct, manifest
̓Αρκαδίη	
̓Αρκαδικοί	
̓Αρκάσι	
ἄρκευθος	
ἀρκέω	to ward off, keep off
ἄρκιος	sufficient, sure, certain
ἄρκος	
ἄρκτος	a bear
ἅρμα	a chariot
ἁρμαλιά	
ἁρματοπηγός	a wheelwright, chariot-maker
ἄρμενα	the tackling or rigging
ἀρμοῖ	
ἁρμονία	a fastening
ἀρνακίς	a sheep's skin
ἀρνός	a lamb
ἄρνων	
ἄρον	
ἄρος	
ἀροτρεύς	a ploughman
ἄροτρον	a plough
ἄρουρα	tilled or arable land, seed-land, cornland
ἀρόω	to plough
ἁρπάζω	to snatch away, carry off
̔Αρπαλύκῳ	
̓Αρραβίας	
ἄρρηκτος	unbroken, not to be broken
ἀρρηνής	fierce, savage
ἄρσην	male
̓Αρσινόα	
ἀρτάω	to fasten to or hang
̓́Αρτεμι	
̓Αρτέμιδος	
̓́Αρτεμιν	
̓́Αρτεμις	
ἀρτέομαι	to be prepared, get ready, make ready
ἄρτι	just, exactly
ἀρτιγλυφής	newly carved
ἀρτίζω	to get ready, prepare
ἀρτιπαγής	just put together or made
ἄρτος	a cake or loaf of wheat-bread
ἀρχαῖος	from the beginning
̓́Αρχετε	
ἀρχή	a beginning, origin, first cause
ἀρχηγός	beginning, originating
̓Αρχίας	
̓Αρχίλοχον	
ἀρχός	a leader, chief, commander
ἄρχω	to be first
ἀρωγός	aiding, succouring, propitious, serviceable
ἀσάομαι	to feel loathing or nausea, to be disgusted or vexed at
ἄσκαλος	unhoed
ἀσκητής	one who practises any art or trade
ἀσκητός	curiously wrought
ἀσπάλαθος	aspalathus
ἀσπάσιος	welcome, gladly welcomed
ἀσπιδιώτης	shield-bearing, a warrior
ἀσπίς	a round shield
ἆσσον	nearer, very near
̓Ασσυρίω	
ἀστεμφής	unmoved, unshaken
ἀστή	
ἀστήρ	a star
ἀστικός	of a city or town
ἄστιος	
̓Αστοῖς	
ἄστοργος	without natural affection
ἀστός	a townsman, citizen
ἀστράγαλος	one of the neck-vertebrae
ἄστρεπτος	unbending, inflexible
ἄστρον	the stars
ἄστυ	a city, town
ἄστων	
ἁσυχᾷ	
ἀσφαλής	not liable to fall, immoveable, steadfast, firm
̓Ασφαλίων	
ἄσφαλτον	
ἄσφαλτος	asphalt, bitumen
ἀσφόδελος	asphodel, king's-spear
ἀσχαλάω	to be distressed, grieved
̓Αταλάντα	
ἀτάρ	but, yet
ἀταρτηρός	mischievous, baneful
ἀτασθαλία	presumptuous sin, recklessness, arrogance
ἀτάσθαλος	presumptuous, reckless, arrogant
ἅτε	just as, so as
ἀτειρής	not to be worn away, indestructible
ἄτερ	without
ἀτέραμνος	unsoftened
ἀτερπής	unpleasing, joyless, melancholy
ἀτιμαγελέω	to forsake the herd
ἀτιμαγέλης	despising the herd
ἀτιμάω	to dishonour, treat lightly
ἄτιμος	unhonoured, dishonoured
ἀτιτάλλω	to rear up
ἄτλητος	not to be borne, insufferable
ἆτος	
ἀτρακτυλλίς	
ἀτραπός	a path with no turnings
̓Ατρείδαισι	
ἀτρεκής	real, genuine
ἀτρέμας	without trembling, without motion
̓Ατρέος	
ἄτριον	
ἄτριπτος	not worn by work
ἄτροπος	unchangeable, eternal
ἄτρυτος	not worn away, untiring, unwearied
̓Αττικόν	
ἀτύζω	to be distraught from fear, mazed, bewildered
αὖ	
Αὐγείας	
αὔγειον	
αὐγή	the light of the sun, sunlight
Αὐγηϊάδης	
αὐδάζομαι	to cry out, speak
αὐδάω	to utter sounds, speak
αὐδή	the human voice, speech
αὐερύω	to draw back or backwards
αὖθι	on the spot, here, there
αὖθις	back, back again
αὖλαξ	a furrow
αὐλεία	
αὔλειος	of or belonging to the αὐλή or court
αὐλέω	to play on the flute
αὐλή	the court-yard
αὐλητρίς	a flute-girl
αὐλίζομαι	to lie in the court-yard
αὔλιος	of or for farm-yards, rustic
αὖλις	a place for passing the night in, a tent, roosting-place
αὐλός	a flute
αὐξάνω	to make large, increase, augment
αὖος	dry
αὔρα	air in motion, a breeze
αὔριον	to-morrow
αὐσταλέος	sunburnt, squalid
αὕτα	
αὖτε	again
ἀυτέω	to cry, shout
ἀυτή	a cry, shout
αὐτίκα	forthwith, straightway, at once
αὐτόγα	
αὐτοένει	
αὐτόθεν	from the very spot
αὐτόθι	on the spot
αὐτόματος	acting of one's own will, of oneself
Αὐτονόη	
αὐτός	self
αὔτος	
αὐτοῦ	at the very place, just here, just there
αὐτόφλοιος	with the bark on
αὐτοφυής	self-grown
αὔτως	in this very manner, even so, just so, as it is
αὐχήν	the neck, throat
αὐχμηρός	dry, dusty, rough, squalid
αὐχμός	drought
αὔω	
ἄφαντος	made invisible, blotted out, forgotten
ἀφάπτω	to fasten from or upon
ἄφαρ	straightway, forthwith, at once, quickly, presently
̓Αφαρηίου	
̓Αφαρῆος	
ἀφαυρός	feeble, powerless
ἀφέρπω	to creep off, steal away, retire
ἀφήκω	to arrive at
ἅφθα	
