Field1	Field2
Αἴγεστα	
Αἰγεστέας	
Αἰγεστεῦσιν	
Αἰγεύς	
Αἰγηί̈δος	
αἰγιαλός	the sea-shore, beach, strand
αἰγικορεῖς	goatherds
Αἴγινα	Aegina
αἰγίνη	
Αἰγινήτης	an Aeginetan
Αἰγίς	
Αἴγλη	
Αἰγύπτιος	Egyptian
Αἴγυπτος	the river Nile
αἰδέομαι	to be ashamed to do
Αἵδης	
ἀίδιος	everlasting, eternal
ἀιδνής	
ἀιδνός	unseen, dark
αἰδοῖον	the genitals, pudenda
αἰδοῖος	regarded with reverence, august, venerable
αἰδώ	
αἰδώς	a sense of shame, shame, modesty, self-respect
αἴθαλος	soot
αἰθέριος	of or in the upper air, high in air, on high
αἰθήρ	ether, the brighter purer air, the sky
Αἰθίοψ	burnt-face
Αἴθρη	
αἴθρη	clear sky, fair weather
αἴθων	fiery, burning, blazing
αἰκίζω	to treat injuriously, to plague, torment
αἷμα	blood
αἱμακουρία	
Αἷμος	
αἱμύλος	flattering, wheedling, wily
Αἵμων	
αἰνέω	to tell or speak of
αἰνίζω	
αἰνίσσομαι	to speak in riddles
αἴξ	a goat
Αἰολεύς	an Aeolian
αἰολέω	
αἰολίζω	to speak Aeolian
Αἰολικός	of or like the Aeolians
αἰόλος	quick-moving
αἰπύς	high and steep, lofty
αἵρεσις	a taking especially
αἱρέω	to take with the hand, grasp
αἴρω	to take up, raise, lift up
αἰσθάνομαι	to perceive, apprehend by the senses, to see, hear, feel
αἴσθησις	perception by the senses
Αἰσχίνης	
αἰσχροκέρδεια	base covetousness
αἰσχρός	causing shame, abusive
Αἰσχύλος	
αἰσχύνη	shame done one, disgrace, dishonour
αἰσχύνω	to make ugly, disfigure, mar
Αἴσωπος	
αἰτέω	to ask, beg
αἴτημα	a request, demand
αἴτησις	a request, demand
αἰτία	a charge, accusation
αἰτιάομαι	to charge, accuse, censure, blame
αἴτιος	to blame, blameworthy, culpable
Αἰτωλικός	
αἰφνίδιος	unforeseen, sudden
αἰχμαλωσία	captivity: a body of captives
αἰχμάλωτος	taken by the spear, captive to one's spear, taken prisoner
αἰχμή	the point of a spear
αἰχμητής	a spearman
αἰών	a period of existence
αἰωρέω	to lift up, raise
Ἀκαδήμεια	the Academy
Ἀκάδημον	
Ἀκάδημος	
ἀκάθεκτος	
ἄκακος	unknowing of ill, guileless
Ἀκαμαντίδης	
ἀκάματος	without sense of toil
ἄκαμπτος	unbent, that will not bend, rigid
ἄκανθα	a thorn, prickle
Ἀκάνθιοι	
ἀκάνθιον	
ἀκανθίων	
Ἀκαρνανίη	
ἀκέομαι	to heal, cure
ἀκέραιος	unmixed, pure in blood
ἀκερδής	without gain, bringing loss
Ἀκεστόδωρος	
ἀκήδευτος	unburied
ἀκήρυκτος	unannounced, unproclaimed
ἀκινάκης	a short straight sword
ἀκίνδυνος	without danger, free from danger
ἀκίνητος	unmoved, motionless
ἀκλεής	without fame, inglorious, unsung
ἀκμάζω	to be in full bloom, be at one's prime or perfection
ἀκμή	a point, edge
ἀκμής	untiring, unwearied
ἀκολασταίνω	to be licentious, intemperate
ἀκόλαστος	licentious, intemperate
ἀκολουθέω	to follow
ἀκόλουθος	following, attending on
ἄκομψος	unadorned, boorish
ἀκόνη	a whetstone, hone
ἀκοντίας	
ἀκοντίζω	to hurl a javelin
ἀκόντιον	
ἀκόντισμα	a javelin's throw
ἀκοντιστής	a darter, javelin-man
ἀκούσιος	
ἄκουσις	
ἄκουσμα	a thing heard
ἀκούω	to hear
ἄκρα	a headland, foreland, cape
ἀκραιφνής	unmixed, pure
ἄκρατος	unmixed, sheer
ἀκρίβεια	exactness, minute accuracy, precision
ἀκριβής	exact, accurate, precise, made or done to a nicety
ἀκριβολογέομαι	to be exact or precise
ἀκριβολογία	
ἀκριβόω	to make exact or accurate
ἀκριβῶς	
ἄκριτος	undistinguishable, unarranged, disorderly
ἀκροάομαι	to hearken to, listen to
ἀκροατής	a hearer
ἄκρον	the highest or furthest point
ἀκρόπολις	the upper city
ἄκρος	at the furthest point
ἀκροστόλιον	the gunwale
ἄκρων	
ἀκρώρεια	a mountain-ridge
ἀκρωτηριάζω	to cut off the extremities, mutilate
ἀκρωτήριον	any prominent part
Ἀκταίων	
ἀκτέα	the elder-tree
ἀκτή	a headland, foreland, promontory, shore
ἀκτήμων	without property, poor
ἄκυρος	without authority
ἀκώλυτος	unhindered
ἄκων	a javelin, dart
ἀλαζονεία	false pretension, imposture, quackery
ἀλαζονεύομαι	to make false pretensions
ἀλαζονικός	boastful, braggart
ἀλαζών	a vagabond
ἀλαλαγή	a shouting
ἀλαλαγμός	
ἀλαλκομένιος	
ἀλάομαι	to wander, stray or roam about
ἀλαπαδνός	exhausted, powerless, feeble
ἀλγύνω	to pain, grieve, distress
ἀλεής	in the sun
ἀλείπτης	an anointer, a teacher of gymnastics
ἀλείφω	to anoint with oil, oil
ἀλεκτρυών	a cock
ἀλέκτωρ	a cock
Ἀλέξανδρος	
ἀλέξανδρος	defending men
ἀλήθεια	truth
ἀληθεύω	to speak truth
ἀληθής	unconcealed, true
ἀληθινός	agreeable to truth
ἄληπτος	not to be laid hold of, hard to catch
Ἁλιάρτιοι	
Ἁλιάρτιος	
Ἁλιαρτίων	
Ἁλίαρτος	
ἅλιας	
ἁλιάς	
ἁλιεύς	one who has to do with the sea
Ἁλικαρνασεύς	
Ἁλικαρνασσεύς	a Halicarnassian
Ἀλικαρνασσόν	
ἀλίμενος	without harbour, harbourless
Ἁλιμούσιος	
ἁλίσκομαι	to be taken, conquered
ἁλιτενής	stretching along the sea, level, flat
ἀλκή	strength
ἀλκιβιάδες	
Ἁλκιβιάδης	
Ἀλκιβιάδης	
ἄλκιμος	strong, stout
Ἄλκιμος	
Ἀλκμαίων	
Ἀλκμαιωνίδης	
Ἀλκμαιωνιδῶν	
Ἀλκμήνη	
ἀλλά	otherwise, but
ἀλλαχόθεν	from another place
ἄλλῃ	in another place, elsewhere
ἀλλήλων	of one another, to one another, one another
ἀλλόκοτος	of unusual nature or form, strange, monstrous
ἄλλος	alius, another, one besides
ἄλλοτε	at another time, at other times
ἀλλότριος	of or belonging to another
ἀλλοτριόω	to estrange from
ἄλλου	
ἄλλως	in another way or manner
ἀλογία	want of respect or regard
ἄλογος	without λόγος
ἀλοιφή	anything used for anointing, hog's-lard, grease, unguent
ἄλοξ	a furrow
ἁλουργής	wrought in the sea, sea-purple
ἁλουργός	
ἄλσις	
ἄλσος	a glade or grove
Ἄλυκον	
Ἀλύκου	
ἄλυπον	
ἄλυπος	without pain
ἅλων	
ἁλώνης	
ἀλωπέκειος	of a fox
Ἀλωπεκῆθεν	
Ἀλώπεκος	
ἀλώπηξ	a fox
ἅλωσις	a taking, capture, conquest, destruction
ἅμα	at once, at the same time
Ἀμαζόνειον	
Ἀμαζών	the Amazons
ἀμαθής	unlearned, ignorant, stupid, boorish
Ἀμαθούσιος	
Ἀμαθουσίους	
ἄμαξα	a wagon, wain
ἁμαξοπηγός	a cartwright
Ἀμαρσυάδας	
ἁμαρτάνω	to miss, miss the mark
ἁμαρτῆ	together, at once
ἁμάρτημα	a failure, fault, sin
ἁμαρτία	a failure, fault, sin
ἀμαυρός	dimly seen, dim, faint, baffling sight
ἀμαυρόω	to make dim, faint
ἀμαχεί	without resistance
ἄμαχος	without battle
ἀμβλύνω	to blunt, take the edge off
ἀμβλύς	blunt, dulled, with the edge taken off
Ἀμβρακίη	
ἀμείβω	to change, exchange
ἀμείλιχος	implacable, relentless
Ἀμεινίης	
ἀμείνων	better, abler, stronger, braver
ἄμειψις	exchange, interchange
ἀμέλει	never mind
ἀμελέω	to have no care for, be neglectful of
ἀμελής	careless, heedless, negligent
ἄμεμπτος	not to be blamed, blameless
ἀμεμφής	
ἀμετάπειστος	
ἀμετάστροφος	unalterable
ἀμετάτρεπτος	
ἀμηχανία	want of means, helplessness, impotence
ἀμήχανος	without means
ἀμίαντος	undefiled
ἄμικτος	unmingled, that will not mingle or blend
ἅμιλλα	a contest for superiority, a conflict
ἁμιλλάομαι	to compete, vie, contend with
ἀμίμητος	inimitable
ἀμιξία	want of intercourse
ἀμισθί	without reward
ἅμμα	anything tied or made to tie
Ἄμμων	Zeus-Ammon
Ἀμμώνιος	
ἀμνημονέω	to be unmindful
ἀμοιβάς	for a change of raiment
ἀμοιβή	a requital, recompense, compensation, return, payment
ἀμοιρέω	to have no share in
ἄμοιρος	without share in
Ἀμομφάρετος	
ἄμορφος	misshapen, unsightly
ἁμός	
ἁμοῦ	somewhere or other
ἄμουσος	without the Muses, without taste, unrefined, inelegant, rude, gross
ἄμπελος	a vine
ἀμπεχόνη	a fine robe
ἀμπέχω	to surround, cover
ἀμυδρός	indistinct, dim, obscure
ἀμύθητος	unspeakable, unspeakably many or great
Ἀμύκλης	
ἀμύνω	to keep off, ward off
ἀμυχή	a scratch, skin-wound
ἀμφί	on both sides
ἀμφί-ἀμφιέννυμι	
Ἀμφιάραος	Amphiaraus
ἀμφιβάλλω	to throw or put round
ἀμφίβολος	put round, encompassing
ἀμφιδοξέω	to be doubtful
ἀμφιέννυμι	to put round or on
Ἀμφίθεος	
ἀμφιθέω	to run round about
ἀμφικαλύπτω	to cover all round, enwrap, enfold
ἀμφικτίονες	they that dwell round, next neighbours
Ἀμφικτύονες	the Amphictyons
Ἀμφικτυονία	the Amphictyonic League
ἀμφικτυονία	
Ἀμφικτυονικός	Amphictyonic, of the Amphictyons
Ἀμφικτύων	
ἀμφιλογέομαι	to dispute
ἀμφί-πλέκω	
Ἀμφίπολις	
ἀμφίπολις	encompassing a city
ἀμφισβήτημα	a point in dispute
Ἀμφιτροπῆθεν	
Ἀμφιτρύων	
ἀμφορεύς	an amphora, jar, urn
ἀμφοτερόγλωσσος	
ἀμφότερος	each or both of two
ἀμφοτέρως	in both ways
ἄμφω	
ἀμῶς	in some way or other
ἄν	
ἀνά	up, upon
ἀναβαίνω	to go up, mount, to go up to
ἀναβάλλω	to throw or toss up
ἀναβιβάζω	to make go up, cause to mount
ἀναβοάω	to shout aloud, utter a loud cry
ἀναβολάς	
ἀναβολεύς	a groom who helps one to mount
ἀναβολή	that which is thrown up, a mound
ἀναγγέλλω	to carry back tidings of, report
ἀναγιγνώσκω	to know well, know certainly
ἀναγκάζω	to force, compel
ἀναγκαίη	
ἀναγκαῖον	a place of constraint, a prison
ἀναγκαῖος	with or by force
ἀνάγκη	force, constraint, necessity
ἀναγραφεύς	a registrar
ἀναγραφή	a registering
ἀναγράφω	to engrave and set up
ἀνάγω	to lead up
ἀναγωγή	a leading up
ἀναδασμός	re-distribution or partition
ἀναδατέομαι	to divide anew, redistribute
ἀνά-δεῖ	
ἀναδείκνυμι	to lift up and shew
ἀναδέχομαι	to take up, catch, receive
ἀναδέω	to bind or tie up
ἀναδίδωμι	to hold up and give
ἀνάδοσις	a distribution: digestion
ἀναδύνω	to come to the top of water
ἀνάδυσις	a drawing back, retreat
ἀνά-ἐφύω	
ἀναζητέω	to examine into, investigate
ἀναζωπυρέω	
ἀναθαρσέω	to regain courage
ἀναθαρσύνω	to fill with fresh courage
ἀνάθημα	a votive offering set up
ἀναίμακτος	unstained with blood
ἀναίνομαι	to reject with contempt, turn one's back on, spurn
ἀναίρεσις	a taking up
ἀναιρέω	to take up, raise
ἀναίσθητος	insensate, unfeeling
ἀναισχυντία	shamelessness
ἀνά-ἴσχω	
ἀναίτιος	not being the cause
ἀνακαλέω	to call up the dead
ἀνακαλύπτω	to uncover
ἀνάκειμαι	to be laid up
ἀνακεράννυμι	to mix up or again
Ἄνακες	the Dioscuri, Castor and Pollux
ἀνακής	
ἀνακοινόω	to communicate
ἀνακομίζω	to carry up
ἀνακόπτω	
ἀνακράζω	to cry out, lift up the voice
Ἀνακρέων	
ἀνακρίνω	to examine closely, to question, interrogate
ἀνακρούω	to push back, stop short, check
ἀνακτάομαι	to regain for oneself, get back again, recover
ἀνάκτορον	a palace
ἀνακύκλησις	
ἀνακῶς	carefully
ἀναλαμβάνω	to take up, take into one's hands
ἀναλάμπω	to flame up, take fire
ἀναλγής	painless
ἀναλέγω	to pick up, gather up
ἀναλίσκω	to use up, to spend, lavish or squander
ἀναλογίζομαι	to reckon up, sum up
ἀναλύω	to unloose, undo
ἀνάλωμα	expenditure, cost
ἀνάλωτος	not to be taken, invincible, impregnable
ἀναμάχομαι	to renew the fight, retrieve a defeat
ἀναμένω	to wait for, await
ἀναμετρέω	to re-measure the road
ἀναμέτρησις	a measurement
ἀναμίγνυμι	to mix up, mix together
ἀναμιμνήσκω	to remind
ἀνάμιξις	intercourse
ἀναμισθαρνέω	to serve again for pay
ἀναμφισβήτητος	undisputed, indisputable
ἄνανδρος	husbandless
ἀνανεόομαι	to renew
ἀναντίρρητος	
ἄναξ	a lord, master
Ἀναξαγόρης	
Ἀναξανδρίδης	
Ἀναξίλαος	
Ἀναξιλάου	
Ἀναξίλευς	
Ἀναξίλης	
ἀνάξιος	unworthy, not deemed or held worthy of
Ἀναξώ	
ἀνάπαιστος	struck back, rebounding
ἀναπαύω	to make to cease, to stop or hinder from
ἀναπείθω	to bring over, convince
ἀναπέμπω	to send up
ἀναπεπταμένος	
ἀναπετάννυμι	to spread out, unfold, unfurl
ἀναπηδάω	to leap up, start up
ἀναπίμπλημι	to fill up
ἀνάπλεος	quite full of
ἀναπλέω	to sail up, to go up stream
ἀναπληρωτέον	
ἀναπληρωτέος	one must fill up
ἀναπνοή	recovery of breath, revival
ἀνάπτω	to make fast on or to
ἀνάρμοστος	unsuitable, incongruous, disproportionate
ἀναρπάζω	to snatch up
ἀναρρήγνυμι	to break up
ἀναρρίπτω	to throw up
ἀνασκάπτω	to dig up, to dig up ground
ἀνάσκητος	unpractised, unexercised
ἀνάσσω	to be lord, master, owner, to rule, in
ἀνάστατος	made to rise up and depart, driven from one's home
ἀναστέλλω	to raise up
ἀναστέφω	to crown, wreath
ἀναστρέφω	to turn upside down, upset
ἀνασχετός	
ἀνασῴζω	
ἀναταράσσω	to disturb greatly, rouse to frenzy, confound
ἀνατείνω	to stretch up, hold up
ἀνατίθημι	to lay upon
ἀνατρέπω	to turn up or over, overturn, upset
ἀνάτρεψις	
ἀναφανδά	visibly, openly
ἀναφανδόν	
ἀναφέρω	to bring or carry up
ἀναφεύγω	to flee up
ἀναφθέγγομαι	to call out aloud
ἀναφλέγω	to light up, rekindle
ἀνάφλεξις	a lighting up
ἀναφλεχθείς	
Ἀναφλύστιος	
ἀνά-φύω	
ἀνά-φωνέω	
Ἀνάχαρσις	
ἀναχωρέω	to go back
ἀναχώρησις	a drawing back, retiring, retreating
ἀναψυχή	a cooling, refreshing: relief, recovery, respite
ἀναψύχω	to cool, to revive by fresh air, to refresh
ἁνδάνω	to please, delight, gratify
Ἀνδοκίδης	
ἀνδραγαθία	bravery, manly virtue, the character of a brave honest man
ἀνδραποδισμός	a selling free men into slavery, enslaving
ἀνδράποδον	one taken in war and sold as a slave, a captive
ἀνδρεία	manliness, manhood, manly spirit
ἀνδρεῖος	of or for a man
ἀνδριαντίσκος	a puppet
ἀνδριάς	the image of a man, a statue
Ἄνδριος	
ἀνδρίς	
Ἀνδρόγεως	
Ἀνδροκλέης	
Ἀνδροκλείδης	
Ἀνδροκράτης	
Ἄνδρος	
Ἀνδροτίων	
ἀνδροφόνος	man-slaying
ἀνδρόω	to rear up into manhood
ἀνδρώδης	like a man, manly
ἀνδρών	the men's apartment
ἀνέγγυος	not accredited
ἀνέγκλιτος	
ἀνέδην	let loose, freely, without restraint
ἀνείλω	
ἄνειμι	to go up
ἀνειπεῖν	to say aloud, announce, proclaim
ἀνείργω	to keep back, restrain
ἀνέκαθεν	from above
ἀνεκάς	upwards
ἀνέκδοτος	not given in marriage
ἀνέκπληκτος	undaunted, intrepid
ἀνεκτός	bearable, sufferable, tolerable
ἀνελεύθερος	not fit for a free man
ἀνέλιξις	an unfolding
ἀνελίσσω	to unroll
ἀνέμβατος	inaccessible
ἄνεμος	wind
ἀνεμόω	to expose to the wind:—
ἀνεξέταστος	not inquired into or examined
ἀνεπίληπτος	not open to attack, not censured, blameless
ἀνεπιτήδευτος	made without care or design, simple, artless
ἀνεπίφθονος	without reproach
ἀνερεθίζω	to stir up, excite
ἄνεσις	a loosening, relaxing
ἄνευ	without
ἀνεύρεσις	a discovery
ἀνευρίσκω	to find out, make out, discover
ἀνέχω	to hold up
ἀνεψιά	
ἀνεψιός	a first-cousin, cousin
ἀνήκεστος	not to be healed, incurable, irreparable, fatal
ἀνήκω	to have come up to
ἀνήρ	a man
Ἀνθεμίων	
Ἀνθεμόκριτος	
ἀνθέω	to blossom, bloom
ἀνθηρός	flowering, blooming
ἀνθίστημι	to set against
ἄνθος	a blossom, flower
ἀνθρώπειος	of or belonging to man, human
ἀνθρώπινος	of, from or belonging to man, human
ἄνθρωπος	man
ἀνθυβρίζω	to abuse one another, abuse in turn
ἀνθύπειξις	a mutual yielding
ἀνιάζω	to grieve, distress
ἀνιάομαι	to cure again, repair
ἀνιαρός	grievous, troublesome, annoying
ἀνιάω	to grieve, distress
ἀνιερόω	to dedicate, devote
ἀνίημι	to send up or forth
ἀνίκητος	unconquered, unconquerable
ἄνισος	unequal, uneven
ἀνίστημι	to make to stand up, raise up
Ἀννίβαν	
ἄνοδος	
ἀνόητος	not thought on, unheard of
ἄνοια	want of understanding, folly
ἀνοίγνυμι	to open
ἀνοικοδομέω	to build up
ἀνομοία	
ἀνόμοιος	unlike, dissimilar
ἀνομοιότης	dissimilarity
ἀνομοιόω	to make unlike or dissimilar
ἀνομολογέομαι	to agree upon
ἄνοος	without understanding, foolish, silly
ἄνοπλος	without the ὅπλον or large shield
ἀνόργανος	without instruments
ἀνορύσσω	to dig up
ἄνοτος	
ἀνοχή	a holding back, stopping
ἀνσχετός	to be borne, sufferable, endurable
Ἀνταγόρης	
ἀνταγωνιστής	an opponent, competitor, rival
Ἀνταῖος	
ἀνταῖος	set over against, right opposite
ἀντανάγω	to lead up against
ἀντανίστημι	to set up against
ἀνταπαιτέω	to demand in return
ἀντεῖπον	to speak against or in answer, gainsay
ἀντεκκλέπτω	to steal away in return
ἀντεκπλέω	to sail out against
ἀντελαύνω	to sail against
ἀντεξελαύνω	to drive, ride, sail out against
ἀντεπιχειρέω	to attack in turn
ἀντεραστής	a rival in love
ἀντερείδω	to set firmly against
ἀντέρεισις	resistance
ἀντερῶ	to speak against, gainsay
ἀντέρως	return-love
ἀντέχω	to hold against
ἀντί	over against, opposite. c. gen.
ἀντιβαίνω	to go against, withstand, resist
ἀντιβάλλω	to throw against or in turn, return the shots
ἀντιβολέω	to meet by chance
ἀντιβολή	
ἀντιγραφεύς	a check-clerk, controller
ἀντιγραφή	a reply in writing
ἀντίγραφος	copied
ἀντιγράφω	to write against or in answer, write back
ἀντιδίδωμι	to give in return, repay
ἀντίδικος	an opponent in a suit, defendant
ἀντί-ἐφορμάω	
ἀντί-ἐφορμέω	
ἀντικολακεύω	to flatter in turn
ἀντικομίζω	to bring back as an answer
ἀντικρούω	to strike against, to be a hindrance, counteract
ἄντικρυς	straight on, right on
ἀντιλαμβάνω	to receive instead of
ἀντιλέγω	to speak against, gainsay, contradict
ἀντίληψις	a receiving in turn or exchange
ἀντιλογία	contradiction, controversy, disputation
Ἀντίλοχος	
ἀντιμαρτυρέω	to appear as witness against, to contradict solemnly
ἀντιμάχομαι	to fight against
ἀντίμαχος	
Ἀντίμαχος	
Ἀντιόπη	
Ἀντιοχίδης	
Ἀντιοχίδος	
Ἀντιοχίς	
Ἀντίοχος	
ἀντίπαλος	wrestling against
ἀντιπαραβάλλω	to hold side by side, to compare
ἀντιπαρεξάγω	to lead on against
ἀντιπέρα	the opposite coast
ἀντιπέρας	over against, on the other side
ἀντιπίπτω	to fall against, resist
ἀντιποιέω	to do in return
ἀντιπολιτεύομαι	to be a political opponent
ἀντιπράσσω	to act against, seek to counteract
ἀντίπρῳρος	with the prow towards
Ἀντισθένης	
ἀντίστασις	an opposite party
ἀντιστρατηγέω	to be Propraetor
ἀντιστράτηγος	the enemy's general
ἀντιταγμα	
ἀντίταγμα	an opposing force
ἀντιτάσσω	to set opposite to, range in battle against
ἀντιτείνω	to stretch out in return, to offer in return, to repay
Ἀντιφάτης	
ἀντίφημι	to speak against, to contradict
ἀντιφιλοτιμέομαι	to be moved by jealousy against
ἀντιφράσσω	to barricade, block up
Ἀντιφών	
ἀντιφωτισμός	
ἀντίχειρ	
ἀντίχειρον	
ἀντιχορηγέω	to be a rival choragus
ἀντιψηφίζομαι	to vote against
ἄντρον	
ἀντωνέομαι	to buy instead
ἄνυδρος	wanting water, waterless
ἀνυπεύθυνος	not liable to give account, irresponsible
ἀνύποπτος	without suspicion, unsuspected
Ἄνυτος	
ἀνύω	to effect, achieve, accomplish, complete
ἄνω	
ἄνωθεν	from above, from on high
ἀνωθέω	to push up, push off from shore
ἀνωμαλία	unevenness
ἀνώμαλος	uneven, irregular
ἀνώτερος	higher
ἀξία	the worth or value
ἀξιόλογος	worthy of mention, noteworthy
ἀξιόμαχος	a match for
ἀξιόπιστος	trustworthy
ἄξιος	weighing as much, of like value, worth as much as
Ἀξίοχος	
ἀξιόω	to think or deem worthy of
ἀξίωμα	that of which one is thought worthy, an honour
ἀξίωσις	a thinking worthy
ἄξος	
ἄξων	an axle
ἀοιδή	song, a singing
ἀοίδιμος	sung of, famous in song
ἀπαγγέλλω	to bring tidings, report, announce
ἀπαγορεύω	to forbid
ἀπάγχω	to strangle, throttle
ἀπάγω	to lead away, carry off
ἀπᾴδω	to sing out of tune, be out of tune
ἀπαθής	not suffering or having suffered, without experience of
ἀπαίδευτος	uneducated
ἀπαιδία	childlessness
ἀπαίρω	to lift off, carry off, take away, to remove from
ἄπαις	childless
ἀπαίσιος	
ἀπαιτέω	to demand back, demand
ἀπαλλαγή	deliverance, release, relief from
ἀπαλλάσσω	to set free, release, deliver
ἀπάνθρωπος	far from man
ἀπαντάω	to move from
ἀπαντή	
ἅπαξ	once, once only, once for all
ἀπαξιόω	to disclaim as unworthy, disown
